Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPM_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPM_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPM_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPM_M_R,SIBERIA_2024_WorldCover_2021_41WPM_M_R
492,Water,Water,NULL,Water,NULL
493,Water,Water,NULL,Water,Grassland
494,Water,Water,NULL,Water,Wetland
495,Water,Water,NULL,Water,Bareland
496,Water,Water,NULL,Water,Built-up
497,Water,Water,NULL,Water,Water
498,Water,Water,NULL,Water,Forest
499,Water,Water,Non_Water,Water,Grassland
500,Water,Water,Non_Water,Water,Wetland
501,Water,Water,Non_Water,Water,Bareland
502,Water,Water,Non_Water,Water,Water
503,Water,Water,Non_Water,Water,Forest
504,Water,Water,Water,Water,NULL
505,Water,Water,Water,Water,Grassland
506,Water,Water,Water,Water,Wetland
507,Water,Water,Water,Water,Bareland
508,Water,Water,Water,Water,Water
509,Water,Water,Water,Water,Forest
510,Water,Forest,NULL,Non_Wetland,NULL
511,Water,Forest,NULL,Non_Wetland,Grassland
512,Water,Forest,NULL,Non_Wetland,Wetland
513,Water,Forest,NULL,Non_Wetland,Bareland
514,Water,Forest,NULL,Non_Wetland,Built-up
515,Water,Forest,NULL,Non_Wetland,Water
516,Water,Forest,NULL,Non_Wetland,Forest
517,Water,Forest,Non_Water,Non_Wetland,NULL
518,Water,Forest,Non_Water,Non_Wetland,Grassland
519,Water,Forest,Non_Water,Non_Wetland,Wetland
520,Water,Forest,Non_Water,Non_Wetland,Water
521,Water,Forest,Non_Water,Non_Wetland,Forest
522,Water,Forest,Water,Non_Wetland,NULL
523,Water,Forest,Water,Non_Wetland,Grassland
524,Water,Forest,Water,Non_Wetland,Wetland
525,Water,Forest,Water,Non_Wetland,Bareland
526,Water,Forest,Water,Non_Wetland,Water
527,Water,Forest,Water,Non_Wetland,Forest
528,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
529,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
530,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
531,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
532,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
533,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
534,Forest,NULL,NULL,Non_Wetland,NULL
535,Forest,NULL,NULL,Non_Wetland,Grassland
536,Forest,NULL,NULL,Non_Wetland,Wetland
537,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
538,Forest,NULL,NULL,Non_Wetland,Bareland
539,Forest,NULL,NULL,Non_Wetland,Water
540,Forest,NULL,NULL,Non_Wetland,Forest
541,Forest,NULL,Non_Water,Non_Wetland,Wetland
542,Forest,NULL,Non_Water,Non_Wetland,Water
543,Forest,NULL,Non_Water,Non_Wetland,Forest
544,Forest,NULL,Water,Non_Wetland,Wetland
545,Forest,NULL,Water,Non_Wetland,Water
546,Forest,NULL,Water,Non_Wetland,Forest
547,Forest,Shrubland,NULL,Non_Wetland,NULL
548,Forest,Shrubland,NULL,Non_Wetland,Grassland
549,Forest,Shrubland,NULL,Non_Wetland,Wetland
550,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
551,Forest,Shrubland,NULL,Non_Wetland,Water
552,Forest,Shrubland,NULL,Non_Wetland,Forest
553,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
554,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
555,Forest,Shrubland,Non_Water,Non_Wetland,Forest
556,Forest,Shrubland,Water,Non_Wetland,Grassland
557,Forest,Shrubland,Water,Non_Wetland,Wetland
558,Forest,Shrubland,Water,Non_Wetland,Forest
559,Forest,Grassland,NULL,Non_Wetland,Grassland
560,Forest,Grassland,NULL,Non_Wetland,Wetland
561,Forest,Grassland,NULL,Non_Wetland,Forest
562,Forest,Grassland,Non_Water,Non_Wetland,Wetland
563,Forest,Grassland,Water,Non_Wetland,Forest
564,Forest,Cropland,NULL,Non_Wetland,Grassland
565,Forest,Cropland,NULL,Non_Wetland,Wetland
566,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
567,Forest,Cropland,NULL,Non_Wetland,Bareland
568,Forest,Cropland,NULL,Non_Wetland,Water
569,Forest,Cropland,NULL,Non_Wetland,Forest
570,Forest,Cropland,Non_Water,Non_Wetland,Wetland
571,Forest,Cropland,Water,Non_Wetland,Grassland
572,Forest,Cropland,Water,Non_Wetland,Wetland
573,Forest,Cropland,Water,Non_Wetland,Forest
574,Forest,Wetland,NULL,Wetland,NULL
575,Forest,Wetland,NULL,Wetland,Grassland
576,Forest,Wetland,NULL,Wetland,Wetland
577,Forest,Wetland,NULL,Wetland,Water
578,Forest,Wetland,NULL,Wetland,Forest
579,Forest,Wetland,Non_Water,Wetland,NULL
580,Forest,Wetland,Non_Water,Wetland,Grassland
581,Forest,Wetland,Non_Water,Wetland,Wetland
582,Forest,Wetland,Non_Water,Wetland,Water
583,Forest,Wetland,Non_Water,Wetland,Forest
584,Forest,Wetland,Water,Wetland,Grassland
585,Forest,Wetland,Water,Wetland,Wetland
586,Forest,Wetland,Water,Wetland,Water
587,Forest,Wetland,Water,Wetland,Forest
588,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
589,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
590,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
591,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
592,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
593,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
594,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
595,Forest,Bareland,NULL,Non_Wetland,NULL
596,Forest,Bareland,NULL,Non_Wetland,Grassland
597,Forest,Bareland,NULL,Non_Wetland,Wetland
598,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
599,Forest,Bareland,NULL,Non_Wetland,Bareland
600,Forest,Bareland,NULL,Non_Wetland,Water
601,Forest,Bareland,NULL,Non_Wetland,Forest
602,Forest,Bareland,Non_Water,Non_Wetland,Grassland
603,Forest,Bareland,Non_Water,Non_Wetland,Wetland
604,Forest,Bareland,Non_Water,Non_Wetland,Water
605,Forest,Bareland,Non_Water,Non_Wetland,Forest
606,Forest,Bareland,Water,Non_Wetland,Grassland
607,Forest,Bareland,Water,Non_Wetland,Wetland
608,Forest,Bareland,Water,Non_Wetland,Water
609,Forest,Bareland,Water,Non_Wetland,Forest
610,Forest,Built-up,NULL,Non_Wetland,Grassland
611,Forest,Built-up,NULL,Non_Wetland,Forest
612,Forest,Water,NULL,Water,NULL
613,Forest,Water,NULL,Water,Grassland
614,Forest,Water,NULL,Water,Wetland
615,Forest,Water,NULL,Water,Water
616,Forest,Water,NULL,Water,Forest
617,Forest,Water,Non_Water,Water,Wetland
618,Forest,Water,Non_Water,Water,Forest
619,Forest,Water,Water,Water,NULL
620,Forest,Water,Water,Water,Grassland
621,Forest,Water,Water,Water,Wetland
622,Forest,Water,Water,Water,Water
623,Forest,Water,Water,Water,Forest
624,Forest,Forest,NULL,Non_Wetland,NULL
625,Forest,Forest,NULL,Non_Wetland,Grassland
626,Forest,Forest,NULL,Non_Wetland,Wetland
627,Forest,Forest,NULL,Non_Wetland,Bareland
628,Forest,Forest,NULL,Non_Wetland,Water
629,Forest,Forest,NULL,Non_Wetland,Forest
630,Forest,Forest,Non_Water,Non_Wetland,Grassland
631,Forest,Forest,Non_Water,Non_Wetland,Wetland
632,Forest,Forest,Non_Water,Non_Wetland,Water
633,Forest,Forest,Non_Water,Non_Wetland,Forest
634,Forest,Forest,Water,Non_Wetland,Grassland
635,Forest,Forest,Water,Non_Wetland,Wetland
636,Forest,Forest,Water,Non_Wetland,Water
637,Forest,Forest,Water,Non_Wetland,Forest
