Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWN_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWN_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWN_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R,SIBERIA_2024_WorldCover_2021_45WWN_M_R
484,Water,Grassland,Non_Water,Non_Wetland,Water
485,Water,Grassland,Non_Water,Non_Wetland,Forest
486,Water,Grassland,Water,Non_Wetland,Grassland
487,Water,Grassland,Water,Non_Wetland,Wetland
488,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
489,Water,Grassland,Water,Non_Wetland,Bareland
490,Water,Grassland,Water,Non_Wetland,Water
491,Water,Grassland,Water,Non_Wetland,Forest
492,Water,Wetland,NULL,Wetland,Grassland
493,Water,Wetland,NULL,Wetland,Wetland
494,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
495,Water,Wetland,NULL,Wetland,Bareland
496,Water,Wetland,NULL,Wetland,Water
497,Water,Wetland,NULL,Wetland,Forest
498,Water,Wetland,Non_Water,Wetland,Grassland
499,Water,Wetland,Non_Water,Wetland,Wetland
500,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
501,Water,Wetland,Non_Water,Wetland,Bareland
502,Water,Wetland,Non_Water,Wetland,Water
503,Water,Wetland,Non_Water,Wetland,Forest
504,Water,Wetland,Water,Wetland,Grassland
505,Water,Wetland,Water,Wetland,Wetland
506,Water,Wetland,Water,Wetland,Lichens_and_Mosses
507,Water,Wetland,Water,Wetland,Bareland
508,Water,Wetland,Water,Wetland,Water
509,Water,Wetland,Water,Wetland,Forest
510,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
511,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
512,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
513,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
514,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
515,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
516,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
517,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
518,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
519,Water,Bareland,NULL,Non_Wetland,Grassland
520,Water,Bareland,NULL,Non_Wetland,Wetland
521,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
522,Water,Bareland,NULL,Non_Wetland,Bareland
523,Water,Bareland,NULL,Non_Wetland,Built-up
524,Water,Bareland,NULL,Non_Wetland,Water
525,Water,Bareland,NULL,Non_Wetland,Forest
526,Water,Bareland,Non_Water,Non_Wetland,Grassland
527,Water,Bareland,Non_Water,Non_Wetland,Wetland
528,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
529,Water,Bareland,Non_Water,Non_Wetland,Bareland
530,Water,Bareland,Non_Water,Non_Wetland,Water
531,Water,Bareland,Non_Water,Non_Wetland,Forest
532,Water,Bareland,Water,Non_Wetland,Grassland
533,Water,Bareland,Water,Non_Wetland,Wetland
534,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
535,Water,Bareland,Water,Non_Wetland,Bareland
536,Water,Bareland,Water,Non_Wetland,Water
537,Water,Bareland,Water,Non_Wetland,Forest
538,Water,Built-up,NULL,Non_Wetland,Grassland
539,Water,Built-up,NULL,Non_Wetland,Wetland
540,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
541,Water,Built-up,NULL,Non_Wetland,Bareland
542,Water,Built-up,NULL,Non_Wetland,Built-up
543,Water,Built-up,NULL,Non_Wetland,Water
544,Water,Built-up,NULL,Non_Wetland,Forest
545,Water,Built-up,Non_Water,Non_Wetland,Bareland
546,Water,Built-up,Non_Water,Non_Wetland,Water
547,Water,Built-up,Non_Water,Non_Wetland,Forest
548,Water,Built-up,Water,Non_Wetland,Grassland
549,Water,Built-up,Water,Non_Wetland,Wetland
550,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
551,Water,Built-up,Water,Non_Wetland,Bareland
552,Water,Built-up,Water,Non_Wetland,Water
553,Water,Built-up,Water,Non_Wetland,Forest
554,Water,Water,NULL,Water,Grassland
555,Water,Water,NULL,Water,Wetland
556,Water,Water,NULL,Water,Lichens_and_Mosses
557,Water,Water,NULL,Water,Bareland
558,Water,Water,NULL,Water,Water
559,Water,Water,NULL,Water,Forest
560,Water,Water,Non_Water,Water,Grassland
561,Water,Water,Non_Water,Water,Wetland
562,Water,Water,Non_Water,Water,Lichens_and_Mosses
563,Water,Water,Non_Water,Water,Bareland
564,Water,Water,Non_Water,Water,Water
565,Water,Water,Non_Water,Water,Forest
566,Water,Water,Water,Water,Grassland
567,Water,Water,Water,Water,Wetland
568,Water,Water,Water,Water,Lichens_and_Mosses
569,Water,Water,Water,Water,Bareland
570,Water,Water,Water,Water,Water
571,Water,Water,Water,Water,Forest
572,Water,Forest,NULL,Non_Wetland,Grassland
573,Water,Forest,NULL,Non_Wetland,Wetland
574,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
575,Water,Forest,NULL,Non_Wetland,Bareland
576,Water,Forest,NULL,Non_Wetland,Water
577,Water,Forest,NULL,Non_Wetland,Forest
578,Water,Forest,Non_Water,Non_Wetland,Grassland
579,Water,Forest,Non_Water,Non_Wetland,Wetland
580,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
581,Water,Forest,Non_Water,Non_Wetland,Bareland
582,Water,Forest,Non_Water,Non_Wetland,Water
583,Water,Forest,Non_Water,Non_Wetland,Forest
584,Water,Forest,Water,Non_Wetland,Grassland
585,Water,Forest,Water,Non_Wetland,Wetland
586,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
587,Water,Forest,Water,Non_Wetland,Bareland
588,Water,Forest,Water,Non_Wetland,Water
589,Water,Forest,Water,Non_Wetland,Forest
590,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
591,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
592,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
593,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
594,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
595,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
596,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
597,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
598,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
599,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
600,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
601,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
602,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
603,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
604,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
605,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
606,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
607,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
608,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
609,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
610,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
611,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
612,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
613,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
614,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
615,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
616,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
617,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
618,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
619,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
620,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
621,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
622,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
623,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
624,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
625,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
626,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
627,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
628,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
629,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
630,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
631,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
632,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
633,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
634,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
635,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
636,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
637,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
638,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
639,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
640,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
641,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
642,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
643,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
644,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
645,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
646,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
647,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
648,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
649,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
650,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
651,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
652,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
653,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
654,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
655,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
656,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
657,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
658,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
659,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
660,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
661,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
662,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
663,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
664,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
665,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
666,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
667,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
668,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
669,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
670,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
671,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
672,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
673,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
674,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
675,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
676,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
677,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
678,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
679,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
682,Permanent_ice_and_snow,Water,NULL,Water,Grassland
683,Permanent_ice_and_snow,Water,NULL,Water,Wetland
684,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
685,Permanent_ice_and_snow,Water,NULL,Water,Water
686,Permanent_ice_and_snow,Water,NULL,Water,Forest
687,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
688,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
689,Permanent_ice_and_snow,Water,Non_Water,Water,Water
690,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
691,Permanent_ice_and_snow,Water,Water,Water,Grassland
692,Permanent_ice_and_snow,Water,Water,Water,Wetland
693,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
694,Permanent_ice_and_snow,Water,Water,Water,Water
695,Permanent_ice_and_snow,Water,Water,Water,Forest
696,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
697,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
698,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
699,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
700,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
701,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
702,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
703,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
704,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
705,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
706,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
707,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
708,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
709,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
710,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
711,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
712,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
713,Forest,NULL,NULL,Non_Wetland,NULL
714,Forest,NULL,NULL,Non_Wetland,Grassland
715,Forest,NULL,NULL,Non_Wetland,Wetland
716,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
717,Forest,NULL,NULL,Non_Wetland,Bareland
718,Forest,NULL,NULL,Non_Wetland,Water
719,Forest,NULL,NULL,Non_Wetland,Forest
720,Forest,NULL,Non_Water,Non_Wetland,Grassland
721,Forest,NULL,Non_Water,Non_Wetland,Wetland
722,Forest,NULL,Non_Water,Non_Wetland,Water
723,Forest,NULL,Non_Water,Non_Wetland,Forest
724,Forest,NULL,Water,Non_Wetland,Grassland
725,Forest,NULL,Water,Non_Wetland,Wetland
726,Forest,NULL,Water,Non_Wetland,Water
727,Forest,NULL,Water,Non_Wetland,Forest
728,Forest,Shrubland,NULL,Non_Wetland,NULL
729,Forest,Shrubland,NULL,Non_Wetland,Grassland
730,Forest,Shrubland,NULL,Non_Wetland,Wetland
731,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
732,Forest,Shrubland,NULL,Non_Wetland,Bareland
733,Forest,Shrubland,NULL,Non_Wetland,Water
734,Forest,Shrubland,NULL,Non_Wetland,Forest
735,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
736,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
737,Forest,Shrubland,Non_Water,Non_Wetland,Water
738,Forest,Shrubland,Non_Water,Non_Wetland,Forest
739,Forest,Shrubland,Water,Non_Wetland,Grassland
740,Forest,Shrubland,Water,Non_Wetland,Wetland
741,Forest,Shrubland,Water,Non_Wetland,Bareland
742,Forest,Shrubland,Water,Non_Wetland,Water
743,Forest,Shrubland,Water,Non_Wetland,Forest
744,Forest,Grassland,NULL,Non_Wetland,NULL
745,Forest,Grassland,NULL,Non_Wetland,Grassland
746,Forest,Grassland,NULL,Non_Wetland,Wetland
747,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
748,Forest,Grassland,NULL,Non_Wetland,Bareland
749,Forest,Grassland,NULL,Non_Wetland,Water
750,Forest,Grassland,NULL,Non_Wetland,Forest
751,Forest,Grassland,Non_Water,Non_Wetland,Grassland
752,Forest,Grassland,Non_Water,Non_Wetland,Wetland
753,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
754,Forest,Grassland,Non_Water,Non_Wetland,Forest
755,Forest,Grassland,Water,Non_Wetland,Grassland
756,Forest,Grassland,Water,Non_Wetland,Wetland
757,Forest,Grassland,Water,Non_Wetland,Water
758,Forest,Grassland,Water,Non_Wetland,Forest
759,Forest,Wetland,NULL,Wetland,NULL
760,Forest,Wetland,NULL,Wetland,Grassland
761,Forest,Wetland,NULL,Wetland,Wetland
762,Forest,Wetland,NULL,Wetland,Bareland
763,Forest,Wetland,NULL,Wetland,Water
764,Forest,Wetland,NULL,Wetland,Forest
765,Forest,Wetland,Non_Water,Wetland,Grassland
766,Forest,Wetland,Non_Water,Wetland,Wetland
767,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
768,Forest,Wetland,Non_Water,Wetland,Water
769,Forest,Wetland,Non_Water,Wetland,Forest
770,Forest,Wetland,Water,Wetland,Grassland
771,Forest,Wetland,Water,Wetland,Wetland
772,Forest,Wetland,Water,Wetland,Bareland
773,Forest,Wetland,Water,Wetland,Water
774,Forest,Wetland,Water,Wetland,Forest
775,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
776,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
777,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
778,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
779,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
780,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
781,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
782,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
783,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
784,Forest,Bareland,NULL,Non_Wetland,Grassland
785,Forest,Bareland,NULL,Non_Wetland,Wetland
786,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
787,Forest,Bareland,NULL,Non_Wetland,Bareland
788,Forest,Bareland,NULL,Non_Wetland,Built-up
789,Forest,Bareland,NULL,Non_Wetland,Water
790,Forest,Bareland,NULL,Non_Wetland,Forest
791,Forest,Bareland,Non_Water,Non_Wetland,Grassland
792,Forest,Bareland,Non_Water,Non_Wetland,Wetland
793,Forest,Bareland,Non_Water,Non_Wetland,Bareland
794,Forest,Bareland,Non_Water,Non_Wetland,Water
795,Forest,Bareland,Non_Water,Non_Wetland,Forest
796,Forest,Bareland,Water,Non_Wetland,Grassland
797,Forest,Bareland,Water,Non_Wetland,Wetland
798,Forest,Bareland,Water,Non_Wetland,Bareland
799,Forest,Bareland,Water,Non_Wetland,Water
800,Forest,Bareland,Water,Non_Wetland,Forest
801,Forest,Built-up,NULL,Non_Wetland,Grassland
802,Forest,Built-up,NULL,Non_Wetland,Wetland
803,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
804,Forest,Built-up,NULL,Non_Wetland,Bareland
805,Forest,Built-up,NULL,Non_Wetland,Water
806,Forest,Built-up,NULL,Non_Wetland,Forest
807,Forest,Built-up,Non_Water,Non_Wetland,Grassland
808,Forest,Built-up,Non_Water,Non_Wetland,Wetland
809,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
810,Forest,Built-up,Non_Water,Non_Wetland,Forest
811,Forest,Built-up,Water,Non_Wetland,Grassland
812,Forest,Built-up,Water,Non_Wetland,Wetland
813,Forest,Built-up,Water,Non_Wetland,Bareland
814,Forest,Built-up,Water,Non_Wetland,Forest
815,Forest,Water,NULL,Water,Grassland
816,Forest,Water,NULL,Water,Wetland
817,Forest,Water,NULL,Water,Lichens_and_Mosses
818,Forest,Water,NULL,Water,Bareland
819,Forest,Water,NULL,Water,Water
820,Forest,Water,NULL,Water,Forest
821,Forest,Water,Non_Water,Water,Wetland
822,Forest,Water,Non_Water,Water,Water
823,Forest,Water,Non_Water,Water,Forest
824,Forest,Water,Water,Water,Grassland
825,Forest,Water,Water,Water,Wetland
826,Forest,Water,Water,Water,Bareland
827,Forest,Water,Water,Water,Water
828,Forest,Water,Water,Water,Forest
829,Forest,Forest,NULL,Non_Wetland,NULL
830,Forest,Forest,NULL,Non_Wetland,Grassland
831,Forest,Forest,NULL,Non_Wetland,Wetland
832,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
833,Forest,Forest,NULL,Non_Wetland,Bareland
834,Forest,Forest,NULL,Non_Wetland,Water
835,Forest,Forest,NULL,Non_Wetland,Forest
836,Forest,Forest,Non_Water,Non_Wetland,Grassland
837,Forest,Forest,Non_Water,Non_Wetland,Wetland
838,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
839,Forest,Forest,Non_Water,Non_Wetland,Bareland
840,Forest,Forest,Non_Water,Non_Wetland,Water
841,Forest,Forest,Non_Water,Non_Wetland,Forest
842,Forest,Forest,Water,Non_Wetland,Grassland
843,Forest,Forest,Water,Non_Wetland,Wetland
844,Forest,Forest,Water,Non_Wetland,Bareland
845,Forest,Forest,Water,Non_Wetland,Water
846,Forest,Forest,Water,Non_Wetland,Forest
