Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VUQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VUQ_M_R,SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,SIBERIA_2024_WorldCover_2021_42VUQ_M_R
482,Built-up,Grassland,NULL,Non_Wetland,Grassland
483,Built-up,Grassland,NULL,Non_Wetland,Cropland
484,Built-up,Grassland,NULL,Non_Wetland,Wetland
485,Built-up,Grassland,NULL,Non_Wetland,Bareland
486,Built-up,Grassland,NULL,Non_Wetland,Built-up
487,Built-up,Grassland,NULL,Non_Wetland,Forest
488,Built-up,Grassland,Water,Non_Wetland,Grassland
489,Built-up,Grassland,Water,Non_Wetland,Water
490,Built-up,Cropland,NULL,Non_Wetland,Grassland
491,Built-up,Cropland,NULL,Non_Wetland,Cropland
492,Built-up,Cropland,NULL,Non_Wetland,Wetland
493,Built-up,Cropland,NULL,Non_Wetland,Bareland
494,Built-up,Cropland,NULL,Non_Wetland,Built-up
495,Built-up,Cropland,NULL,Non_Wetland,Water
496,Built-up,Cropland,NULL,Non_Wetland,Forest
497,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
498,Built-up,Cropland,Non_Water,Non_Wetland,Forest
499,Built-up,Wetland,NULL,Wetland,Grassland
500,Built-up,Wetland,NULL,Wetland,Cropland
501,Built-up,Wetland,NULL,Wetland,Wetland
502,Built-up,Wetland,NULL,Wetland,Bareland
503,Built-up,Wetland,NULL,Wetland,Built-up
504,Built-up,Wetland,NULL,Wetland,Water
505,Built-up,Wetland,NULL,Wetland,Forest
506,Built-up,Wetland,Non_Water,Wetland,Grassland
507,Built-up,Wetland,Non_Water,Wetland,Wetland
508,Built-up,Wetland,Non_Water,Wetland,Water
509,Built-up,Wetland,Non_Water,Wetland,Forest
510,Built-up,Wetland,Water,Wetland,Grassland
511,Built-up,Wetland,Water,Wetland,Cropland
512,Built-up,Wetland,Water,Wetland,Wetland
513,Built-up,Wetland,Water,Wetland,Built-up
514,Built-up,Wetland,Water,Wetland,Water
515,Built-up,Wetland,Water,Wetland,Forest
516,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
517,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
518,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
519,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
520,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
521,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
522,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
523,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
524,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
525,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
526,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
527,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
528,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
529,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
530,Built-up,Bareland,NULL,Non_Wetland,Grassland
531,Built-up,Bareland,NULL,Non_Wetland,Cropland
532,Built-up,Bareland,NULL,Non_Wetland,Wetland
533,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
534,Built-up,Bareland,NULL,Non_Wetland,Bareland
535,Built-up,Bareland,NULL,Non_Wetland,Built-up
536,Built-up,Bareland,NULL,Non_Wetland,Water
537,Built-up,Bareland,NULL,Non_Wetland,Forest
538,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
539,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
540,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
541,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
542,Built-up,Bareland,Non_Water,Non_Wetland,Water
543,Built-up,Bareland,Non_Water,Non_Wetland,Forest
544,Built-up,Bareland,Water,Non_Wetland,Grassland
545,Built-up,Bareland,Water,Non_Wetland,Wetland
546,Built-up,Bareland,Water,Non_Wetland,Bareland
547,Built-up,Bareland,Water,Non_Wetland,Built-up
548,Built-up,Bareland,Water,Non_Wetland,Water
549,Built-up,Bareland,Water,Non_Wetland,Forest
550,Built-up,Built-up,NULL,Non_Wetland,Grassland
551,Built-up,Built-up,NULL,Non_Wetland,Cropland
552,Built-up,Built-up,NULL,Non_Wetland,Wetland
553,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
554,Built-up,Built-up,NULL,Non_Wetland,Bareland
555,Built-up,Built-up,NULL,Non_Wetland,Built-up
556,Built-up,Built-up,NULL,Non_Wetland,Water
557,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
558,Built-up,Built-up,NULL,Non_Wetland,Forest
559,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
560,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
561,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
562,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
563,Built-up,Built-up,Non_Water,Non_Wetland,Water
564,Built-up,Built-up,Non_Water,Non_Wetland,Forest
565,Built-up,Built-up,Water,Non_Wetland,Grassland
566,Built-up,Built-up,Water,Non_Wetland,Wetland
567,Built-up,Built-up,Water,Non_Wetland,Bareland
568,Built-up,Built-up,Water,Non_Wetland,Built-up
569,Built-up,Built-up,Water,Non_Wetland,Water
570,Built-up,Built-up,Water,Non_Wetland,Forest
571,Built-up,Water,NULL,Water,Grassland
572,Built-up,Water,NULL,Water,Wetland
573,Built-up,Water,NULL,Water,Bareland
574,Built-up,Water,NULL,Water,Built-up
575,Built-up,Water,NULL,Water,Water
576,Built-up,Water,NULL,Water,Forest
577,Built-up,Water,Non_Water,Water,Grassland
578,Built-up,Water,Non_Water,Water,Wetland
579,Built-up,Water,Non_Water,Water,Built-up
580,Built-up,Water,Non_Water,Water,Water
581,Built-up,Water,Non_Water,Water,Forest
582,Built-up,Water,Water,Water,Grassland
583,Built-up,Water,Water,Water,Built-up
584,Built-up,Water,Water,Water,Water
585,Built-up,Water,Water,Water,Forest
586,Built-up,Forest,NULL,Non_Wetland,Grassland
587,Built-up,Forest,NULL,Non_Wetland,Cropland
588,Built-up,Forest,NULL,Non_Wetland,Wetland
589,Built-up,Forest,NULL,Non_Wetland,Bareland
590,Built-up,Forest,NULL,Non_Wetland,Built-up
591,Built-up,Forest,NULL,Non_Wetland,Water
592,Built-up,Forest,NULL,Non_Wetland,Forest
593,Built-up,Forest,Non_Water,Non_Wetland,Grassland
594,Built-up,Forest,Non_Water,Non_Wetland,Wetland
595,Built-up,Forest,Non_Water,Non_Wetland,Built-up
596,Built-up,Forest,Non_Water,Non_Wetland,Water
597,Built-up,Forest,Non_Water,Non_Wetland,Forest
598,Built-up,Forest,Water,Non_Wetland,Grassland
599,Built-up,Forest,Water,Non_Wetland,Built-up
600,Built-up,Forest,Water,Non_Wetland,Water
601,Built-up,Forest,Water,Non_Wetland,Forest
602,Water,NULL,NULL,Non_Wetland,Grassland
603,Water,NULL,NULL,Non_Wetland,Wetland
604,Water,NULL,NULL,Non_Wetland,Water
605,Water,NULL,NULL,Non_Wetland,Forest
606,Water,NULL,Non_Water,Non_Wetland,Grassland
607,Water,NULL,Non_Water,Non_Wetland,Wetland
608,Water,NULL,Non_Water,Non_Wetland,Water
609,Water,NULL,Non_Water,Non_Wetland,Forest
610,Water,NULL,Water,Non_Wetland,Grassland
611,Water,NULL,Water,Non_Wetland,Wetland
612,Water,NULL,Water,Non_Wetland,Water
613,Water,NULL,Water,Non_Wetland,Forest
614,Water,Shrubland,NULL,Non_Wetland,Grassland
615,Water,Shrubland,NULL,Non_Wetland,Wetland
616,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
617,Water,Shrubland,NULL,Non_Wetland,Bareland
618,Water,Shrubland,NULL,Non_Wetland,Water
619,Water,Shrubland,NULL,Non_Wetland,Forest
620,Water,Shrubland,Non_Water,Non_Wetland,Grassland
621,Water,Shrubland,Non_Water,Non_Wetland,Wetland
622,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
623,Water,Shrubland,Non_Water,Non_Wetland,Bareland
624,Water,Shrubland,Non_Water,Non_Wetland,Water
625,Water,Shrubland,Non_Water,Non_Wetland,Forest
626,Water,Shrubland,Water,Non_Wetland,Grassland
627,Water,Shrubland,Water,Non_Wetland,Wetland
628,Water,Shrubland,Water,Non_Wetland,Water
629,Water,Shrubland,Water,Non_Wetland,Forest
630,Water,Grassland,NULL,Non_Wetland,Grassland
631,Water,Grassland,NULL,Non_Wetland,Wetland
632,Water,Grassland,NULL,Non_Wetland,Bareland
633,Water,Grassland,NULL,Non_Wetland,Water
634,Water,Grassland,NULL,Non_Wetland,Forest
635,Water,Grassland,Non_Water,Non_Wetland,Grassland
636,Water,Grassland,Non_Water,Non_Wetland,Wetland
637,Water,Grassland,Water,Non_Wetland,Grassland
638,Water,Grassland,Water,Non_Wetland,Wetland
639,Water,Grassland,Water,Non_Wetland,Water
640,Water,Grassland,Water,Non_Wetland,Forest
641,Water,Cropland,NULL,Non_Wetland,Grassland
642,Water,Cropland,NULL,Non_Wetland,Wetland
643,Water,Cropland,NULL,Non_Wetland,Bareland
644,Water,Cropland,NULL,Non_Wetland,Water
645,Water,Cropland,NULL,Non_Wetland,Forest
646,Water,Cropland,Non_Water,Non_Wetland,Grassland
647,Water,Cropland,Non_Water,Non_Wetland,Wetland
648,Water,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
649,Water,Cropland,Non_Water,Non_Wetland,Built-up
650,Water,Cropland,Non_Water,Non_Wetland,Water
651,Water,Cropland,Non_Water,Non_Wetland,Forest
652,Water,Cropland,Water,Non_Wetland,Grassland
653,Water,Cropland,Water,Non_Wetland,Wetland
654,Water,Cropland,Water,Non_Wetland,Bareland
655,Water,Cropland,Water,Non_Wetland,Water
656,Water,Cropland,Water,Non_Wetland,Forest
657,Water,Wetland,NULL,Wetland,NULL
658,Water,Wetland,NULL,Wetland,Grassland
659,Water,Wetland,NULL,Wetland,Wetland
660,Water,Wetland,NULL,Wetland,Bareland
661,Water,Wetland,NULL,Wetland,Built-up
662,Water,Wetland,NULL,Wetland,Water
663,Water,Wetland,NULL,Wetland,Forest
664,Water,Wetland,Non_Water,Wetland,Grassland
665,Water,Wetland,Non_Water,Wetland,Cropland
666,Water,Wetland,Non_Water,Wetland,Wetland
667,Water,Wetland,Non_Water,Wetland,Bareland
668,Water,Wetland,Non_Water,Wetland,Built-up
669,Water,Wetland,Non_Water,Wetland,Water
670,Water,Wetland,Non_Water,Wetland,Forest
671,Water,Wetland,Water,Wetland,NULL
672,Water,Wetland,Water,Wetland,Grassland
673,Water,Wetland,Water,Wetland,Cropland
674,Water,Wetland,Water,Wetland,Wetland
675,Water,Wetland,Water,Wetland,Lichens_and_Mosses
676,Water,Wetland,Water,Wetland,Bareland
677,Water,Wetland,Water,Wetland,Built-up
678,Water,Wetland,Water,Wetland,Water
679,Water,Wetland,Water,Wetland,Forest
680,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
681,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
682,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
683,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
684,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
685,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
686,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
687,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
688,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
689,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
690,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
691,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
692,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
693,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
694,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
695,Water,Bareland,NULL,Non_Wetland,Grassland
696,Water,Bareland,NULL,Non_Wetland,Wetland
697,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
698,Water,Bareland,NULL,Non_Wetland,Bareland
699,Water,Bareland,NULL,Non_Wetland,Built-up
700,Water,Bareland,NULL,Non_Wetland,Water
701,Water,Bareland,NULL,Non_Wetland,Forest
702,Water,Bareland,Non_Water,Non_Wetland,Grassland
703,Water,Bareland,Non_Water,Non_Wetland,Wetland
704,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
705,Water,Bareland,Non_Water,Non_Wetland,Bareland
706,Water,Bareland,Non_Water,Non_Wetland,Built-up
707,Water,Bareland,Non_Water,Non_Wetland,Water
708,Water,Bareland,Non_Water,Non_Wetland,Forest
709,Water,Bareland,Water,Non_Wetland,Grassland
710,Water,Bareland,Water,Non_Wetland,Wetland
711,Water,Bareland,Water,Non_Wetland,Bareland
712,Water,Bareland,Water,Non_Wetland,Built-up
713,Water,Bareland,Water,Non_Wetland,Water
714,Water,Bareland,Water,Non_Wetland,Forest
715,Water,Built-up,NULL,Non_Wetland,Grassland
716,Water,Built-up,NULL,Non_Wetland,Wetland
717,Water,Built-up,NULL,Non_Wetland,Bareland
718,Water,Built-up,NULL,Non_Wetland,Built-up
719,Water,Built-up,NULL,Non_Wetland,Water
720,Water,Built-up,NULL,Non_Wetland,Forest
721,Water,Built-up,Non_Water,Non_Wetland,Grassland
722,Water,Built-up,Non_Water,Non_Wetland,Wetland
723,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
724,Water,Built-up,Non_Water,Non_Wetland,Bareland
725,Water,Built-up,Non_Water,Non_Wetland,Built-up
726,Water,Built-up,Non_Water,Non_Wetland,Water
727,Water,Built-up,Non_Water,Non_Wetland,Forest
728,Water,Built-up,Water,Non_Wetland,Grassland
729,Water,Built-up,Water,Non_Wetland,Wetland
730,Water,Built-up,Water,Non_Wetland,Bareland
731,Water,Built-up,Water,Non_Wetland,Built-up
732,Water,Built-up,Water,Non_Wetland,Water
733,Water,Built-up,Water,Non_Wetland,Forest
734,Water,Water,NULL,Water,NULL
735,Water,Water,NULL,Water,Grassland
736,Water,Water,NULL,Water,Wetland
737,Water,Water,NULL,Water,Bareland
738,Water,Water,NULL,Water,Built-up
739,Water,Water,NULL,Water,Water
740,Water,Water,NULL,Water,Forest
741,Water,Water,Non_Water,Water,Grassland
742,Water,Water,Non_Water,Water,Wetland
743,Water,Water,Non_Water,Water,Lichens_and_Mosses
744,Water,Water,Non_Water,Water,Bareland
745,Water,Water,Non_Water,Water,Water
746,Water,Water,Non_Water,Water,Forest
747,Water,Water,Water,Water,NULL
748,Water,Water,Water,Water,Grassland
749,Water,Water,Water,Water,Wetland
750,Water,Water,Water,Water,Lichens_and_Mosses
751,Water,Water,Water,Water,Bareland
752,Water,Water,Water,Water,Built-up
753,Water,Water,Water,Water,Water
754,Water,Water,Water,Water,Forest
755,Water,Forest,NULL,Non_Wetland,NULL
756,Water,Forest,NULL,Non_Wetland,Grassland
757,Water,Forest,NULL,Non_Wetland,Wetland
758,Water,Forest,NULL,Non_Wetland,Bareland
759,Water,Forest,NULL,Non_Wetland,Built-up
760,Water,Forest,NULL,Non_Wetland,Water
761,Water,Forest,NULL,Non_Wetland,Forest
762,Water,Forest,Non_Water,Non_Wetland,Grassland
763,Water,Forest,Non_Water,Non_Wetland,Wetland
764,Water,Forest,Non_Water,Non_Wetland,Water
765,Water,Forest,Non_Water,Non_Wetland,Forest
766,Water,Forest,Water,Non_Wetland,NULL
767,Water,Forest,Water,Non_Wetland,Grassland
768,Water,Forest,Water,Non_Wetland,Wetland
769,Water,Forest,Water,Non_Wetland,Bareland
770,Water,Forest,Water,Non_Wetland,Built-up
771,Water,Forest,Water,Non_Wetland,Water
772,Water,Forest,Water,Non_Wetland,Forest
773,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
774,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
775,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
776,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
777,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
778,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
779,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
780,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
781,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
782,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
783,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
784,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
785,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
786,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
787,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
788,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
789,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
790,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
791,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
792,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
793,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
794,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
795,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
796,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
797,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
798,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
799,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
800,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Built-up
801,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
802,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
803,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
804,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
805,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
806,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
807,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
808,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
809,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
810,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
811,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
812,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
813,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
814,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
815,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
816,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
817,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
818,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
819,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
820,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
821,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
822,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
823,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
824,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
825,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
826,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
827,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
828,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
829,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
830,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
831,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
832,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
833,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
834,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
835,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
836,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
837,Permanent_ice_and_snow,Water,NULL,Water,Forest
838,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
839,Permanent_ice_and_snow,Water,Water,Water,Wetland
840,Permanent_ice_and_snow,Water,Water,Water,Water
841,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
842,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
843,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
844,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
845,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
846,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
847,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
848,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
849,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
850,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
851,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
852,Forest,NULL,NULL,Non_Wetland,NULL
853,Forest,NULL,NULL,Non_Wetland,Grassland
854,Forest,NULL,NULL,Non_Wetland,Wetland
855,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
856,Forest,NULL,NULL,Non_Wetland,Bareland
857,Forest,NULL,NULL,Non_Wetland,Built-up
858,Forest,NULL,NULL,Non_Wetland,Water
859,Forest,NULL,NULL,Non_Wetland,Forest
860,Forest,NULL,Non_Water,Non_Wetland,Grassland
861,Forest,NULL,Non_Water,Non_Wetland,Wetland
862,Forest,NULL,Non_Water,Non_Wetland,Water
863,Forest,NULL,Non_Water,Non_Wetland,Forest
864,Forest,NULL,Water,Non_Wetland,Wetland
865,Forest,NULL,Water,Non_Wetland,Water
866,Forest,NULL,Water,Non_Wetland,Forest
867,Forest,Shrubland,NULL,Non_Wetland,NULL
868,Forest,Shrubland,NULL,Non_Wetland,Grassland
869,Forest,Shrubland,NULL,Non_Wetland,Cropland
870,Forest,Shrubland,NULL,Non_Wetland,Wetland
871,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
872,Forest,Shrubland,NULL,Non_Wetland,Bareland
873,Forest,Shrubland,NULL,Non_Wetland,Built-up
874,Forest,Shrubland,NULL,Non_Wetland,Water
875,Forest,Shrubland,NULL,Non_Wetland,Forest
876,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
877,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
878,Forest,Shrubland,Non_Water,Non_Wetland,Forest
879,Forest,Shrubland,Water,Non_Wetland,Grassland
880,Forest,Shrubland,Water,Non_Wetland,Forest
881,Forest,Grassland,NULL,Non_Wetland,Grassland
882,Forest,Grassland,NULL,Non_Wetland,Wetland
883,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
884,Forest,Grassland,NULL,Non_Wetland,Bareland
885,Forest,Grassland,NULL,Non_Wetland,Built-up
886,Forest,Grassland,NULL,Non_Wetland,Water
887,Forest,Grassland,NULL,Non_Wetland,Forest
888,Forest,Grassland,Non_Water,Non_Wetland,Grassland
889,Forest,Grassland,Non_Water,Non_Wetland,Wetland
890,Forest,Grassland,Non_Water,Non_Wetland,Water
891,Forest,Grassland,Non_Water,Non_Wetland,Forest
892,Forest,Grassland,Water,Non_Wetland,Forest
893,Forest,Cropland,NULL,Non_Wetland,NULL
894,Forest,Cropland,NULL,Non_Wetland,Grassland
895,Forest,Cropland,NULL,Non_Wetland,Wetland
896,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
897,Forest,Cropland,NULL,Non_Wetland,Bareland
898,Forest,Cropland,NULL,Non_Wetland,Built-up
899,Forest,Cropland,NULL,Non_Wetland,Water
900,Forest,Cropland,NULL,Non_Wetland,Forest
901,Forest,Cropland,Non_Water,Non_Wetland,Grassland
902,Forest,Cropland,Non_Water,Non_Wetland,Wetland
903,Forest,Cropland,Non_Water,Non_Wetland,Forest
904,Forest,Cropland,Water,Non_Wetland,Grassland
905,Forest,Cropland,Water,Non_Wetland,Forest
906,Forest,Wetland,NULL,Wetland,NULL
907,Forest,Wetland,NULL,Wetland,Grassland
908,Forest,Wetland,NULL,Wetland,Wetland
909,Forest,Wetland,NULL,Wetland,Bareland
910,Forest,Wetland,NULL,Wetland,Built-up
911,Forest,Wetland,NULL,Wetland,Water
912,Forest,Wetland,NULL,Wetland,Forest
913,Forest,Wetland,Non_Water,Wetland,NULL
914,Forest,Wetland,Non_Water,Wetland,Grassland
915,Forest,Wetland,Non_Water,Wetland,Cropland
916,Forest,Wetland,Non_Water,Wetland,Wetland
917,Forest,Wetland,Non_Water,Wetland,Water
918,Forest,Wetland,Non_Water,Wetland,Forest
919,Forest,Wetland,Water,Wetland,Grassland
920,Forest,Wetland,Water,Wetland,Wetland
921,Forest,Wetland,Water,Wetland,Water
922,Forest,Wetland,Water,Wetland,Forest
923,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
924,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
925,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
926,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
927,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
928,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
929,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
930,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
931,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
932,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
933,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
934,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
935,Forest,Bareland,NULL,Non_Wetland,NULL
936,Forest,Bareland,NULL,Non_Wetland,Grassland
937,Forest,Bareland,NULL,Non_Wetland,Wetland
938,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
939,Forest,Bareland,NULL,Non_Wetland,Bareland
940,Forest,Bareland,NULL,Non_Wetland,Built-up
941,Forest,Bareland,NULL,Non_Wetland,Water
942,Forest,Bareland,NULL,Non_Wetland,Forest
943,Forest,Bareland,Non_Water,Non_Wetland,Grassland
944,Forest,Bareland,Non_Water,Non_Wetland,Wetland
945,Forest,Bareland,Non_Water,Non_Wetland,Bareland
946,Forest,Bareland,Non_Water,Non_Wetland,Built-up
947,Forest,Bareland,Non_Water,Non_Wetland,Water
948,Forest,Bareland,Non_Water,Non_Wetland,Forest
949,Forest,Bareland,Water,Non_Wetland,Grassland
950,Forest,Bareland,Water,Non_Wetland,Wetland
951,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
952,Forest,Bareland,Water,Non_Wetland,Bareland
953,Forest,Bareland,Water,Non_Wetland,Water
954,Forest,Bareland,Water,Non_Wetland,Forest
955,Forest,Built-up,NULL,Non_Wetland,NULL
956,Forest,Built-up,NULL,Non_Wetland,Grassland
957,Forest,Built-up,NULL,Non_Wetland,Wetland
