Value,SIBERIA_2024_ESA_CALU_2024_43WFQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFQ_M_R,SIBERIA_2024_WorldCover_2021_43WFQ_M_R
816,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
817,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
818,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
819,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
820,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
821,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
822,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
823,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
824,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
825,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
826,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
827,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
828,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
829,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
830,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
831,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
832,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
833,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
834,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
835,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
836,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
837,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
838,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
839,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
840,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
841,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
842,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
843,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
844,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
845,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
846,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
847,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
848,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
849,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
850,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
851,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
852,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
853,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
854,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
855,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
856,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
857,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
858,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
859,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
860,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
861,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
862,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
863,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
864,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
865,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
866,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
867,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
868,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
869,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
870,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
871,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
872,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
873,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
874,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
875,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
876,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
877,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
878,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
879,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
880,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
881,NULL,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
882,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
883,NULL,Forest,NULL,NULL,Non_Wetland,Water
884,NULL,Forest,NULL,NULL,Non_Wetland,Forest
885,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
886,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
887,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland
888,NULL,Forest,NULL,Non_Water,Non_Wetland,Water
889,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
890,NULL,Forest,NULL,Water,Non_Wetland,Grassland
891,NULL,Forest,NULL,Water,Non_Wetland,Wetland
892,NULL,Forest,NULL,Water,Non_Wetland,Bareland
893,NULL,Forest,NULL,Water,Non_Wetland,Water
894,NULL,Forest,NULL,Water,Non_Wetland,Forest
895,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
896,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
897,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
898,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
899,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
900,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
901,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
902,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
903,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
904,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
905,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
906,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
907,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
908,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
909,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
910,NULL,Forest,Shrubland,Water,Non_Wetland,Water
911,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
912,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
913,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
914,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
915,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
916,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
917,NULL,Forest,Grassland,NULL,Non_Wetland,Water
918,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
919,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
920,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
921,NULL,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
922,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
923,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water
924,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
925,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
926,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
927,NULL,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
928,NULL,Forest,Grassland,Water,Non_Wetland,Bareland
929,NULL,Forest,Grassland,Water,Non_Wetland,Water
930,NULL,Forest,Grassland,Water,Non_Wetland,Forest
931,NULL,Forest,Wetland,NULL,Wetland,Grassland
932,NULL,Forest,Wetland,NULL,Wetland,Wetland
933,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
934,NULL,Forest,Wetland,NULL,Wetland,Bareland
935,NULL,Forest,Wetland,NULL,Wetland,Water
936,NULL,Forest,Wetland,NULL,Wetland,Forest
937,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
938,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
939,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
940,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
941,NULL,Forest,Wetland,Non_Water,Wetland,Water
942,NULL,Forest,Wetland,Non_Water,Wetland,Forest
943,NULL,Forest,Wetland,Water,Wetland,Grassland
944,NULL,Forest,Wetland,Water,Wetland,Wetland
945,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
946,NULL,Forest,Wetland,Water,Wetland,Bareland
947,NULL,Forest,Wetland,Water,Wetland,Water
948,NULL,Forest,Wetland,Water,Wetland,Forest
949,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
950,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
951,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
952,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
953,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
954,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
955,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
956,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
957,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
958,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
959,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
960,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
961,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
962,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
963,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
964,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
965,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
966,NULL,Forest,Bareland,NULL,Non_Wetland,Water
967,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
968,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
969,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
970,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
971,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
972,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
973,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
974,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
975,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
976,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
977,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
978,NULL,Forest,Bareland,Water,Non_Wetland,Built-up
979,NULL,Forest,Bareland,Water,Non_Wetland,Water
980,NULL,Forest,Bareland,Water,Non_Wetland,Forest
981,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
982,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
983,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
984,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
985,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
986,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
987,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
988,NULL,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
989,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
990,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
991,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
992,NULL,Forest,Built-up,Water,Non_Wetland,Forest
993,NULL,Forest,Water,NULL,Water,Grassland
994,NULL,Forest,Water,NULL,Water,Wetland
995,NULL,Forest,Water,NULL,Water,Lichens_and_Mosses
996,NULL,Forest,Water,NULL,Water,Bareland
997,NULL,Forest,Water,NULL,Water,Water
998,NULL,Forest,Water,NULL,Water,Forest
999,NULL,Forest,Water,Non_Water,Water,Grassland
1000,NULL,Forest,Water,Non_Water,Water,Wetland
1001,NULL,Forest,Water,Non_Water,Water,Bareland
1002,NULL,Forest,Water,Non_Water,Water,Water
1003,NULL,Forest,Water,Non_Water,Water,Forest
1004,NULL,Forest,Water,Water,Water,Grassland
1005,NULL,Forest,Water,Water,Water,Wetland
1006,NULL,Forest,Water,Water,Water,Lichens_and_Mosses
1007,NULL,Forest,Water,Water,Water,Bareland
1008,NULL,Forest,Water,Water,Water,Water
1009,NULL,Forest,Water,Water,Water,Forest
1010,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
1011,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
1012,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1013,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
1014,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
1015,NULL,Forest,Forest,NULL,Non_Wetland,Water
1016,NULL,Forest,Forest,NULL,Non_Wetland,Forest
1017,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
1018,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
1019,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1020,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
1021,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
1022,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
1023,NULL,Forest,Forest,Water,Non_Wetland,Grassland
1024,NULL,Forest,Forest,Water,Non_Wetland,Wetland
1025,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1026,NULL,Forest,Forest,Water,Non_Wetland,Bareland
1027,NULL,Forest,Forest,Water,Non_Wetland,Water
1028,NULL,Forest,Forest,Water,Non_Wetland,Forest
1029,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
1030,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1031,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1032,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
1033,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1034,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
1035,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
1036,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1037,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
1038,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
1039,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1040,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
1041,Shrubland,NULL,Wetland,Water,Wetland,Wetland
1042,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1043,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1044,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1045,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1046,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
1047,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
1048,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1049,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
1050,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
1051,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
1052,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1053,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1054,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1055,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
1056,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
1057,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
1058,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
1059,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1060,Shrubland,NULL,Water,NULL,Water,Wetland
1061,Shrubland,NULL,Water,Non_Water,Water,Wetland
1062,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
1063,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
1064,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1065,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
1066,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
1067,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1068,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1069,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
1070,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
1071,Shrubland,Wetland,NULL,NULL,Non_Wetland,Forest
1072,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1073,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1074,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1075,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1076,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
1077,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1078,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1079,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1080,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1081,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1082,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Forest
1083,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1084,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1085,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1086,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
1087,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
1088,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1089,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1090,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1091,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
1092,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
1093,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
1094,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
1095,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
1096,Shrubland,Wetland,Wetland,NULL,Wetland,Water
1097,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
1098,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
1099,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
1100,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
1101,Shrubland,Wetland,Wetland,Water,Wetland,Water
1102,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1103,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1104,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1105,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1106,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1107,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1108,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1109,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1110,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1111,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1112,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1113,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1114,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1115,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1116,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
1117,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
1118,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1119,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1120,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1121,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1122,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1123,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1124,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
1125,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
1126,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1127,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
1128,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1129,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1130,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1131,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1132,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1133,Shrubland,Wetland,Water,NULL,Water,Grassland
1134,Shrubland,Wetland,Water,NULL,Water,Wetland
1135,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1136,Shrubland,Wetland,Water,NULL,Water,Water
1137,Shrubland,Wetland,Water,Non_Water,Water,Grassland
1138,Shrubland,Wetland,Water,Non_Water,Water,Wetland
1139,Shrubland,Wetland,Water,Non_Water,Water,Water
1140,Shrubland,Wetland,Water,Water,Water,Grassland
1141,Shrubland,Wetland,Water,Water,Water,Wetland
1142,Shrubland,Wetland,Water,Water,Water,Water
1143,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
1144,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
1145,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1146,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
1147,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
1148,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1149,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1150,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
1151,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1152,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
1153,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
1154,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
1155,Shrubland,Wetland,Forest,Water,Non_Wetland,Forest
1156,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1157,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1158,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1159,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1160,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1161,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1162,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1163,Shrubland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1164,Shrubland,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1165,Shrubland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1166,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1167,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1168,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1169,Shrubland,Built-up,Forest,NULL,Non_Wetland,Grassland
1170,Shrubland,Built-up,Forest,NULL,Non_Wetland,Wetland
1171,Shrubland,Built-up,Forest,NULL,Non_Wetland,Bareland
1172,Shrubland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1173,Shrubland,Built-up,Forest,Non_Water,Non_Wetland,Wetland
1174,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
1175,Shrubland,Water,Wetland,NULL,Wetland,Water
1176,Shrubland,Water,Wetland,Non_Water,Wetland,Water
1177,Shrubland,Water,Wetland,Water,Wetland,Water
1178,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1179,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1180,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1181,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1182,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
1183,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1184,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1185,Shrubland,Water,Water,Water,Water,Wetland
1186,Shrubland,Water,Water,Water,Water,Water
1187,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1188,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1189,Shrubland,Water,Forest,Water,Non_Wetland,Water
1190,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1191,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1192,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1193,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1194,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1195,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1196,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1197,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1198,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1199,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1200,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1201,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1202,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1203,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
