Value,SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,SIBERIA_2024_WorldCover_2021_41WPS_M_R
411,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
412,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
413,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
414,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
415,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
416,NULL,Bareland,Bareland,Water,Non_Wetland,Water
417,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
418,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland
419,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
420,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
421,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
422,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
423,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
424,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
425,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
426,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
427,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland
428,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland
429,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
430,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
431,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up
432,NULL,Bareland,Built-up,Water,Non_Wetland,Water
433,NULL,Bareland,Water,NULL,Water,Grassland
434,NULL,Bareland,Water,NULL,Water,Wetland
435,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
436,NULL,Bareland,Water,NULL,Water,Bareland
437,NULL,Bareland,Water,NULL,Water,Water
438,NULL,Bareland,Water,Non_Water,NULL,Bareland
439,NULL,Bareland,Water,Non_Water,NULL,Water
440,NULL,Bareland,Water,Non_Water,Water,Wetland
441,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
442,NULL,Bareland,Water,Non_Water,Water,Bareland
443,NULL,Bareland,Water,Non_Water,Water,Water
444,NULL,Bareland,Water,Water,NULL,Bareland
445,NULL,Bareland,Water,Water,NULL,Water
446,NULL,Bareland,Water,Water,Water,Grassland
447,NULL,Bareland,Water,Water,Water,Wetland
448,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
449,NULL,Bareland,Water,Water,Water,Bareland
450,NULL,Bareland,Water,Water,Water,Water
451,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
452,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
453,NULL,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
454,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
455,NULL,Bareland,Forest,NULL,Non_Wetland,Water
456,NULL,Bareland,Forest,Non_Water,Non_Wetland,Grassland
457,NULL,Bareland,Forest,Non_Water,Non_Wetland,Wetland
458,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
459,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
460,NULL,Bareland,Forest,Water,Non_Wetland,Grassland
461,NULL,Bareland,Forest,Water,Non_Wetland,Wetland
462,NULL,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
463,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
464,NULL,Bareland,Forest,Water,Non_Wetland,Water
465,NULL,Bareland,Forest,Water,Non_Wetland,Forest
466,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
467,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
468,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
469,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
470,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
471,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
472,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
473,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
474,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
475,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
476,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
477,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
478,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
479,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
480,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
481,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
482,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
483,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
484,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
485,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
486,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
487,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
488,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
489,NULL,Water,NULL,NULL,Non_Wetland,Grassland
490,NULL,Water,NULL,NULL,Non_Wetland,Wetland
491,NULL,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
492,NULL,Water,NULL,NULL,Non_Wetland,Bareland
493,NULL,Water,NULL,NULL,Non_Wetland,Water
494,NULL,Water,NULL,NULL,Non_Wetland,Forest
495,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
496,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
497,NULL,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
498,NULL,Water,NULL,Non_Water,Non_Wetland,Water
499,NULL,Water,NULL,Water,Non_Wetland,Grassland
500,NULL,Water,NULL,Water,Non_Wetland,Wetland
501,NULL,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
502,NULL,Water,NULL,Water,Non_Wetland,Bareland
503,NULL,Water,NULL,Water,Non_Wetland,Water
504,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
505,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
506,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
507,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
508,NULL,Water,Shrubland,NULL,Non_Wetland,Water
509,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
510,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
511,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
512,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
513,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
514,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
515,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
516,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
517,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
518,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
519,NULL,Water,Shrubland,Water,Non_Wetland,Water
520,NULL,Water,Shrubland,Water,Non_Wetland,Forest
521,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
522,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
523,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
524,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
525,NULL,Water,Grassland,NULL,Non_Wetland,Water
526,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
527,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
528,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
529,NULL,Water,Grassland,Water,Non_Wetland,Grassland
530,NULL,Water,Grassland,Water,Non_Wetland,Wetland
531,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
532,NULL,Water,Grassland,Water,Non_Wetland,Bareland
533,NULL,Water,Grassland,Water,Non_Wetland,Water
534,NULL,Water,Wetland,NULL,NULL,Wetland
535,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
536,NULL,Water,Wetland,NULL,NULL,Bareland
537,NULL,Water,Wetland,NULL,NULL,Water
538,NULL,Water,Wetland,NULL,Wetland,Grassland
539,NULL,Water,Wetland,NULL,Wetland,Wetland
540,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
541,NULL,Water,Wetland,NULL,Wetland,Bareland
542,NULL,Water,Wetland,NULL,Wetland,Water
543,NULL,Water,Wetland,NULL,Wetland,Permanent_ice_and_snow
544,NULL,Water,Wetland,NULL,Wetland,Forest
545,NULL,Water,Wetland,Non_Water,NULL,Bareland
546,NULL,Water,Wetland,Non_Water,NULL,Water
547,NULL,Water,Wetland,Non_Water,Wetland,Grassland
548,NULL,Water,Wetland,Non_Water,Wetland,Wetland
549,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
550,NULL,Water,Wetland,Non_Water,Wetland,Bareland
551,NULL,Water,Wetland,Non_Water,Wetland,Water
552,NULL,Water,Wetland,Non_Water,Wetland,Forest
553,NULL,Water,Wetland,Water,NULL,Wetland
554,NULL,Water,Wetland,Water,NULL,Bareland
555,NULL,Water,Wetland,Water,NULL,Water
556,NULL,Water,Wetland,Water,Wetland,Grassland
557,NULL,Water,Wetland,Water,Wetland,Wetland
558,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
559,NULL,Water,Wetland,Water,Wetland,Bareland
560,NULL,Water,Wetland,Water,Wetland,Built-up
561,NULL,Water,Wetland,Water,Wetland,Water
562,NULL,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
563,NULL,Water,Wetland,Water,Wetland,Forest
564,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
565,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
566,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
567,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
568,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
569,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
570,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
571,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
572,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
573,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
574,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
575,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
576,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
577,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
578,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
579,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
580,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
581,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
582,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
583,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
584,NULL,Water,Bareland,NULL,Non_Wetland,Water
585,NULL,Water,Bareland,NULL,Non_Wetland,Forest
586,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
587,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
588,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
589,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
590,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
591,NULL,Water,Bareland,Water,Non_Wetland,Grassland
592,NULL,Water,Bareland,Water,Non_Wetland,Wetland
593,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
594,NULL,Water,Bareland,Water,Non_Wetland,Bareland
595,NULL,Water,Bareland,Water,Non_Wetland,Built-up
596,NULL,Water,Bareland,Water,Non_Wetland,Water
597,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
598,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
599,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
600,NULL,Water,Built-up,NULL,Non_Wetland,Water
601,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
602,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
603,NULL,Water,Built-up,Water,Non_Wetland,Grassland
604,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
605,NULL,Water,Built-up,Water,Non_Wetland,Bareland
606,NULL,Water,Built-up,Water,Non_Wetland,Built-up
607,NULL,Water,Built-up,Water,Non_Wetland,Water
608,NULL,Water,Water,NULL,NULL,Grassland
609,NULL,Water,Water,NULL,NULL,Wetland
610,NULL,Water,Water,NULL,NULL,Bareland
611,NULL,Water,Water,NULL,NULL,Water
612,NULL,Water,Water,NULL,Water,Grassland
613,NULL,Water,Water,NULL,Water,Wetland
614,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
615,NULL,Water,Water,NULL,Water,Bareland
616,NULL,Water,Water,NULL,Water,Water
617,NULL,Water,Water,NULL,Water,Forest
618,NULL,Water,Water,Non_Water,NULL,Bareland
619,NULL,Water,Water,Non_Water,NULL,Water
620,NULL,Water,Water,Non_Water,Water,Grassland
621,NULL,Water,Water,Non_Water,Water,Wetland
622,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
623,NULL,Water,Water,Non_Water,Water,Bareland
624,NULL,Water,Water,Non_Water,Water,Water
625,NULL,Water,Water,Water,NULL,Wetland
626,NULL,Water,Water,Water,NULL,Bareland
627,NULL,Water,Water,Water,NULL,Water
628,NULL,Water,Water,Water,Water,Grassland
629,NULL,Water,Water,Water,Water,Wetland
630,NULL,Water,Water,Water,Water,Lichens_and_Mosses
631,NULL,Water,Water,Water,Water,Bareland
632,NULL,Water,Water,Water,Water,Water
633,NULL,Water,Water,Water,Water,Forest
634,NULL,Water,Forest,NULL,Non_Wetland,Grassland
635,NULL,Water,Forest,NULL,Non_Wetland,Wetland
636,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
637,NULL,Water,Forest,NULL,Non_Wetland,Bareland
638,NULL,Water,Forest,NULL,Non_Wetland,Water
639,NULL,Water,Forest,NULL,Non_Wetland,Forest
640,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
641,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
642,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
643,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
644,NULL,Water,Forest,Non_Water,Non_Wetland,Water
645,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
646,NULL,Water,Forest,Water,Non_Wetland,Grassland
647,NULL,Water,Forest,Water,Non_Wetland,Wetland
648,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
649,NULL,Water,Forest,Water,Non_Wetland,Bareland
650,NULL,Water,Forest,Water,Non_Wetland,Water
651,NULL,Water,Forest,Water,Non_Wetland,Forest
652,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
653,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
654,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
655,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
656,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
657,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
658,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
659,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
660,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
661,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
662,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland
663,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
664,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
665,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
666,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
667,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
668,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
669,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
670,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
671,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
672,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
673,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
674,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
675,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
676,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
677,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
678,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
679,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
680,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
681,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
682,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
683,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
684,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
685,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
686,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
687,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
688,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
689,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
690,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
691,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
692,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
693,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
694,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
695,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
696,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
697,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
698,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
699,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
700,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
701,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
702,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
703,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
704,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
705,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
706,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
707,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
708,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
709,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
710,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
711,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
712,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
713,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
714,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
715,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
716,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
717,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
718,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
719,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
720,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
721,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
722,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
723,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
724,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
725,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
726,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
727,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
728,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
729,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
730,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
731,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
732,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
733,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
734,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
735,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
736,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
737,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
738,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
739,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
740,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
741,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
742,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
743,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
744,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
745,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
746,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
747,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
748,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
749,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
750,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
751,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
752,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
753,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
754,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
755,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
756,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
757,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
758,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
759,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
760,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
761,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
762,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
763,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
764,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
765,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
766,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
767,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
768,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
769,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
770,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
771,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
772,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
773,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
774,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
775,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
776,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
777,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
778,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
779,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
780,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
781,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
782,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
783,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
784,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
785,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
786,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
787,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
788,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
789,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
790,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
791,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
792,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
793,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
794,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
795,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
796,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
797,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
798,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
799,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
800,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
