Value,SIBERIA_2024_ESA_CALU_2024_44XNG_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XNG_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XNG_M_R,SIBERIA_2024_GSW_Yearly_2021_44XNG_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XNG_M_R,SIBERIA_2024_WorldCover_2021_44XNG_M_R
410,NULL,Water,Bareland,Water,Non_Wetland,Grassland
411,NULL,Water,Bareland,Water,Non_Wetland,Wetland
412,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
413,NULL,Water,Bareland,Water,Non_Wetland,Bareland
414,NULL,Water,Bareland,Water,Non_Wetland,Water
415,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
416,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
417,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
418,NULL,Water,Built-up,NULL,Non_Wetland,Water
419,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
420,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
421,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
422,NULL,Water,Built-up,Water,Non_Wetland,Bareland
423,NULL,Water,Built-up,Water,Non_Wetland,Water
424,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
425,NULL,Water,Water,NULL,NULL,Bareland
426,NULL,Water,Water,NULL,NULL,Water
427,NULL,Water,Water,NULL,Water,Grassland
428,NULL,Water,Water,NULL,Water,Wetland
429,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
430,NULL,Water,Water,NULL,Water,Bareland
431,NULL,Water,Water,NULL,Water,Water
432,NULL,Water,Water,Non_Water,NULL,Water
433,NULL,Water,Water,Non_Water,Water,Grassland
434,NULL,Water,Water,Non_Water,Water,Wetland
435,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
436,NULL,Water,Water,Non_Water,Water,Bareland
437,NULL,Water,Water,Non_Water,Water,Water
438,NULL,Water,Water,Water,NULL,Wetland
439,NULL,Water,Water,Water,NULL,Bareland
440,NULL,Water,Water,Water,NULL,Water
441,NULL,Water,Water,Water,Water,Grassland
442,NULL,Water,Water,Water,Water,Wetland
443,NULL,Water,Water,Water,Water,Lichens_and_Mosses
444,NULL,Water,Water,Water,Water,Bareland
445,NULL,Water,Water,Water,Water,Water
446,NULL,Water,Forest,NULL,Non_Wetland,Grassland
447,NULL,Water,Forest,NULL,Non_Wetland,Wetland
448,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
449,NULL,Water,Forest,NULL,Non_Wetland,Water
450,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
451,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
452,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
453,NULL,Water,Forest,Non_Water,Non_Wetland,Water
454,NULL,Water,Forest,Water,Non_Wetland,Grassland
455,NULL,Water,Forest,Water,Non_Wetland,Wetland
456,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
457,NULL,Water,Forest,Water,Non_Wetland,Water
458,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
459,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
460,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
461,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
462,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
463,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
464,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
465,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
466,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
467,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
468,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
469,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
470,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
471,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
472,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
473,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
474,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
475,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
476,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
477,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
478,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
479,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
480,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
481,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
482,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
483,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
484,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
485,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
486,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
487,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
488,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
489,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
490,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
491,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
492,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
493,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
494,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
495,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
496,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
497,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
498,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
499,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Permanent_ice_and_snow
500,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
501,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
502,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
503,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
504,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
505,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
506,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
507,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
508,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
509,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
510,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
511,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
512,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
513,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
514,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
515,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
516,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
517,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
518,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
519,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
520,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
521,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
522,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
523,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
524,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
525,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
526,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
527,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
528,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
529,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
530,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
531,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
532,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
533,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
534,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
535,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
536,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
537,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
538,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
539,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
540,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
541,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
542,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
543,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
544,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
545,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
546,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
547,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
548,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
549,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
550,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
551,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
552,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
553,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
554,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
555,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
556,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
557,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
558,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
559,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
560,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
561,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
562,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
563,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
564,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
565,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
566,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
567,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
568,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
569,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
570,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
571,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
572,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
573,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
574,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
575,NULL,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
576,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Lichens_and_Mosses
577,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Water
578,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
579,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
580,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
581,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
582,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
583,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
584,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
585,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
586,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
587,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
588,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
589,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
590,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
591,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
592,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
593,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
594,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
595,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
596,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
597,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
598,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
599,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
600,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
601,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
602,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
603,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
604,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
605,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
606,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
607,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
608,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
609,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
610,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
611,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
612,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
613,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
614,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
615,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
616,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
617,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
618,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
619,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
620,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
621,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
622,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
623,NULL,Forest,Shrubland,Water,Non_Wetland,Water
624,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
625,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
626,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
627,NULL,Forest,Wetland,NULL,Wetland,Grassland
628,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
629,NULL,Forest,Wetland,Water,Wetland,Wetland
630,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
631,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
632,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
633,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
634,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
635,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
636,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
637,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
638,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
639,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
640,NULL,Forest,Bareland,NULL,Non_Wetland,Water
641,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
642,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
643,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
644,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
645,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
646,NULL,Forest,Water,NULL,Water,Grassland
647,NULL,Forest,Water,NULL,Water,Wetland
648,NULL,Forest,Water,NULL,Water,Lichens_and_Mosses
649,NULL,Forest,Water,NULL,Water,Bareland
650,NULL,Forest,Water,NULL,Water,Water
651,NULL,Forest,Water,Water,Water,Grassland
652,NULL,Forest,Water,Water,Water,Wetland
653,NULL,Forest,Water,Water,Water,Lichens_and_Mosses
654,NULL,Forest,Water,Water,Water,Water
655,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
656,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
657,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
658,NULL,Forest,Forest,NULL,Non_Wetland,Water
659,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
660,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
661,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
662,NULL,Forest,Forest,Water,Non_Wetland,Grassland
663,NULL,Forest,Forest,Water,Non_Wetland,Wetland
664,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
