Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWU_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWU_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWU_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,SIBERIA_2024_WorldCover_2021_42WWU_M_R
479,Water,Grassland,Non_Water,Non_Wetland,Wetland
480,Water,Grassland,Non_Water,Non_Wetland,Bareland
481,Water,Grassland,Water,Non_Wetland,Grassland
482,Water,Grassland,Water,Non_Wetland,Wetland
483,Water,Grassland,Water,Non_Wetland,Bareland
484,Water,Grassland,Water,Non_Wetland,Water
485,Water,Wetland,NULL,NULL,Grassland
486,Water,Wetland,NULL,NULL,Wetland
487,Water,Wetland,NULL,NULL,Lichens_and_Mosses
488,Water,Wetland,NULL,NULL,Bareland
489,Water,Wetland,NULL,NULL,Water
490,Water,Wetland,NULL,NULL,Forest
491,Water,Wetland,NULL,Wetland,Grassland
492,Water,Wetland,NULL,Wetland,Wetland
493,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
494,Water,Wetland,NULL,Wetland,Bareland
495,Water,Wetland,NULL,Wetland,Built-up
496,Water,Wetland,NULL,Wetland,Water
497,Water,Wetland,NULL,Wetland,Forest
498,Water,Wetland,Non_Water,NULL,Grassland
499,Water,Wetland,Non_Water,NULL,Wetland
500,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
501,Water,Wetland,Non_Water,NULL,Bareland
502,Water,Wetland,Non_Water,NULL,Water
503,Water,Wetland,Non_Water,NULL,Forest
504,Water,Wetland,Non_Water,Wetland,Grassland
505,Water,Wetland,Non_Water,Wetland,Wetland
506,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
507,Water,Wetland,Non_Water,Wetland,Bareland
508,Water,Wetland,Non_Water,Wetland,Water
509,Water,Wetland,Non_Water,Wetland,Forest
510,Water,Wetland,Water,NULL,Grassland
511,Water,Wetland,Water,NULL,Wetland
512,Water,Wetland,Water,NULL,Lichens_and_Mosses
513,Water,Wetland,Water,NULL,Bareland
514,Water,Wetland,Water,NULL,Water
515,Water,Wetland,Water,NULL,Forest
516,Water,Wetland,Water,Wetland,Grassland
517,Water,Wetland,Water,Wetland,Wetland
518,Water,Wetland,Water,Wetland,Lichens_and_Mosses
519,Water,Wetland,Water,Wetland,Bareland
520,Water,Wetland,Water,Wetland,Water
521,Water,Wetland,Water,Wetland,Forest
522,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
523,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
524,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
525,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
526,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
527,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
528,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
529,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
530,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
531,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
532,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
533,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
534,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
535,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
536,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
537,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
538,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
539,Water,Bareland,NULL,Non_Wetland,Grassland
540,Water,Bareland,NULL,Non_Wetland,Wetland
541,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
542,Water,Bareland,NULL,Non_Wetland,Bareland
543,Water,Bareland,NULL,Non_Wetland,Built-up
544,Water,Bareland,NULL,Non_Wetland,Water
545,Water,Bareland,NULL,Non_Wetland,Forest
546,Water,Bareland,Non_Water,Non_Wetland,Grassland
547,Water,Bareland,Non_Water,Non_Wetland,Wetland
548,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
549,Water,Bareland,Non_Water,Non_Wetland,Bareland
550,Water,Bareland,Non_Water,Non_Wetland,Water
551,Water,Bareland,Non_Water,Non_Wetland,Forest
552,Water,Bareland,Water,Non_Wetland,Grassland
553,Water,Bareland,Water,Non_Wetland,Wetland
554,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
555,Water,Bareland,Water,Non_Wetland,Bareland
556,Water,Bareland,Water,Non_Wetland,Water
557,Water,Bareland,Water,Non_Wetland,Forest
558,Water,Built-up,NULL,Non_Wetland,Grassland
559,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
560,Water,Built-up,NULL,Non_Wetland,Bareland
561,Water,Built-up,NULL,Non_Wetland,Built-up
562,Water,Built-up,NULL,Non_Wetland,Water
563,Water,Built-up,NULL,Non_Wetland,Forest
564,Water,Built-up,Non_Water,Non_Wetland,Grassland
565,Water,Built-up,Non_Water,Non_Wetland,Water
566,Water,Built-up,Water,Non_Wetland,Grassland
567,Water,Built-up,Water,Non_Wetland,Bareland
568,Water,Built-up,Water,Non_Wetland,Water
569,Water,Water,NULL,NULL,Grassland
570,Water,Water,NULL,NULL,Wetland
571,Water,Water,NULL,NULL,Lichens_and_Mosses
572,Water,Water,NULL,NULL,Water
573,Water,Water,NULL,NULL,Forest
574,Water,Water,NULL,Water,Grassland
575,Water,Water,NULL,Water,Wetland
576,Water,Water,NULL,Water,Lichens_and_Mosses
577,Water,Water,NULL,Water,Bareland
578,Water,Water,NULL,Water,Water
579,Water,Water,NULL,Water,Forest
580,Water,Water,Non_Water,NULL,Wetland
581,Water,Water,Non_Water,NULL,Water
582,Water,Water,Non_Water,NULL,Forest
583,Water,Water,Non_Water,Water,Grassland
584,Water,Water,Non_Water,Water,Wetland
585,Water,Water,Non_Water,Water,Lichens_and_Mosses
586,Water,Water,Non_Water,Water,Bareland
587,Water,Water,Non_Water,Water,Water
588,Water,Water,Non_Water,Water,Forest
589,Water,Water,Water,NULL,Grassland
590,Water,Water,Water,NULL,Wetland
591,Water,Water,Water,NULL,Water
592,Water,Water,Water,NULL,Forest
593,Water,Water,Water,Water,Grassland
594,Water,Water,Water,Water,Wetland
595,Water,Water,Water,Water,Lichens_and_Mosses
596,Water,Water,Water,Water,Bareland
597,Water,Water,Water,Water,Water
598,Water,Water,Water,Water,Forest
599,Water,Forest,NULL,Non_Wetland,Grassland
600,Water,Forest,NULL,Non_Wetland,Wetland
601,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
602,Water,Forest,NULL,Non_Wetland,Bareland
603,Water,Forest,NULL,Non_Wetland,Built-up
604,Water,Forest,NULL,Non_Wetland,Water
605,Water,Forest,NULL,Non_Wetland,Forest
606,Water,Forest,Non_Water,Non_Wetland,Grassland
607,Water,Forest,Non_Water,Non_Wetland,Wetland
608,Water,Forest,Non_Water,Non_Wetland,Water
609,Water,Forest,Non_Water,Non_Wetland,Forest
610,Water,Forest,Water,Non_Wetland,Grassland
611,Water,Forest,Water,Non_Wetland,Wetland
612,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
613,Water,Forest,Water,Non_Wetland,Bareland
614,Water,Forest,Water,Non_Wetland,Water
615,Water,Forest,Water,Non_Wetland,Forest
616,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
617,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
618,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
619,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
620,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
621,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
622,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
623,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
624,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
625,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
626,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
627,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
628,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
629,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
630,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
631,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
632,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
633,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
634,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
635,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
636,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
637,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
638,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
639,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
640,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
641,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
642,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
643,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
644,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
645,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
646,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
647,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
648,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
649,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
650,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
651,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Built-up
652,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
653,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
654,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
655,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
656,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
657,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
658,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
659,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
660,Permanent_ice_and_snow,Wetland,NULL,NULL,Forest
661,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
662,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
663,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
664,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
665,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
666,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
667,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
668,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
669,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
670,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
671,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
672,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
673,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
674,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
675,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
676,Permanent_ice_and_snow,Wetland,Water,NULL,Forest
677,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
678,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
679,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
680,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
681,Permanent_ice_and_snow,Wetland,Water,Wetland,Built-up
682,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
683,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
684,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
685,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
686,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
687,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
688,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
689,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
690,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
691,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
692,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
693,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
694,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
695,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
696,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
697,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
698,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
699,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
700,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
701,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
702,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
703,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
704,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
705,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
706,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
707,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
708,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
709,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
710,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
711,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
712,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
713,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
714,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
715,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
716,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
717,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
718,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
719,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
720,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
721,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
722,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
723,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
724,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
725,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
726,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
727,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
728,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
729,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
730,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
731,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
732,Permanent_ice_and_snow,Water,NULL,Water,Grassland
733,Permanent_ice_and_snow,Water,NULL,Water,Wetland
734,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
735,Permanent_ice_and_snow,Water,NULL,Water,Water
736,Permanent_ice_and_snow,Water,NULL,Water,Forest
737,Permanent_ice_and_snow,Water,Non_Water,NULL,Wetland
738,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
739,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
740,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
741,Permanent_ice_and_snow,Water,Non_Water,Water,Water
742,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
743,Permanent_ice_and_snow,Water,Water,NULL,Wetland
744,Permanent_ice_and_snow,Water,Water,Water,Grassland
745,Permanent_ice_and_snow,Water,Water,Water,Wetland
746,Permanent_ice_and_snow,Water,Water,Water,Bareland
747,Permanent_ice_and_snow,Water,Water,Water,Water
748,Permanent_ice_and_snow,Water,Water,Water,Forest
749,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
750,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
751,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
752,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
753,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
754,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
755,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
756,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
757,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
758,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
759,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
760,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
761,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
762,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
763,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
764,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
765,Forest,NULL,NULL,Non_Wetland,Grassland
766,Forest,NULL,NULL,Non_Wetland,Wetland
767,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
768,Forest,NULL,NULL,Non_Wetland,Bareland
769,Forest,NULL,NULL,Non_Wetland,Built-up
770,Forest,NULL,NULL,Non_Wetland,Water
771,Forest,NULL,NULL,Non_Wetland,Forest
772,Forest,NULL,Non_Water,Non_Wetland,Grassland
773,Forest,NULL,Non_Water,Non_Wetland,Wetland
774,Forest,NULL,Non_Water,Non_Wetland,Water
775,Forest,NULL,Non_Water,Non_Wetland,Forest
776,Forest,NULL,Water,Non_Wetland,Grassland
777,Forest,NULL,Water,Non_Wetland,Wetland
778,Forest,NULL,Water,Non_Wetland,Forest
779,Forest,Shrubland,NULL,Non_Wetland,Grassland
780,Forest,Shrubland,NULL,Non_Wetland,Wetland
781,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
782,Forest,Shrubland,NULL,Non_Wetland,Bareland
783,Forest,Shrubland,NULL,Non_Wetland,Built-up
784,Forest,Shrubland,NULL,Non_Wetland,Forest
785,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
786,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
787,Forest,Shrubland,Non_Water,Non_Wetland,Forest
788,Forest,Shrubland,Water,Non_Wetland,Grassland
789,Forest,Shrubland,Water,Non_Wetland,Wetland
790,Forest,Shrubland,Water,Non_Wetland,Forest
791,Forest,Grassland,NULL,Non_Wetland,Grassland
792,Forest,Grassland,NULL,Non_Wetland,Wetland
793,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
794,Forest,Grassland,NULL,Non_Wetland,Bareland
795,Forest,Grassland,NULL,Non_Wetland,Built-up
796,Forest,Grassland,NULL,Non_Wetland,Water
797,Forest,Grassland,NULL,Non_Wetland,Forest
798,Forest,Grassland,Non_Water,Non_Wetland,Grassland
799,Forest,Grassland,Non_Water,Non_Wetland,Wetland
800,Forest,Grassland,Water,Non_Wetland,Grassland
801,Forest,Grassland,Water,Non_Wetland,Forest
802,Forest,Wetland,NULL,NULL,Grassland
803,Forest,Wetland,NULL,NULL,Wetland
804,Forest,Wetland,NULL,NULL,Lichens_and_Mosses
805,Forest,Wetland,NULL,NULL,Forest
806,Forest,Wetland,NULL,Wetland,NULL
807,Forest,Wetland,NULL,Wetland,Grassland
808,Forest,Wetland,NULL,Wetland,Wetland
809,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
810,Forest,Wetland,NULL,Wetland,Bareland
811,Forest,Wetland,NULL,Wetland,Built-up
812,Forest,Wetland,NULL,Wetland,Water
813,Forest,Wetland,NULL,Wetland,Forest
814,Forest,Wetland,Non_Water,NULL,Wetland
815,Forest,Wetland,Non_Water,NULL,Forest
816,Forest,Wetland,Non_Water,Wetland,Grassland
817,Forest,Wetland,Non_Water,Wetland,Wetland
818,Forest,Wetland,Non_Water,Wetland,Water
819,Forest,Wetland,Non_Water,Wetland,Forest
820,Forest,Wetland,Water,NULL,Wetland
821,Forest,Wetland,Water,NULL,Forest
822,Forest,Wetland,Water,Wetland,Grassland
823,Forest,Wetland,Water,Wetland,Wetland
824,Forest,Wetland,Water,Wetland,Water
825,Forest,Wetland,Water,Wetland,Forest
826,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
827,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
828,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
829,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
830,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
831,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
832,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
833,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
834,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
835,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
836,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
837,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
838,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
839,Forest,Bareland,NULL,Non_Wetland,Grassland
840,Forest,Bareland,NULL,Non_Wetland,Wetland
841,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
842,Forest,Bareland,NULL,Non_Wetland,Bareland
843,Forest,Bareland,NULL,Non_Wetland,Built-up
844,Forest,Bareland,NULL,Non_Wetland,Water
845,Forest,Bareland,NULL,Non_Wetland,Forest
846,Forest,Bareland,Non_Water,Non_Wetland,Grassland
847,Forest,Bareland,Non_Water,Non_Wetland,Wetland
848,Forest,Bareland,Non_Water,Non_Wetland,Forest
849,Forest,Bareland,Water,Non_Wetland,Grassland
850,Forest,Bareland,Water,Non_Wetland,Wetland
851,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
852,Forest,Bareland,Water,Non_Wetland,Bareland
853,Forest,Bareland,Water,Non_Wetland,Water
854,Forest,Bareland,Water,Non_Wetland,Forest
855,Forest,Built-up,NULL,Non_Wetland,Grassland
856,Forest,Built-up,NULL,Non_Wetland,Wetland
857,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
858,Forest,Built-up,NULL,Non_Wetland,Built-up
859,Forest,Built-up,NULL,Non_Wetland,Forest
860,Forest,Built-up,Non_Water,Non_Wetland,Forest
861,Forest,Built-up,Water,Non_Wetland,Forest
862,Forest,Water,NULL,Water,Grassland
863,Forest,Water,NULL,Water,Wetland
864,Forest,Water,NULL,Water,Water
865,Forest,Water,NULL,Water,Forest
866,Forest,Water,Non_Water,Water,Grassland
867,Forest,Water,Non_Water,Water,Wetland
868,Forest,Water,Non_Water,Water,Forest
869,Forest,Water,Water,NULL,Wetland
870,Forest,Water,Water,Water,Grassland
871,Forest,Water,Water,Water,Wetland
872,Forest,Water,Water,Water,Water
873,Forest,Water,Water,Water,Forest
874,Forest,Forest,NULL,Non_Wetland,NULL
875,Forest,Forest,NULL,Non_Wetland,Grassland
876,Forest,Forest,NULL,Non_Wetland,Wetland
877,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
878,Forest,Forest,NULL,Non_Wetland,Bareland
879,Forest,Forest,NULL,Non_Wetland,Built-up
880,Forest,Forest,NULL,Non_Wetland,Water
881,Forest,Forest,NULL,Non_Wetland,Forest
882,Forest,Forest,Non_Water,Non_Wetland,Grassland
883,Forest,Forest,Non_Water,Non_Wetland,Wetland
884,Forest,Forest,Non_Water,Non_Wetland,Water
885,Forest,Forest,Non_Water,Non_Wetland,Forest
886,Forest,Forest,Water,Non_Wetland,Grassland
887,Forest,Forest,Water,Non_Wetland,Wetland
888,Forest,Forest,Water,Non_Wetland,Bareland
889,Forest,Forest,Water,Non_Wetland,Water
890,Forest,Forest,Water,Non_Wetland,Forest
