Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VWG_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VWG_M_R,SIBERIA_2024_GSW_Yearly_2021_45VWG_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VWG_M_R,SIBERIA_2024_WorldCover_2021_45VWG_M_R
485,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
486,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
487,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
488,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
489,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
490,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
491,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
492,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
493,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
494,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
495,Water,Lichens_and_Mosses,Water,Non_Wetland,Built-up
496,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
497,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
498,Water,Bareland,NULL,Non_Wetland,Grassland
499,Water,Bareland,NULL,Non_Wetland,Wetland
500,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
501,Water,Bareland,NULL,Non_Wetland,Bareland
502,Water,Bareland,NULL,Non_Wetland,Built-up
503,Water,Bareland,NULL,Non_Wetland,Water
504,Water,Bareland,NULL,Non_Wetland,Forest
505,Water,Bareland,Non_Water,Non_Wetland,Grassland
506,Water,Bareland,Non_Water,Non_Wetland,Wetland
507,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
508,Water,Bareland,Non_Water,Non_Wetland,Bareland
509,Water,Bareland,Non_Water,Non_Wetland,Water
510,Water,Bareland,Non_Water,Non_Wetland,Forest
511,Water,Bareland,Water,Non_Wetland,Grassland
512,Water,Bareland,Water,Non_Wetland,Wetland
513,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
514,Water,Bareland,Water,Non_Wetland,Bareland
515,Water,Bareland,Water,Non_Wetland,Built-up
516,Water,Bareland,Water,Non_Wetland,Water
517,Water,Bareland,Water,Non_Wetland,Forest
518,Water,Built-up,NULL,Non_Wetland,Grassland
519,Water,Built-up,NULL,Non_Wetland,Wetland
520,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
521,Water,Built-up,NULL,Non_Wetland,Bareland
522,Water,Built-up,NULL,Non_Wetland,Built-up
523,Water,Built-up,NULL,Non_Wetland,Water
524,Water,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
525,Water,Built-up,NULL,Non_Wetland,Forest
526,Water,Built-up,Non_Water,Non_Wetland,Wetland
527,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
528,Water,Built-up,Non_Water,Non_Wetland,Bareland
529,Water,Built-up,Non_Water,Non_Wetland,Forest
530,Water,Built-up,Water,Non_Wetland,Grassland
531,Water,Built-up,Water,Non_Wetland,Wetland
532,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
533,Water,Built-up,Water,Non_Wetland,Bareland
534,Water,Built-up,Water,Non_Wetland,Water
535,Water,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
536,Water,Built-up,Water,Non_Wetland,Forest
537,Water,Water,NULL,Water,Grassland
538,Water,Water,NULL,Water,Wetland
539,Water,Water,NULL,Water,Lichens_and_Mosses
540,Water,Water,NULL,Water,Bareland
541,Water,Water,NULL,Water,Water
542,Water,Water,NULL,Water,Forest
543,Water,Water,Non_Water,Water,Grassland
544,Water,Water,Non_Water,Water,Wetland
545,Water,Water,Non_Water,Water,Lichens_and_Mosses
546,Water,Water,Non_Water,Water,Water
547,Water,Water,Non_Water,Water,Forest
548,Water,Water,Water,Water,Grassland
549,Water,Water,Water,Water,Wetland
550,Water,Water,Water,Water,Lichens_and_Mosses
551,Water,Water,Water,Water,Bareland
552,Water,Water,Water,Water,Built-up
553,Water,Water,Water,Water,Water
554,Water,Water,Water,Water,Forest
555,Water,Forest,NULL,Non_Wetland,NULL
556,Water,Forest,NULL,Non_Wetland,Grassland
557,Water,Forest,NULL,Non_Wetland,Wetland
558,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
559,Water,Forest,NULL,Non_Wetland,Bareland
560,Water,Forest,NULL,Non_Wetland,Built-up
561,Water,Forest,NULL,Non_Wetland,Water
562,Water,Forest,NULL,Non_Wetland,Forest
563,Water,Forest,Non_Water,Non_Wetland,Wetland
564,Water,Forest,Non_Water,Non_Wetland,Water
565,Water,Forest,Non_Water,Non_Wetland,Forest
566,Water,Forest,Water,Non_Wetland,Grassland
567,Water,Forest,Water,Non_Wetland,Wetland
568,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
569,Water,Forest,Water,Non_Wetland,Bareland
570,Water,Forest,Water,Non_Wetland,Water
571,Water,Forest,Water,Non_Wetland,Forest
572,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
573,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
574,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
575,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
576,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
577,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
578,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
579,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
580,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
581,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
582,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
583,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
584,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
585,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
586,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
587,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
588,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
589,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
590,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
591,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
592,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
593,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
594,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
595,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
596,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
597,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
598,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
599,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
600,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
601,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
602,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
603,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
604,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
605,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
606,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
607,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
608,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
609,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
610,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
611,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
612,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
613,Permanent_ice_and_snow,Water,NULL,Water,Wetland
614,Permanent_ice_and_snow,Water,NULL,Water,Water
615,Permanent_ice_and_snow,Water,NULL,Water,Forest
616,Permanent_ice_and_snow,Water,Water,Water,Grassland
617,Permanent_ice_and_snow,Water,Water,Water,Wetland
618,Permanent_ice_and_snow,Water,Water,Water,Water
619,Permanent_ice_and_snow,Water,Water,Water,Forest
620,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
621,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
622,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
623,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
624,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
625,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
626,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
627,Forest,NULL,NULL,Non_Wetland,NULL
628,Forest,NULL,NULL,Non_Wetland,Grassland
629,Forest,NULL,NULL,Non_Wetland,Wetland
630,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
631,Forest,NULL,NULL,Non_Wetland,Water
632,Forest,NULL,NULL,Non_Wetland,Forest
633,Forest,NULL,Non_Water,Non_Wetland,Grassland
634,Forest,NULL,Non_Water,Non_Wetland,Water
635,Forest,NULL,Non_Water,Non_Wetland,Forest
636,Forest,NULL,Water,Non_Wetland,Grassland
637,Forest,NULL,Water,Non_Wetland,Wetland
638,Forest,NULL,Water,Non_Wetland,Water
639,Forest,NULL,Water,Non_Wetland,Forest
640,Forest,Shrubland,NULL,Non_Wetland,NULL
641,Forest,Shrubland,NULL,Non_Wetland,Grassland
642,Forest,Shrubland,NULL,Non_Wetland,Wetland
643,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
644,Forest,Shrubland,NULL,Non_Wetland,Bareland
645,Forest,Shrubland,NULL,Non_Wetland,Water
646,Forest,Shrubland,NULL,Non_Wetland,Forest
647,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
648,Forest,Shrubland,Non_Water,Non_Wetland,Forest
649,Forest,Shrubland,Water,Non_Wetland,Grassland
650,Forest,Shrubland,Water,Non_Wetland,Wetland
651,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
652,Forest,Shrubland,Water,Non_Wetland,Bareland
653,Forest,Shrubland,Water,Non_Wetland,Water
654,Forest,Shrubland,Water,Non_Wetland,Forest
655,Forest,Grassland,NULL,Non_Wetland,NULL
656,Forest,Grassland,NULL,Non_Wetland,Grassland
657,Forest,Grassland,NULL,Non_Wetland,Wetland
658,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
659,Forest,Grassland,NULL,Non_Wetland,Bareland
660,Forest,Grassland,NULL,Non_Wetland,Water
661,Forest,Grassland,NULL,Non_Wetland,Forest
662,Forest,Grassland,Non_Water,Non_Wetland,Grassland
663,Forest,Grassland,Non_Water,Non_Wetland,Forest
664,Forest,Grassland,Water,Non_Wetland,Grassland
665,Forest,Grassland,Water,Non_Wetland,Wetland
666,Forest,Grassland,Water,Non_Wetland,Bareland
667,Forest,Grassland,Water,Non_Wetland,Forest
668,Forest,Cropland,NULL,Non_Wetland,NULL
669,Forest,Cropland,NULL,Non_Wetland,Grassland
670,Forest,Cropland,NULL,Non_Wetland,Wetland
671,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
672,Forest,Cropland,NULL,Non_Wetland,Bareland
673,Forest,Cropland,NULL,Non_Wetland,Built-up
674,Forest,Cropland,NULL,Non_Wetland,Water
675,Forest,Cropland,NULL,Non_Wetland,Forest
676,Forest,Cropland,Non_Water,Non_Wetland,Grassland
677,Forest,Cropland,Non_Water,Non_Wetland,Forest
678,Forest,Cropland,Water,Non_Wetland,Grassland
679,Forest,Cropland,Water,Non_Wetland,Forest
680,Forest,Wetland,NULL,Wetland,NULL
681,Forest,Wetland,NULL,Wetland,Grassland
682,Forest,Wetland,NULL,Wetland,Wetland
683,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
684,Forest,Wetland,NULL,Wetland,Bareland
685,Forest,Wetland,NULL,Wetland,Water
686,Forest,Wetland,NULL,Wetland,Forest
687,Forest,Wetland,Non_Water,Wetland,Grassland
688,Forest,Wetland,Non_Water,Wetland,Wetland
689,Forest,Wetland,Non_Water,Wetland,Water
690,Forest,Wetland,Non_Water,Wetland,Forest
691,Forest,Wetland,Water,Wetland,Grassland
692,Forest,Wetland,Water,Wetland,Wetland
693,Forest,Wetland,Water,Wetland,Bareland
694,Forest,Wetland,Water,Wetland,Water
695,Forest,Wetland,Water,Wetland,Forest
696,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
697,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
698,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
699,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
700,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
701,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
702,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
703,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
704,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
705,Forest,Bareland,NULL,Non_Wetland,NULL
706,Forest,Bareland,NULL,Non_Wetland,Grassland
707,Forest,Bareland,NULL,Non_Wetland,Wetland
708,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
709,Forest,Bareland,NULL,Non_Wetland,Bareland
710,Forest,Bareland,NULL,Non_Wetland,Built-up
711,Forest,Bareland,NULL,Non_Wetland,Water
712,Forest,Bareland,NULL,Non_Wetland,Forest
713,Forest,Bareland,Non_Water,Non_Wetland,Grassland
714,Forest,Bareland,Non_Water,Non_Wetland,Wetland
715,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
716,Forest,Bareland,Non_Water,Non_Wetland,Water
717,Forest,Bareland,Non_Water,Non_Wetland,Forest
718,Forest,Bareland,Water,Non_Wetland,Grassland
719,Forest,Bareland,Water,Non_Wetland,Wetland
720,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
721,Forest,Bareland,Water,Non_Wetland,Bareland
722,Forest,Bareland,Water,Non_Wetland,Built-up
723,Forest,Bareland,Water,Non_Wetland,Water
724,Forest,Bareland,Water,Non_Wetland,Forest
725,Forest,Built-up,NULL,Non_Wetland,NULL
726,Forest,Built-up,NULL,Non_Wetland,Grassland
727,Forest,Built-up,NULL,Non_Wetland,Wetland
728,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
729,Forest,Built-up,NULL,Non_Wetland,Bareland
730,Forest,Built-up,NULL,Non_Wetland,Water
731,Forest,Built-up,NULL,Non_Wetland,Forest
732,Forest,Built-up,Non_Water,Non_Wetland,Wetland
733,Forest,Built-up,Non_Water,Non_Wetland,Forest
734,Forest,Built-up,Water,Non_Wetland,Wetland
735,Forest,Built-up,Water,Non_Wetland,Bareland
736,Forest,Built-up,Water,Non_Wetland,Water
737,Forest,Built-up,Water,Non_Wetland,Forest
738,Forest,Water,NULL,Water,Grassland
739,Forest,Water,NULL,Water,Wetland
740,Forest,Water,NULL,Water,Lichens_and_Mosses
741,Forest,Water,NULL,Water,Water
742,Forest,Water,NULL,Water,Forest
743,Forest,Water,Non_Water,Water,Grassland
744,Forest,Water,Non_Water,Water,Wetland
745,Forest,Water,Non_Water,Water,Water
746,Forest,Water,Non_Water,Water,Forest
747,Forest,Water,Water,Water,Grassland
748,Forest,Water,Water,Water,Wetland
749,Forest,Water,Water,Water,Bareland
750,Forest,Water,Water,Water,Water
751,Forest,Water,Water,Water,Forest
752,Forest,Forest,NULL,Non_Wetland,NULL
753,Forest,Forest,NULL,Non_Wetland,Grassland
754,Forest,Forest,NULL,Non_Wetland,Wetland
755,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
756,Forest,Forest,NULL,Non_Wetland,Bareland
757,Forest,Forest,NULL,Non_Wetland,Built-up
758,Forest,Forest,NULL,Non_Wetland,Water
759,Forest,Forest,NULL,Non_Wetland,Forest
760,Forest,Forest,Non_Water,Non_Wetland,Grassland
761,Forest,Forest,Non_Water,Non_Wetland,Wetland
762,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
763,Forest,Forest,Non_Water,Non_Wetland,Water
764,Forest,Forest,Non_Water,Non_Wetland,Forest
765,Forest,Forest,Water,Non_Wetland,Grassland
766,Forest,Forest,Water,Non_Wetland,Wetland
767,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
768,Forest,Forest,Water,Non_Wetland,Water
769,Forest,Forest,Water,Non_Wetland,Forest
