Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDJ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDJ_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,SIBERIA_2024_WorldCover_2021_43VDJ_M_R
470,Wetland,Built-up,Non_Water,Non_Wetland,Forest
471,Wetland,Built-up,Water,Non_Wetland,Grassland
472,Wetland,Built-up,Water,Non_Wetland,Cropland
473,Wetland,Built-up,Water,Non_Wetland,Wetland
474,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
475,Wetland,Built-up,Water,Non_Wetland,Bareland
476,Wetland,Built-up,Water,Non_Wetland,Built-up
477,Wetland,Built-up,Water,Non_Wetland,Water
478,Wetland,Built-up,Water,Non_Wetland,Forest
479,Wetland,Water,NULL,Water,NULL
480,Wetland,Water,NULL,Water,Grassland
481,Wetland,Water,NULL,Water,Wetland
482,Wetland,Water,NULL,Water,Lichens_and_Mosses
483,Wetland,Water,NULL,Water,Bareland
484,Wetland,Water,NULL,Water,Built-up
485,Wetland,Water,NULL,Water,Water
486,Wetland,Water,NULL,Water,Forest
487,Wetland,Water,Non_Water,Water,NULL
488,Wetland,Water,Non_Water,Water,Grassland
489,Wetland,Water,Non_Water,Water,Cropland
490,Wetland,Water,Non_Water,Water,Wetland
491,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
492,Wetland,Water,Non_Water,Water,Bareland
493,Wetland,Water,Non_Water,Water,Built-up
494,Wetland,Water,Non_Water,Water,Water
495,Wetland,Water,Non_Water,Water,Permanent_ice_and_snow
496,Wetland,Water,Non_Water,Water,Forest
497,Wetland,Water,Water,Water,NULL
498,Wetland,Water,Water,Water,Grassland
499,Wetland,Water,Water,Water,Wetland
500,Wetland,Water,Water,Water,Lichens_and_Mosses
501,Wetland,Water,Water,Water,Bareland
502,Wetland,Water,Water,Water,Built-up
503,Wetland,Water,Water,Water,Water
504,Wetland,Water,Water,Water,Permanent_ice_and_snow
505,Wetland,Water,Water,Water,Forest
506,Wetland,Forest,NULL,Non_Wetland,NULL
507,Wetland,Forest,NULL,Non_Wetland,Grassland
508,Wetland,Forest,NULL,Non_Wetland,Cropland
509,Wetland,Forest,NULL,Non_Wetland,Wetland
510,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
511,Wetland,Forest,NULL,Non_Wetland,Bareland
512,Wetland,Forest,NULL,Non_Wetland,Built-up
513,Wetland,Forest,NULL,Non_Wetland,Water
514,Wetland,Forest,NULL,Non_Wetland,Forest
515,Wetland,Forest,Non_Water,Non_Wetland,NULL
516,Wetland,Forest,Non_Water,Non_Wetland,Grassland
517,Wetland,Forest,Non_Water,Non_Wetland,Wetland
518,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
519,Wetland,Forest,Non_Water,Non_Wetland,Bareland
520,Wetland,Forest,Non_Water,Non_Wetland,Built-up
521,Wetland,Forest,Non_Water,Non_Wetland,Water
522,Wetland,Forest,Non_Water,Non_Wetland,Forest
523,Wetland,Forest,Water,Non_Wetland,NULL
524,Wetland,Forest,Water,Non_Wetland,Grassland
525,Wetland,Forest,Water,Non_Wetland,Wetland
526,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
527,Wetland,Forest,Water,Non_Wetland,Bareland
528,Wetland,Forest,Water,Non_Wetland,Built-up
529,Wetland,Forest,Water,Non_Wetland,Water
530,Wetland,Forest,Water,Non_Wetland,Forest
531,Bareland,NULL,NULL,Non_Wetland,Grassland
532,Bareland,NULL,NULL,Non_Wetland,Wetland
533,Bareland,NULL,NULL,Non_Wetland,Bareland
534,Bareland,NULL,NULL,Non_Wetland,Built-up
535,Bareland,NULL,NULL,Non_Wetland,Water
536,Bareland,NULL,NULL,Non_Wetland,Forest
537,Bareland,NULL,Non_Water,Non_Wetland,Forest
538,Bareland,NULL,Water,Non_Wetland,Grassland
539,Bareland,NULL,Water,Non_Wetland,Bareland
540,Bareland,NULL,Water,Non_Wetland,Water
541,Bareland,NULL,Water,Non_Wetland,Forest
542,Bareland,Shrubland,NULL,Non_Wetland,NULL
543,Bareland,Shrubland,NULL,Non_Wetland,Grassland
544,Bareland,Shrubland,NULL,Non_Wetland,Wetland
545,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
546,Bareland,Shrubland,NULL,Non_Wetland,Bareland
547,Bareland,Shrubland,NULL,Non_Wetland,Built-up
548,Bareland,Shrubland,NULL,Non_Wetland,Water
549,Bareland,Shrubland,NULL,Non_Wetland,Forest
550,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
551,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
552,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
553,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up
554,Bareland,Shrubland,Non_Water,Non_Wetland,Water
555,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
556,Bareland,Shrubland,Water,Non_Wetland,Grassland
557,Bareland,Shrubland,Water,Non_Wetland,Wetland
558,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
559,Bareland,Shrubland,Water,Non_Wetland,Bareland
560,Bareland,Shrubland,Water,Non_Wetland,Water
561,Bareland,Shrubland,Water,Non_Wetland,Forest
562,Bareland,Grassland,NULL,Non_Wetland,Grassland
563,Bareland,Grassland,NULL,Non_Wetland,Wetland
564,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
565,Bareland,Grassland,NULL,Non_Wetland,Bareland
566,Bareland,Grassland,NULL,Non_Wetland,Built-up
567,Bareland,Grassland,NULL,Non_Wetland,Forest
568,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
569,Bareland,Cropland,NULL,Non_Wetland,Grassland
570,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
571,Bareland,Cropland,NULL,Non_Wetland,Bareland
572,Bareland,Cropland,NULL,Non_Wetland,Water
573,Bareland,Cropland,NULL,Non_Wetland,Forest
574,Bareland,Wetland,NULL,Wetland,NULL
575,Bareland,Wetland,NULL,Wetland,Grassland
576,Bareland,Wetland,NULL,Wetland,Wetland
577,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
578,Bareland,Wetland,NULL,Wetland,Bareland
579,Bareland,Wetland,NULL,Wetland,Built-up
580,Bareland,Wetland,NULL,Wetland,Water
581,Bareland,Wetland,NULL,Wetland,Forest
582,Bareland,Wetland,Non_Water,Wetland,Grassland
583,Bareland,Wetland,Non_Water,Wetland,Wetland
584,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
585,Bareland,Wetland,Non_Water,Wetland,Bareland
586,Bareland,Wetland,Non_Water,Wetland,Built-up
587,Bareland,Wetland,Non_Water,Wetland,Water
588,Bareland,Wetland,Non_Water,Wetland,Forest
589,Bareland,Wetland,Water,Wetland,Grassland
590,Bareland,Wetland,Water,Wetland,Wetland
591,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
592,Bareland,Wetland,Water,Wetland,Bareland
593,Bareland,Wetland,Water,Wetland,Built-up
594,Bareland,Wetland,Water,Wetland,Water
595,Bareland,Wetland,Water,Wetland,Forest
596,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
597,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
598,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
599,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
600,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
601,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
602,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
603,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
604,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
605,Bareland,Bareland,NULL,Non_Wetland,NULL
606,Bareland,Bareland,NULL,Non_Wetland,Grassland
607,Bareland,Bareland,NULL,Non_Wetland,Cropland
608,Bareland,Bareland,NULL,Non_Wetland,Wetland
609,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
610,Bareland,Bareland,NULL,Non_Wetland,Bareland
611,Bareland,Bareland,NULL,Non_Wetland,Built-up
612,Bareland,Bareland,NULL,Non_Wetland,Water
613,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
614,Bareland,Bareland,NULL,Non_Wetland,Forest
615,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
616,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
617,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
618,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
619,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
620,Bareland,Bareland,Non_Water,Non_Wetland,Water
621,Bareland,Bareland,Non_Water,Non_Wetland,Forest
622,Bareland,Bareland,Water,Non_Wetland,Grassland
623,Bareland,Bareland,Water,Non_Wetland,Cropland
624,Bareland,Bareland,Water,Non_Wetland,Wetland
625,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
626,Bareland,Bareland,Water,Non_Wetland,Bareland
627,Bareland,Bareland,Water,Non_Wetland,Built-up
628,Bareland,Bareland,Water,Non_Wetland,Water
629,Bareland,Bareland,Water,Non_Wetland,Forest
630,Bareland,Built-up,NULL,Non_Wetland,Grassland
631,Bareland,Built-up,NULL,Non_Wetland,Wetland
632,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
633,Bareland,Built-up,NULL,Non_Wetland,Bareland
634,Bareland,Built-up,NULL,Non_Wetland,Built-up
635,Bareland,Built-up,NULL,Non_Wetland,Water
636,Bareland,Built-up,NULL,Non_Wetland,Forest
637,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
638,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
639,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
640,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
641,Bareland,Built-up,Non_Water,Non_Wetland,Water
642,Bareland,Built-up,Non_Water,Non_Wetland,Forest
643,Bareland,Built-up,Water,Non_Wetland,Grassland
644,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
645,Bareland,Built-up,Water,Non_Wetland,Bareland
646,Bareland,Built-up,Water,Non_Wetland,Built-up
647,Bareland,Built-up,Water,Non_Wetland,Water
648,Bareland,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
649,Bareland,Built-up,Water,Non_Wetland,Forest
650,Bareland,Water,NULL,Water,NULL
651,Bareland,Water,NULL,Water,Grassland
652,Bareland,Water,NULL,Water,Wetland
653,Bareland,Water,NULL,Water,Lichens_and_Mosses
654,Bareland,Water,NULL,Water,Bareland
655,Bareland,Water,NULL,Water,Built-up
656,Bareland,Water,NULL,Water,Water
657,Bareland,Water,NULL,Water,Forest
658,Bareland,Water,Non_Water,Water,Grassland
659,Bareland,Water,Non_Water,Water,Wetland
660,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
661,Bareland,Water,Non_Water,Water,Bareland
662,Bareland,Water,Non_Water,Water,Built-up
663,Bareland,Water,Non_Water,Water,Water
664,Bareland,Water,Non_Water,Water,Forest
665,Bareland,Water,Water,Water,Grassland
666,Bareland,Water,Water,Water,Wetland
667,Bareland,Water,Water,Water,Lichens_and_Mosses
668,Bareland,Water,Water,Water,Bareland
669,Bareland,Water,Water,Water,Built-up
670,Bareland,Water,Water,Water,Water
671,Bareland,Water,Water,Water,Forest
672,Bareland,Forest,NULL,Non_Wetland,NULL
673,Bareland,Forest,NULL,Non_Wetland,Grassland
674,Bareland,Forest,NULL,Non_Wetland,Wetland
675,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
676,Bareland,Forest,NULL,Non_Wetland,Bareland
677,Bareland,Forest,NULL,Non_Wetland,Built-up
678,Bareland,Forest,NULL,Non_Wetland,Water
679,Bareland,Forest,NULL,Non_Wetland,Forest
680,Bareland,Forest,Non_Water,Non_Wetland,Grassland
681,Bareland,Forest,Non_Water,Non_Wetland,Wetland
682,Bareland,Forest,Non_Water,Non_Wetland,Bareland
683,Bareland,Forest,Non_Water,Non_Wetland,Water
684,Bareland,Forest,Non_Water,Non_Wetland,Forest
685,Bareland,Forest,Water,Non_Wetland,Grassland
686,Bareland,Forest,Water,Non_Wetland,Wetland
687,Bareland,Forest,Water,Non_Wetland,Bareland
688,Bareland,Forest,Water,Non_Wetland,Water
689,Bareland,Forest,Water,Non_Wetland,Forest
690,Built-up,NULL,NULL,Non_Wetland,Grassland
691,Built-up,NULL,NULL,Non_Wetland,Wetland
692,Built-up,NULL,NULL,Non_Wetland,Bareland
693,Built-up,NULL,NULL,Non_Wetland,Built-up
694,Built-up,NULL,NULL,Non_Wetland,Water
695,Built-up,NULL,NULL,Non_Wetland,Forest
696,Built-up,NULL,Non_Water,Non_Wetland,Grassland
697,Built-up,NULL,Non_Water,Non_Wetland,Wetland
698,Built-up,NULL,Non_Water,Non_Wetland,Forest
699,Built-up,NULL,Water,Non_Wetland,Grassland
700,Built-up,NULL,Water,Non_Wetland,Bareland
701,Built-up,NULL,Water,Non_Wetland,Forest
702,Built-up,Shrubland,NULL,Non_Wetland,Grassland
703,Built-up,Shrubland,NULL,Non_Wetland,Wetland
704,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
705,Built-up,Shrubland,NULL,Non_Wetland,Bareland
706,Built-up,Shrubland,NULL,Non_Wetland,Built-up
707,Built-up,Shrubland,NULL,Non_Wetland,Water
708,Built-up,Shrubland,NULL,Non_Wetland,Forest
709,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
710,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
711,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
712,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
713,Built-up,Shrubland,Non_Water,Non_Wetland,Water
714,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
715,Built-up,Shrubland,Water,Non_Wetland,Grassland
716,Built-up,Shrubland,Water,Non_Wetland,Wetland
717,Built-up,Shrubland,Water,Non_Wetland,Water
718,Built-up,Shrubland,Water,Non_Wetland,Forest
719,Built-up,Grassland,NULL,Non_Wetland,Grassland
720,Built-up,Grassland,NULL,Non_Wetland,Wetland
721,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
722,Built-up,Grassland,NULL,Non_Wetland,Bareland
723,Built-up,Grassland,NULL,Non_Wetland,Built-up
724,Built-up,Grassland,NULL,Non_Wetland,Forest
725,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
726,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
727,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
728,Built-up,Grassland,Non_Water,Non_Wetland,Forest
729,Built-up,Grassland,Water,Non_Wetland,Built-up
730,Built-up,Grassland,Water,Non_Wetland,Forest
731,Built-up,Cropland,NULL,Non_Wetland,Grassland
732,Built-up,Cropland,NULL,Non_Wetland,Wetland
733,Built-up,Cropland,NULL,Non_Wetland,Bareland
734,Built-up,Cropland,NULL,Non_Wetland,Built-up
735,Built-up,Cropland,NULL,Non_Wetland,Water
736,Built-up,Cropland,NULL,Non_Wetland,Forest
737,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
738,Built-up,Cropland,Non_Water,Non_Wetland,Forest
739,Built-up,Cropland,Water,Non_Wetland,Grassland
740,Built-up,Wetland,NULL,Wetland,NULL
741,Built-up,Wetland,NULL,Wetland,Grassland
742,Built-up,Wetland,NULL,Wetland,Wetland
743,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
744,Built-up,Wetland,NULL,Wetland,Bareland
745,Built-up,Wetland,NULL,Wetland,Built-up
746,Built-up,Wetland,NULL,Wetland,Water
747,Built-up,Wetland,NULL,Wetland,Forest
748,Built-up,Wetland,Non_Water,Wetland,Grassland
749,Built-up,Wetland,Non_Water,Wetland,Wetland
750,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
751,Built-up,Wetland,Non_Water,Wetland,Bareland
752,Built-up,Wetland,Non_Water,Wetland,Built-up
753,Built-up,Wetland,Non_Water,Wetland,Water
754,Built-up,Wetland,Non_Water,Wetland,Forest
755,Built-up,Wetland,Water,Wetland,Grassland
756,Built-up,Wetland,Water,Wetland,Wetland
757,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
758,Built-up,Wetland,Water,Wetland,Bareland
759,Built-up,Wetland,Water,Wetland,Built-up
760,Built-up,Wetland,Water,Wetland,Water
761,Built-up,Wetland,Water,Wetland,Forest
762,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
763,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
764,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
765,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
766,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
767,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
768,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
769,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
770,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
771,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
772,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
773,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
774,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
775,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
776,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
777,Built-up,Bareland,NULL,Non_Wetland,NULL
778,Built-up,Bareland,NULL,Non_Wetland,Grassland
779,Built-up,Bareland,NULL,Non_Wetland,Cropland
780,Built-up,Bareland,NULL,Non_Wetland,Wetland
781,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
782,Built-up,Bareland,NULL,Non_Wetland,Bareland
783,Built-up,Bareland,NULL,Non_Wetland,Built-up
784,Built-up,Bareland,NULL,Non_Wetland,Water
785,Built-up,Bareland,NULL,Non_Wetland,Forest
786,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
787,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
788,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
789,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
790,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
791,Built-up,Bareland,Non_Water,Non_Wetland,Water
792,Built-up,Bareland,Non_Water,Non_Wetland,Forest
793,Built-up,Bareland,Water,Non_Wetland,Grassland
794,Built-up,Bareland,Water,Non_Wetland,Wetland
795,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
796,Built-up,Bareland,Water,Non_Wetland,Bareland
797,Built-up,Bareland,Water,Non_Wetland,Built-up
798,Built-up,Bareland,Water,Non_Wetland,Water
799,Built-up,Bareland,Water,Non_Wetland,Forest
800,Built-up,Built-up,NULL,Non_Wetland,NULL
801,Built-up,Built-up,NULL,Non_Wetland,Grassland
802,Built-up,Built-up,NULL,Non_Wetland,Wetland
803,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
804,Built-up,Built-up,NULL,Non_Wetland,Bareland
805,Built-up,Built-up,NULL,Non_Wetland,Built-up
806,Built-up,Built-up,NULL,Non_Wetland,Water
807,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
808,Built-up,Built-up,NULL,Non_Wetland,Forest
809,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
810,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
811,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
812,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
813,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
814,Built-up,Built-up,Non_Water,Non_Wetland,Water
815,Built-up,Built-up,Non_Water,Non_Wetland,Permanent_ice_and_snow
816,Built-up,Built-up,Non_Water,Non_Wetland,Forest
817,Built-up,Built-up,Water,Non_Wetland,Grassland
818,Built-up,Built-up,Water,Non_Wetland,Wetland
819,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
820,Built-up,Built-up,Water,Non_Wetland,Bareland
821,Built-up,Built-up,Water,Non_Wetland,Built-up
822,Built-up,Built-up,Water,Non_Wetland,Water
823,Built-up,Built-up,Water,Non_Wetland,Forest
824,Built-up,Water,NULL,Water,Grassland
825,Built-up,Water,NULL,Water,Wetland
826,Built-up,Water,NULL,Water,Lichens_and_Mosses
827,Built-up,Water,NULL,Water,Bareland
828,Built-up,Water,NULL,Water,Built-up
829,Built-up,Water,NULL,Water,Water
830,Built-up,Water,NULL,Water,Forest
831,Built-up,Water,Non_Water,Water,Grassland
832,Built-up,Water,Non_Water,Water,Wetland
833,Built-up,Water,Non_Water,Water,Bareland
834,Built-up,Water,Non_Water,Water,Built-up
835,Built-up,Water,Non_Water,Water,Water
836,Built-up,Water,Non_Water,Water,Forest
837,Built-up,Water,Water,Water,Grassland
838,Built-up,Water,Water,Water,Wetland
839,Built-up,Water,Water,Water,Lichens_and_Mosses
840,Built-up,Water,Water,Water,Bareland
841,Built-up,Water,Water,Water,Built-up
842,Built-up,Water,Water,Water,Water
843,Built-up,Water,Water,Water,Forest
844,Built-up,Forest,NULL,Non_Wetland,NULL
845,Built-up,Forest,NULL,Non_Wetland,Grassland
846,Built-up,Forest,NULL,Non_Wetland,Wetland
847,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
848,Built-up,Forest,NULL,Non_Wetland,Bareland
849,Built-up,Forest,NULL,Non_Wetland,Built-up
850,Built-up,Forest,NULL,Non_Wetland,Water
851,Built-up,Forest,NULL,Non_Wetland,Forest
852,Built-up,Forest,Non_Water,Non_Wetland,Grassland
853,Built-up,Forest,Non_Water,Non_Wetland,Wetland
854,Built-up,Forest,Non_Water,Non_Wetland,Bareland
855,Built-up,Forest,Non_Water,Non_Wetland,Built-up
856,Built-up,Forest,Non_Water,Non_Wetland,Water
857,Built-up,Forest,Non_Water,Non_Wetland,Forest
858,Built-up,Forest,Water,Non_Wetland,Grassland
859,Built-up,Forest,Water,Non_Wetland,Wetland
860,Built-up,Forest,Water,Non_Wetland,Bareland
861,Built-up,Forest,Water,Non_Wetland,Built-up
862,Built-up,Forest,Water,Non_Wetland,Water
863,Built-up,Forest,Water,Non_Wetland,Forest
864,Water,NULL,NULL,Non_Wetland,Grassland
865,Water,NULL,NULL,Non_Wetland,Wetland
866,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
867,Water,NULL,NULL,Non_Wetland,Bareland
868,Water,NULL,NULL,Non_Wetland,Water
869,Water,NULL,NULL,Non_Wetland,Forest
870,Water,NULL,Non_Water,Non_Wetland,Grassland
871,Water,NULL,Non_Water,Non_Wetland,Wetland
872,Water,NULL,Non_Water,Non_Wetland,Bareland
873,Water,NULL,Non_Water,Non_Wetland,Water
874,Water,NULL,Non_Water,Non_Wetland,Forest
875,Water,NULL,Water,Non_Wetland,Grassland
876,Water,NULL,Water,Non_Wetland,Wetland
877,Water,NULL,Water,Non_Wetland,Water
878,Water,NULL,Water,Non_Wetland,Forest
879,Water,Shrubland,NULL,Non_Wetland,Grassland
880,Water,Shrubland,NULL,Non_Wetland,Wetland
881,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
882,Water,Shrubland,NULL,Non_Wetland,Bareland
883,Water,Shrubland,NULL,Non_Wetland,Built-up
884,Water,Shrubland,NULL,Non_Wetland,Water
885,Water,Shrubland,NULL,Non_Wetland,Forest
886,Water,Shrubland,Non_Water,Non_Wetland,Grassland
887,Water,Shrubland,Non_Water,Non_Wetland,Wetland
888,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
889,Water,Shrubland,Non_Water,Non_Wetland,Bareland
890,Water,Shrubland,Non_Water,Non_Wetland,Water
891,Water,Shrubland,Non_Water,Non_Wetland,Forest
892,Water,Shrubland,Water,Non_Wetland,Grassland
893,Water,Shrubland,Water,Non_Wetland,Wetland
894,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
895,Water,Shrubland,Water,Non_Wetland,Bareland
896,Water,Shrubland,Water,Non_Wetland,Built-up
897,Water,Shrubland,Water,Non_Wetland,Water
898,Water,Shrubland,Water,Non_Wetland,Forest
899,Water,Grassland,NULL,Non_Wetland,Grassland
900,Water,Grassland,NULL,Non_Wetland,Wetland
901,Water,Grassland,NULL,Non_Wetland,Bareland
902,Water,Grassland,NULL,Non_Wetland,Built-up
903,Water,Grassland,NULL,Non_Wetland,Water
904,Water,Grassland,NULL,Non_Wetland,Forest
905,Water,Grassland,Non_Water,Non_Wetland,Grassland
906,Water,Grassland,Non_Water,Non_Wetland,Wetland
907,Water,Grassland,Non_Water,Non_Wetland,Bareland
908,Water,Grassland,Non_Water,Non_Wetland,Water
909,Water,Grassland,Non_Water,Non_Wetland,Forest
910,Water,Grassland,Water,Non_Wetland,Grassland
911,Water,Grassland,Water,Non_Wetland,Wetland
912,Water,Grassland,Water,Non_Wetland,Water
913,Water,Grassland,Water,Non_Wetland,Forest
914,Water,Cropland,NULL,Non_Wetland,Grassland
915,Water,Cropland,NULL,Non_Wetland,Wetland
916,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
917,Water,Cropland,NULL,Non_Wetland,Bareland
918,Water,Cropland,NULL,Non_Wetland,Water
919,Water,Cropland,NULL,Non_Wetland,Forest
920,Water,Cropland,Non_Water,Non_Wetland,Grassland
921,Water,Cropland,Water,Non_Wetland,Grassland
922,Water,Cropland,Water,Non_Wetland,Bareland
923,Water,Wetland,NULL,Wetland,NULL
924,Water,Wetland,NULL,Wetland,Grassland
925,Water,Wetland,NULL,Wetland,Wetland
926,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
927,Water,Wetland,NULL,Wetland,Bareland
928,Water,Wetland,NULL,Wetland,Built-up
929,Water,Wetland,NULL,Wetland,Water
930,Water,Wetland,NULL,Wetland,Forest
931,Water,Wetland,Non_Water,Wetland,NULL
932,Water,Wetland,Non_Water,Wetland,Grassland
933,Water,Wetland,Non_Water,Wetland,Wetland
934,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
935,Water,Wetland,Non_Water,Wetland,Bareland
936,Water,Wetland,Non_Water,Wetland,Built-up
937,Water,Wetland,Non_Water,Wetland,Water
938,Water,Wetland,Non_Water,Wetland,Forest
939,Water,Wetland,Water,Wetland,NULL
940,Water,Wetland,Water,Wetland,Grassland
941,Water,Wetland,Water,Wetland,Wetland
942,Water,Wetland,Water,Wetland,Lichens_and_Mosses
943,Water,Wetland,Water,Wetland,Bareland
944,Water,Wetland,Water,Wetland,Built-up
945,Water,Wetland,Water,Wetland,Water
946,Water,Wetland,Water,Wetland,Forest
947,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
948,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
949,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
950,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
951,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
952,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
953,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
954,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
955,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
956,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
957,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
