Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VWR_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VWR_M_R,SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R,SIBERIA_2024_WorldCover_2021_42VWR_M_R
477,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
478,Built-up,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
479,Built-up,Shrubland,Water,Non_Wetland,Forest
480,Built-up,Grassland,NULL,Non_Wetland,Grassland
481,Built-up,Grassland,NULL,Non_Wetland,Forest
482,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
483,Built-up,Cropland,NULL,Non_Wetland,Bareland
484,Built-up,Cropland,NULL,Non_Wetland,Forest
485,Built-up,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
486,Built-up,Wetland,NULL,Wetland,NULL
487,Built-up,Wetland,NULL,Wetland,Grassland
488,Built-up,Wetland,NULL,Wetland,Wetland
489,Built-up,Wetland,NULL,Wetland,Bareland
490,Built-up,Wetland,NULL,Wetland,Built-up
491,Built-up,Wetland,NULL,Wetland,Forest
492,Built-up,Wetland,Non_Water,Wetland,Wetland
493,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
494,Built-up,Wetland,Water,Wetland,Wetland
495,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
496,Built-up,Wetland,Water,Wetland,Water
497,Built-up,Wetland,Water,Wetland,Forest
498,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
499,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
500,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
501,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
502,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
503,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
504,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
505,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
506,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
507,Built-up,Bareland,NULL,Non_Wetland,NULL
508,Built-up,Bareland,NULL,Non_Wetland,Grassland
509,Built-up,Bareland,NULL,Non_Wetland,Wetland
510,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
511,Built-up,Bareland,NULL,Non_Wetland,Bareland
512,Built-up,Bareland,NULL,Non_Wetland,Built-up
513,Built-up,Bareland,NULL,Non_Wetland,Water
514,Built-up,Bareland,NULL,Non_Wetland,Forest
515,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
516,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
517,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
518,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
519,Built-up,Bareland,Non_Water,Non_Wetland,Forest
520,Built-up,Bareland,Water,Non_Wetland,Grassland
521,Built-up,Bareland,Water,Non_Wetland,Wetland
522,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
523,Built-up,Bareland,Water,Non_Wetland,Bareland
524,Built-up,Bareland,Water,Non_Wetland,Water
525,Built-up,Bareland,Water,Non_Wetland,Forest
526,Built-up,Built-up,NULL,Non_Wetland,Grassland
527,Built-up,Built-up,NULL,Non_Wetland,Wetland
528,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
529,Built-up,Built-up,NULL,Non_Wetland,Bareland
530,Built-up,Built-up,NULL,Non_Wetland,Built-up
531,Built-up,Built-up,NULL,Non_Wetland,Water
532,Built-up,Built-up,NULL,Non_Wetland,Forest
533,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
534,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
535,Built-up,Built-up,Non_Water,Non_Wetland,Forest
536,Built-up,Built-up,Water,Non_Wetland,Grassland
537,Built-up,Built-up,Water,Non_Wetland,Bareland
538,Built-up,Built-up,Water,Non_Wetland,Built-up
539,Built-up,Water,NULL,Water,Wetland
540,Built-up,Water,NULL,Water,Lichens_and_Mosses
541,Built-up,Water,NULL,Water,Water
542,Built-up,Water,NULL,Water,Forest
543,Built-up,Water,Non_Water,Water,Lichens_and_Mosses
544,Built-up,Water,Water,Water,Wetland
545,Built-up,Water,Water,Water,Water
546,Built-up,Forest,NULL,Non_Wetland,Grassland
547,Built-up,Forest,NULL,Non_Wetland,Wetland
548,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
549,Built-up,Forest,NULL,Non_Wetland,Bareland
550,Built-up,Forest,NULL,Non_Wetland,Built-up
551,Built-up,Forest,NULL,Non_Wetland,Water
552,Built-up,Forest,NULL,Non_Wetland,Forest
553,Water,NULL,NULL,Non_Wetland,Grassland
554,Water,NULL,NULL,Non_Wetland,Wetland
555,Water,NULL,NULL,Non_Wetland,Bareland
556,Water,NULL,NULL,Non_Wetland,Water
557,Water,NULL,NULL,Non_Wetland,Forest
558,Water,NULL,Non_Water,Non_Wetland,Grassland
559,Water,NULL,Non_Water,Non_Wetland,Wetland
560,Water,NULL,Non_Water,Non_Wetland,Water
561,Water,NULL,Non_Water,Non_Wetland,Forest
562,Water,NULL,Water,Non_Wetland,Grassland
563,Water,NULL,Water,Non_Wetland,Wetland
564,Water,NULL,Water,Non_Wetland,Bareland
565,Water,NULL,Water,Non_Wetland,Water
566,Water,NULL,Water,Non_Wetland,Forest
567,Water,Shrubland,NULL,Non_Wetland,Grassland
568,Water,Shrubland,NULL,Non_Wetland,Wetland
569,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
570,Water,Shrubland,NULL,Non_Wetland,Bareland
571,Water,Shrubland,NULL,Non_Wetland,Water
572,Water,Shrubland,NULL,Non_Wetland,Forest
573,Water,Shrubland,Non_Water,Non_Wetland,Wetland
574,Water,Shrubland,Non_Water,Non_Wetland,Bareland
575,Water,Shrubland,Non_Water,Non_Wetland,Water
576,Water,Shrubland,Non_Water,Non_Wetland,Forest
577,Water,Shrubland,Water,Non_Wetland,Grassland
578,Water,Shrubland,Water,Non_Wetland,Wetland
579,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
580,Water,Shrubland,Water,Non_Wetland,Bareland
581,Water,Shrubland,Water,Non_Wetland,Water
582,Water,Shrubland,Water,Non_Wetland,Forest
583,Water,Grassland,NULL,Non_Wetland,Forest
584,Water,Cropland,NULL,Non_Wetland,Grassland
585,Water,Cropland,NULL,Non_Wetland,Water
586,Water,Cropland,NULL,Non_Wetland,Forest
587,Water,Cropland,Non_Water,Non_Wetland,Bareland
588,Water,Cropland,Non_Water,Non_Wetland,Water
589,Water,Cropland,Water,Non_Wetland,Grassland
590,Water,Cropland,Water,Non_Wetland,Bareland
591,Water,Cropland,Water,Non_Wetland,Water
592,Water,Cropland,Water,Non_Wetland,Forest
593,Water,Wetland,NULL,Wetland,NULL
594,Water,Wetland,NULL,Wetland,Grassland
595,Water,Wetland,NULL,Wetland,Wetland
596,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
597,Water,Wetland,NULL,Wetland,Bareland
598,Water,Wetland,NULL,Wetland,Water
599,Water,Wetland,NULL,Wetland,Forest
600,Water,Wetland,Non_Water,Wetland,Grassland
601,Water,Wetland,Non_Water,Wetland,Wetland
602,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
603,Water,Wetland,Non_Water,Wetland,Bareland
604,Water,Wetland,Non_Water,Wetland,Water
605,Water,Wetland,Non_Water,Wetland,Forest
606,Water,Wetland,Water,Wetland,Grassland
607,Water,Wetland,Water,Wetland,Wetland
608,Water,Wetland,Water,Wetland,Lichens_and_Mosses
609,Water,Wetland,Water,Wetland,Bareland
610,Water,Wetland,Water,Wetland,Water
611,Water,Wetland,Water,Wetland,Forest
612,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
613,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
614,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
615,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
616,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
617,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
618,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
619,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
620,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
621,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
622,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
623,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
624,Water,Bareland,NULL,Non_Wetland,NULL
625,Water,Bareland,NULL,Non_Wetland,Grassland
626,Water,Bareland,NULL,Non_Wetland,Wetland
627,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
628,Water,Bareland,NULL,Non_Wetland,Bareland
629,Water,Bareland,NULL,Non_Wetland,Water
630,Water,Bareland,NULL,Non_Wetland,Forest
631,Water,Bareland,Non_Water,Non_Wetland,Grassland
632,Water,Bareland,Non_Water,Non_Wetland,Wetland
633,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
634,Water,Bareland,Non_Water,Non_Wetland,Bareland
635,Water,Bareland,Non_Water,Non_Wetland,Water
636,Water,Bareland,Non_Water,Non_Wetland,Forest
637,Water,Bareland,Water,Non_Wetland,Grassland
638,Water,Bareland,Water,Non_Wetland,Wetland
639,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
640,Water,Bareland,Water,Non_Wetland,Bareland
641,Water,Bareland,Water,Non_Wetland,Water
642,Water,Bareland,Water,Non_Wetland,Forest
643,Water,Built-up,NULL,Non_Wetland,Grassland
644,Water,Built-up,NULL,Non_Wetland,Bareland
645,Water,Built-up,NULL,Non_Wetland,Built-up
646,Water,Built-up,NULL,Non_Wetland,Water
647,Water,Built-up,NULL,Non_Wetland,Forest
648,Water,Built-up,Non_Water,Non_Wetland,Wetland
649,Water,Built-up,Water,Non_Wetland,Bareland
650,Water,Built-up,Water,Non_Wetland,Water
651,Water,Water,NULL,Water,NULL
652,Water,Water,NULL,Water,Grassland
653,Water,Water,NULL,Water,Wetland
654,Water,Water,NULL,Water,Lichens_and_Mosses
655,Water,Water,NULL,Water,Bareland
656,Water,Water,NULL,Water,Water
657,Water,Water,NULL,Water,Forest
658,Water,Water,Non_Water,Water,Grassland
659,Water,Water,Non_Water,Water,Wetland
660,Water,Water,Non_Water,Water,Bareland
661,Water,Water,Non_Water,Water,Water
662,Water,Water,Non_Water,Water,Forest
663,Water,Water,Water,Water,NULL
664,Water,Water,Water,Water,Grassland
665,Water,Water,Water,Water,Wetland
666,Water,Water,Water,Water,Lichens_and_Mosses
667,Water,Water,Water,Water,Bareland
668,Water,Water,Water,Water,Water
669,Water,Water,Water,Water,Forest
670,Water,Forest,NULL,Non_Wetland,NULL
671,Water,Forest,NULL,Non_Wetland,Grassland
672,Water,Forest,NULL,Non_Wetland,Wetland
673,Water,Forest,NULL,Non_Wetland,Bareland
674,Water,Forest,NULL,Non_Wetland,Water
675,Water,Forest,NULL,Non_Wetland,Forest
676,Water,Forest,Non_Water,Non_Wetland,Grassland
677,Water,Forest,Non_Water,Non_Wetland,Wetland
678,Water,Forest,Non_Water,Non_Wetland,Bareland
679,Water,Forest,Non_Water,Non_Wetland,Water
680,Water,Forest,Non_Water,Non_Wetland,Forest
681,Water,Forest,Water,Non_Wetland,Grassland
682,Water,Forest,Water,Non_Wetland,Wetland
683,Water,Forest,Water,Non_Wetland,Bareland
684,Water,Forest,Water,Non_Wetland,Water
685,Water,Forest,Water,Non_Wetland,Forest
686,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
687,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
688,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
689,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
690,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
691,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
692,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
693,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
694,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
695,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
696,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
697,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
698,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
699,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
700,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
701,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
702,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
703,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
704,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
705,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
706,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
707,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
708,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
709,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
710,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
711,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
712,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
713,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
714,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
715,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
716,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
717,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
718,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
719,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
720,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
721,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
722,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
723,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
724,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
725,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
726,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
727,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
728,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
729,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
730,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
731,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
732,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
733,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
734,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
735,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
736,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
737,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
738,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
739,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
740,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
741,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
742,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
743,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
744,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
745,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
746,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
747,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
748,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
749,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
750,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
751,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
752,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
753,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
754,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
755,Permanent_ice_and_snow,Water,NULL,Water,Grassland
756,Permanent_ice_and_snow,Water,NULL,Water,Wetland
757,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
758,Permanent_ice_and_snow,Water,NULL,Water,Forest
759,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
760,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
761,Permanent_ice_and_snow,Water,Non_Water,Water,Water
762,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
763,Permanent_ice_and_snow,Water,Water,Water,Grassland
764,Permanent_ice_and_snow,Water,Water,Water,Wetland
765,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
766,Permanent_ice_and_snow,Water,Water,Water,Water
767,Permanent_ice_and_snow,Water,Water,Water,Forest
768,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
769,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
770,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
771,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
772,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
773,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
774,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
775,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
776,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
777,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
778,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
779,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
780,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
781,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
782,Forest,NULL,NULL,Non_Wetland,NULL
783,Forest,NULL,NULL,Non_Wetland,Grassland
784,Forest,NULL,NULL,Non_Wetland,Wetland
785,Forest,NULL,NULL,Non_Wetland,Bareland
786,Forest,NULL,NULL,Non_Wetland,Built-up
787,Forest,NULL,NULL,Non_Wetland,Water
788,Forest,NULL,NULL,Non_Wetland,Forest
789,Forest,NULL,Non_Water,Non_Wetland,NULL
790,Forest,NULL,Non_Water,Non_Wetland,Grassland
791,Forest,NULL,Non_Water,Non_Wetland,Wetland
792,Forest,NULL,Non_Water,Non_Wetland,Water
793,Forest,NULL,Non_Water,Non_Wetland,Forest
794,Forest,NULL,Water,Non_Wetland,Grassland
795,Forest,NULL,Water,Non_Wetland,Wetland
796,Forest,NULL,Water,Non_Wetland,Water
797,Forest,NULL,Water,Non_Wetland,Forest
798,Forest,Shrubland,NULL,Non_Wetland,NULL
799,Forest,Shrubland,NULL,Non_Wetland,Grassland
800,Forest,Shrubland,NULL,Non_Wetland,Wetland
801,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
802,Forest,Shrubland,NULL,Non_Wetland,Bareland
803,Forest,Shrubland,NULL,Non_Wetland,Built-up
804,Forest,Shrubland,NULL,Non_Wetland,Water
805,Forest,Shrubland,NULL,Non_Wetland,Forest
806,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
807,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
808,Forest,Shrubland,Non_Water,Non_Wetland,Water
809,Forest,Shrubland,Non_Water,Non_Wetland,Forest
810,Forest,Shrubland,Water,Non_Wetland,Grassland
811,Forest,Shrubland,Water,Non_Wetland,Forest
812,Forest,Grassland,NULL,Non_Wetland,NULL
813,Forest,Grassland,NULL,Non_Wetland,Grassland
814,Forest,Grassland,NULL,Non_Wetland,Wetland
815,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
816,Forest,Grassland,NULL,Non_Wetland,Forest
817,Forest,Grassland,Non_Water,Non_Wetland,Grassland
818,Forest,Grassland,Non_Water,Non_Wetland,Forest
819,Forest,Cropland,NULL,Non_Wetland,NULL
820,Forest,Cropland,NULL,Non_Wetland,Grassland
821,Forest,Cropland,NULL,Non_Wetland,Wetland
822,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
823,Forest,Cropland,NULL,Non_Wetland,Bareland
824,Forest,Cropland,NULL,Non_Wetland,Built-up
825,Forest,Cropland,NULL,Non_Wetland,Water
826,Forest,Cropland,NULL,Non_Wetland,Forest
827,Forest,Cropland,Non_Water,Non_Wetland,Grassland
828,Forest,Cropland,Non_Water,Non_Wetland,Forest
829,Forest,Cropland,Water,Non_Wetland,Grassland
830,Forest,Cropland,Water,Non_Wetland,Bareland
831,Forest,Cropland,Water,Non_Wetland,Forest
832,Forest,Wetland,NULL,Wetland,NULL
833,Forest,Wetland,NULL,Wetland,Grassland
834,Forest,Wetland,NULL,Wetland,Wetland
835,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
836,Forest,Wetland,NULL,Wetland,Bareland
837,Forest,Wetland,NULL,Wetland,Water
838,Forest,Wetland,NULL,Wetland,Forest
839,Forest,Wetland,Non_Water,Wetland,NULL
840,Forest,Wetland,Non_Water,Wetland,Grassland
841,Forest,Wetland,Non_Water,Wetland,Wetland
842,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
843,Forest,Wetland,Non_Water,Wetland,Bareland
844,Forest,Wetland,Non_Water,Wetland,Water
845,Forest,Wetland,Non_Water,Wetland,Forest
846,Forest,Wetland,Water,Wetland,Grassland
847,Forest,Wetland,Water,Wetland,Wetland
848,Forest,Wetland,Water,Wetland,Bareland
849,Forest,Wetland,Water,Wetland,Water
850,Forest,Wetland,Water,Wetland,Forest
851,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
852,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
853,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
854,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
855,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
856,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
857,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
858,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
859,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
860,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
861,Forest,Bareland,NULL,Non_Wetland,NULL
862,Forest,Bareland,NULL,Non_Wetland,Grassland
863,Forest,Bareland,NULL,Non_Wetland,Wetland
864,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
865,Forest,Bareland,NULL,Non_Wetland,Bareland
866,Forest,Bareland,NULL,Non_Wetland,Built-up
867,Forest,Bareland,NULL,Non_Wetland,Water
868,Forest,Bareland,NULL,Non_Wetland,Forest
869,Forest,Bareland,Non_Water,Non_Wetland,Grassland
870,Forest,Bareland,Non_Water,Non_Wetland,Wetland
871,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
872,Forest,Bareland,Non_Water,Non_Wetland,Water
873,Forest,Bareland,Non_Water,Non_Wetland,Forest
874,Forest,Bareland,Water,Non_Wetland,Grassland
875,Forest,Bareland,Water,Non_Wetland,Wetland
876,Forest,Bareland,Water,Non_Wetland,Bareland
877,Forest,Bareland,Water,Non_Wetland,Water
878,Forest,Bareland,Water,Non_Wetland,Forest
879,Forest,Built-up,NULL,Non_Wetland,Grassland
880,Forest,Built-up,NULL,Non_Wetland,Wetland
881,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
882,Forest,Built-up,NULL,Non_Wetland,Bareland
883,Forest,Built-up,NULL,Non_Wetland,Built-up
884,Forest,Built-up,NULL,Non_Wetland,Forest
885,Forest,Built-up,Non_Water,Non_Wetland,Grassland
886,Forest,Water,NULL,Water,Grassland
887,Forest,Water,NULL,Water,Wetland
888,Forest,Water,NULL,Water,Water
889,Forest,Water,NULL,Water,Forest
890,Forest,Water,Non_Water,Water,NULL
891,Forest,Water,Non_Water,Water,Grassland
892,Forest,Water,Non_Water,Water,Wetland
893,Forest,Water,Non_Water,Water,Water
894,Forest,Water,Non_Water,Water,Forest
895,Forest,Water,Water,Water,Grassland
896,Forest,Water,Water,Water,Wetland
897,Forest,Water,Water,Water,Water
898,Forest,Water,Water,Water,Forest
899,Forest,Forest,NULL,Non_Wetland,NULL
900,Forest,Forest,NULL,Non_Wetland,Grassland
901,Forest,Forest,NULL,Non_Wetland,Wetland
902,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
903,Forest,Forest,NULL,Non_Wetland,Bareland
904,Forest,Forest,NULL,Non_Wetland,Built-up
905,Forest,Forest,NULL,Non_Wetland,Water
906,Forest,Forest,NULL,Non_Wetland,Forest
907,Forest,Forest,Non_Water,Non_Wetland,NULL
908,Forest,Forest,Non_Water,Non_Wetland,Grassland
909,Forest,Forest,Non_Water,Non_Wetland,Wetland
910,Forest,Forest,Non_Water,Non_Wetland,Bareland
911,Forest,Forest,Non_Water,Non_Wetland,Water
912,Forest,Forest,Non_Water,Non_Wetland,Forest
913,Forest,Forest,Water,Non_Wetland,Grassland
914,Forest,Forest,Water,Non_Wetland,Wetland
915,Forest,Forest,Water,Non_Wetland,Bareland
916,Forest,Forest,Water,Non_Wetland,Water
917,Forest,Forest,Water,Non_Wetland,Forest
