Value,SIBERIA_2024_ESA_CALU_2024_43XFA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43XFA_M_R,SIBERIA_2024_GLC_FCS30D_2022_43XFA_M_R,SIBERIA_2024_GSW_Yearly_2021_43XFA_M_R,SIBERIA_2024_GWL_FCS30D_2022_43XFA_M_R,SIBERIA_2024_WorldCover_2021_43XFA_M_R
416,NULL,Water,Grassland,Water,Non_Wetland,Grassland
417,NULL,Water,Grassland,Water,Non_Wetland,Wetland
418,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
419,NULL,Water,Grassland,Water,Non_Wetland,Water
420,NULL,Water,Wetland,NULL,NULL,Grassland
421,NULL,Water,Wetland,NULL,NULL,Wetland
422,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
423,NULL,Water,Wetland,NULL,NULL,Bareland
424,NULL,Water,Wetland,NULL,NULL,Water
425,NULL,Water,Wetland,NULL,Wetland,Grassland
426,NULL,Water,Wetland,NULL,Wetland,Wetland
427,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
428,NULL,Water,Wetland,NULL,Wetland,Bareland
429,NULL,Water,Wetland,NULL,Wetland,Water
430,NULL,Water,Wetland,Non_Water,NULL,Grassland
431,NULL,Water,Wetland,Non_Water,NULL,Wetland
432,NULL,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
433,NULL,Water,Wetland,Non_Water,NULL,Bareland
434,NULL,Water,Wetland,Non_Water,NULL,Water
435,NULL,Water,Wetland,Non_Water,Wetland,Grassland
436,NULL,Water,Wetland,Non_Water,Wetland,Wetland
437,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
438,NULL,Water,Wetland,Non_Water,Wetland,Bareland
439,NULL,Water,Wetland,Non_Water,Wetland,Water
440,NULL,Water,Wetland,Water,NULL,Grassland
441,NULL,Water,Wetland,Water,NULL,Wetland
442,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
443,NULL,Water,Wetland,Water,NULL,Bareland
444,NULL,Water,Wetland,Water,NULL,Water
445,NULL,Water,Wetland,Water,Wetland,Grassland
446,NULL,Water,Wetland,Water,Wetland,Wetland
447,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
448,NULL,Water,Wetland,Water,Wetland,Bareland
449,NULL,Water,Wetland,Water,Wetland,Water
450,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
451,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
452,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
453,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
454,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
455,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
456,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
457,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
458,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
459,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
460,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
461,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
462,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
463,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
464,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
465,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
466,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
467,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
468,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
469,NULL,Water,Bareland,NULL,Non_Wetland,Water
470,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
471,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
472,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
473,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
474,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
475,NULL,Water,Bareland,Water,Non_Wetland,Grassland
476,NULL,Water,Bareland,Water,Non_Wetland,Wetland
477,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
478,NULL,Water,Bareland,Water,Non_Wetland,Bareland
479,NULL,Water,Bareland,Water,Non_Wetland,Water
480,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
481,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
482,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
483,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
484,NULL,Water,Built-up,NULL,Non_Wetland,Water
485,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
486,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
487,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
488,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
489,NULL,Water,Built-up,Water,Non_Wetland,Grassland
490,NULL,Water,Built-up,Water,Non_Wetland,Wetland
491,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
492,NULL,Water,Built-up,Water,Non_Wetland,Bareland
493,NULL,Water,Built-up,Water,Non_Wetland,Water
494,NULL,Water,Water,NULL,NULL,Grassland
495,NULL,Water,Water,NULL,NULL,Wetland
496,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
497,NULL,Water,Water,NULL,NULL,Water
498,NULL,Water,Water,NULL,Water,Grassland
499,NULL,Water,Water,NULL,Water,Wetland
500,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
501,NULL,Water,Water,NULL,Water,Bareland
502,NULL,Water,Water,NULL,Water,Water
503,NULL,Water,Water,Non_Water,NULL,Wetland
504,NULL,Water,Water,Non_Water,NULL,Lichens_and_Mosses
505,NULL,Water,Water,Non_Water,NULL,Bareland
506,NULL,Water,Water,Non_Water,NULL,Water
507,NULL,Water,Water,Non_Water,Water,Grassland
508,NULL,Water,Water,Non_Water,Water,Wetland
509,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
510,NULL,Water,Water,Non_Water,Water,Bareland
511,NULL,Water,Water,Non_Water,Water,Water
512,NULL,Water,Water,Water,NULL,Grassland
513,NULL,Water,Water,Water,NULL,Wetland
514,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
515,NULL,Water,Water,Water,NULL,Bareland
516,NULL,Water,Water,Water,NULL,Water
517,NULL,Water,Water,Water,Water,Grassland
518,NULL,Water,Water,Water,Water,Wetland
519,NULL,Water,Water,Water,Water,Lichens_and_Mosses
520,NULL,Water,Water,Water,Water,Bareland
521,NULL,Water,Water,Water,Water,Water
522,NULL,Water,Forest,NULL,Non_Wetland,Wetland
523,NULL,Water,Forest,NULL,Non_Wetland,Water
524,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
525,NULL,Water,Forest,Water,Non_Wetland,Wetland
526,NULL,Water,Forest,Water,Non_Wetland,Water
527,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
528,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
529,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
530,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
531,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
532,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
533,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
534,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
535,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
536,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
537,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
538,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
539,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
540,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
541,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
542,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
543,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
544,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
545,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
546,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
547,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
548,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
549,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
550,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
551,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
552,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
553,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
554,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
555,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
556,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
557,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
558,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
559,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
560,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
561,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
562,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
563,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
564,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
565,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
566,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
567,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
568,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
569,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
570,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
571,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
572,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
573,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
574,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
575,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
576,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
577,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
578,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
579,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
580,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
581,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
582,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
583,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
584,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
585,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
586,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
587,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
588,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
589,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
590,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
591,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
592,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
593,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
594,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
595,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
596,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
597,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
598,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
599,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
600,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
601,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
602,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
603,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
604,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
605,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
606,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
607,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
608,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
609,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
610,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
611,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
612,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
613,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
614,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
615,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
616,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
617,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
618,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
619,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
620,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
621,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
622,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
623,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
624,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
625,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
626,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
627,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
628,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
629,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
630,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
631,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
632,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
633,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
634,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
635,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
636,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
637,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
638,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
639,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Grassland
640,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Wetland
641,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Lichens_and_Mosses
642,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
643,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
644,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
645,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
646,NULL,Permanent_ice_and_snow,Water,Water,NULL,Grassland
647,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
648,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
649,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
650,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
651,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
652,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
653,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
654,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
655,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
656,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
657,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
658,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
659,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
660,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
661,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
662,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
663,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
664,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
665,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
666,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
667,NULL,Forest,Shrubland,Water,Non_Wetland,Water
668,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
669,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
670,NULL,Forest,Wetland,NULL,Wetland,Wetland
671,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
672,NULL,Forest,Wetland,Non_Water,Wetland,Water
673,NULL,Forest,Wetland,Water,Wetland,Wetland
674,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
675,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
676,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
677,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
678,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
679,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
680,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
681,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
682,NULL,Forest,Bareland,NULL,Non_Wetland,Water
683,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
684,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
685,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
686,NULL,Forest,Bareland,Water,Non_Wetland,Water
687,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
688,NULL,Forest,Built-up,Water,Non_Wetland,Water
689,NULL,Forest,Water,NULL,Water,Wetland
690,NULL,Forest,Water,NULL,Water,Water
691,NULL,Forest,Water,Non_Water,Water,Wetland
692,NULL,Forest,Water,Non_Water,Water,Water
693,NULL,Forest,Water,Water,Water,Wetland
694,NULL,Forest,Water,Water,Water,Water
695,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
696,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
