Value,SIBERIA_2024_ESA_CALU_2024_44WPD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPD_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPD_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPD_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPD_M_R,SIBERIA_2024_WorldCover_2021_44WPD_M_R
412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
415,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland
416,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
417,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
418,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
419,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
420,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
421,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
422,NULL,Built-up,Wetland,NULL,Wetland,Wetland
423,NULL,Built-up,Wetland,NULL,Wetland,Bareland
424,NULL,Built-up,Wetland,Water,Wetland,Wetland
425,NULL,Built-up,Wetland,Water,Wetland,Bareland
426,NULL,Built-up,Wetland,Water,Wetland,Water
427,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
428,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
429,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
430,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
431,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
432,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
433,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
434,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
435,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
436,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
437,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
438,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
439,NULL,Built-up,Water,NULL,Water,Wetland
440,NULL,Built-up,Water,NULL,Water,Bareland
441,NULL,Built-up,Water,Water,Water,Bareland
442,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
443,NULL,Water,NULL,NULL,Non_Wetland,Grassland
444,NULL,Water,NULL,NULL,Non_Wetland,Wetland
445,NULL,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
446,NULL,Water,NULL,NULL,Non_Wetland,Water
447,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
448,NULL,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
449,NULL,Water,NULL,Non_Water,Non_Wetland,Water
450,NULL,Water,NULL,Water,Non_Wetland,Grassland
451,NULL,Water,NULL,Water,Non_Wetland,Wetland
452,NULL,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
453,NULL,Water,NULL,Water,Non_Wetland,Water
454,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
455,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
456,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
457,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
458,NULL,Water,Shrubland,NULL,Non_Wetland,Water
459,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
460,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
461,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
462,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
463,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
464,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
465,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
466,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
467,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
468,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
469,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
470,NULL,Water,Shrubland,Water,Non_Wetland,Water
471,NULL,Water,Shrubland,Water,Non_Wetland,Forest
472,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
473,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
474,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
475,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
476,NULL,Water,Grassland,NULL,Non_Wetland,Water
477,NULL,Water,Grassland,NULL,Non_Wetland,Forest
478,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
479,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
480,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
481,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
482,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
483,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
484,NULL,Water,Grassland,Water,Non_Wetland,Grassland
485,NULL,Water,Grassland,Water,Non_Wetland,Wetland
486,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
487,NULL,Water,Grassland,Water,Non_Wetland,Water
488,NULL,Water,Grassland,Water,Non_Wetland,Forest
489,NULL,Water,Wetland,NULL,NULL,Wetland
490,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
491,NULL,Water,Wetland,NULL,NULL,Bareland
492,NULL,Water,Wetland,NULL,NULL,Water
493,NULL,Water,Wetland,NULL,Wetland,Grassland
494,NULL,Water,Wetland,NULL,Wetland,Wetland
495,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
496,NULL,Water,Wetland,NULL,Wetland,Bareland
497,NULL,Water,Wetland,NULL,Wetland,Water
498,NULL,Water,Wetland,NULL,Wetland,Forest
499,NULL,Water,Wetland,Non_Water,NULL,Water
500,NULL,Water,Wetland,Non_Water,Wetland,Grassland
501,NULL,Water,Wetland,Non_Water,Wetland,Wetland
502,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
503,NULL,Water,Wetland,Non_Water,Wetland,Bareland
504,NULL,Water,Wetland,Non_Water,Wetland,Water
505,NULL,Water,Wetland,Non_Water,Wetland,Forest
506,NULL,Water,Wetland,Water,NULL,Grassland
507,NULL,Water,Wetland,Water,NULL,Wetland
508,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
509,NULL,Water,Wetland,Water,NULL,Bareland
510,NULL,Water,Wetland,Water,NULL,Water
511,NULL,Water,Wetland,Water,NULL,Forest
512,NULL,Water,Wetland,Water,Wetland,Grassland
513,NULL,Water,Wetland,Water,Wetland,Wetland
514,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
515,NULL,Water,Wetland,Water,Wetland,Bareland
516,NULL,Water,Wetland,Water,Wetland,Water
517,NULL,Water,Wetland,Water,Wetland,Forest
518,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
519,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
520,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
521,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
522,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
523,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
524,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
525,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
526,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
527,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
528,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
529,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
530,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
531,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
532,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
533,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
534,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
535,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
536,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
537,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
538,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
539,NULL,Water,Bareland,NULL,Non_Wetland,Water
540,NULL,Water,Bareland,NULL,Non_Wetland,Forest
541,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
542,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
543,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
544,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
545,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
546,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
547,NULL,Water,Bareland,Water,Non_Wetland,Grassland
548,NULL,Water,Bareland,Water,Non_Wetland,Wetland
549,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
550,NULL,Water,Bareland,Water,Non_Wetland,Bareland
551,NULL,Water,Bareland,Water,Non_Wetland,Water
552,NULL,Water,Bareland,Water,Non_Wetland,Forest
553,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
554,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
555,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
556,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
557,NULL,Water,Built-up,NULL,Non_Wetland,Water
558,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
559,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
560,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
561,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
562,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
563,NULL,Water,Built-up,Water,Non_Wetland,Grassland
564,NULL,Water,Built-up,Water,Non_Wetland,Wetland
565,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
566,NULL,Water,Built-up,Water,Non_Wetland,Bareland
567,NULL,Water,Built-up,Water,Non_Wetland,Water
568,NULL,Water,Built-up,Water,Non_Wetland,Forest
569,NULL,Water,Water,NULL,NULL,Grassland
570,NULL,Water,Water,NULL,NULL,Wetland
571,NULL,Water,Water,NULL,NULL,Water
572,NULL,Water,Water,NULL,Water,Grassland
573,NULL,Water,Water,NULL,Water,Wetland
574,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
575,NULL,Water,Water,NULL,Water,Bareland
576,NULL,Water,Water,NULL,Water,Water
577,NULL,Water,Water,NULL,Water,Forest
578,NULL,Water,Water,Non_Water,NULL,Water
579,NULL,Water,Water,Non_Water,Water,Grassland
580,NULL,Water,Water,Non_Water,Water,Wetland
581,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
582,NULL,Water,Water,Non_Water,Water,Bareland
583,NULL,Water,Water,Non_Water,Water,Water
584,NULL,Water,Water,Non_Water,Water,Forest
585,NULL,Water,Water,Water,NULL,Grassland
586,NULL,Water,Water,Water,NULL,Wetland
587,NULL,Water,Water,Water,NULL,Bareland
588,NULL,Water,Water,Water,NULL,Water
589,NULL,Water,Water,Water,NULL,Forest
590,NULL,Water,Water,Water,Water,Grassland
591,NULL,Water,Water,Water,Water,Wetland
592,NULL,Water,Water,Water,Water,Lichens_and_Mosses
593,NULL,Water,Water,Water,Water,Bareland
594,NULL,Water,Water,Water,Water,Water
595,NULL,Water,Water,Water,Water,Forest
596,NULL,Water,Forest,NULL,Non_Wetland,Grassland
597,NULL,Water,Forest,NULL,Non_Wetland,Wetland
598,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
599,NULL,Water,Forest,NULL,Non_Wetland,Water
600,NULL,Water,Forest,NULL,Non_Wetland,Forest
601,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
602,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
603,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
604,NULL,Water,Forest,Non_Water,Non_Wetland,Water
605,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
606,NULL,Water,Forest,Water,Non_Wetland,Grassland
607,NULL,Water,Forest,Water,Non_Wetland,Wetland
608,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
609,NULL,Water,Forest,Water,Non_Wetland,Water
610,NULL,Water,Forest,Water,Non_Wetland,Forest
611,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
612,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
613,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
614,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
615,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
616,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
617,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
618,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
619,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
620,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
621,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
622,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
623,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
624,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
625,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
626,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
627,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
628,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
629,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
630,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
631,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
632,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
633,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
634,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
635,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
636,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
637,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
638,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
639,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
640,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
641,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
642,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
643,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
644,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
645,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
646,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
647,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
648,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
649,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
650,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
651,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
652,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
653,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
654,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
655,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
656,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
657,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
658,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
659,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
660,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
661,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
662,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
663,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
664,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
665,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
666,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
667,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
668,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
669,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
670,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
671,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
672,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
673,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
674,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
675,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
676,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
677,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
678,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
679,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
680,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
681,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
682,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
683,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
684,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
685,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
686,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
687,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
688,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
689,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
690,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
691,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
692,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
693,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
694,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
695,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
696,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
697,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
698,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
699,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
700,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
701,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
702,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
703,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
704,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
705,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
706,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
707,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
708,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
709,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
710,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
711,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
712,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
713,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
714,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
715,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
716,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
717,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
718,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
719,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
720,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
721,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
722,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
723,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
724,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
725,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
726,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
727,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
728,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Lichens_and_Mosses
729,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
730,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
731,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
732,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
733,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
734,NULL,Permanent_ice_and_snow,Water,Water,NULL,Grassland
735,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
736,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
737,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
738,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
739,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
740,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
741,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
742,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
743,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
744,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
745,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
746,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
747,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
748,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
749,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
750,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
751,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
752,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
753,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
754,NULL,Forest,NULL,NULL,Non_Wetland,Forest
755,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
756,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
757,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
758,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
759,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
760,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
761,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
762,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
763,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
764,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
765,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
766,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
767,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
768,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
769,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
770,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
771,NULL,Forest,Shrubland,Water,Non_Wetland,Water
772,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
773,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
774,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
775,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
776,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
777,NULL,Forest,Grassland,NULL,Non_Wetland,Water
778,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
779,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
780,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
781,NULL,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
782,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water
783,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
784,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
785,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
786,NULL,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
787,NULL,Forest,Grassland,Water,Non_Wetland,Water
788,NULL,Forest,Grassland,Water,Non_Wetland,Forest
789,NULL,Forest,Wetland,NULL,NULL,Grassland
790,NULL,Forest,Wetland,NULL,NULL,Forest
791,NULL,Forest,Wetland,NULL,Wetland,Grassland
792,NULL,Forest,Wetland,NULL,Wetland,Wetland
793,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
794,NULL,Forest,Wetland,NULL,Wetland,Bareland
795,NULL,Forest,Wetland,NULL,Wetland,Water
796,NULL,Forest,Wetland,NULL,Wetland,Forest
797,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
798,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
799,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
800,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
801,NULL,Forest,Wetland,Non_Water,Wetland,Water
802,NULL,Forest,Wetland,Non_Water,Wetland,Forest
803,NULL,Forest,Wetland,Water,NULL,Grassland
804,NULL,Forest,Wetland,Water,NULL,Wetland
