Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVU_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVU_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVU_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVU_M_R,SIBERIA_2024_WorldCover_2021_42WVU_M_R
478,Water,NULL,Water,Non_Wetland,Grassland
479,Water,NULL,Water,Non_Wetland,Wetland
480,Water,NULL,Water,Non_Wetland,Water
481,Water,NULL,Water,Non_Wetland,Forest
482,Water,Shrubland,NULL,Non_Wetland,Grassland
483,Water,Shrubland,NULL,Non_Wetland,Wetland
484,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
485,Water,Shrubland,NULL,Non_Wetland,Bareland
486,Water,Shrubland,NULL,Non_Wetland,Built-up
487,Water,Shrubland,NULL,Non_Wetland,Water
488,Water,Shrubland,NULL,Non_Wetland,Forest
489,Water,Shrubland,Non_Water,Non_Wetland,Grassland
490,Water,Shrubland,Non_Water,Non_Wetland,Wetland
491,Water,Shrubland,Non_Water,Non_Wetland,Water
492,Water,Shrubland,Non_Water,Non_Wetland,Forest
493,Water,Shrubland,Water,Non_Wetland,Grassland
494,Water,Shrubland,Water,Non_Wetland,Wetland
495,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
496,Water,Shrubland,Water,Non_Wetland,Bareland
497,Water,Shrubland,Water,Non_Wetland,Water
498,Water,Shrubland,Water,Non_Wetland,Forest
499,Water,Grassland,NULL,Non_Wetland,Grassland
500,Water,Grassland,NULL,Non_Wetland,Wetland
501,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
502,Water,Grassland,NULL,Non_Wetland,Built-up
503,Water,Grassland,NULL,Non_Wetland,Water
504,Water,Grassland,NULL,Non_Wetland,Forest
505,Water,Grassland,Non_Water,Non_Wetland,Wetland
506,Water,Grassland,Non_Water,Non_Wetland,Water
507,Water,Grassland,Water,Non_Wetland,Grassland
508,Water,Grassland,Water,Non_Wetland,Bareland
509,Water,Grassland,Water,Non_Wetland,Water
510,Water,Grassland,Water,Non_Wetland,Forest
511,Water,Wetland,NULL,NULL,Grassland
512,Water,Wetland,NULL,NULL,Wetland
513,Water,Wetland,NULL,NULL,Lichens_and_Mosses
514,Water,Wetland,NULL,NULL,Water
515,Water,Wetland,NULL,NULL,Forest
516,Water,Wetland,NULL,Wetland,Grassland
517,Water,Wetland,NULL,Wetland,Wetland
518,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
519,Water,Wetland,NULL,Wetland,Bareland
520,Water,Wetland,NULL,Wetland,Water
521,Water,Wetland,NULL,Wetland,Forest
522,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
523,Water,Wetland,Non_Water,NULL,Bareland
524,Water,Wetland,Non_Water,NULL,Water
525,Water,Wetland,Non_Water,NULL,Forest
526,Water,Wetland,Non_Water,Wetland,Grassland
527,Water,Wetland,Non_Water,Wetland,Wetland
528,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
529,Water,Wetland,Non_Water,Wetland,Bareland
530,Water,Wetland,Non_Water,Wetland,Water
531,Water,Wetland,Non_Water,Wetland,Forest
532,Water,Wetland,Water,NULL,Grassland
533,Water,Wetland,Water,NULL,Wetland
534,Water,Wetland,Water,NULL,Lichens_and_Mosses
535,Water,Wetland,Water,NULL,Bareland
536,Water,Wetland,Water,NULL,Water
537,Water,Wetland,Water,NULL,Forest
538,Water,Wetland,Water,Wetland,Grassland
539,Water,Wetland,Water,Wetland,Wetland
540,Water,Wetland,Water,Wetland,Lichens_and_Mosses
541,Water,Wetland,Water,Wetland,Bareland
542,Water,Wetland,Water,Wetland,Built-up
543,Water,Wetland,Water,Wetland,Water
544,Water,Wetland,Water,Wetland,Forest
545,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
546,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
547,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
548,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
549,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
550,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
551,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
552,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
553,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
554,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
555,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
556,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
557,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
558,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
559,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
560,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
561,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
562,Water,Bareland,NULL,Non_Wetland,Grassland
563,Water,Bareland,NULL,Non_Wetland,Wetland
564,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
565,Water,Bareland,NULL,Non_Wetland,Bareland
566,Water,Bareland,NULL,Non_Wetland,Built-up
567,Water,Bareland,NULL,Non_Wetland,Water
568,Water,Bareland,NULL,Non_Wetland,Forest
569,Water,Bareland,Non_Water,Non_Wetland,Grassland
570,Water,Bareland,Non_Water,Non_Wetland,Wetland
571,Water,Bareland,Non_Water,Non_Wetland,Bareland
572,Water,Bareland,Non_Water,Non_Wetland,Water
573,Water,Bareland,Non_Water,Non_Wetland,Forest
574,Water,Bareland,Water,Non_Wetland,Grassland
575,Water,Bareland,Water,Non_Wetland,Wetland
576,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
577,Water,Bareland,Water,Non_Wetland,Bareland
578,Water,Bareland,Water,Non_Wetland,Built-up
579,Water,Bareland,Water,Non_Wetland,Water
580,Water,Bareland,Water,Non_Wetland,Forest
581,Water,Built-up,NULL,Non_Wetland,Grassland
582,Water,Built-up,NULL,Non_Wetland,Wetland
583,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
584,Water,Built-up,NULL,Non_Wetland,Built-up
585,Water,Built-up,NULL,Non_Wetland,Water
586,Water,Built-up,NULL,Non_Wetland,Forest
587,Water,Built-up,Water,Non_Wetland,Grassland
588,Water,Built-up,Water,Non_Wetland,Water
589,Water,Water,NULL,NULL,Wetland
590,Water,Water,NULL,NULL,Lichens_and_Mosses
591,Water,Water,NULL,NULL,Water
592,Water,Water,NULL,Water,Grassland
593,Water,Water,NULL,Water,Wetland
594,Water,Water,NULL,Water,Lichens_and_Mosses
595,Water,Water,NULL,Water,Bareland
596,Water,Water,NULL,Water,Water
597,Water,Water,NULL,Water,Forest
598,Water,Water,Non_Water,Water,Grassland
599,Water,Water,Non_Water,Water,Wetland
600,Water,Water,Non_Water,Water,Water
601,Water,Water,Non_Water,Water,Forest
602,Water,Water,Water,NULL,Grassland
603,Water,Water,Water,NULL,Wetland
604,Water,Water,Water,NULL,Water
605,Water,Water,Water,NULL,Forest
606,Water,Water,Water,Water,Grassland
607,Water,Water,Water,Water,Wetland
608,Water,Water,Water,Water,Lichens_and_Mosses
609,Water,Water,Water,Water,Bareland
610,Water,Water,Water,Water,Water
611,Water,Water,Water,Water,Forest
612,Water,Forest,NULL,Non_Wetland,Grassland
613,Water,Forest,NULL,Non_Wetland,Wetland
614,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
615,Water,Forest,NULL,Non_Wetland,Bareland
616,Water,Forest,NULL,Non_Wetland,Built-up
617,Water,Forest,NULL,Non_Wetland,Water
618,Water,Forest,NULL,Non_Wetland,Forest
619,Water,Forest,Non_Water,Non_Wetland,Grassland
620,Water,Forest,Non_Water,Non_Wetland,Wetland
621,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
622,Water,Forest,Non_Water,Non_Wetland,Bareland
623,Water,Forest,Non_Water,Non_Wetland,Water
624,Water,Forest,Non_Water,Non_Wetland,Forest
625,Water,Forest,Water,Non_Wetland,Grassland
626,Water,Forest,Water,Non_Wetland,Wetland
627,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
628,Water,Forest,Water,Non_Wetland,Bareland
629,Water,Forest,Water,Non_Wetland,Water
630,Water,Forest,Water,Non_Wetland,Forest
631,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
632,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
633,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
634,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
635,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
636,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
637,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
638,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
639,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
640,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
641,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
642,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
643,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
644,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
645,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
646,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
647,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
648,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
649,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
650,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
651,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
652,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
653,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
654,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
655,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
656,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
657,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
658,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
659,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
660,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
661,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
662,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
663,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
664,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
665,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
666,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
667,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
668,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
669,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
670,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
671,Permanent_ice_and_snow,Wetland,NULL,NULL,Forest
672,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
673,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
674,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
675,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
676,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
677,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
678,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
679,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
680,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
682,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
683,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
684,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
685,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
686,Permanent_ice_and_snow,Wetland,Water,NULL,Forest
687,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
688,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
689,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
690,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
691,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
692,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
693,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
694,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
695,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
696,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
697,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
698,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
699,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
700,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
701,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
702,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
703,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
704,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
705,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
706,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
707,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
708,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
709,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
710,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
711,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
712,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
713,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
714,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
715,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
716,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
717,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
718,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
719,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
720,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
721,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
722,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
723,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
724,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
725,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
726,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
727,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
728,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
729,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
730,Permanent_ice_and_snow,Water,NULL,Water,Grassland
731,Permanent_ice_and_snow,Water,NULL,Water,Wetland
732,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
733,Permanent_ice_and_snow,Water,NULL,Water,Water
734,Permanent_ice_and_snow,Water,NULL,Water,Forest
735,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
736,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
737,Permanent_ice_and_snow,Water,Non_Water,Water,Water
738,Permanent_ice_and_snow,Water,Water,Water,Grassland
739,Permanent_ice_and_snow,Water,Water,Water,Wetland
740,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
741,Permanent_ice_and_snow,Water,Water,Water,Water
742,Permanent_ice_and_snow,Water,Water,Water,Forest
743,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
744,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
745,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
746,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
747,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
748,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
749,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
750,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
751,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
752,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
753,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
754,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
755,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
756,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
757,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
758,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
759,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
760,Forest,NULL,NULL,Non_Wetland,NULL
761,Forest,NULL,NULL,Non_Wetland,Grassland
762,Forest,NULL,NULL,Non_Wetland,Wetland
763,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
764,Forest,NULL,NULL,Non_Wetland,Bareland
765,Forest,NULL,NULL,Non_Wetland,Built-up
766,Forest,NULL,NULL,Non_Wetland,Water
767,Forest,NULL,NULL,Non_Wetland,Forest
768,Forest,NULL,Non_Water,Non_Wetland,Grassland
769,Forest,NULL,Non_Water,Non_Wetland,Wetland
770,Forest,NULL,Non_Water,Non_Wetland,Water
771,Forest,NULL,Non_Water,Non_Wetland,Forest
772,Forest,NULL,Water,Non_Wetland,Grassland
773,Forest,NULL,Water,Non_Wetland,Wetland
774,Forest,NULL,Water,Non_Wetland,Water
775,Forest,NULL,Water,Non_Wetland,Forest
776,Forest,Shrubland,NULL,Non_Wetland,Grassland
777,Forest,Shrubland,NULL,Non_Wetland,Wetland
778,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
779,Forest,Shrubland,NULL,Non_Wetland,Bareland
780,Forest,Shrubland,NULL,Non_Wetland,Built-up
781,Forest,Shrubland,NULL,Non_Wetland,Water
782,Forest,Shrubland,NULL,Non_Wetland,Forest
783,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
784,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
785,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
786,Forest,Shrubland,Non_Water,Non_Wetland,Water
787,Forest,Shrubland,Non_Water,Non_Wetland,Forest
788,Forest,Shrubland,Water,Non_Wetland,Grassland
789,Forest,Shrubland,Water,Non_Wetland,Wetland
790,Forest,Shrubland,Water,Non_Wetland,Water
791,Forest,Shrubland,Water,Non_Wetland,Forest
792,Forest,Grassland,NULL,Non_Wetland,Grassland
793,Forest,Grassland,NULL,Non_Wetland,Wetland
794,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
795,Forest,Grassland,NULL,Non_Wetland,Built-up
796,Forest,Grassland,NULL,Non_Wetland,Water
797,Forest,Grassland,NULL,Non_Wetland,Forest
798,Forest,Grassland,Non_Water,Non_Wetland,Grassland
799,Forest,Grassland,Non_Water,Non_Wetland,Water
800,Forest,Grassland,Non_Water,Non_Wetland,Forest
801,Forest,Grassland,Water,Non_Wetland,Grassland
802,Forest,Grassland,Water,Non_Wetland,Wetland
803,Forest,Grassland,Water,Non_Wetland,Water
804,Forest,Grassland,Water,Non_Wetland,Forest
805,Forest,Wetland,NULL,NULL,Grassland
806,Forest,Wetland,NULL,NULL,Lichens_and_Mosses
807,Forest,Wetland,NULL,NULL,Forest
808,Forest,Wetland,NULL,Wetland,NULL
809,Forest,Wetland,NULL,Wetland,Grassland
810,Forest,Wetland,NULL,Wetland,Wetland
811,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
812,Forest,Wetland,NULL,Wetland,Bareland
813,Forest,Wetland,NULL,Wetland,Built-up
814,Forest,Wetland,NULL,Wetland,Water
815,Forest,Wetland,NULL,Wetland,Forest
816,Forest,Wetland,Non_Water,NULL,Forest
817,Forest,Wetland,Non_Water,Wetland,Grassland
818,Forest,Wetland,Non_Water,Wetland,Wetland
819,Forest,Wetland,Non_Water,Wetland,Water
820,Forest,Wetland,Non_Water,Wetland,Forest
821,Forest,Wetland,Water,NULL,Forest
822,Forest,Wetland,Water,Wetland,Grassland
823,Forest,Wetland,Water,Wetland,Wetland
824,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
825,Forest,Wetland,Water,Wetland,Water
826,Forest,Wetland,Water,Wetland,Forest
827,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
828,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
829,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
830,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
831,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
832,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
833,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
834,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
835,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
836,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
837,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
838,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
839,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
840,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
841,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
842,Forest,Bareland,NULL,Non_Wetland,NULL
843,Forest,Bareland,NULL,Non_Wetland,Grassland
844,Forest,Bareland,NULL,Non_Wetland,Wetland
845,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
846,Forest,Bareland,NULL,Non_Wetland,Bareland
847,Forest,Bareland,NULL,Non_Wetland,Built-up
848,Forest,Bareland,NULL,Non_Wetland,Water
849,Forest,Bareland,NULL,Non_Wetland,Forest
850,Forest,Bareland,Non_Water,Non_Wetland,Grassland
851,Forest,Bareland,Non_Water,Non_Wetland,Wetland
852,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
853,Forest,Bareland,Non_Water,Non_Wetland,Bareland
854,Forest,Bareland,Non_Water,Non_Wetland,Water
855,Forest,Bareland,Non_Water,Non_Wetland,Forest
856,Forest,Bareland,Water,Non_Wetland,Grassland
857,Forest,Bareland,Water,Non_Wetland,Wetland
858,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
859,Forest,Bareland,Water,Non_Wetland,Bareland
860,Forest,Bareland,Water,Non_Wetland,Water
861,Forest,Bareland,Water,Non_Wetland,Forest
862,Forest,Built-up,NULL,Non_Wetland,Grassland
863,Forest,Built-up,NULL,Non_Wetland,Wetland
864,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
865,Forest,Built-up,NULL,Non_Wetland,Bareland
866,Forest,Built-up,NULL,Non_Wetland,Built-up
867,Forest,Built-up,NULL,Non_Wetland,Forest
868,Forest,Built-up,Water,Non_Wetland,Grassland
869,Forest,Built-up,Water,Non_Wetland,Forest
870,Forest,Water,NULL,Water,Grassland
871,Forest,Water,NULL,Water,Wetland
872,Forest,Water,NULL,Water,Built-up
873,Forest,Water,NULL,Water,Water
874,Forest,Water,NULL,Water,Forest
875,Forest,Water,Non_Water,Water,Grassland
876,Forest,Water,Non_Water,Water,Wetland
877,Forest,Water,Non_Water,Water,Water
878,Forest,Water,Non_Water,Water,Forest
879,Forest,Water,Water,Water,Grassland
880,Forest,Water,Water,Water,Wetland
881,Forest,Water,Water,Water,Lichens_and_Mosses
882,Forest,Water,Water,Water,Water
883,Forest,Water,Water,Water,Forest
884,Forest,Forest,NULL,Non_Wetland,NULL
885,Forest,Forest,NULL,Non_Wetland,Grassland
886,Forest,Forest,NULL,Non_Wetland,Wetland
887,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
888,Forest,Forest,NULL,Non_Wetland,Bareland
889,Forest,Forest,NULL,Non_Wetland,Built-up
890,Forest,Forest,NULL,Non_Wetland,Water
891,Forest,Forest,NULL,Non_Wetland,Forest
892,Forest,Forest,Non_Water,Non_Wetland,NULL
893,Forest,Forest,Non_Water,Non_Wetland,Grassland
894,Forest,Forest,Non_Water,Non_Wetland,Wetland
895,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
896,Forest,Forest,Non_Water,Non_Wetland,Water
897,Forest,Forest,Non_Water,Non_Wetland,Forest
898,Forest,Forest,Water,Non_Wetland,Grassland
899,Forest,Forest,Water,Non_Wetland,Wetland
900,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
901,Forest,Forest,Water,Non_Wetland,Water
902,Forest,Forest,Water,Non_Wetland,Forest
