Value,SIBERIA_2024_ESA_CALU_2024_42WVB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVB_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVB_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVB_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVB_M_R,SIBERIA_2024_WorldCover_2021_42WVB_M_R
413,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
414,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
415,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
416,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
417,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
418,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
419,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
420,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
421,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
422,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
423,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
424,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
425,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
426,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
427,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
428,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Permanent_ice_and_snow
429,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
430,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
431,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
432,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
433,Wetland,NULL,Bareland,NULL,Non_Wetland,Built-up
434,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
435,Wetland,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
436,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
437,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
438,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
439,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
440,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
441,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
442,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
443,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
444,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
445,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
446,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
447,Wetland,NULL,Bareland,Water,Non_Wetland,Water
448,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
449,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
450,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
451,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
452,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
453,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
454,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
455,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water
456,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
457,Wetland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
458,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
459,Wetland,NULL,Built-up,Water,Non_Wetland,Water
460,Wetland,NULL,Water,NULL,NULL,Wetland
461,Wetland,NULL,Water,NULL,NULL,Bareland
462,Wetland,NULL,Water,NULL,NULL,Water
463,Wetland,NULL,Water,NULL,Water,Grassland
464,Wetland,NULL,Water,NULL,Water,Wetland
465,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
466,Wetland,NULL,Water,NULL,Water,Bareland
467,Wetland,NULL,Water,NULL,Water,Water
468,Wetland,NULL,Water,NULL,Water,Forest
469,Wetland,NULL,Water,Non_Water,NULL,Wetland
470,Wetland,NULL,Water,Non_Water,NULL,Water
471,Wetland,NULL,Water,Non_Water,Water,Grassland
472,Wetland,NULL,Water,Non_Water,Water,Wetland
473,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
474,Wetland,NULL,Water,Non_Water,Water,Bareland
475,Wetland,NULL,Water,Non_Water,Water,Water
476,Wetland,NULL,Water,Non_Water,Water,Forest
477,Wetland,NULL,Water,Water,NULL,Wetland
478,Wetland,NULL,Water,Water,NULL,Bareland
479,Wetland,NULL,Water,Water,NULL,Water
480,Wetland,NULL,Water,Water,Water,Grassland
481,Wetland,NULL,Water,Water,Water,Wetland
482,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
483,Wetland,NULL,Water,Water,Water,Bareland
484,Wetland,NULL,Water,Water,Water,Water
485,Wetland,NULL,Water,Water,Water,Permanent_ice_and_snow
486,Wetland,NULL,Water,Water,Water,Forest
487,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
488,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
489,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
490,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
491,Wetland,NULL,Forest,NULL,Non_Wetland,Water
492,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
493,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
494,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
495,Wetland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
496,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland
497,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
498,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
499,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
500,Wetland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
501,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
502,Wetland,NULL,Forest,Water,Non_Wetland,Water
503,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
504,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
505,Bareland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
506,Bareland,NULL,NULL,NULL,Non_Wetland,Water
507,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
508,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water
509,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
510,Bareland,NULL,NULL,Water,Non_Wetland,Water
511,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
512,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
513,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
514,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
515,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
516,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
517,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
518,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
519,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
520,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
521,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
522,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Permanent_ice_and_snow
523,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
524,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
525,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
526,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
527,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
528,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
529,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
530,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
531,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
532,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
533,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
534,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
535,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
536,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
537,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
538,Bareland,NULL,Wetland,NULL,NULL,Wetland
539,Bareland,NULL,Wetland,NULL,NULL,Lichens_and_Mosses
540,Bareland,NULL,Wetland,NULL,NULL,Bareland
541,Bareland,NULL,Wetland,NULL,NULL,Water
542,Bareland,NULL,Wetland,NULL,Wetland,Grassland
543,Bareland,NULL,Wetland,NULL,Wetland,Wetland
544,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
545,Bareland,NULL,Wetland,NULL,Wetland,Bareland
546,Bareland,NULL,Wetland,NULL,Wetland,Water
547,Bareland,NULL,Wetland,NULL,Wetland,Permanent_ice_and_snow
548,Bareland,NULL,Wetland,Non_Water,NULL,Wetland
549,Bareland,NULL,Wetland,Non_Water,NULL,Bareland
550,Bareland,NULL,Wetland,Non_Water,NULL,Water
551,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
552,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
553,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
554,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
555,Bareland,NULL,Wetland,Non_Water,Wetland,Water
556,Bareland,NULL,Wetland,Non_Water,Wetland,Permanent_ice_and_snow
557,Bareland,NULL,Wetland,Water,NULL,Grassland
558,Bareland,NULL,Wetland,Water,NULL,Wetland
559,Bareland,NULL,Wetland,Water,NULL,Lichens_and_Mosses
560,Bareland,NULL,Wetland,Water,NULL,Bareland
561,Bareland,NULL,Wetland,Water,NULL,Water
562,Bareland,NULL,Wetland,Water,Wetland,Grassland
563,Bareland,NULL,Wetland,Water,Wetland,Wetland
564,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
565,Bareland,NULL,Wetland,Water,Wetland,Bareland
566,Bareland,NULL,Wetland,Water,Wetland,Built-up
567,Bareland,NULL,Wetland,Water,Wetland,Water
568,Bareland,NULL,Wetland,Water,Wetland,Permanent_ice_and_snow
569,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
570,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
571,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
572,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
573,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
574,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
575,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
576,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
577,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
578,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
579,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
580,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
581,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
582,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
583,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
584,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
585,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
586,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
587,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
588,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
589,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
590,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
591,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
592,Bareland,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
593,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
594,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
595,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
596,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
597,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
598,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
599,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
600,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
601,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
602,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
603,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
604,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
605,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
606,Bareland,NULL,Bareland,Water,Non_Wetland,Water
607,Bareland,NULL,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
608,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
609,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
610,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
611,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
612,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
613,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
614,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
615,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
616,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
617,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
618,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
619,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
620,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
621,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
622,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
623,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
624,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
625,Bareland,NULL,Built-up,Water,Non_Wetland,Water
626,Bareland,NULL,Water,NULL,NULL,Wetland
627,Bareland,NULL,Water,NULL,NULL,Bareland
628,Bareland,NULL,Water,NULL,NULL,Water
629,Bareland,NULL,Water,NULL,Water,Grassland
630,Bareland,NULL,Water,NULL,Water,Wetland
631,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
632,Bareland,NULL,Water,NULL,Water,Bareland
633,Bareland,NULL,Water,NULL,Water,Water
634,Bareland,NULL,Water,Non_Water,NULL,Wetland
635,Bareland,NULL,Water,Non_Water,NULL,Water
636,Bareland,NULL,Water,Non_Water,Water,Grassland
637,Bareland,NULL,Water,Non_Water,Water,Wetland
638,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
639,Bareland,NULL,Water,Non_Water,Water,Bareland
640,Bareland,NULL,Water,Non_Water,Water,Water
641,Bareland,NULL,Water,Non_Water,Water,Permanent_ice_and_snow
642,Bareland,NULL,Water,Water,NULL,Wetland
643,Bareland,NULL,Water,Water,NULL,Lichens_and_Mosses
644,Bareland,NULL,Water,Water,NULL,Bareland
645,Bareland,NULL,Water,Water,NULL,Water
646,Bareland,NULL,Water,Water,Water,Grassland
647,Bareland,NULL,Water,Water,Water,Wetland
648,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
649,Bareland,NULL,Water,Water,Water,Bareland
650,Bareland,NULL,Water,Water,Water,Water
651,Bareland,NULL,Water,Water,Water,Permanent_ice_and_snow
652,Bareland,NULL,Water,Water,Water,Forest
653,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
654,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
655,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
656,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
657,Bareland,NULL,Forest,NULL,Non_Wetland,Water
658,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
659,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
660,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
661,Bareland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
662,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
663,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
664,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
665,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
666,Bareland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
667,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
668,Bareland,NULL,Forest,Water,Non_Wetland,Water
669,Bareland,NULL,Forest,Water,Non_Wetland,Permanent_ice_and_snow
670,Bareland,NULL,Forest,Water,Non_Wetland,Forest
671,Water,NULL,NULL,NULL,Non_Wetland,Water
672,Water,NULL,NULL,Non_Water,Non_Wetland,Water
673,Water,NULL,NULL,Water,Non_Wetland,Water
674,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
675,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
676,Water,NULL,Shrubland,NULL,Non_Wetland,Water
677,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
678,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
679,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
680,Water,NULL,Shrubland,Water,Non_Wetland,Water
681,Water,NULL,Wetland,NULL,Wetland,Grassland
682,Water,NULL,Wetland,NULL,Wetland,Wetland
683,Water,NULL,Wetland,NULL,Wetland,Bareland
684,Water,NULL,Wetland,NULL,Wetland,Water
685,Water,NULL,Wetland,Non_Water,Wetland,Grassland
686,Water,NULL,Wetland,Non_Water,Wetland,Wetland
687,Water,NULL,Wetland,Non_Water,Wetland,Water
688,Water,NULL,Wetland,Water,NULL,Bareland
689,Water,NULL,Wetland,Water,NULL,Water
690,Water,NULL,Wetland,Water,Wetland,Grassland
691,Water,NULL,Wetland,Water,Wetland,Wetland
692,Water,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
693,Water,NULL,Wetland,Water,Wetland,Bareland
694,Water,NULL,Wetland,Water,Wetland,Water
695,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
696,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
697,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
698,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
699,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
700,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
701,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
702,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
703,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
704,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
705,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
706,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
707,Water,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
708,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
709,Water,NULL,Bareland,NULL,Non_Wetland,Water
710,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
711,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
712,Water,NULL,Bareland,Water,Non_Wetland,Wetland
713,Water,NULL,Bareland,Water,Non_Wetland,Bareland
714,Water,NULL,Bareland,Water,Non_Wetland,Water
715,Water,NULL,Water,NULL,NULL,Wetland
716,Water,NULL,Water,NULL,NULL,Bareland
717,Water,NULL,Water,NULL,NULL,Water
718,Water,NULL,Water,NULL,Water,Grassland
719,Water,NULL,Water,NULL,Water,Wetland
720,Water,NULL,Water,NULL,Water,Lichens_and_Mosses
721,Water,NULL,Water,NULL,Water,Bareland
722,Water,NULL,Water,NULL,Water,Water
723,Water,NULL,Water,Non_Water,NULL,Water
724,Water,NULL,Water,Non_Water,Water,Grassland
725,Water,NULL,Water,Non_Water,Water,Wetland
726,Water,NULL,Water,Non_Water,Water,Lichens_and_Mosses
727,Water,NULL,Water,Non_Water,Water,Bareland
728,Water,NULL,Water,Non_Water,Water,Water
729,Water,NULL,Water,Water,NULL,Wetland
730,Water,NULL,Water,Water,NULL,Bareland
731,Water,NULL,Water,Water,NULL,Water
732,Water,NULL,Water,Water,Water,Grassland
733,Water,NULL,Water,Water,Water,Wetland
734,Water,NULL,Water,Water,Water,Lichens_and_Mosses
735,Water,NULL,Water,Water,Water,Bareland
736,Water,NULL,Water,Water,Water,Water
737,Water,NULL,Forest,NULL,Non_Wetland,Grassland
738,Water,NULL,Forest,NULL,Non_Wetland,Wetland
739,Water,NULL,Forest,NULL,Non_Wetland,Water
740,Water,NULL,Forest,Non_Water,Non_Wetland,Water
741,Water,NULL,Forest,Water,Non_Wetland,Grassland
742,Water,NULL,Forest,Water,Non_Wetland,Wetland
743,Water,NULL,Forest,Water,Non_Wetland,Water
744,Permanent_ice_and_snow,NULL,Wetland,NULL,NULL,Bareland
745,Permanent_ice_and_snow,NULL,Wetland,NULL,NULL,Water
746,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water
747,Permanent_ice_and_snow,NULL,Wetland,Water,NULL,Bareland
748,Permanent_ice_and_snow,NULL,Wetland,Water,NULL,Water
749,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland
750,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water
751,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
752,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
753,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
754,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Bareland
755,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Water
756,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,Water
757,Permanent_ice_and_snow,NULL,Water,Water,NULL,Bareland
758,Permanent_ice_and_snow,NULL,Water,Water,NULL,Water
759,Permanent_ice_and_snow,NULL,Water,Water,Water,Grassland
760,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland
761,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
762,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
763,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
764,Forest,NULL,NULL,NULL,Non_Wetland,Water
765,Forest,NULL,NULL,NULL,Non_Wetland,Forest
766,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
767,Forest,NULL,NULL,Non_Water,Non_Wetland,Water
768,Forest,NULL,NULL,Water,Non_Wetland,Wetland
769,Forest,NULL,NULL,Water,Non_Wetland,Water
770,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
771,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
772,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
773,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
774,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
775,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
776,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
777,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
778,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
779,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
780,Forest,NULL,Shrubland,Water,Non_Wetland,Water
781,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
782,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
783,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
784,Forest,NULL,Grassland,NULL,Non_Wetland,Water
785,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
786,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
787,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
788,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
789,Forest,NULL,Wetland,NULL,NULL,Wetland
790,Forest,NULL,Wetland,NULL,Wetland,Grassland
791,Forest,NULL,Wetland,NULL,Wetland,Wetland
792,Forest,NULL,Wetland,NULL,Wetland,Bareland
793,Forest,NULL,Wetland,NULL,Wetland,Water
794,Forest,NULL,Wetland,NULL,Wetland,Forest
795,Forest,NULL,Wetland,Non_Water,NULL,Wetland
796,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
797,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
798,Forest,NULL,Wetland,Non_Water,Wetland,Water
799,Forest,NULL,Wetland,Water,NULL,Wetland
800,Forest,NULL,Wetland,Water,Wetland,Grassland
801,Forest,NULL,Wetland,Water,Wetland,Wetland
802,Forest,NULL,Wetland,Water,Wetland,Bareland
803,Forest,NULL,Wetland,Water,Wetland,Water
804,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
805,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
806,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
807,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
808,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
809,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
810,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
811,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
812,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
813,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
814,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
815,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
816,Forest,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
817,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
818,Forest,NULL,Bareland,NULL,Non_Wetland,Water
819,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
820,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
821,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
822,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
823,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
824,Forest,NULL,Bareland,Water,Non_Wetland,Water
825,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
826,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
827,Forest,NULL,Water,NULL,NULL,Wetland
828,Forest,NULL,Water,NULL,Water,Grassland
829,Forest,NULL,Water,NULL,Water,Wetland
830,Forest,NULL,Water,NULL,Water,Water
831,Forest,NULL,Water,NULL,Water,Forest
832,Forest,NULL,Water,Non_Water,NULL,Wetland
833,Forest,NULL,Water,Non_Water,Water,Grassland
834,Forest,NULL,Water,Non_Water,Water,Wetland
835,Forest,NULL,Water,Non_Water,Water,Water
836,Forest,NULL,Water,Water,NULL,Wetland
837,Forest,NULL,Water,Water,Water,Grassland
