Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VML_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VML_M_R,SIBERIA_2024_GSW_Yearly_2021_44VML_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VML_M_R,SIBERIA_2024_WorldCover_2021_44VML_M_R
501,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
502,Water,Bareland,Water,Non_Wetland,Bareland
503,Water,Bareland,Water,Non_Wetland,Water
504,Water,Bareland,Water,Non_Wetland,Forest
505,Water,Built-up,NULL,Non_Wetland,Grassland
506,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
507,Water,Built-up,NULL,Non_Wetland,Bareland
508,Water,Built-up,NULL,Non_Wetland,Built-up
509,Water,Built-up,NULL,Non_Wetland,Water
510,Water,Built-up,NULL,Non_Wetland,Forest
511,Water,Built-up,Non_Water,Non_Wetland,Grassland
512,Water,Built-up,Non_Water,Non_Wetland,Wetland
513,Water,Built-up,Non_Water,Non_Wetland,Bareland
514,Water,Built-up,Non_Water,Non_Wetland,Water
515,Water,Built-up,Non_Water,Non_Wetland,Forest
516,Water,Built-up,Water,Non_Wetland,Grassland
517,Water,Built-up,Water,Non_Wetland,Wetland
518,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
519,Water,Built-up,Water,Non_Wetland,Bareland
520,Water,Built-up,Water,Non_Wetland,Built-up
521,Water,Built-up,Water,Non_Wetland,Water
522,Water,Built-up,Water,Non_Wetland,Forest
523,Water,Water,NULL,Water,NULL
524,Water,Water,NULL,Water,Grassland
525,Water,Water,NULL,Water,Wetland
526,Water,Water,NULL,Water,Water
527,Water,Water,NULL,Water,Forest
528,Water,Water,Non_Water,Water,Grassland
529,Water,Water,Non_Water,Water,Wetland
530,Water,Water,Non_Water,Water,Water
531,Water,Water,Non_Water,Water,Forest
532,Water,Water,Water,Water,NULL
533,Water,Water,Water,Water,Grassland
534,Water,Water,Water,Water,Wetland
535,Water,Water,Water,Water,Lichens_and_Mosses
536,Water,Water,Water,Water,Bareland
537,Water,Water,Water,Water,Water
538,Water,Water,Water,Water,Forest
539,Water,Forest,NULL,Non_Wetland,NULL
540,Water,Forest,NULL,Non_Wetland,Grassland
541,Water,Forest,NULL,Non_Wetland,Wetland
542,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
543,Water,Forest,NULL,Non_Wetland,Water
544,Water,Forest,NULL,Non_Wetland,Forest
545,Water,Forest,Non_Water,Non_Wetland,NULL
546,Water,Forest,Non_Water,Non_Wetland,Grassland
547,Water,Forest,Non_Water,Non_Wetland,Wetland
548,Water,Forest,Non_Water,Non_Wetland,Water
549,Water,Forest,Non_Water,Non_Wetland,Forest
550,Water,Forest,Water,Non_Wetland,Grassland
551,Water,Forest,Water,Non_Wetland,Wetland
552,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
553,Water,Forest,Water,Non_Wetland,Water
554,Water,Forest,Water,Non_Wetland,Forest
555,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
556,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
557,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
558,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
559,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
560,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
561,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
562,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
563,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
564,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
565,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
566,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
567,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
568,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
569,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
570,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
571,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
572,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
573,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
574,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
575,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
576,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
577,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
578,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
579,Permanent_ice_and_snow,Water,Water,Water,Forest
580,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
581,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
582,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
583,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
584,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
585,Forest,NULL,NULL,Non_Wetland,NULL
586,Forest,NULL,NULL,Non_Wetland,Grassland
587,Forest,NULL,NULL,Non_Wetland,Wetland
588,Forest,NULL,NULL,Non_Wetland,Built-up
589,Forest,NULL,NULL,Non_Wetland,Water
590,Forest,NULL,NULL,Non_Wetland,Forest
591,Forest,NULL,Non_Water,Non_Wetland,NULL
592,Forest,NULL,Non_Water,Non_Wetland,Grassland
593,Forest,NULL,Non_Water,Non_Wetland,Wetland
594,Forest,NULL,Non_Water,Non_Wetland,Forest
595,Forest,NULL,Water,Non_Wetland,Grassland
596,Forest,NULL,Water,Non_Wetland,Wetland
597,Forest,NULL,Water,Non_Wetland,Water
598,Forest,NULL,Water,Non_Wetland,Forest
599,Forest,Shrubland,NULL,Non_Wetland,NULL
600,Forest,Shrubland,NULL,Non_Wetland,Grassland
601,Forest,Shrubland,NULL,Non_Wetland,Wetland
602,Forest,Shrubland,NULL,Non_Wetland,Built-up
603,Forest,Shrubland,NULL,Non_Wetland,Forest
604,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
605,Forest,Shrubland,Non_Water,Non_Wetland,Forest
606,Forest,Shrubland,Water,Non_Wetland,Grassland
607,Forest,Shrubland,Water,Non_Wetland,Wetland
608,Forest,Shrubland,Water,Non_Wetland,Forest
609,Forest,Grassland,NULL,Non_Wetland,Grassland
610,Forest,Grassland,NULL,Non_Wetland,Wetland
611,Forest,Grassland,NULL,Non_Wetland,Bareland
612,Forest,Grassland,NULL,Non_Wetland,Built-up
613,Forest,Grassland,NULL,Non_Wetland,Forest
614,Forest,Grassland,Water,Non_Wetland,Grassland
615,Forest,Grassland,Water,Non_Wetland,Bareland
616,Forest,Grassland,Water,Non_Wetland,Forest
617,Forest,Cropland,NULL,Non_Wetland,NULL
618,Forest,Cropland,NULL,Non_Wetland,Grassland
619,Forest,Cropland,NULL,Non_Wetland,Wetland
620,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
621,Forest,Cropland,NULL,Non_Wetland,Bareland
622,Forest,Cropland,NULL,Non_Wetland,Built-up
623,Forest,Cropland,NULL,Non_Wetland,Forest
624,Forest,Cropland,Non_Water,Non_Wetland,Grassland
625,Forest,Cropland,Non_Water,Non_Wetland,Wetland
626,Forest,Cropland,Non_Water,Non_Wetland,Forest
627,Forest,Cropland,Water,Non_Wetland,NULL
628,Forest,Cropland,Water,Non_Wetland,Grassland
629,Forest,Cropland,Water,Non_Wetland,Wetland
630,Forest,Cropland,Water,Non_Wetland,Water
631,Forest,Cropland,Water,Non_Wetland,Forest
632,Forest,Wetland,NULL,Wetland,NULL
633,Forest,Wetland,NULL,Wetland,Grassland
634,Forest,Wetland,NULL,Wetland,Wetland
635,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
636,Forest,Wetland,NULL,Wetland,Built-up
637,Forest,Wetland,NULL,Wetland,Water
638,Forest,Wetland,NULL,Wetland,Forest
639,Forest,Wetland,Non_Water,Wetland,NULL
640,Forest,Wetland,Non_Water,Wetland,Grassland
641,Forest,Wetland,Non_Water,Wetland,Wetland
642,Forest,Wetland,Non_Water,Wetland,Water
643,Forest,Wetland,Non_Water,Wetland,Forest
644,Forest,Wetland,Water,Wetland,NULL
645,Forest,Wetland,Water,Wetland,Grassland
646,Forest,Wetland,Water,Wetland,Wetland
647,Forest,Wetland,Water,Wetland,Water
648,Forest,Wetland,Water,Wetland,Forest
649,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
650,Forest,Bareland,NULL,Non_Wetland,NULL
651,Forest,Bareland,NULL,Non_Wetland,Grassland
652,Forest,Bareland,NULL,Non_Wetland,Wetland
653,Forest,Bareland,NULL,Non_Wetland,Bareland
654,Forest,Bareland,NULL,Non_Wetland,Built-up
655,Forest,Bareland,NULL,Non_Wetland,Water
656,Forest,Bareland,NULL,Non_Wetland,Forest
657,Forest,Bareland,Non_Water,Non_Wetland,Grassland
658,Forest,Bareland,Non_Water,Non_Wetland,Wetland
659,Forest,Bareland,Non_Water,Non_Wetland,Forest
660,Forest,Bareland,Water,Non_Wetland,Grassland
661,Forest,Bareland,Water,Non_Wetland,Wetland
662,Forest,Bareland,Water,Non_Wetland,Bareland
663,Forest,Bareland,Water,Non_Wetland,Water
664,Forest,Bareland,Water,Non_Wetland,Forest
665,Forest,Built-up,NULL,Non_Wetland,Grassland
666,Forest,Built-up,NULL,Non_Wetland,Wetland
667,Forest,Built-up,NULL,Non_Wetland,Bareland
668,Forest,Built-up,NULL,Non_Wetland,Built-up
669,Forest,Built-up,NULL,Non_Wetland,Water
670,Forest,Built-up,NULL,Non_Wetland,Forest
671,Forest,Built-up,Non_Water,Non_Wetland,Grassland
672,Forest,Built-up,Non_Water,Non_Wetland,Forest
673,Forest,Built-up,Water,Non_Wetland,Grassland
674,Forest,Built-up,Water,Non_Wetland,Forest
675,Forest,Water,NULL,Water,NULL
676,Forest,Water,NULL,Water,Grassland
677,Forest,Water,NULL,Water,Wetland
678,Forest,Water,NULL,Water,Water
679,Forest,Water,NULL,Water,Forest
680,Forest,Water,Non_Water,Water,Grassland
681,Forest,Water,Non_Water,Water,Forest
682,Forest,Water,Water,Water,Grassland
683,Forest,Water,Water,Water,Wetland
684,Forest,Water,Water,Water,Water
685,Forest,Water,Water,Water,Forest
686,Forest,Forest,NULL,Non_Wetland,NULL
687,Forest,Forest,NULL,Non_Wetland,Grassland
688,Forest,Forest,NULL,Non_Wetland,Wetland
689,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
690,Forest,Forest,NULL,Non_Wetland,Bareland
691,Forest,Forest,NULL,Non_Wetland,Built-up
692,Forest,Forest,NULL,Non_Wetland,Water
693,Forest,Forest,NULL,Non_Wetland,Forest
694,Forest,Forest,Non_Water,Non_Wetland,NULL
695,Forest,Forest,Non_Water,Non_Wetland,Grassland
696,Forest,Forest,Non_Water,Non_Wetland,Wetland
697,Forest,Forest,Non_Water,Non_Wetland,Forest
698,Forest,Forest,Water,Non_Wetland,NULL
699,Forest,Forest,Water,Non_Wetland,Grassland
700,Forest,Forest,Water,Non_Wetland,Wetland
701,Forest,Forest,Water,Non_Wetland,Water
702,Forest,Forest,Water,Non_Wetland,Forest
