Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WMV_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WMV_M_R,SIBERIA_2024_GSW_Yearly_2021_44WMV_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WMV_M_R,SIBERIA_2024_WorldCover_2021_44WMV_M_R
918,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
919,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
920,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
921,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
922,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
923,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
924,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
925,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
926,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
927,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
928,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
929,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
930,Forest,NULL,NULL,Non_Wetland,Grassland
931,Forest,NULL,NULL,Non_Wetland,Wetland
932,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
933,Forest,NULL,NULL,Non_Wetland,Bareland
934,Forest,NULL,NULL,Non_Wetland,Water
935,Forest,NULL,NULL,Non_Wetland,Forest
936,Forest,NULL,Non_Water,Non_Wetland,Grassland
937,Forest,NULL,Non_Water,Non_Wetland,Wetland
938,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
939,Forest,NULL,Non_Water,Non_Wetland,Water
940,Forest,NULL,Non_Water,Non_Wetland,Forest
941,Forest,NULL,Water,Non_Wetland,Grassland
942,Forest,NULL,Water,Non_Wetland,Wetland
943,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
944,Forest,NULL,Water,Non_Wetland,Bareland
945,Forest,NULL,Water,Non_Wetland,Water
946,Forest,NULL,Water,Non_Wetland,Forest
947,Forest,Shrubland,NULL,Non_Wetland,Grassland
948,Forest,Shrubland,NULL,Non_Wetland,Wetland
949,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
950,Forest,Shrubland,NULL,Non_Wetland,Bareland
951,Forest,Shrubland,NULL,Non_Wetland,Built-up
952,Forest,Shrubland,NULL,Non_Wetland,Water
953,Forest,Shrubland,NULL,Non_Wetland,Forest
954,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
955,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
956,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
957,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
958,Forest,Shrubland,Non_Water,Non_Wetland,Water
959,Forest,Shrubland,Non_Water,Non_Wetland,Forest
960,Forest,Shrubland,Water,Non_Wetland,Grassland
961,Forest,Shrubland,Water,Non_Wetland,Wetland
962,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
963,Forest,Shrubland,Water,Non_Wetland,Bareland
964,Forest,Shrubland,Water,Non_Wetland,Water
965,Forest,Shrubland,Water,Non_Wetland,Forest
966,Forest,Grassland,NULL,Non_Wetland,Grassland
967,Forest,Grassland,NULL,Non_Wetland,Wetland
968,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
969,Forest,Grassland,NULL,Non_Wetland,Bareland
970,Forest,Grassland,NULL,Non_Wetland,Built-up
971,Forest,Grassland,NULL,Non_Wetland,Water
972,Forest,Grassland,NULL,Non_Wetland,Forest
973,Forest,Grassland,Non_Water,Non_Wetland,Grassland
974,Forest,Grassland,Non_Water,Non_Wetland,Wetland
975,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
976,Forest,Grassland,Non_Water,Non_Wetland,Bareland
977,Forest,Grassland,Non_Water,Non_Wetland,Water
978,Forest,Grassland,Non_Water,Non_Wetland,Forest
979,Forest,Grassland,Water,Non_Wetland,Grassland
980,Forest,Grassland,Water,Non_Wetland,Wetland
981,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
982,Forest,Grassland,Water,Non_Wetland,Bareland
983,Forest,Grassland,Water,Non_Wetland,Water
984,Forest,Grassland,Water,Non_Wetland,Forest
985,Forest,Wetland,NULL,Wetland,Grassland
986,Forest,Wetland,NULL,Wetland,Wetland
987,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
988,Forest,Wetland,NULL,Wetland,Bareland
989,Forest,Wetland,NULL,Wetland,Water
990,Forest,Wetland,NULL,Wetland,Forest
991,Forest,Wetland,Non_Water,Wetland,Grassland
992,Forest,Wetland,Non_Water,Wetland,Wetland
993,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
994,Forest,Wetland,Non_Water,Wetland,Bareland
995,Forest,Wetland,Non_Water,Wetland,Water
996,Forest,Wetland,Non_Water,Wetland,Forest
997,Forest,Wetland,Water,Wetland,Grassland
998,Forest,Wetland,Water,Wetland,Wetland
999,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1000,Forest,Wetland,Water,Wetland,Bareland
1001,Forest,Wetland,Water,Wetland,Water
1002,Forest,Wetland,Water,Wetland,Forest
1003,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1004,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1005,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1006,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1007,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1008,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1009,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1010,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1011,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1012,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1013,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1014,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1015,Forest,Bareland,NULL,Non_Wetland,Grassland
1016,Forest,Bareland,NULL,Non_Wetland,Wetland
1017,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1018,Forest,Bareland,NULL,Non_Wetland,Bareland
1019,Forest,Bareland,NULL,Non_Wetland,Built-up
1020,Forest,Bareland,NULL,Non_Wetland,Water
1021,Forest,Bareland,NULL,Non_Wetland,Forest
1022,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1023,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1024,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1025,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1026,Forest,Bareland,Non_Water,Non_Wetland,Built-up
1027,Forest,Bareland,Non_Water,Non_Wetland,Water
1028,Forest,Bareland,Non_Water,Non_Wetland,Forest
1029,Forest,Bareland,Water,Non_Wetland,Grassland
1030,Forest,Bareland,Water,Non_Wetland,Wetland
1031,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1032,Forest,Bareland,Water,Non_Wetland,Bareland
1033,Forest,Bareland,Water,Non_Wetland,Built-up
1034,Forest,Bareland,Water,Non_Wetland,Water
1035,Forest,Bareland,Water,Non_Wetland,Forest
1036,Forest,Built-up,NULL,Non_Wetland,Grassland
1037,Forest,Built-up,NULL,Non_Wetland,Wetland
1038,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1039,Forest,Built-up,NULL,Non_Wetland,Bareland
1040,Forest,Built-up,NULL,Non_Wetland,Built-up
1041,Forest,Built-up,NULL,Non_Wetland,Water
1042,Forest,Built-up,NULL,Non_Wetland,Forest
1043,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1044,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1045,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1046,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1047,Forest,Built-up,Non_Water,Non_Wetland,Water
1048,Forest,Built-up,Non_Water,Non_Wetland,Forest
1049,Forest,Built-up,Water,Non_Wetland,Grassland
1050,Forest,Built-up,Water,Non_Wetland,Wetland
1051,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1052,Forest,Built-up,Water,Non_Wetland,Bareland
1053,Forest,Built-up,Water,Non_Wetland,Water
1054,Forest,Built-up,Water,Non_Wetland,Forest
1055,Forest,Water,NULL,Water,Grassland
1056,Forest,Water,NULL,Water,Wetland
1057,Forest,Water,NULL,Water,Lichens_and_Mosses
1058,Forest,Water,NULL,Water,Bareland
1059,Forest,Water,NULL,Water,Water
1060,Forest,Water,NULL,Water,Forest
1061,Forest,Water,Non_Water,Water,Grassland
1062,Forest,Water,Non_Water,Water,Wetland
1063,Forest,Water,Non_Water,Water,Lichens_and_Mosses
1064,Forest,Water,Non_Water,Water,Bareland
1065,Forest,Water,Non_Water,Water,Water
1066,Forest,Water,Non_Water,Water,Forest
1067,Forest,Water,Water,Water,Grassland
1068,Forest,Water,Water,Water,Wetland
1069,Forest,Water,Water,Water,Lichens_and_Mosses
1070,Forest,Water,Water,Water,Bareland
1071,Forest,Water,Water,Water,Water
1072,Forest,Water,Water,Water,Forest
1073,Forest,Forest,NULL,Non_Wetland,Grassland
1074,Forest,Forest,NULL,Non_Wetland,Wetland
1075,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1076,Forest,Forest,NULL,Non_Wetland,Bareland
1077,Forest,Forest,NULL,Non_Wetland,Built-up
1078,Forest,Forest,NULL,Non_Wetland,Water
1079,Forest,Forest,NULL,Non_Wetland,Forest
1080,Forest,Forest,Non_Water,Non_Wetland,Grassland
1081,Forest,Forest,Non_Water,Non_Wetland,Wetland
1082,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1083,Forest,Forest,Non_Water,Non_Wetland,Bareland
1084,Forest,Forest,Non_Water,Non_Wetland,Water
1085,Forest,Forest,Non_Water,Non_Wetland,Forest
1086,Forest,Forest,Water,Non_Wetland,Grassland
1087,Forest,Forest,Water,Non_Wetland,Wetland
1088,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1089,Forest,Forest,Water,Non_Wetland,Bareland
1090,Forest,Forest,Water,Non_Wetland,Water
1091,Forest,Forest,Water,Non_Wetland,Forest
