Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WVQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WVQ_M_R,SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R,SIBERIA_2024_WorldCover_2021_45WVQ_M_R
480,Built-up,Forest,Water,Non_Wetland,Grassland
481,Built-up,Forest,Water,Non_Wetland,Bareland
482,Built-up,Forest,Water,Non_Wetland,Forest
483,Water,NULL,NULL,Non_Wetland,Grassland
484,Water,NULL,NULL,Non_Wetland,Wetland
485,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
486,Water,NULL,NULL,Non_Wetland,Bareland
487,Water,NULL,NULL,Non_Wetland,Water
488,Water,NULL,NULL,Non_Wetland,Forest
489,Water,NULL,Non_Water,Non_Wetland,Grassland
490,Water,NULL,Non_Water,Non_Wetland,Wetland
491,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
492,Water,NULL,Non_Water,Non_Wetland,Water
493,Water,NULL,Non_Water,Non_Wetland,Forest
494,Water,NULL,Water,Non_Wetland,Grassland
495,Water,NULL,Water,Non_Wetland,Wetland
496,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
497,Water,NULL,Water,Non_Wetland,Bareland
498,Water,NULL,Water,Non_Wetland,Water
499,Water,NULL,Water,Non_Wetland,Forest
500,Water,Shrubland,NULL,Non_Wetland,Grassland
501,Water,Shrubland,NULL,Non_Wetland,Wetland
502,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
503,Water,Shrubland,NULL,Non_Wetland,Bareland
504,Water,Shrubland,NULL,Non_Wetland,Water
505,Water,Shrubland,NULL,Non_Wetland,Forest
506,Water,Shrubland,Non_Water,Non_Wetland,Grassland
507,Water,Shrubland,Non_Water,Non_Wetland,Wetland
508,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
509,Water,Shrubland,Non_Water,Non_Wetland,Bareland
510,Water,Shrubland,Non_Water,Non_Wetland,Water
511,Water,Shrubland,Non_Water,Non_Wetland,Forest
512,Water,Shrubland,Water,Non_Wetland,Grassland
513,Water,Shrubland,Water,Non_Wetland,Wetland
514,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
515,Water,Shrubland,Water,Non_Wetland,Bareland
516,Water,Shrubland,Water,Non_Wetland,Water
517,Water,Shrubland,Water,Non_Wetland,Forest
518,Water,Grassland,NULL,Non_Wetland,Grassland
519,Water,Grassland,NULL,Non_Wetland,Wetland
520,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
521,Water,Grassland,NULL,Non_Wetland,Bareland
522,Water,Grassland,NULL,Non_Wetland,Water
523,Water,Grassland,NULL,Non_Wetland,Forest
524,Water,Grassland,Non_Water,Non_Wetland,Grassland
525,Water,Grassland,Non_Water,Non_Wetland,Wetland
526,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
527,Water,Grassland,Non_Water,Non_Wetland,Water
528,Water,Grassland,Non_Water,Non_Wetland,Forest
529,Water,Grassland,Water,Non_Wetland,Grassland
530,Water,Grassland,Water,Non_Wetland,Wetland
531,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
532,Water,Grassland,Water,Non_Wetland,Bareland
533,Water,Grassland,Water,Non_Wetland,Water
534,Water,Grassland,Water,Non_Wetland,Forest
535,Water,Wetland,NULL,Wetland,Grassland
536,Water,Wetland,NULL,Wetland,Wetland
537,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
538,Water,Wetland,NULL,Wetland,Bareland
539,Water,Wetland,NULL,Wetland,Water
540,Water,Wetland,NULL,Wetland,Forest
541,Water,Wetland,Non_Water,Wetland,Grassland
542,Water,Wetland,Non_Water,Wetland,Wetland
543,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
544,Water,Wetland,Non_Water,Wetland,Bareland
545,Water,Wetland,Non_Water,Wetland,Water
546,Water,Wetland,Non_Water,Wetland,Forest
547,Water,Wetland,Water,Wetland,Grassland
548,Water,Wetland,Water,Wetland,Wetland
549,Water,Wetland,Water,Wetland,Lichens_and_Mosses
550,Water,Wetland,Water,Wetland,Bareland
551,Water,Wetland,Water,Wetland,Water
552,Water,Wetland,Water,Wetland,Forest
553,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
554,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
555,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
556,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
557,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
558,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
559,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
560,Water,Bareland,NULL,Non_Wetland,Grassland
561,Water,Bareland,NULL,Non_Wetland,Wetland
562,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
563,Water,Bareland,NULL,Non_Wetland,Bareland
564,Water,Bareland,NULL,Non_Wetland,Built-up
565,Water,Bareland,NULL,Non_Wetland,Water
566,Water,Bareland,NULL,Non_Wetland,Forest
567,Water,Bareland,Non_Water,Non_Wetland,Grassland
568,Water,Bareland,Non_Water,Non_Wetland,Wetland
569,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
570,Water,Bareland,Non_Water,Non_Wetland,Bareland
571,Water,Bareland,Non_Water,Non_Wetland,Water
572,Water,Bareland,Non_Water,Non_Wetland,Forest
573,Water,Bareland,Water,Non_Wetland,Grassland
574,Water,Bareland,Water,Non_Wetland,Wetland
575,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
576,Water,Bareland,Water,Non_Wetland,Bareland
577,Water,Bareland,Water,Non_Wetland,Built-up
578,Water,Bareland,Water,Non_Wetland,Water
579,Water,Bareland,Water,Non_Wetland,Forest
580,Water,Built-up,NULL,Non_Wetland,Grassland
581,Water,Built-up,NULL,Non_Wetland,Wetland
582,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
583,Water,Built-up,NULL,Non_Wetland,Bareland
584,Water,Built-up,NULL,Non_Wetland,Built-up
585,Water,Built-up,NULL,Non_Wetland,Water
586,Water,Built-up,NULL,Non_Wetland,Forest
587,Water,Built-up,Non_Water,Non_Wetland,Grassland
588,Water,Built-up,Non_Water,Non_Wetland,Wetland
589,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
590,Water,Built-up,Non_Water,Non_Wetland,Bareland
591,Water,Built-up,Non_Water,Non_Wetland,Water
592,Water,Built-up,Water,Non_Wetland,Grassland
593,Water,Built-up,Water,Non_Wetland,Wetland
594,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
595,Water,Built-up,Water,Non_Wetland,Bareland
596,Water,Built-up,Water,Non_Wetland,Built-up
597,Water,Built-up,Water,Non_Wetland,Water
598,Water,Built-up,Water,Non_Wetland,Forest
599,Water,Water,NULL,Water,Grassland
600,Water,Water,NULL,Water,Wetland
601,Water,Water,NULL,Water,Lichens_and_Mosses
602,Water,Water,NULL,Water,Bareland
603,Water,Water,NULL,Water,Water
604,Water,Water,NULL,Water,Forest
605,Water,Water,Non_Water,Water,Grassland
606,Water,Water,Non_Water,Water,Wetland
607,Water,Water,Non_Water,Water,Lichens_and_Mosses
608,Water,Water,Non_Water,Water,Bareland
609,Water,Water,Non_Water,Water,Water
610,Water,Water,Non_Water,Water,Forest
611,Water,Water,Water,Water,Grassland
612,Water,Water,Water,Water,Wetland
613,Water,Water,Water,Water,Lichens_and_Mosses
614,Water,Water,Water,Water,Bareland
615,Water,Water,Water,Water,Water
616,Water,Water,Water,Water,Permanent_ice_and_snow
617,Water,Water,Water,Water,Forest
618,Water,Forest,NULL,Non_Wetland,Grassland
619,Water,Forest,NULL,Non_Wetland,Wetland
620,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
621,Water,Forest,NULL,Non_Wetland,Bareland
622,Water,Forest,NULL,Non_Wetland,Water
623,Water,Forest,NULL,Non_Wetland,Forest
624,Water,Forest,Non_Water,Non_Wetland,Grassland
625,Water,Forest,Non_Water,Non_Wetland,Wetland
626,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
627,Water,Forest,Non_Water,Non_Wetland,Bareland
628,Water,Forest,Non_Water,Non_Wetland,Water
629,Water,Forest,Non_Water,Non_Wetland,Forest
630,Water,Forest,Water,Non_Wetland,Grassland
631,Water,Forest,Water,Non_Wetland,Wetland
632,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
633,Water,Forest,Water,Non_Wetland,Bareland
634,Water,Forest,Water,Non_Wetland,Water
635,Water,Forest,Water,Non_Wetland,Forest
636,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
637,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
638,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
639,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
640,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
641,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
642,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
643,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
644,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
645,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
646,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
647,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
648,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
649,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
650,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
651,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
652,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
653,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
654,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
655,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
656,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
657,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
658,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
659,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
660,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
661,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
662,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
663,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
664,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
665,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
666,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
667,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
668,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
669,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
670,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
671,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
672,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
673,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
674,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
675,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
676,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
677,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
678,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
679,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
680,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
681,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
682,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
683,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
684,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
685,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
686,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
687,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
688,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
689,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
690,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
691,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
692,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
693,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
694,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
695,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
696,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
697,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
698,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
699,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
700,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
701,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
702,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
703,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
704,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
705,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
706,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
707,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
708,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
709,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
710,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
711,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
712,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
713,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
714,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
715,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
716,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
717,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
718,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
719,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
720,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
721,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
722,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
723,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
724,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
725,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
726,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
727,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
728,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
729,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
730,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
731,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
732,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
733,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
734,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
735,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
736,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
737,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
738,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
739,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
740,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
741,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
742,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
743,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
744,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
745,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
746,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
747,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
748,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
749,Permanent_ice_and_snow,Water,NULL,Water,Grassland
750,Permanent_ice_and_snow,Water,NULL,Water,Wetland
751,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
752,Permanent_ice_and_snow,Water,NULL,Water,Bareland
753,Permanent_ice_and_snow,Water,NULL,Water,Water
754,Permanent_ice_and_snow,Water,NULL,Water,Forest
755,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
756,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
757,Permanent_ice_and_snow,Water,Non_Water,Water,Water
758,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
759,Permanent_ice_and_snow,Water,Water,Water,Grassland
760,Permanent_ice_and_snow,Water,Water,Water,Wetland
761,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
762,Permanent_ice_and_snow,Water,Water,Water,Bareland
763,Permanent_ice_and_snow,Water,Water,Water,Water
764,Permanent_ice_and_snow,Water,Water,Water,Forest
765,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
766,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
767,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
768,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
769,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
770,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
771,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
772,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
773,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
774,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
775,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
776,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Built-up
777,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
778,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
779,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
780,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
781,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
782,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
783,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
784,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
785,Forest,NULL,NULL,Non_Wetland,Grassland
786,Forest,NULL,NULL,Non_Wetland,Wetland
787,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
788,Forest,NULL,NULL,Non_Wetland,Bareland
789,Forest,NULL,NULL,Non_Wetland,Water
790,Forest,NULL,NULL,Non_Wetland,Forest
791,Forest,NULL,Non_Water,Non_Wetland,Grassland
792,Forest,NULL,Non_Water,Non_Wetland,Wetland
793,Forest,NULL,Non_Water,Non_Wetland,Water
794,Forest,NULL,Non_Water,Non_Wetland,Forest
795,Forest,NULL,Water,Non_Wetland,Grassland
796,Forest,NULL,Water,Non_Wetland,Wetland
797,Forest,NULL,Water,Non_Wetland,Bareland
798,Forest,NULL,Water,Non_Wetland,Water
799,Forest,NULL,Water,Non_Wetland,Forest
800,Forest,Shrubland,NULL,Non_Wetland,Grassland
801,Forest,Shrubland,NULL,Non_Wetland,Wetland
802,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
803,Forest,Shrubland,NULL,Non_Wetland,Bareland
804,Forest,Shrubland,NULL,Non_Wetland,Built-up
805,Forest,Shrubland,NULL,Non_Wetland,Water
806,Forest,Shrubland,NULL,Non_Wetland,Forest
807,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
808,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
809,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
810,Forest,Shrubland,Non_Water,Non_Wetland,Water
811,Forest,Shrubland,Non_Water,Non_Wetland,Forest
812,Forest,Shrubland,Water,Non_Wetland,Grassland
813,Forest,Shrubland,Water,Non_Wetland,Wetland
814,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
815,Forest,Shrubland,Water,Non_Wetland,Bareland
816,Forest,Shrubland,Water,Non_Wetland,Water
817,Forest,Shrubland,Water,Non_Wetland,Forest
818,Forest,Grassland,NULL,Non_Wetland,Grassland
819,Forest,Grassland,NULL,Non_Wetland,Wetland
820,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
821,Forest,Grassland,NULL,Non_Wetland,Bareland
822,Forest,Grassland,NULL,Non_Wetland,Built-up
823,Forest,Grassland,NULL,Non_Wetland,Water
824,Forest,Grassland,NULL,Non_Wetland,Forest
825,Forest,Grassland,Non_Water,Non_Wetland,Grassland
826,Forest,Grassland,Non_Water,Non_Wetland,Wetland
827,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
828,Forest,Grassland,Non_Water,Non_Wetland,Forest
829,Forest,Grassland,Water,Non_Wetland,Grassland
830,Forest,Grassland,Water,Non_Wetland,Wetland
831,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
832,Forest,Grassland,Water,Non_Wetland,Bareland
833,Forest,Grassland,Water,Non_Wetland,Water
834,Forest,Grassland,Water,Non_Wetland,Forest
835,Forest,Wetland,NULL,Wetland,Grassland
836,Forest,Wetland,NULL,Wetland,Wetland
837,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
838,Forest,Wetland,NULL,Wetland,Bareland
839,Forest,Wetland,NULL,Wetland,Water
840,Forest,Wetland,NULL,Wetland,Forest
841,Forest,Wetland,Non_Water,Wetland,Grassland
842,Forest,Wetland,Non_Water,Wetland,Wetland
843,Forest,Wetland,Non_Water,Wetland,Water
844,Forest,Wetland,Non_Water,Wetland,Forest
845,Forest,Wetland,Water,Wetland,Grassland
846,Forest,Wetland,Water,Wetland,Wetland
847,Forest,Wetland,Water,Wetland,Bareland
848,Forest,Wetland,Water,Wetland,Water
849,Forest,Wetland,Water,Wetland,Forest
850,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
851,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
852,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
853,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
854,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
855,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
856,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
857,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
858,Forest,Bareland,NULL,Non_Wetland,Grassland
859,Forest,Bareland,NULL,Non_Wetland,Wetland
860,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
861,Forest,Bareland,NULL,Non_Wetland,Bareland
862,Forest,Bareland,NULL,Non_Wetland,Water
863,Forest,Bareland,NULL,Non_Wetland,Forest
864,Forest,Bareland,Non_Water,Non_Wetland,Grassland
865,Forest,Bareland,Non_Water,Non_Wetland,Wetland
866,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
867,Forest,Bareland,Non_Water,Non_Wetland,Bareland
868,Forest,Bareland,Non_Water,Non_Wetland,Built-up
869,Forest,Bareland,Non_Water,Non_Wetland,Water
870,Forest,Bareland,Non_Water,Non_Wetland,Forest
871,Forest,Bareland,Water,Non_Wetland,Grassland
872,Forest,Bareland,Water,Non_Wetland,Wetland
873,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
874,Forest,Bareland,Water,Non_Wetland,Bareland
875,Forest,Bareland,Water,Non_Wetland,Water
876,Forest,Bareland,Water,Non_Wetland,Forest
877,Forest,Built-up,NULL,Non_Wetland,Grassland
878,Forest,Built-up,NULL,Non_Wetland,Wetland
879,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
880,Forest,Built-up,NULL,Non_Wetland,Bareland
881,Forest,Built-up,NULL,Non_Wetland,Water
882,Forest,Built-up,NULL,Non_Wetland,Forest
883,Forest,Built-up,Non_Water,Non_Wetland,Grassland
884,Forest,Built-up,Non_Water,Non_Wetland,Wetland
885,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
886,Forest,Built-up,Non_Water,Non_Wetland,Bareland
887,Forest,Built-up,Non_Water,Non_Wetland,Forest
888,Forest,Built-up,Water,Non_Wetland,Grassland
889,Forest,Built-up,Water,Non_Wetland,Wetland
890,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
891,Forest,Built-up,Water,Non_Wetland,Bareland
892,Forest,Built-up,Water,Non_Wetland,Water
893,Forest,Built-up,Water,Non_Wetland,Forest
894,Forest,Water,NULL,Water,Grassland
895,Forest,Water,NULL,Water,Wetland
896,Forest,Water,NULL,Water,Water
897,Forest,Water,NULL,Water,Forest
898,Forest,Water,Non_Water,Water,Grassland
899,Forest,Water,Non_Water,Water,Wetland
900,Forest,Water,Non_Water,Water,Water
901,Forest,Water,Non_Water,Water,Forest
902,Forest,Water,Water,Water,Grassland
903,Forest,Water,Water,Water,Wetland
904,Forest,Water,Water,Water,Water
905,Forest,Water,Water,Water,Forest
906,Forest,Forest,NULL,Non_Wetland,NULL
907,Forest,Forest,NULL,Non_Wetland,Grassland
908,Forest,Forest,NULL,Non_Wetland,Wetland
909,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
910,Forest,Forest,NULL,Non_Wetland,Bareland
911,Forest,Forest,NULL,Non_Wetland,Built-up
912,Forest,Forest,NULL,Non_Wetland,Water
913,Forest,Forest,NULL,Non_Wetland,Forest
914,Forest,Forest,Non_Water,Non_Wetland,Grassland
915,Forest,Forest,Non_Water,Non_Wetland,Wetland
916,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
917,Forest,Forest,Non_Water,Non_Wetland,Bareland
918,Forest,Forest,Non_Water,Non_Wetland,Water
919,Forest,Forest,Non_Water,Non_Wetland,Forest
920,Forest,Forest,Water,Non_Wetland,Grassland
921,Forest,Forest,Water,Non_Wetland,Wetland
922,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
923,Forest,Forest,Water,Non_Wetland,Bareland
924,Forest,Forest,Water,Non_Wetland,Water
925,Forest,Forest,Water,Non_Wetland,Forest
