Value,SIBERIA_2024_ESA_CALU_2024_43WEU_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEU_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEU_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R,SIBERIA_2024_WorldCover_2021_43WEU_M_R
410,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
411,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
412,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
413,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
414,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
415,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
416,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
417,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
418,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
419,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
420,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
421,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
422,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
423,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
424,NULL,Water,Bareland,NULL,Non_Wetland,Water
425,NULL,Water,Bareland,NULL,Non_Wetland,Forest
426,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
427,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
428,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
429,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
430,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
431,NULL,Water,Bareland,Water,Non_Wetland,Grassland
432,NULL,Water,Bareland,Water,Non_Wetland,Wetland
433,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
434,NULL,Water,Bareland,Water,Non_Wetland,Bareland
435,NULL,Water,Bareland,Water,Non_Wetland,Water
436,NULL,Water,Bareland,Water,Non_Wetland,Forest
437,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
438,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
439,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
440,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
441,NULL,Water,Built-up,NULL,Non_Wetland,Water
442,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
443,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
444,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
445,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
446,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
447,NULL,Water,Built-up,Water,Non_Wetland,Grassland
448,NULL,Water,Built-up,Water,Non_Wetland,Wetland
449,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
450,NULL,Water,Built-up,Water,Non_Wetland,Bareland
451,NULL,Water,Built-up,Water,Non_Wetland,Water
452,NULL,Water,Water,NULL,NULL,Water
453,NULL,Water,Water,NULL,Water,Grassland
454,NULL,Water,Water,NULL,Water,Wetland
455,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
456,NULL,Water,Water,NULL,Water,Bareland
457,NULL,Water,Water,NULL,Water,Water
458,NULL,Water,Water,NULL,Water,Forest
459,NULL,Water,Water,Non_Water,NULL,Water
460,NULL,Water,Water,Non_Water,Water,Grassland
461,NULL,Water,Water,Non_Water,Water,Wetland
462,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
463,NULL,Water,Water,Non_Water,Water,Bareland
464,NULL,Water,Water,Non_Water,Water,Water
465,NULL,Water,Water,Water,NULL,Wetland
466,NULL,Water,Water,Water,NULL,Water
467,NULL,Water,Water,Water,Water,Grassland
468,NULL,Water,Water,Water,Water,Wetland
469,NULL,Water,Water,Water,Water,Lichens_and_Mosses
470,NULL,Water,Water,Water,Water,Bareland
471,NULL,Water,Water,Water,Water,Water
472,NULL,Water,Water,Water,Water,Forest
473,NULL,Water,Forest,Water,Non_Wetland,Wetland
474,NULL,Water,Forest,Water,Non_Wetland,Water
475,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
476,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
477,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
478,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
479,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
480,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
481,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
482,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
483,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
484,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
485,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
486,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
487,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
488,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
489,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
490,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
491,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
492,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
493,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
494,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
495,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
496,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
497,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
498,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
499,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
500,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
501,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
502,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
503,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
504,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
505,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
506,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
507,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
508,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
509,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
510,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
511,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
512,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
513,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
514,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
515,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
516,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
517,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
518,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
519,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
520,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
521,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
522,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
523,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
524,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
525,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
526,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
527,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
528,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
529,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
530,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
531,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
532,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
533,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
534,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
535,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
536,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
537,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
538,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
539,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
540,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
541,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
542,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
543,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
544,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
545,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
546,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
547,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
548,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
549,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
550,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
551,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
552,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
553,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
554,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
555,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
556,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
557,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
558,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
559,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
560,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
561,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
562,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
563,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
564,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
565,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
566,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
567,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
568,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
569,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
570,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
571,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
572,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
573,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
574,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
575,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
576,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
577,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
578,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
579,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
580,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
581,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
582,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
583,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
584,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
585,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
586,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
587,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
588,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
589,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
590,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
591,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
592,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
593,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
594,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
595,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
596,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
597,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
598,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
599,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
600,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
601,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
602,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
603,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
604,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
605,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
606,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
607,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
608,NULL,Forest,Shrubland,Water,Non_Wetland,Water
609,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
610,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
611,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
612,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
613,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
614,NULL,Forest,Grassland,NULL,Non_Wetland,Water
615,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
616,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
617,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
618,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
619,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
620,NULL,Forest,Wetland,NULL,Wetland,Grassland
621,NULL,Forest,Wetland,NULL,Wetland,Wetland
622,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
623,NULL,Forest,Wetland,NULL,Wetland,Water
624,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
625,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
626,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
627,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
628,NULL,Forest,Wetland,Non_Water,Wetland,Water
629,NULL,Forest,Wetland,Water,Wetland,Grassland
630,NULL,Forest,Wetland,Water,Wetland,Wetland
631,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
632,NULL,Forest,Wetland,Water,Wetland,Bareland
633,NULL,Forest,Wetland,Water,Wetland,Water
634,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
635,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
636,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
637,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
638,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
639,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
640,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
641,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
642,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
643,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
644,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
645,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
646,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
647,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
648,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
649,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
650,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
651,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
652,NULL,Forest,Bareland,NULL,Non_Wetland,Water
653,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
654,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
655,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
656,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
657,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
658,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
659,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
660,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
661,NULL,Forest,Bareland,Water,Non_Wetland,Water
662,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
663,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
664,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
665,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
666,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
667,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
668,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland
669,NULL,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
670,NULL,Forest,Built-up,Non_Water,Non_Wetland,Water
671,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
672,NULL,Forest,Built-up,Water,Non_Wetland,Wetland
673,NULL,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
674,NULL,Forest,Water,NULL,Water,Wetland
675,NULL,Forest,Water,NULL,Water,Water
676,NULL,Forest,Water,Non_Water,Water,Wetland
677,NULL,Forest,Water,Non_Water,Water,Water
678,NULL,Forest,Water,Water,Water,Wetland
679,NULL,Forest,Water,Water,Water,Water
680,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
681,NULL,Forest,Forest,NULL,Non_Wetland,Forest
