Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VFH_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VFH_M_R,SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,SIBERIA_2024_WorldCover_2021_43VFH_M_R
483,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
484,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
485,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
486,Bareland,Built-up,Non_Water,Non_Wetland,Forest
487,Bareland,Built-up,Water,Non_Wetland,Grassland
488,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
489,Bareland,Built-up,Water,Non_Wetland,Bareland
490,Bareland,Built-up,Water,Non_Wetland,Built-up
491,Bareland,Built-up,Water,Non_Wetland,Water
492,Bareland,Built-up,Water,Non_Wetland,Forest
493,Bareland,Water,NULL,Water,Grassland
494,Bareland,Water,NULL,Water,Bareland
495,Bareland,Water,NULL,Water,Water
496,Bareland,Water,NULL,Water,Forest
497,Bareland,Water,Non_Water,Water,Bareland
498,Bareland,Water,Non_Water,Water,Water
499,Bareland,Water,Water,Water,Wetland
500,Bareland,Water,Water,Water,Lichens_and_Mosses
501,Bareland,Water,Water,Water,Bareland
502,Bareland,Water,Water,Water,Water
503,Bareland,Water,Water,Water,Forest
504,Bareland,Forest,NULL,Non_Wetland,Grassland
505,Bareland,Forest,NULL,Non_Wetland,Wetland
506,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
507,Bareland,Forest,NULL,Non_Wetland,Bareland
508,Bareland,Forest,NULL,Non_Wetland,Built-up
509,Bareland,Forest,NULL,Non_Wetland,Water
510,Bareland,Forest,NULL,Non_Wetland,Forest
511,Bareland,Forest,Non_Water,Non_Wetland,Grassland
512,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
513,Bareland,Forest,Non_Water,Non_Wetland,Bareland
514,Bareland,Forest,Non_Water,Non_Wetland,Built-up
515,Bareland,Forest,Non_Water,Non_Wetland,Forest
516,Bareland,Forest,Water,Non_Wetland,Bareland
517,Bareland,Forest,Water,Non_Wetland,Water
518,Bareland,Forest,Water,Non_Wetland,Forest
519,Built-up,NULL,NULL,Non_Wetland,Grassland
520,Built-up,NULL,NULL,Non_Wetland,Bareland
521,Built-up,NULL,NULL,Non_Wetland,Built-up
522,Built-up,NULL,NULL,Non_Wetland,Forest
523,Built-up,NULL,Water,Non_Wetland,Forest
524,Built-up,Shrubland,NULL,Non_Wetland,NULL
525,Built-up,Shrubland,NULL,Non_Wetland,Grassland
526,Built-up,Shrubland,NULL,Non_Wetland,Wetland
527,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
528,Built-up,Shrubland,NULL,Non_Wetland,Bareland
529,Built-up,Shrubland,NULL,Non_Wetland,Built-up
530,Built-up,Shrubland,NULL,Non_Wetland,Forest
531,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
532,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
533,Built-up,Shrubland,Water,Non_Wetland,Grassland
534,Built-up,Shrubland,Water,Non_Wetland,Wetland
535,Built-up,Shrubland,Water,Non_Wetland,Built-up
536,Built-up,Shrubland,Water,Non_Wetland,Forest
537,Built-up,Grassland,NULL,Non_Wetland,Grassland
538,Built-up,Grassland,NULL,Non_Wetland,Wetland
539,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
540,Built-up,Grassland,NULL,Non_Wetland,Bareland
541,Built-up,Grassland,NULL,Non_Wetland,Built-up
542,Built-up,Grassland,NULL,Non_Wetland,Forest
543,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
544,Built-up,Grassland,Non_Water,Non_Wetland,Forest
545,Built-up,Grassland,Water,Non_Wetland,Grassland
546,Built-up,Grassland,Water,Non_Wetland,Built-up
547,Built-up,Grassland,Water,Non_Wetland,Forest
548,Built-up,Wetland,NULL,Wetland,NULL
549,Built-up,Wetland,NULL,Wetland,Grassland
550,Built-up,Wetland,NULL,Wetland,Wetland
551,Built-up,Wetland,NULL,Wetland,Bareland
552,Built-up,Wetland,NULL,Wetland,Built-up
553,Built-up,Wetland,NULL,Wetland,Water
554,Built-up,Wetland,NULL,Wetland,Forest
555,Built-up,Wetland,Non_Water,Wetland,Grassland
556,Built-up,Wetland,Non_Water,Wetland,Forest
557,Built-up,Wetland,Water,Wetland,Grassland
558,Built-up,Wetland,Water,Wetland,Bareland
559,Built-up,Wetland,Water,Wetland,Built-up
560,Built-up,Wetland,Water,Wetland,Water
561,Built-up,Wetland,Water,Wetland,Forest
562,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
563,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
564,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
565,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
566,Built-up,Bareland,NULL,Non_Wetland,NULL
567,Built-up,Bareland,NULL,Non_Wetland,Grassland
568,Built-up,Bareland,NULL,Non_Wetland,Wetland
569,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
570,Built-up,Bareland,NULL,Non_Wetland,Bareland
571,Built-up,Bareland,NULL,Non_Wetland,Built-up
572,Built-up,Bareland,NULL,Non_Wetland,Water
573,Built-up,Bareland,NULL,Non_Wetland,Forest
574,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
575,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
576,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
577,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
578,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
579,Built-up,Bareland,Non_Water,Non_Wetland,Forest
580,Built-up,Bareland,Water,Non_Wetland,Grassland
581,Built-up,Bareland,Water,Non_Wetland,Wetland
582,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
583,Built-up,Bareland,Water,Non_Wetland,Bareland
584,Built-up,Bareland,Water,Non_Wetland,Built-up
585,Built-up,Bareland,Water,Non_Wetland,Water
586,Built-up,Bareland,Water,Non_Wetland,Forest
587,Built-up,Built-up,NULL,Non_Wetland,Grassland
588,Built-up,Built-up,NULL,Non_Wetland,Wetland
589,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
590,Built-up,Built-up,NULL,Non_Wetland,Bareland
591,Built-up,Built-up,NULL,Non_Wetland,Built-up
592,Built-up,Built-up,NULL,Non_Wetland,Water
593,Built-up,Built-up,NULL,Non_Wetland,Forest
594,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
595,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
596,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
597,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
598,Built-up,Built-up,Non_Water,Non_Wetland,Forest
599,Built-up,Built-up,Water,Non_Wetland,Grassland
600,Built-up,Built-up,Water,Non_Wetland,Bareland
601,Built-up,Built-up,Water,Non_Wetland,Built-up
602,Built-up,Built-up,Water,Non_Wetland,Forest
603,Built-up,Water,NULL,Water,Grassland
604,Built-up,Water,NULL,Water,Wetland
605,Built-up,Water,NULL,Water,Bareland
606,Built-up,Water,NULL,Water,Built-up
607,Built-up,Water,NULL,Water,Water
608,Built-up,Water,NULL,Water,Forest
609,Built-up,Water,Non_Water,Water,Grassland
610,Built-up,Water,Non_Water,Water,Bareland
611,Built-up,Water,Non_Water,Water,Built-up
612,Built-up,Water,Non_Water,Water,Forest
613,Built-up,Water,Water,Water,Grassland
614,Built-up,Water,Water,Water,Bareland
615,Built-up,Water,Water,Water,Built-up
616,Built-up,Water,Water,Water,Water
617,Built-up,Water,Water,Water,Forest
618,Built-up,Forest,NULL,Non_Wetland,NULL
619,Built-up,Forest,NULL,Non_Wetland,Grassland
620,Built-up,Forest,NULL,Non_Wetland,Wetland
621,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
622,Built-up,Forest,NULL,Non_Wetland,Bareland
623,Built-up,Forest,NULL,Non_Wetland,Built-up
624,Built-up,Forest,NULL,Non_Wetland,Water
625,Built-up,Forest,NULL,Non_Wetland,Forest
626,Built-up,Forest,Non_Water,Non_Wetland,Grassland
627,Built-up,Forest,Non_Water,Non_Wetland,Bareland
628,Built-up,Forest,Non_Water,Non_Wetland,Built-up
629,Built-up,Forest,Non_Water,Non_Wetland,Forest
630,Built-up,Forest,Water,Non_Wetland,Grassland
631,Built-up,Forest,Water,Non_Wetland,Wetland
632,Built-up,Forest,Water,Non_Wetland,Built-up
633,Built-up,Forest,Water,Non_Wetland,Water
634,Built-up,Forest,Water,Non_Wetland,Forest
635,Water,NULL,NULL,Non_Wetland,NULL
636,Water,NULL,NULL,Non_Wetland,Grassland
637,Water,NULL,NULL,Non_Wetland,Wetland
638,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
639,Water,NULL,NULL,Non_Wetland,Water
640,Water,NULL,NULL,Non_Wetland,Forest
641,Water,NULL,Non_Water,Non_Wetland,Grassland
642,Water,NULL,Non_Water,Non_Wetland,Wetland
643,Water,NULL,Non_Water,Non_Wetland,Water
644,Water,NULL,Non_Water,Non_Wetland,Forest
645,Water,NULL,Water,Non_Wetland,Grassland
646,Water,NULL,Water,Non_Wetland,Wetland
647,Water,NULL,Water,Non_Wetland,Water
648,Water,NULL,Water,Non_Wetland,Forest
649,Water,Shrubland,NULL,Non_Wetland,NULL
650,Water,Shrubland,NULL,Non_Wetland,Grassland
651,Water,Shrubland,NULL,Non_Wetland,Wetland
652,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
653,Water,Shrubland,NULL,Non_Wetland,Built-up
654,Water,Shrubland,NULL,Non_Wetland,Water
655,Water,Shrubland,NULL,Non_Wetland,Forest
656,Water,Shrubland,Non_Water,Non_Wetland,Grassland
657,Water,Shrubland,Non_Water,Non_Wetland,Wetland
658,Water,Shrubland,Non_Water,Non_Wetland,Bareland
659,Water,Shrubland,Non_Water,Non_Wetland,Built-up
660,Water,Shrubland,Non_Water,Non_Wetland,Water
661,Water,Shrubland,Non_Water,Non_Wetland,Forest
662,Water,Shrubland,Water,Non_Wetland,Grassland
663,Water,Shrubland,Water,Non_Wetland,Wetland
664,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
665,Water,Shrubland,Water,Non_Wetland,Bareland
666,Water,Shrubland,Water,Non_Wetland,Built-up
667,Water,Shrubland,Water,Non_Wetland,Water
668,Water,Shrubland,Water,Non_Wetland,Forest
669,Water,Grassland,NULL,Non_Wetland,Grassland
670,Water,Grassland,NULL,Non_Wetland,Wetland
671,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
672,Water,Grassland,NULL,Non_Wetland,Water
673,Water,Grassland,NULL,Non_Wetland,Forest
674,Water,Grassland,Non_Water,Non_Wetland,Grassland
675,Water,Grassland,Non_Water,Non_Wetland,Wetland
676,Water,Grassland,Non_Water,Non_Wetland,Bareland
677,Water,Grassland,Non_Water,Non_Wetland,Built-up
678,Water,Grassland,Non_Water,Non_Wetland,Water
679,Water,Grassland,Non_Water,Non_Wetland,Forest
680,Water,Grassland,Water,Non_Wetland,Grassland
681,Water,Grassland,Water,Non_Wetland,Wetland
682,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
683,Water,Grassland,Water,Non_Wetland,Built-up
684,Water,Grassland,Water,Non_Wetland,Water
685,Water,Grassland,Water,Non_Wetland,Forest
686,Water,Wetland,NULL,Wetland,NULL
687,Water,Wetland,NULL,Wetland,Grassland
688,Water,Wetland,NULL,Wetland,Wetland
689,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
690,Water,Wetland,NULL,Wetland,Bareland
691,Water,Wetland,NULL,Wetland,Built-up
692,Water,Wetland,NULL,Wetland,Water
693,Water,Wetland,NULL,Wetland,Forest
694,Water,Wetland,Non_Water,Wetland,NULL
695,Water,Wetland,Non_Water,Wetland,Grassland
696,Water,Wetland,Non_Water,Wetland,Wetland
697,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
698,Water,Wetland,Non_Water,Wetland,Bareland
699,Water,Wetland,Non_Water,Wetland,Built-up
700,Water,Wetland,Non_Water,Wetland,Water
701,Water,Wetland,Non_Water,Wetland,Forest
702,Water,Wetland,Water,Wetland,NULL
703,Water,Wetland,Water,Wetland,Grassland
704,Water,Wetland,Water,Wetland,Wetland
705,Water,Wetland,Water,Wetland,Lichens_and_Mosses
706,Water,Wetland,Water,Wetland,Bareland
707,Water,Wetland,Water,Wetland,Built-up
708,Water,Wetland,Water,Wetland,Water
709,Water,Wetland,Water,Wetland,Forest
710,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
711,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
712,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
713,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
714,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
715,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
716,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
717,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
718,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
719,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
720,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
721,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
722,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
723,Water,Lichens_and_Mosses,Water,Non_Wetland,Built-up
724,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
725,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
726,Water,Bareland,NULL,Non_Wetland,NULL
727,Water,Bareland,NULL,Non_Wetland,Grassland
728,Water,Bareland,NULL,Non_Wetland,Wetland
729,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
730,Water,Bareland,NULL,Non_Wetland,Bareland
731,Water,Bareland,NULL,Non_Wetland,Built-up
732,Water,Bareland,NULL,Non_Wetland,Water
733,Water,Bareland,NULL,Non_Wetland,Forest
734,Water,Bareland,Non_Water,Non_Wetland,Grassland
735,Water,Bareland,Non_Water,Non_Wetland,Wetland
736,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
737,Water,Bareland,Non_Water,Non_Wetland,Bareland
738,Water,Bareland,Non_Water,Non_Wetland,Built-up
739,Water,Bareland,Non_Water,Non_Wetland,Water
740,Water,Bareland,Non_Water,Non_Wetland,Forest
741,Water,Bareland,Water,Non_Wetland,Grassland
742,Water,Bareland,Water,Non_Wetland,Wetland
743,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
744,Water,Bareland,Water,Non_Wetland,Bareland
745,Water,Bareland,Water,Non_Wetland,Built-up
746,Water,Bareland,Water,Non_Wetland,Water
747,Water,Bareland,Water,Non_Wetland,Forest
748,Water,Built-up,NULL,Non_Wetland,Grassland
749,Water,Built-up,NULL,Non_Wetland,Wetland
750,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
751,Water,Built-up,NULL,Non_Wetland,Bareland
752,Water,Built-up,NULL,Non_Wetland,Built-up
753,Water,Built-up,NULL,Non_Wetland,Water
754,Water,Built-up,NULL,Non_Wetland,Forest
755,Water,Built-up,Non_Water,Non_Wetland,Grassland
756,Water,Built-up,Non_Water,Non_Wetland,Bareland
757,Water,Built-up,Non_Water,Non_Wetland,Built-up
758,Water,Built-up,Non_Water,Non_Wetland,Water
759,Water,Built-up,Non_Water,Non_Wetland,Forest
760,Water,Built-up,Water,Non_Wetland,Grassland
761,Water,Built-up,Water,Non_Wetland,Wetland
762,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
763,Water,Built-up,Water,Non_Wetland,Bareland
764,Water,Built-up,Water,Non_Wetland,Built-up
765,Water,Built-up,Water,Non_Wetland,Water
766,Water,Built-up,Water,Non_Wetland,Forest
767,Water,Water,NULL,Water,NULL
768,Water,Water,NULL,Water,Grassland
769,Water,Water,NULL,Water,Wetland
770,Water,Water,NULL,Water,Lichens_and_Mosses
771,Water,Water,NULL,Water,Bareland
772,Water,Water,NULL,Water,Built-up
773,Water,Water,NULL,Water,Water
774,Water,Water,NULL,Water,Forest
775,Water,Water,Non_Water,Water,Grassland
776,Water,Water,Non_Water,Water,Wetland
777,Water,Water,Non_Water,Water,Lichens_and_Mosses
778,Water,Water,Non_Water,Water,Bareland
779,Water,Water,Non_Water,Water,Built-up
780,Water,Water,Non_Water,Water,Water
781,Water,Water,Non_Water,Water,Forest
782,Water,Water,Water,Water,NULL
783,Water,Water,Water,Water,Grassland
784,Water,Water,Water,Water,Wetland
785,Water,Water,Water,Water,Lichens_and_Mosses
786,Water,Water,Water,Water,Bareland
787,Water,Water,Water,Water,Built-up
788,Water,Water,Water,Water,Water
789,Water,Water,Water,Water,Forest
790,Water,Forest,NULL,Non_Wetland,NULL
791,Water,Forest,NULL,Non_Wetland,Grassland
792,Water,Forest,NULL,Non_Wetland,Wetland
793,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
794,Water,Forest,NULL,Non_Wetland,Bareland
795,Water,Forest,NULL,Non_Wetland,Built-up
796,Water,Forest,NULL,Non_Wetland,Water
797,Water,Forest,NULL,Non_Wetland,Forest
798,Water,Forest,Non_Water,Non_Wetland,Grassland
799,Water,Forest,Non_Water,Non_Wetland,Wetland
800,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
801,Water,Forest,Non_Water,Non_Wetland,Bareland
802,Water,Forest,Non_Water,Non_Wetland,Built-up
803,Water,Forest,Non_Water,Non_Wetland,Water
804,Water,Forest,Non_Water,Non_Wetland,Forest
805,Water,Forest,Water,Non_Wetland,NULL
806,Water,Forest,Water,Non_Wetland,Grassland
807,Water,Forest,Water,Non_Wetland,Wetland
808,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
809,Water,Forest,Water,Non_Wetland,Bareland
810,Water,Forest,Water,Non_Wetland,Built-up
811,Water,Forest,Water,Non_Wetland,Water
812,Water,Forest,Water,Non_Wetland,Forest
813,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
814,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
815,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
816,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
817,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
818,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
819,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
820,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
821,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
822,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
823,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
824,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
825,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
826,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
827,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
828,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
829,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
830,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
831,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
832,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
833,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
834,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
835,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
836,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL
837,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
838,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
839,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
840,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
841,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
842,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
843,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
844,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
845,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
846,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
847,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
848,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
849,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
850,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
851,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
852,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
853,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
854,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
855,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
856,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
857,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
858,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
859,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
860,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
861,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
862,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
863,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
864,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Built-up
865,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
866,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
867,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
868,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
869,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
870,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
871,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
872,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
873,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
874,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
875,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
876,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
877,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
878,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
879,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
880,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
881,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
882,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
883,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
884,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
885,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
886,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
887,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
888,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
889,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
890,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
891,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
892,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
893,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
894,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
895,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
896,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
897,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
898,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
899,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
900,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
901,Permanent_ice_and_snow,Water,NULL,Water,NULL
902,Permanent_ice_and_snow,Water,NULL,Water,Grassland
903,Permanent_ice_and_snow,Water,NULL,Water,Wetland
904,Permanent_ice_and_snow,Water,NULL,Water,Bareland
905,Permanent_ice_and_snow,Water,NULL,Water,Water
906,Permanent_ice_and_snow,Water,NULL,Water,Forest
907,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
908,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
909,Permanent_ice_and_snow,Water,Water,Water,Grassland
910,Permanent_ice_and_snow,Water,Water,Water,Wetland
911,Permanent_ice_and_snow,Water,Water,Water,Built-up
912,Permanent_ice_and_snow,Water,Water,Water,Water
913,Permanent_ice_and_snow,Water,Water,Water,Forest
914,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
915,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
916,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
917,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
918,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
919,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
920,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
921,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
922,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
923,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
924,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
925,Permanent_ice_and_snow,Forest,Water,Non_Wetland,NULL
926,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
927,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
928,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
929,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
930,Forest,NULL,NULL,Non_Wetland,NULL
931,Forest,NULL,NULL,Non_Wetland,Grassland
932,Forest,NULL,NULL,Non_Wetland,Wetland
933,Forest,NULL,NULL,Non_Wetland,Bareland
934,Forest,NULL,NULL,Non_Wetland,Built-up
935,Forest,NULL,NULL,Non_Wetland,Water
936,Forest,NULL,NULL,Non_Wetland,Forest
937,Forest,NULL,Non_Water,Non_Wetland,Grassland
938,Forest,NULL,Non_Water,Non_Wetland,Wetland
939,Forest,NULL,Non_Water,Non_Wetland,Water
940,Forest,NULL,Non_Water,Non_Wetland,Forest
941,Forest,NULL,Water,Non_Wetland,Grassland
942,Forest,NULL,Water,Non_Wetland,Wetland
943,Forest,NULL,Water,Non_Wetland,Water
944,Forest,NULL,Water,Non_Wetland,Forest
945,Forest,Shrubland,NULL,Non_Wetland,NULL
946,Forest,Shrubland,NULL,Non_Wetland,Grassland
947,Forest,Shrubland,NULL,Non_Wetland,Wetland
948,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
949,Forest,Shrubland,NULL,Non_Wetland,Bareland
950,Forest,Shrubland,NULL,Non_Wetland,Built-up
951,Forest,Shrubland,NULL,Non_Wetland,Water
952,Forest,Shrubland,NULL,Non_Wetland,Forest
