Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VPJ_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VPJ_M_R,SIBERIA_2024_GSW_Yearly_2021_41VPJ_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VPJ_M_R,SIBERIA_2024_WorldCover_2021_41VPJ_M_R
482,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
483,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
484,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
485,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
486,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
487,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
488,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
489,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
490,Built-up,Bareland,NULL,Non_Wetland,NULL
491,Built-up,Bareland,NULL,Non_Wetland,Grassland
492,Built-up,Bareland,NULL,Non_Wetland,Cropland
493,Built-up,Bareland,NULL,Non_Wetland,Wetland
494,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
495,Built-up,Bareland,NULL,Non_Wetland,Bareland
496,Built-up,Bareland,NULL,Non_Wetland,Built-up
497,Built-up,Bareland,NULL,Non_Wetland,Water
498,Built-up,Bareland,NULL,Non_Wetland,Forest
499,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
500,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
501,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
502,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
503,Built-up,Bareland,Non_Water,Non_Wetland,Water
504,Built-up,Bareland,Non_Water,Non_Wetland,Forest
505,Built-up,Bareland,Water,Non_Wetland,Grassland
506,Built-up,Bareland,Water,Non_Wetland,Wetland
507,Built-up,Bareland,Water,Non_Wetland,Bareland
508,Built-up,Bareland,Water,Non_Wetland,Built-up
509,Built-up,Bareland,Water,Non_Wetland,Water
510,Built-up,Bareland,Water,Non_Wetland,Forest
511,Built-up,Built-up,NULL,Non_Wetland,Grassland
512,Built-up,Built-up,NULL,Non_Wetland,Cropland
513,Built-up,Built-up,NULL,Non_Wetland,Wetland
514,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
515,Built-up,Built-up,NULL,Non_Wetland,Bareland
516,Built-up,Built-up,NULL,Non_Wetland,Built-up
517,Built-up,Built-up,NULL,Non_Wetland,Water
518,Built-up,Built-up,NULL,Non_Wetland,Forest
519,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
520,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
521,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
522,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
523,Built-up,Built-up,Non_Water,Non_Wetland,Forest
524,Built-up,Built-up,Water,Non_Wetland,Grassland
525,Built-up,Built-up,Water,Non_Wetland,Bareland
526,Built-up,Built-up,Water,Non_Wetland,Built-up
527,Built-up,Built-up,Water,Non_Wetland,Water
528,Built-up,Built-up,Water,Non_Wetland,Forest
529,Built-up,Water,NULL,Water,Grassland
530,Built-up,Water,NULL,Water,Wetland
531,Built-up,Water,NULL,Water,Built-up
532,Built-up,Water,NULL,Water,Water
533,Built-up,Water,NULL,Water,Forest
534,Built-up,Water,Non_Water,Water,Water
535,Built-up,Water,Water,Water,Wetland
536,Built-up,Water,Water,Water,Water
537,Built-up,Water,Water,Water,Forest
538,Built-up,Forest,NULL,Non_Wetland,NULL
539,Built-up,Forest,NULL,Non_Wetland,Grassland
540,Built-up,Forest,NULL,Non_Wetland,Cropland
541,Built-up,Forest,NULL,Non_Wetland,Wetland
542,Built-up,Forest,NULL,Non_Wetland,Bareland
543,Built-up,Forest,NULL,Non_Wetland,Built-up
544,Built-up,Forest,NULL,Non_Wetland,Water
545,Built-up,Forest,NULL,Non_Wetland,Forest
546,Built-up,Forest,Non_Water,Non_Wetland,Grassland
547,Built-up,Forest,Non_Water,Non_Wetland,Bareland
548,Built-up,Forest,Non_Water,Non_Wetland,Built-up
549,Built-up,Forest,Non_Water,Non_Wetland,Forest
550,Built-up,Forest,Water,Non_Wetland,Grassland
551,Built-up,Forest,Water,Non_Wetland,Water
552,Built-up,Forest,Water,Non_Wetland,Forest
553,Water,NULL,NULL,Non_Wetland,Grassland
554,Water,NULL,NULL,Non_Wetland,Wetland
555,Water,NULL,NULL,Non_Wetland,Water
556,Water,NULL,NULL,Non_Wetland,Forest
557,Water,NULL,Non_Water,Non_Wetland,Grassland
558,Water,NULL,Non_Water,Non_Wetland,Wetland
559,Water,NULL,Non_Water,Non_Wetland,Water
560,Water,NULL,Non_Water,Non_Wetland,Forest
561,Water,NULL,Water,Non_Wetland,Grassland
562,Water,NULL,Water,Non_Wetland,Wetland
563,Water,NULL,Water,Non_Wetland,Water
564,Water,NULL,Water,Non_Wetland,Forest
565,Water,Shrubland,NULL,Non_Wetland,Grassland
566,Water,Shrubland,NULL,Non_Wetland,Wetland
567,Water,Shrubland,NULL,Non_Wetland,Water
568,Water,Shrubland,NULL,Non_Wetland,Forest
569,Water,Shrubland,Non_Water,Non_Wetland,Grassland
570,Water,Shrubland,Non_Water,Non_Wetland,Wetland
571,Water,Shrubland,Non_Water,Non_Wetland,Water
572,Water,Shrubland,Non_Water,Non_Wetland,Forest
573,Water,Shrubland,Water,Non_Wetland,Grassland
574,Water,Shrubland,Water,Non_Wetland,Wetland
575,Water,Shrubland,Water,Non_Wetland,Water
576,Water,Shrubland,Water,Non_Wetland,Forest
577,Water,Grassland,NULL,Non_Wetland,Grassland
578,Water,Grassland,NULL,Non_Wetland,Wetland
579,Water,Grassland,NULL,Non_Wetland,Forest
580,Water,Grassland,Non_Water,Non_Wetland,Grassland
581,Water,Grassland,Non_Water,Non_Wetland,Wetland
582,Water,Grassland,Water,Non_Wetland,Grassland
583,Water,Grassland,Water,Non_Wetland,Wetland
584,Water,Grassland,Water,Non_Wetland,Water
585,Water,Cropland,NULL,Non_Wetland,Grassland
586,Water,Cropland,NULL,Non_Wetland,Wetland
587,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
588,Water,Cropland,NULL,Non_Wetland,Bareland
589,Water,Cropland,NULL,Non_Wetland,Water
590,Water,Cropland,NULL,Non_Wetland,Forest
591,Water,Cropland,Non_Water,Non_Wetland,Grassland
592,Water,Cropland,Non_Water,Non_Wetland,Wetland
593,Water,Cropland,Non_Water,Non_Wetland,Forest
594,Water,Cropland,Water,Non_Wetland,Bareland
595,Water,Cropland,Water,Non_Wetland,Water
596,Water,Cropland,Water,Non_Wetland,Forest
597,Water,Wetland,NULL,Wetland,NULL
598,Water,Wetland,NULL,Wetland,Grassland
599,Water,Wetland,NULL,Wetland,Wetland
600,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
601,Water,Wetland,NULL,Wetland,Water
602,Water,Wetland,NULL,Wetland,Forest
603,Water,Wetland,Non_Water,Wetland,Grassland
604,Water,Wetland,Non_Water,Wetland,Cropland
605,Water,Wetland,Non_Water,Wetland,Wetland
606,Water,Wetland,Non_Water,Wetland,Water
607,Water,Wetland,Non_Water,Wetland,Forest
608,Water,Wetland,Water,Wetland,NULL
609,Water,Wetland,Water,Wetland,Grassland
610,Water,Wetland,Water,Wetland,Cropland
611,Water,Wetland,Water,Wetland,Wetland
612,Water,Wetland,Water,Wetland,Water
613,Water,Wetland,Water,Wetland,Forest
614,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
615,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
616,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
617,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
618,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
619,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
620,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
621,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
622,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
623,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
624,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
625,Water,Bareland,NULL,Non_Wetland,NULL
626,Water,Bareland,NULL,Non_Wetland,Grassland
627,Water,Bareland,NULL,Non_Wetland,Wetland
628,Water,Bareland,NULL,Non_Wetland,Bareland
629,Water,Bareland,NULL,Non_Wetland,Built-up
630,Water,Bareland,NULL,Non_Wetland,Water
631,Water,Bareland,NULL,Non_Wetland,Forest
632,Water,Bareland,Non_Water,Non_Wetland,Grassland
633,Water,Bareland,Non_Water,Non_Wetland,Wetland
634,Water,Bareland,Non_Water,Non_Wetland,Bareland
635,Water,Bareland,Non_Water,Non_Wetland,Water
636,Water,Bareland,Non_Water,Non_Wetland,Forest
637,Water,Bareland,Water,Non_Wetland,Grassland
638,Water,Bareland,Water,Non_Wetland,Wetland
639,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
640,Water,Bareland,Water,Non_Wetland,Bareland
641,Water,Bareland,Water,Non_Wetland,Water
642,Water,Bareland,Water,Non_Wetland,Forest
643,Water,Built-up,NULL,Non_Wetland,Grassland
644,Water,Built-up,NULL,Non_Wetland,Bareland
645,Water,Built-up,NULL,Non_Wetland,Built-up
646,Water,Built-up,NULL,Non_Wetland,Water
647,Water,Built-up,NULL,Non_Wetland,Forest
648,Water,Built-up,Non_Water,Non_Wetland,Grassland
649,Water,Built-up,Non_Water,Non_Wetland,Bareland
650,Water,Built-up,Non_Water,Non_Wetland,Built-up
651,Water,Built-up,Non_Water,Non_Wetland,Water
652,Water,Built-up,Non_Water,Non_Wetland,Forest
653,Water,Built-up,Water,Non_Wetland,Grassland
654,Water,Built-up,Water,Non_Wetland,Wetland
655,Water,Built-up,Water,Non_Wetland,Bareland
656,Water,Built-up,Water,Non_Wetland,Water
657,Water,Water,NULL,Water,NULL
658,Water,Water,NULL,Water,Grassland
659,Water,Water,NULL,Water,Wetland
660,Water,Water,NULL,Water,Bareland
661,Water,Water,NULL,Water,Water
662,Water,Water,NULL,Water,Forest
663,Water,Water,Non_Water,Water,Grassland
664,Water,Water,Non_Water,Water,Wetland
665,Water,Water,Non_Water,Water,Bareland
666,Water,Water,Non_Water,Water,Water
667,Water,Water,Non_Water,Water,Forest
668,Water,Water,Water,Water,Grassland
669,Water,Water,Water,Water,Wetland
670,Water,Water,Water,Water,Bareland
671,Water,Water,Water,Water,Water
672,Water,Water,Water,Water,Forest
673,Water,Forest,NULL,Non_Wetland,NULL
674,Water,Forest,NULL,Non_Wetland,Grassland
675,Water,Forest,NULL,Non_Wetland,Wetland
676,Water,Forest,NULL,Non_Wetland,Bareland
677,Water,Forest,NULL,Non_Wetland,Water
678,Water,Forest,NULL,Non_Wetland,Forest
679,Water,Forest,Non_Water,Non_Wetland,NULL
680,Water,Forest,Non_Water,Non_Wetland,Grassland
681,Water,Forest,Non_Water,Non_Wetland,Wetland
682,Water,Forest,Non_Water,Non_Wetland,Water
683,Water,Forest,Non_Water,Non_Wetland,Forest
684,Water,Forest,Water,Non_Wetland,Grassland
685,Water,Forest,Water,Non_Wetland,Wetland
686,Water,Forest,Water,Non_Wetland,Water
687,Water,Forest,Water,Non_Wetland,Forest
688,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
689,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
690,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
691,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
692,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
693,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
694,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
695,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
696,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
697,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
698,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
699,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Water
700,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
701,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
702,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
703,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
704,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
705,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
706,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
707,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
708,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
709,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
710,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
711,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
712,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
713,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
714,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
715,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
716,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
717,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
718,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
719,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
720,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
721,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
722,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
723,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
724,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
725,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
726,Permanent_ice_and_snow,Water,NULL,Water,Water
727,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
728,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
729,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
730,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
731,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
732,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
733,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
734,Forest,NULL,NULL,Non_Wetland,NULL
735,Forest,NULL,NULL,Non_Wetland,Grassland
736,Forest,NULL,NULL,Non_Wetland,Wetland
737,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
738,Forest,NULL,NULL,Non_Wetland,Bareland
739,Forest,NULL,NULL,Non_Wetland,Built-up
740,Forest,NULL,NULL,Non_Wetland,Water
741,Forest,NULL,NULL,Non_Wetland,Forest
742,Forest,NULL,Non_Water,Non_Wetland,Grassland
743,Forest,NULL,Non_Water,Non_Wetland,Wetland
744,Forest,NULL,Non_Water,Non_Wetland,Water
745,Forest,NULL,Non_Water,Non_Wetland,Forest
746,Forest,NULL,Water,Non_Wetland,Grassland
747,Forest,NULL,Water,Non_Wetland,Wetland
748,Forest,NULL,Water,Non_Wetland,Bareland
749,Forest,NULL,Water,Non_Wetland,Water
750,Forest,NULL,Water,Non_Wetland,Forest
751,Forest,Shrubland,NULL,Non_Wetland,NULL
752,Forest,Shrubland,NULL,Non_Wetland,Grassland
753,Forest,Shrubland,NULL,Non_Wetland,Wetland
754,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
755,Forest,Shrubland,NULL,Non_Wetland,Bareland
756,Forest,Shrubland,NULL,Non_Wetland,Built-up
757,Forest,Shrubland,NULL,Non_Wetland,Water
758,Forest,Shrubland,NULL,Non_Wetland,Forest
759,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
760,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
761,Forest,Shrubland,Non_Water,Non_Wetland,Water
762,Forest,Shrubland,Non_Water,Non_Wetland,Forest
763,Forest,Shrubland,Water,Non_Wetland,Grassland
764,Forest,Shrubland,Water,Non_Wetland,Forest
765,Forest,Grassland,NULL,Non_Wetland,Grassland
766,Forest,Grassland,NULL,Non_Wetland,Wetland
767,Forest,Grassland,NULL,Non_Wetland,Built-up
768,Forest,Grassland,NULL,Non_Wetland,Water
769,Forest,Grassland,NULL,Non_Wetland,Forest
770,Forest,Grassland,Non_Water,Non_Wetland,Grassland
771,Forest,Grassland,Non_Water,Non_Wetland,Forest
772,Forest,Grassland,Water,Non_Wetland,Forest
773,Forest,Cropland,NULL,Non_Wetland,NULL
774,Forest,Cropland,NULL,Non_Wetland,Grassland
775,Forest,Cropland,NULL,Non_Wetland,Wetland
776,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
777,Forest,Cropland,NULL,Non_Wetland,Bareland
778,Forest,Cropland,NULL,Non_Wetland,Built-up
779,Forest,Cropland,NULL,Non_Wetland,Water
780,Forest,Cropland,NULL,Non_Wetland,Forest
781,Forest,Cropland,Non_Water,Non_Wetland,Grassland
782,Forest,Cropland,Non_Water,Non_Wetland,Bareland
783,Forest,Cropland,Non_Water,Non_Wetland,Water
784,Forest,Cropland,Non_Water,Non_Wetland,Forest
785,Forest,Cropland,Water,Non_Wetland,Bareland
786,Forest,Cropland,Water,Non_Wetland,Water
787,Forest,Cropland,Water,Non_Wetland,Forest
788,Forest,Wetland,NULL,Wetland,NULL
789,Forest,Wetland,NULL,Wetland,Grassland
790,Forest,Wetland,NULL,Wetland,Wetland
791,Forest,Wetland,NULL,Wetland,Bareland
792,Forest,Wetland,NULL,Wetland,Built-up
793,Forest,Wetland,NULL,Wetland,Water
794,Forest,Wetland,NULL,Wetland,Forest
795,Forest,Wetland,Non_Water,Wetland,NULL
796,Forest,Wetland,Non_Water,Wetland,Grassland
797,Forest,Wetland,Non_Water,Wetland,Wetland
798,Forest,Wetland,Non_Water,Wetland,Water
799,Forest,Wetland,Non_Water,Wetland,Forest
800,Forest,Wetland,Water,Wetland,Grassland
801,Forest,Wetland,Water,Wetland,Wetland
802,Forest,Wetland,Water,Wetland,Water
803,Forest,Wetland,Water,Wetland,Forest
804,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
805,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
806,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
807,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
808,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
809,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
810,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
811,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
812,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
813,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
814,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
815,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
816,Forest,Lichens_and_Mosses,Water,Non_Wetland,Built-up
817,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
818,Forest,Bareland,NULL,Non_Wetland,NULL
819,Forest,Bareland,NULL,Non_Wetland,Grassland
820,Forest,Bareland,NULL,Non_Wetland,Cropland
821,Forest,Bareland,NULL,Non_Wetland,Wetland
822,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
823,Forest,Bareland,NULL,Non_Wetland,Bareland
824,Forest,Bareland,NULL,Non_Wetland,Built-up
825,Forest,Bareland,NULL,Non_Wetland,Water
826,Forest,Bareland,NULL,Non_Wetland,Forest
827,Forest,Bareland,Non_Water,Non_Wetland,Grassland
828,Forest,Bareland,Non_Water,Non_Wetland,Wetland
829,Forest,Bareland,Non_Water,Non_Wetland,Bareland
830,Forest,Bareland,Non_Water,Non_Wetland,Built-up
831,Forest,Bareland,Non_Water,Non_Wetland,Water
832,Forest,Bareland,Non_Water,Non_Wetland,Forest
833,Forest,Bareland,Water,Non_Wetland,Grassland
834,Forest,Bareland,Water,Non_Wetland,Wetland
835,Forest,Bareland,Water,Non_Wetland,Bareland
836,Forest,Bareland,Water,Non_Wetland,Built-up
837,Forest,Bareland,Water,Non_Wetland,Water
838,Forest,Bareland,Water,Non_Wetland,Forest
839,Forest,Built-up,NULL,Non_Wetland,NULL
840,Forest,Built-up,NULL,Non_Wetland,Grassland
841,Forest,Built-up,NULL,Non_Wetland,Wetland
842,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
843,Forest,Built-up,NULL,Non_Wetland,Bareland
844,Forest,Built-up,NULL,Non_Wetland,Built-up
845,Forest,Built-up,NULL,Non_Wetland,Water
846,Forest,Built-up,NULL,Non_Wetland,Forest
847,Forest,Built-up,Non_Water,Non_Wetland,Grassland
848,Forest,Built-up,Non_Water,Non_Wetland,Bareland
849,Forest,Built-up,Non_Water,Non_Wetland,Built-up
850,Forest,Built-up,Non_Water,Non_Wetland,Forest
851,Forest,Built-up,Water,Non_Wetland,Grassland
852,Forest,Built-up,Water,Non_Wetland,Water
853,Forest,Built-up,Water,Non_Wetland,Forest
854,Forest,Water,NULL,Water,Grassland
855,Forest,Water,NULL,Water,Wetland
856,Forest,Water,NULL,Water,Bareland
857,Forest,Water,NULL,Water,Built-up
858,Forest,Water,NULL,Water,Water
859,Forest,Water,NULL,Water,Forest
860,Forest,Water,Non_Water,Water,Wetland
861,Forest,Water,Non_Water,Water,Water
862,Forest,Water,Non_Water,Water,Forest
863,Forest,Water,Water,Water,Grassland
864,Forest,Water,Water,Water,Wetland
865,Forest,Water,Water,Water,Bareland
866,Forest,Water,Water,Water,Water
867,Forest,Water,Water,Water,Forest
868,Forest,Forest,NULL,Non_Wetland,NULL
869,Forest,Forest,NULL,Non_Wetland,Grassland
870,Forest,Forest,NULL,Non_Wetland,Cropland
871,Forest,Forest,NULL,Non_Wetland,Wetland
872,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
873,Forest,Forest,NULL,Non_Wetland,Bareland
874,Forest,Forest,NULL,Non_Wetland,Built-up
875,Forest,Forest,NULL,Non_Wetland,Water
876,Forest,Forest,NULL,Non_Wetland,Forest
877,Forest,Forest,Non_Water,Non_Wetland,NULL
878,Forest,Forest,Non_Water,Non_Wetland,Grassland
879,Forest,Forest,Non_Water,Non_Wetland,Wetland
880,Forest,Forest,Non_Water,Non_Wetland,Bareland
881,Forest,Forest,Non_Water,Non_Wetland,Built-up
882,Forest,Forest,Non_Water,Non_Wetland,Water
883,Forest,Forest,Non_Water,Non_Wetland,Forest
884,Forest,Forest,Water,Non_Wetland,Grassland
885,Forest,Forest,Water,Non_Wetland,Wetland
886,Forest,Forest,Water,Non_Wetland,Bareland
887,Forest,Forest,Water,Non_Wetland,Water
888,Forest,Forest,Water,Non_Wetland,Forest
