Value,SIBERIA_2024_ESA_CALU_2024_44WND_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,SIBERIA_2024_WorldCover_2021_44WND_M_R
419,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
420,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
421,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
422,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
423,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
424,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
425,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland
426,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
427,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
428,NULL,Bareland,Built-up,Water,Non_Wetland,Water
429,NULL,Bareland,Water,NULL,NULL,Bareland
430,NULL,Bareland,Water,NULL,Water,Wetland
431,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
432,NULL,Bareland,Water,NULL,Water,Bareland
433,NULL,Bareland,Water,NULL,Water,Water
434,NULL,Bareland,Water,Non_Water,Water,Bareland
435,NULL,Bareland,Water,Non_Water,Water,Water
436,NULL,Bareland,Water,Water,NULL,Bareland
437,NULL,Bareland,Water,Water,NULL,Water
438,NULL,Bareland,Water,Water,Water,Wetland
439,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
440,NULL,Bareland,Water,Water,Water,Bareland
441,NULL,Bareland,Water,Water,Water,Water
442,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
444,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
445,NULL,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
447,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
448,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
449,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
450,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
451,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
452,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
453,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
454,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
455,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
456,NULL,Built-up,Wetland,NULL,NULL,Grassland
457,NULL,Built-up,Wetland,NULL,NULL,Lichens_and_Mosses
458,NULL,Built-up,Wetland,NULL,NULL,Bareland
459,NULL,Built-up,Wetland,NULL,NULL,Water
460,NULL,Built-up,Wetland,NULL,Wetland,Grassland
461,NULL,Built-up,Wetland,NULL,Wetland,Wetland
462,NULL,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
463,NULL,Built-up,Wetland,NULL,Wetland,Bareland
464,NULL,Built-up,Wetland,NULL,Wetland,Water
465,NULL,Built-up,Wetland,NULL,Wetland,Forest
466,NULL,Built-up,Wetland,Non_Water,NULL,Bareland
467,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
468,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
469,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
470,NULL,Built-up,Wetland,Water,NULL,Grassland
471,NULL,Built-up,Wetland,Water,NULL,Lichens_and_Mosses
472,NULL,Built-up,Wetland,Water,NULL,Bareland
473,NULL,Built-up,Wetland,Water,NULL,Water
474,NULL,Built-up,Wetland,Water,Wetland,Grassland
475,NULL,Built-up,Wetland,Water,Wetland,Wetland
476,NULL,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
477,NULL,Built-up,Wetland,Water,Wetland,Bareland
478,NULL,Built-up,Wetland,Water,Wetland,Water
479,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
480,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
481,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
482,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
483,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
484,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
485,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
486,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
487,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
488,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
489,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
490,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
491,NULL,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
492,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
493,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
494,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
495,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
496,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
497,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
498,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
499,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
500,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
501,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
502,NULL,Built-up,Water,NULL,Water,Grassland
503,NULL,Built-up,Water,NULL,Water,Wetland
504,NULL,Built-up,Water,NULL,Water,Bareland
505,NULL,Built-up,Water,Water,NULL,Bareland
506,NULL,Built-up,Water,Water,NULL,Water
507,NULL,Built-up,Water,Water,Water,Bareland
508,NULL,Built-up,Water,Water,Water,Water
509,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
510,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
511,NULL,Water,NULL,NULL,Non_Wetland,Grassland
512,NULL,Water,NULL,NULL,Non_Wetland,Wetland
513,NULL,Water,NULL,NULL,Non_Wetland,Water
514,NULL,Water,NULL,Water,Non_Wetland,Water
515,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
516,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
517,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
518,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
519,NULL,Water,Shrubland,NULL,Non_Wetland,Water
520,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
521,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
522,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
523,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
524,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
525,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
526,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
527,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
528,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
529,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
530,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
531,NULL,Water,Shrubland,Water,Non_Wetland,Water
532,NULL,Water,Shrubland,Water,Non_Wetland,Forest
533,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
534,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
535,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
536,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
537,NULL,Water,Grassland,NULL,Non_Wetland,Water
538,NULL,Water,Grassland,NULL,Non_Wetland,Forest
539,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
540,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
541,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
542,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
543,NULL,Water,Grassland,Water,Non_Wetland,Grassland
544,NULL,Water,Grassland,Water,Non_Wetland,Wetland
545,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
546,NULL,Water,Grassland,Water,Non_Wetland,Water
547,NULL,Water,Grassland,Water,Non_Wetland,Forest
548,NULL,Water,Wetland,NULL,NULL,Grassland
549,NULL,Water,Wetland,NULL,NULL,Wetland
550,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
551,NULL,Water,Wetland,NULL,NULL,Bareland
552,NULL,Water,Wetland,NULL,NULL,Water
553,NULL,Water,Wetland,NULL,NULL,Forest
554,NULL,Water,Wetland,NULL,Wetland,Grassland
555,NULL,Water,Wetland,NULL,Wetland,Wetland
556,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
557,NULL,Water,Wetland,NULL,Wetland,Bareland
558,NULL,Water,Wetland,NULL,Wetland,Water
559,NULL,Water,Wetland,NULL,Wetland,Forest
560,NULL,Water,Wetland,Non_Water,NULL,Grassland
561,NULL,Water,Wetland,Non_Water,NULL,Wetland
562,NULL,Water,Wetland,Non_Water,NULL,Bareland
563,NULL,Water,Wetland,Non_Water,NULL,Water
564,NULL,Water,Wetland,Non_Water,NULL,Forest
565,NULL,Water,Wetland,Non_Water,Wetland,Grassland
566,NULL,Water,Wetland,Non_Water,Wetland,Wetland
567,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
568,NULL,Water,Wetland,Non_Water,Wetland,Bareland
569,NULL,Water,Wetland,Non_Water,Wetland,Water
570,NULL,Water,Wetland,Non_Water,Wetland,Forest
571,NULL,Water,Wetland,Water,NULL,Grassland
572,NULL,Water,Wetland,Water,NULL,Wetland
573,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
574,NULL,Water,Wetland,Water,NULL,Bareland
575,NULL,Water,Wetland,Water,NULL,Water
576,NULL,Water,Wetland,Water,NULL,Forest
577,NULL,Water,Wetland,Water,Wetland,Grassland
578,NULL,Water,Wetland,Water,Wetland,Wetland
579,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
580,NULL,Water,Wetland,Water,Wetland,Bareland
581,NULL,Water,Wetland,Water,Wetland,Water
582,NULL,Water,Wetland,Water,Wetland,Forest
583,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
584,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
585,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
586,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
587,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
588,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
589,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
590,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
591,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
592,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
593,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
594,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
595,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
596,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
597,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
598,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
599,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
600,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
601,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
602,NULL,Water,Bareland,NULL,Non_Wetland,Water
603,NULL,Water,Bareland,NULL,Non_Wetland,Forest
604,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
605,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
606,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
607,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
608,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
609,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
610,NULL,Water,Bareland,Water,Non_Wetland,Grassland
611,NULL,Water,Bareland,Water,Non_Wetland,Wetland
612,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
613,NULL,Water,Bareland,Water,Non_Wetland,Bareland
614,NULL,Water,Bareland,Water,Non_Wetland,Water
615,NULL,Water,Bareland,Water,Non_Wetland,Forest
616,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
617,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
618,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
619,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
620,NULL,Water,Built-up,NULL,Non_Wetland,Water
621,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
622,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
623,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
624,NULL,Water,Built-up,Water,Non_Wetland,Wetland
625,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
626,NULL,Water,Built-up,Water,Non_Wetland,Bareland
627,NULL,Water,Built-up,Water,Non_Wetland,Water
628,NULL,Water,Water,NULL,NULL,Grassland
629,NULL,Water,Water,NULL,NULL,Wetland
630,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
631,NULL,Water,Water,NULL,NULL,Bareland
632,NULL,Water,Water,NULL,NULL,Water
633,NULL,Water,Water,NULL,NULL,Forest
634,NULL,Water,Water,NULL,Water,Grassland
635,NULL,Water,Water,NULL,Water,Wetland
636,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
637,NULL,Water,Water,NULL,Water,Bareland
638,NULL,Water,Water,NULL,Water,Water
639,NULL,Water,Water,NULL,Water,Forest
640,NULL,Water,Water,Non_Water,NULL,Wetland
641,NULL,Water,Water,Non_Water,NULL,Water
642,NULL,Water,Water,Non_Water,Water,Grassland
643,NULL,Water,Water,Non_Water,Water,Wetland
644,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
645,NULL,Water,Water,Non_Water,Water,Bareland
646,NULL,Water,Water,Non_Water,Water,Water
647,NULL,Water,Water,Non_Water,Water,Forest
648,NULL,Water,Water,Water,NULL,Grassland
649,NULL,Water,Water,Water,NULL,Wetland
650,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
651,NULL,Water,Water,Water,NULL,Bareland
652,NULL,Water,Water,Water,NULL,Water
653,NULL,Water,Water,Water,NULL,Forest
654,NULL,Water,Water,Water,Water,Grassland
655,NULL,Water,Water,Water,Water,Wetland
656,NULL,Water,Water,Water,Water,Lichens_and_Mosses
657,NULL,Water,Water,Water,Water,Bareland
658,NULL,Water,Water,Water,Water,Water
659,NULL,Water,Water,Water,Water,Forest
660,NULL,Water,Forest,NULL,Non_Wetland,Grassland
661,NULL,Water,Forest,NULL,Non_Wetland,Wetland
662,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
663,NULL,Water,Forest,NULL,Non_Wetland,Bareland
664,NULL,Water,Forest,NULL,Non_Wetland,Water
665,NULL,Water,Forest,NULL,Non_Wetland,Forest
666,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
667,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
668,NULL,Water,Forest,Non_Water,Non_Wetland,Water
669,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
670,NULL,Water,Forest,Water,Non_Wetland,Grassland
671,NULL,Water,Forest,Water,Non_Wetland,Wetland
672,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
673,NULL,Water,Forest,Water,Non_Wetland,Bareland
674,NULL,Water,Forest,Water,Non_Wetland,Water
675,NULL,Water,Forest,Water,Non_Wetland,Forest
676,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
677,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
678,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
679,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
680,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
681,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
682,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
683,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
684,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
685,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
686,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
687,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
688,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
689,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
690,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
691,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
692,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
693,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
694,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
695,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
696,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
697,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
698,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
699,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
700,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
701,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
702,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
703,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
704,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
705,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
706,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
707,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
708,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
709,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
710,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
711,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
712,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Forest
713,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
714,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
715,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
716,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
717,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
718,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
719,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
720,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
721,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
722,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
723,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
724,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
725,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
726,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
727,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
728,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
729,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
730,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
731,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
732,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
733,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
734,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
735,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
736,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
737,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
738,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
739,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
740,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
741,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
742,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
743,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
744,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
745,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
746,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
747,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
748,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
749,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
750,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
751,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
752,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
753,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
754,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
755,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
756,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
757,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
758,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
759,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
760,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
761,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
762,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
763,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
764,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
765,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
766,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
767,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
768,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
769,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
770,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
771,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
772,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
773,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
774,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
775,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
776,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
777,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
778,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Forest
779,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
780,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
781,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
782,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
783,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
784,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
785,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Lichens_and_Mosses
786,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
787,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
788,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
789,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
790,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
791,NULL,Permanent_ice_and_snow,Water,Water,NULL,Grassland
792,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
793,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
794,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
795,NULL,Permanent_ice_and_snow,Water,Water,NULL,Forest
796,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
797,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
798,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
799,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
800,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
801,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
802,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
803,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
804,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
805,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
806,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
807,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
808,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
809,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
810,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
811,NULL,Forest,NULL,NULL,Non_Wetland,Water
812,NULL,Forest,NULL,NULL,Non_Wetland,Forest
813,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
814,NULL,Forest,NULL,Water,Non_Wetland,Wetland
815,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
816,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
817,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
818,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
819,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
820,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
821,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
