Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VNL_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VNL_M_R,SIBERIA_2024_GSW_Yearly_2021_41VNL_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VNL_M_R,SIBERIA_2024_WorldCover_2021_41VNL_M_R
491,Water,Wetland,Non_Water,Wetland,Bareland
492,Water,Wetland,Non_Water,Wetland,Built-up
493,Water,Wetland,Non_Water,Wetland,Water
494,Water,Wetland,Non_Water,Wetland,Forest
495,Water,Wetland,Water,Wetland,NULL
496,Water,Wetland,Water,Wetland,Grassland
497,Water,Wetland,Water,Wetland,Cropland
498,Water,Wetland,Water,Wetland,Wetland
499,Water,Wetland,Water,Wetland,Lichens_and_Mosses
500,Water,Wetland,Water,Wetland,Bareland
501,Water,Wetland,Water,Wetland,Built-up
502,Water,Wetland,Water,Wetland,Water
503,Water,Wetland,Water,Wetland,Forest
504,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
505,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
506,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
507,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
508,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
509,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
510,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
511,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
512,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
513,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
514,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
515,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
516,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
517,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
518,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
519,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
520,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
521,Water,Bareland,NULL,Non_Wetland,Grassland
522,Water,Bareland,NULL,Non_Wetland,Wetland
523,Water,Bareland,NULL,Non_Wetland,Bareland
524,Water,Bareland,NULL,Non_Wetland,Built-up
525,Water,Bareland,NULL,Non_Wetland,Water
526,Water,Bareland,NULL,Non_Wetland,Forest
527,Water,Bareland,Non_Water,Non_Wetland,Grassland
528,Water,Bareland,Non_Water,Non_Wetland,Wetland
529,Water,Bareland,Non_Water,Non_Wetland,Bareland
530,Water,Bareland,Non_Water,Non_Wetland,Built-up
531,Water,Bareland,Non_Water,Non_Wetland,Water
532,Water,Bareland,Non_Water,Non_Wetland,Forest
533,Water,Bareland,Water,Non_Wetland,NULL
534,Water,Bareland,Water,Non_Wetland,Grassland
535,Water,Bareland,Water,Non_Wetland,Wetland
536,Water,Bareland,Water,Non_Wetland,Bareland
537,Water,Bareland,Water,Non_Wetland,Built-up
538,Water,Bareland,Water,Non_Wetland,Water
539,Water,Bareland,Water,Non_Wetland,Forest
540,Water,Built-up,NULL,Non_Wetland,Grassland
541,Water,Built-up,NULL,Non_Wetland,Wetland
542,Water,Built-up,NULL,Non_Wetland,Bareland
543,Water,Built-up,NULL,Non_Wetland,Built-up
544,Water,Built-up,NULL,Non_Wetland,Water
545,Water,Built-up,NULL,Non_Wetland,Forest
546,Water,Built-up,Non_Water,Non_Wetland,Grassland
547,Water,Built-up,Non_Water,Non_Wetland,Wetland
548,Water,Built-up,Non_Water,Non_Wetland,Bareland
549,Water,Built-up,Non_Water,Non_Wetland,Built-up
550,Water,Built-up,Non_Water,Non_Wetland,Water
551,Water,Built-up,Non_Water,Non_Wetland,Forest
552,Water,Built-up,Water,Non_Wetland,Grassland
553,Water,Built-up,Water,Non_Wetland,Wetland
554,Water,Built-up,Water,Non_Wetland,Bareland
555,Water,Built-up,Water,Non_Wetland,Built-up
556,Water,Built-up,Water,Non_Wetland,Water
557,Water,Built-up,Water,Non_Wetland,Forest
558,Water,Water,NULL,Water,NULL
559,Water,Water,NULL,Water,Grassland
560,Water,Water,NULL,Water,Wetland
561,Water,Water,NULL,Water,Bareland
562,Water,Water,NULL,Water,Built-up
563,Water,Water,NULL,Water,Water
564,Water,Water,NULL,Water,Forest
565,Water,Water,Non_Water,Water,Grassland
566,Water,Water,Non_Water,Water,Wetland
567,Water,Water,Non_Water,Water,Bareland
568,Water,Water,Non_Water,Water,Water
569,Water,Water,Non_Water,Water,Forest
570,Water,Water,Water,Water,NULL
571,Water,Water,Water,Water,Grassland
572,Water,Water,Water,Water,Wetland
573,Water,Water,Water,Water,Lichens_and_Mosses
574,Water,Water,Water,Water,Bareland
575,Water,Water,Water,Water,Water
576,Water,Water,Water,Water,Forest
577,Water,Forest,NULL,Non_Wetland,NULL
578,Water,Forest,NULL,Non_Wetland,Grassland
579,Water,Forest,NULL,Non_Wetland,Wetland
580,Water,Forest,NULL,Non_Wetland,Bareland
581,Water,Forest,NULL,Non_Wetland,Water
582,Water,Forest,NULL,Non_Wetland,Forest
583,Water,Forest,Non_Water,Non_Wetland,NULL
584,Water,Forest,Non_Water,Non_Wetland,Grassland
585,Water,Forest,Non_Water,Non_Wetland,Wetland
586,Water,Forest,Non_Water,Non_Wetland,Bareland
587,Water,Forest,Non_Water,Non_Wetland,Water
588,Water,Forest,Non_Water,Non_Wetland,Forest
589,Water,Forest,Water,Non_Wetland,NULL
590,Water,Forest,Water,Non_Wetland,Grassland
591,Water,Forest,Water,Non_Wetland,Wetland
592,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
593,Water,Forest,Water,Non_Wetland,Bareland
594,Water,Forest,Water,Non_Wetland,Water
595,Water,Forest,Water,Non_Wetland,Forest
596,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
597,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
598,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
599,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
600,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
601,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
602,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
603,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
604,Permanent_ice_and_snow,Water,NULL,Water,Wetland
605,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
606,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
607,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
608,Forest,NULL,NULL,Non_Wetland,NULL
609,Forest,NULL,NULL,Non_Wetland,Grassland
610,Forest,NULL,NULL,Non_Wetland,Wetland
611,Forest,NULL,NULL,Non_Wetland,Built-up
612,Forest,NULL,NULL,Non_Wetland,Water
613,Forest,NULL,NULL,Non_Wetland,Forest
614,Forest,NULL,Non_Water,Non_Wetland,NULL
615,Forest,NULL,Non_Water,Non_Wetland,Grassland
616,Forest,NULL,Non_Water,Non_Wetland,Wetland
617,Forest,NULL,Non_Water,Non_Wetland,Water
618,Forest,NULL,Non_Water,Non_Wetland,Forest
619,Forest,NULL,Water,Non_Wetland,Wetland
620,Forest,NULL,Water,Non_Wetland,Water
621,Forest,NULL,Water,Non_Wetland,Forest
622,Forest,Shrubland,NULL,Non_Wetland,NULL
623,Forest,Shrubland,NULL,Non_Wetland,Grassland
624,Forest,Shrubland,NULL,Non_Wetland,Wetland
625,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
626,Forest,Shrubland,NULL,Non_Wetland,Bareland
627,Forest,Shrubland,NULL,Non_Wetland,Built-up
628,Forest,Shrubland,NULL,Non_Wetland,Water
629,Forest,Shrubland,NULL,Non_Wetland,Forest
630,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
631,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
632,Forest,Shrubland,Non_Water,Non_Wetland,Forest
633,Forest,Shrubland,Water,Non_Wetland,Grassland
634,Forest,Shrubland,Water,Non_Wetland,Wetland
635,Forest,Shrubland,Water,Non_Wetland,Forest
636,Forest,Grassland,NULL,Non_Wetland,NULL
637,Forest,Grassland,NULL,Non_Wetland,Grassland
638,Forest,Grassland,NULL,Non_Wetland,Wetland
639,Forest,Grassland,NULL,Non_Wetland,Bareland
640,Forest,Grassland,NULL,Non_Wetland,Built-up
641,Forest,Grassland,NULL,Non_Wetland,Forest
642,Forest,Grassland,Non_Water,Non_Wetland,Forest
643,Forest,Grassland,Water,Non_Wetland,Forest
644,Forest,Cropland,NULL,Non_Wetland,NULL
645,Forest,Cropland,NULL,Non_Wetland,Grassland
646,Forest,Cropland,NULL,Non_Wetland,Wetland
647,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
648,Forest,Cropland,NULL,Non_Wetland,Bareland
649,Forest,Cropland,NULL,Non_Wetland,Forest
650,Forest,Cropland,Non_Water,Non_Wetland,Grassland
651,Forest,Cropland,Non_Water,Non_Wetland,Wetland
652,Forest,Cropland,Non_Water,Non_Wetland,Forest
653,Forest,Cropland,Water,Non_Wetland,Grassland
654,Forest,Cropland,Water,Non_Wetland,Wetland
655,Forest,Cropland,Water,Non_Wetland,Forest
656,Forest,Wetland,NULL,Wetland,NULL
657,Forest,Wetland,NULL,Wetland,Grassland
658,Forest,Wetland,NULL,Wetland,Wetland
659,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
660,Forest,Wetland,NULL,Wetland,Built-up
661,Forest,Wetland,NULL,Wetland,Water
662,Forest,Wetland,NULL,Wetland,Forest
663,Forest,Wetland,Non_Water,Wetland,NULL
664,Forest,Wetland,Non_Water,Wetland,Grassland
665,Forest,Wetland,Non_Water,Wetland,Wetland
666,Forest,Wetland,Non_Water,Wetland,Water
667,Forest,Wetland,Non_Water,Wetland,Forest
668,Forest,Wetland,Water,Wetland,NULL
669,Forest,Wetland,Water,Wetland,Grassland
670,Forest,Wetland,Water,Wetland,Wetland
671,Forest,Wetland,Water,Wetland,Water
672,Forest,Wetland,Water,Wetland,Forest
673,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
674,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
675,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
676,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
677,Forest,Bareland,NULL,Non_Wetland,NULL
678,Forest,Bareland,NULL,Non_Wetland,Grassland
679,Forest,Bareland,NULL,Non_Wetland,Wetland
680,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
681,Forest,Bareland,NULL,Non_Wetland,Bareland
682,Forest,Bareland,NULL,Non_Wetland,Built-up
683,Forest,Bareland,NULL,Non_Wetland,Water
684,Forest,Bareland,NULL,Non_Wetland,Forest
685,Forest,Bareland,Non_Water,Non_Wetland,NULL
686,Forest,Bareland,Non_Water,Non_Wetland,Grassland
687,Forest,Bareland,Non_Water,Non_Wetland,Wetland
688,Forest,Bareland,Non_Water,Non_Wetland,Water
689,Forest,Bareland,Non_Water,Non_Wetland,Forest
690,Forest,Bareland,Water,Non_Wetland,NULL
691,Forest,Bareland,Water,Non_Wetland,Grassland
692,Forest,Bareland,Water,Non_Wetland,Wetland
693,Forest,Bareland,Water,Non_Wetland,Forest
694,Forest,Built-up,NULL,Non_Wetland,Grassland
695,Forest,Built-up,NULL,Non_Wetland,Wetland
696,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
697,Forest,Built-up,NULL,Non_Wetland,Bareland
698,Forest,Built-up,NULL,Non_Wetland,Built-up
699,Forest,Built-up,NULL,Non_Wetland,Forest
700,Forest,Built-up,Non_Water,Non_Wetland,Forest
701,Forest,Water,NULL,Water,NULL
702,Forest,Water,NULL,Water,Grassland
703,Forest,Water,NULL,Water,Wetland
704,Forest,Water,NULL,Water,Water
705,Forest,Water,NULL,Water,Forest
706,Forest,Water,Non_Water,Water,NULL
707,Forest,Water,Non_Water,Water,Grassland
708,Forest,Water,Non_Water,Water,Wetland
709,Forest,Water,Non_Water,Water,Water
710,Forest,Water,Non_Water,Water,Forest
711,Forest,Water,Water,Water,Grassland
712,Forest,Water,Water,Water,Wetland
713,Forest,Water,Water,Water,Water
714,Forest,Water,Water,Water,Forest
715,Forest,Forest,NULL,Non_Wetland,NULL
716,Forest,Forest,NULL,Non_Wetland,Grassland
717,Forest,Forest,NULL,Non_Wetland,Wetland
718,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
719,Forest,Forest,NULL,Non_Wetland,Bareland
720,Forest,Forest,NULL,Non_Wetland,Built-up
721,Forest,Forest,NULL,Non_Wetland,Water
722,Forest,Forest,NULL,Non_Wetland,Forest
723,Forest,Forest,Non_Water,Non_Wetland,NULL
724,Forest,Forest,Non_Water,Non_Wetland,Grassland
725,Forest,Forest,Non_Water,Non_Wetland,Wetland
726,Forest,Forest,Non_Water,Non_Wetland,Water
727,Forest,Forest,Non_Water,Non_Wetland,Forest
728,Forest,Forest,Water,Non_Wetland,Grassland
729,Forest,Forest,Water,Non_Wetland,Wetland
730,Forest,Forest,Water,Non_Wetland,Water
731,Forest,Forest,Water,Non_Wetland,Forest
