Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VPK_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VPK_M_R,SIBERIA_2024_GSW_Yearly_2021_41VPK_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VPK_M_R,SIBERIA_2024_WorldCover_2021_41VPK_M_R
485,Built-up,Wetland,Water,Wetland,Built-up
486,Built-up,Wetland,Water,Wetland,Water
487,Built-up,Wetland,Water,Wetland,Forest
488,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
489,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
490,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
491,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
492,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
493,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
494,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
495,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
496,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
497,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
498,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
499,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
500,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
501,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
502,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
503,Built-up,Bareland,NULL,Non_Wetland,Grassland
504,Built-up,Bareland,NULL,Non_Wetland,Cropland
505,Built-up,Bareland,NULL,Non_Wetland,Wetland
506,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
507,Built-up,Bareland,NULL,Non_Wetland,Bareland
508,Built-up,Bareland,NULL,Non_Wetland,Built-up
509,Built-up,Bareland,NULL,Non_Wetland,Water
510,Built-up,Bareland,NULL,Non_Wetland,Forest
511,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
512,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
513,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
514,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
515,Built-up,Bareland,Non_Water,Non_Wetland,Water
516,Built-up,Bareland,Non_Water,Non_Wetland,Forest
517,Built-up,Bareland,Water,Non_Wetland,Grassland
518,Built-up,Bareland,Water,Non_Wetland,Wetland
519,Built-up,Bareland,Water,Non_Wetland,Bareland
520,Built-up,Bareland,Water,Non_Wetland,Built-up
521,Built-up,Bareland,Water,Non_Wetland,Water
522,Built-up,Bareland,Water,Non_Wetland,Forest
523,Built-up,Built-up,NULL,Non_Wetland,Grassland
524,Built-up,Built-up,NULL,Non_Wetland,Cropland
525,Built-up,Built-up,NULL,Non_Wetland,Wetland
526,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
527,Built-up,Built-up,NULL,Non_Wetland,Bareland
528,Built-up,Built-up,NULL,Non_Wetland,Built-up
529,Built-up,Built-up,NULL,Non_Wetland,Water
530,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
531,Built-up,Built-up,NULL,Non_Wetland,Forest
532,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
533,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
534,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
535,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
536,Built-up,Built-up,Non_Water,Non_Wetland,Water
537,Built-up,Built-up,Non_Water,Non_Wetland,Forest
538,Built-up,Built-up,Water,Non_Wetland,Grassland
539,Built-up,Built-up,Water,Non_Wetland,Bareland
540,Built-up,Built-up,Water,Non_Wetland,Built-up
541,Built-up,Built-up,Water,Non_Wetland,Water
542,Built-up,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
543,Built-up,Built-up,Water,Non_Wetland,Forest
544,Built-up,Water,NULL,Water,Grassland
545,Built-up,Water,NULL,Water,Wetland
546,Built-up,Water,NULL,Water,Built-up
547,Built-up,Water,NULL,Water,Water
548,Built-up,Water,NULL,Water,Forest
549,Built-up,Water,Non_Water,Water,Wetland
550,Built-up,Water,Non_Water,Water,Bareland
551,Built-up,Water,Non_Water,Water,Built-up
552,Built-up,Water,Non_Water,Water,Water
553,Built-up,Water,Non_Water,Water,Forest
554,Built-up,Water,Water,Water,Grassland
555,Built-up,Water,Water,Water,Wetland
556,Built-up,Water,Water,Water,Built-up
557,Built-up,Water,Water,Water,Water
558,Built-up,Water,Water,Water,Forest
559,Built-up,Forest,NULL,Non_Wetland,Grassland
560,Built-up,Forest,NULL,Non_Wetland,Cropland
561,Built-up,Forest,NULL,Non_Wetland,Wetland
562,Built-up,Forest,NULL,Non_Wetland,Bareland
563,Built-up,Forest,NULL,Non_Wetland,Built-up
564,Built-up,Forest,NULL,Non_Wetland,Water
565,Built-up,Forest,NULL,Non_Wetland,Forest
566,Built-up,Forest,Non_Water,Non_Wetland,Grassland
567,Built-up,Forest,Non_Water,Non_Wetland,Built-up
568,Built-up,Forest,Non_Water,Non_Wetland,Water
569,Built-up,Forest,Non_Water,Non_Wetland,Forest
570,Built-up,Forest,Water,Non_Wetland,Grassland
571,Built-up,Forest,Water,Non_Wetland,Wetland
572,Built-up,Forest,Water,Non_Wetland,Water
573,Built-up,Forest,Water,Non_Wetland,Forest
574,Water,NULL,NULL,Non_Wetland,Grassland
575,Water,NULL,NULL,Non_Wetland,Wetland
576,Water,NULL,NULL,Non_Wetland,Water
577,Water,NULL,NULL,Non_Wetland,Forest
578,Water,NULL,Non_Water,Non_Wetland,Grassland
579,Water,NULL,Non_Water,Non_Wetland,Wetland
580,Water,NULL,Non_Water,Non_Wetland,Water
581,Water,NULL,Non_Water,Non_Wetland,Forest
582,Water,NULL,Water,Non_Wetland,Grassland
583,Water,NULL,Water,Non_Wetland,Wetland
584,Water,NULL,Water,Non_Wetland,Water
585,Water,NULL,Water,Non_Wetland,Forest
586,Water,Shrubland,NULL,Non_Wetland,Grassland
587,Water,Shrubland,NULL,Non_Wetland,Wetland
588,Water,Shrubland,NULL,Non_Wetland,Bareland
589,Water,Shrubland,NULL,Non_Wetland,Built-up
590,Water,Shrubland,NULL,Non_Wetland,Water
591,Water,Shrubland,NULL,Non_Wetland,Forest
592,Water,Shrubland,Non_Water,Non_Wetland,Grassland
593,Water,Shrubland,Non_Water,Non_Wetland,Wetland
594,Water,Shrubland,Non_Water,Non_Wetland,Water
595,Water,Shrubland,Non_Water,Non_Wetland,Forest
596,Water,Shrubland,Water,Non_Wetland,Grassland
597,Water,Shrubland,Water,Non_Wetland,Wetland
598,Water,Shrubland,Water,Non_Wetland,Bareland
599,Water,Shrubland,Water,Non_Wetland,Water
600,Water,Shrubland,Water,Non_Wetland,Forest
601,Water,Grassland,NULL,Non_Wetland,Grassland
602,Water,Grassland,NULL,Non_Wetland,Wetland
603,Water,Grassland,NULL,Non_Wetland,Water
604,Water,Grassland,NULL,Non_Wetland,Forest
605,Water,Grassland,Non_Water,Non_Wetland,Grassland
606,Water,Grassland,Non_Water,Non_Wetland,Wetland
607,Water,Grassland,Non_Water,Non_Wetland,Forest
608,Water,Grassland,Water,Non_Wetland,Grassland
609,Water,Grassland,Water,Non_Wetland,Wetland
610,Water,Grassland,Water,Non_Wetland,Water
611,Water,Cropland,NULL,Non_Wetland,Grassland
612,Water,Cropland,NULL,Non_Wetland,Wetland
613,Water,Cropland,NULL,Non_Wetland,Bareland
614,Water,Cropland,NULL,Non_Wetland,Water
615,Water,Cropland,NULL,Non_Wetland,Forest
616,Water,Cropland,Non_Water,Non_Wetland,Grassland
617,Water,Cropland,Non_Water,Non_Wetland,Wetland
618,Water,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
619,Water,Cropland,Non_Water,Non_Wetland,Built-up
620,Water,Cropland,Non_Water,Non_Wetland,Water
621,Water,Cropland,Non_Water,Non_Wetland,Forest
622,Water,Cropland,Water,Non_Wetland,Grassland
623,Water,Cropland,Water,Non_Wetland,Wetland
624,Water,Cropland,Water,Non_Wetland,Water
625,Water,Cropland,Water,Non_Wetland,Forest
626,Water,Wetland,NULL,Wetland,NULL
627,Water,Wetland,NULL,Wetland,Grassland
628,Water,Wetland,NULL,Wetland,Wetland
629,Water,Wetland,NULL,Wetland,Bareland
630,Water,Wetland,NULL,Wetland,Built-up
631,Water,Wetland,NULL,Wetland,Water
632,Water,Wetland,NULL,Wetland,Forest
633,Water,Wetland,Non_Water,Wetland,Grassland
634,Water,Wetland,Non_Water,Wetland,Cropland
635,Water,Wetland,Non_Water,Wetland,Wetland
636,Water,Wetland,Non_Water,Wetland,Bareland
637,Water,Wetland,Non_Water,Wetland,Built-up
638,Water,Wetland,Non_Water,Wetland,Water
639,Water,Wetland,Non_Water,Wetland,Forest
640,Water,Wetland,Water,Wetland,NULL
641,Water,Wetland,Water,Wetland,Grassland
642,Water,Wetland,Water,Wetland,Cropland
643,Water,Wetland,Water,Wetland,Wetland
644,Water,Wetland,Water,Wetland,Lichens_and_Mosses
645,Water,Wetland,Water,Wetland,Bareland
646,Water,Wetland,Water,Wetland,Built-up
647,Water,Wetland,Water,Wetland,Water
648,Water,Wetland,Water,Wetland,Forest
649,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
650,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
651,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
652,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
653,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
654,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
655,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
656,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
657,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
658,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
659,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
660,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
661,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
662,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
663,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
664,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
665,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
666,Water,Bareland,NULL,Non_Wetland,Grassland
667,Water,Bareland,NULL,Non_Wetland,Wetland
668,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
669,Water,Bareland,NULL,Non_Wetland,Bareland
670,Water,Bareland,NULL,Non_Wetland,Built-up
671,Water,Bareland,NULL,Non_Wetland,Water
672,Water,Bareland,NULL,Non_Wetland,Forest
673,Water,Bareland,Non_Water,Non_Wetland,Grassland
674,Water,Bareland,Non_Water,Non_Wetland,Cropland
675,Water,Bareland,Non_Water,Non_Wetland,Wetland
676,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
677,Water,Bareland,Non_Water,Non_Wetland,Bareland
678,Water,Bareland,Non_Water,Non_Wetland,Built-up
679,Water,Bareland,Non_Water,Non_Wetland,Water
680,Water,Bareland,Non_Water,Non_Wetland,Forest
681,Water,Bareland,Water,Non_Wetland,Grassland
682,Water,Bareland,Water,Non_Wetland,Wetland
683,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
684,Water,Bareland,Water,Non_Wetland,Bareland
685,Water,Bareland,Water,Non_Wetland,Built-up
686,Water,Bareland,Water,Non_Wetland,Water
687,Water,Bareland,Water,Non_Wetland,Forest
688,Water,Built-up,NULL,Non_Wetland,Grassland
689,Water,Built-up,NULL,Non_Wetland,Wetland
690,Water,Built-up,NULL,Non_Wetland,Bareland
691,Water,Built-up,NULL,Non_Wetland,Built-up
692,Water,Built-up,NULL,Non_Wetland,Water
693,Water,Built-up,NULL,Non_Wetland,Forest
694,Water,Built-up,Non_Water,Non_Wetland,Grassland
695,Water,Built-up,Non_Water,Non_Wetland,Wetland
696,Water,Built-up,Non_Water,Non_Wetland,Bareland
697,Water,Built-up,Non_Water,Non_Wetland,Built-up
698,Water,Built-up,Non_Water,Non_Wetland,Water
699,Water,Built-up,Non_Water,Non_Wetland,Forest
700,Water,Built-up,Water,Non_Wetland,Grassland
701,Water,Built-up,Water,Non_Wetland,Wetland
702,Water,Built-up,Water,Non_Wetland,Bareland
703,Water,Built-up,Water,Non_Wetland,Built-up
704,Water,Built-up,Water,Non_Wetland,Water
705,Water,Built-up,Water,Non_Wetland,Forest
706,Water,Water,NULL,Water,NULL
707,Water,Water,NULL,Water,Grassland
708,Water,Water,NULL,Water,Wetland
709,Water,Water,NULL,Water,Bareland
710,Water,Water,NULL,Water,Built-up
711,Water,Water,NULL,Water,Water
712,Water,Water,NULL,Water,Forest
713,Water,Water,Non_Water,Water,Grassland
714,Water,Water,Non_Water,Water,Wetland
715,Water,Water,Non_Water,Water,Lichens_and_Mosses
716,Water,Water,Non_Water,Water,Bareland
717,Water,Water,Non_Water,Water,Built-up
718,Water,Water,Non_Water,Water,Water
719,Water,Water,Non_Water,Water,Forest
720,Water,Water,Water,Water,NULL
721,Water,Water,Water,Water,Grassland
722,Water,Water,Water,Water,Wetland
723,Water,Water,Water,Water,Lichens_and_Mosses
724,Water,Water,Water,Water,Bareland
725,Water,Water,Water,Water,Built-up
726,Water,Water,Water,Water,Water
727,Water,Water,Water,Water,Forest
728,Water,Forest,NULL,Non_Wetland,NULL
729,Water,Forest,NULL,Non_Wetland,Grassland
730,Water,Forest,NULL,Non_Wetland,Wetland
731,Water,Forest,NULL,Non_Wetland,Bareland
732,Water,Forest,NULL,Non_Wetland,Water
733,Water,Forest,NULL,Non_Wetland,Forest
734,Water,Forest,Non_Water,Non_Wetland,Grassland
735,Water,Forest,Non_Water,Non_Wetland,Wetland
736,Water,Forest,Non_Water,Non_Wetland,Bareland
737,Water,Forest,Non_Water,Non_Wetland,Water
738,Water,Forest,Non_Water,Non_Wetland,Forest
739,Water,Forest,Water,Non_Wetland,NULL
740,Water,Forest,Water,Non_Wetland,Grassland
741,Water,Forest,Water,Non_Wetland,Wetland
742,Water,Forest,Water,Non_Wetland,Bareland
743,Water,Forest,Water,Non_Wetland,Built-up
744,Water,Forest,Water,Non_Wetland,Water
745,Water,Forest,Water,Non_Wetland,Forest
746,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
747,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
748,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
749,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
750,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
751,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
752,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
753,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
754,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
755,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
756,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
757,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
758,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
759,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
760,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
761,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
762,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
763,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
764,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
765,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
766,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
767,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
768,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
769,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
770,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
771,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
772,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
773,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
774,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
775,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
776,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
777,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
778,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
779,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
780,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
781,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
782,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
783,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
784,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
785,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
786,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
787,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
788,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
789,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
790,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
791,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
792,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Cropland
793,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
794,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
795,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
796,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
797,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
798,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
799,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
800,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
801,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
802,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
803,Permanent_ice_and_snow,Water,NULL,Water,Water
804,Permanent_ice_and_snow,Water,Water,Water,Water
805,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
806,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
807,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
808,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
809,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
810,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
811,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
812,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
813,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
814,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
815,Forest,NULL,NULL,Non_Wetland,NULL
816,Forest,NULL,NULL,Non_Wetland,Grassland
817,Forest,NULL,NULL,Non_Wetland,Wetland
818,Forest,NULL,NULL,Non_Wetland,Bareland
819,Forest,NULL,NULL,Non_Wetland,Built-up
820,Forest,NULL,NULL,Non_Wetland,Water
821,Forest,NULL,NULL,Non_Wetland,Forest
822,Forest,NULL,Non_Water,Non_Wetland,Grassland
823,Forest,NULL,Non_Water,Non_Wetland,Wetland
824,Forest,NULL,Non_Water,Non_Wetland,Water
825,Forest,NULL,Non_Water,Non_Wetland,Forest
826,Forest,NULL,Water,Non_Wetland,Water
827,Forest,NULL,Water,Non_Wetland,Forest
828,Forest,Shrubland,NULL,Non_Wetland,NULL
829,Forest,Shrubland,NULL,Non_Wetland,Grassland
830,Forest,Shrubland,NULL,Non_Wetland,Wetland
831,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
832,Forest,Shrubland,NULL,Non_Wetland,Bareland
833,Forest,Shrubland,NULL,Non_Wetland,Built-up
834,Forest,Shrubland,NULL,Non_Wetland,Water
835,Forest,Shrubland,NULL,Non_Wetland,Forest
836,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
837,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
838,Forest,Shrubland,Non_Water,Non_Wetland,Forest
839,Forest,Shrubland,Water,Non_Wetland,Grassland
840,Forest,Shrubland,Water,Non_Wetland,Forest
841,Forest,Grassland,NULL,Non_Wetland,Grassland
842,Forest,Grassland,NULL,Non_Wetland,Wetland
843,Forest,Grassland,NULL,Non_Wetland,Built-up
844,Forest,Grassland,NULL,Non_Wetland,Water
845,Forest,Grassland,NULL,Non_Wetland,Forest
846,Forest,Grassland,Non_Water,Non_Wetland,Grassland
847,Forest,Grassland,Non_Water,Non_Wetland,Wetland
848,Forest,Grassland,Non_Water,Non_Wetland,Forest
849,Forest,Grassland,Water,Non_Wetland,Grassland
850,Forest,Grassland,Water,Non_Wetland,Forest
851,Forest,Cropland,NULL,Non_Wetland,NULL
852,Forest,Cropland,NULL,Non_Wetland,Grassland
853,Forest,Cropland,NULL,Non_Wetland,Cropland
854,Forest,Cropland,NULL,Non_Wetland,Wetland
855,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
856,Forest,Cropland,NULL,Non_Wetland,Bareland
857,Forest,Cropland,NULL,Non_Wetland,Built-up
858,Forest,Cropland,NULL,Non_Wetland,Water
859,Forest,Cropland,NULL,Non_Wetland,Forest
860,Forest,Cropland,Non_Water,Non_Wetland,Grassland
861,Forest,Cropland,Non_Water,Non_Wetland,Wetland
862,Forest,Cropland,Non_Water,Non_Wetland,Forest
863,Forest,Cropland,Water,Non_Wetland,Water
864,Forest,Cropland,Water,Non_Wetland,Forest
865,Forest,Wetland,NULL,Wetland,NULL
866,Forest,Wetland,NULL,Wetland,Grassland
867,Forest,Wetland,NULL,Wetland,Wetland
868,Forest,Wetland,NULL,Wetland,Bareland
869,Forest,Wetland,NULL,Wetland,Built-up
870,Forest,Wetland,NULL,Wetland,Water
871,Forest,Wetland,NULL,Wetland,Forest
872,Forest,Wetland,Non_Water,Wetland,NULL
873,Forest,Wetland,Non_Water,Wetland,Grassland
874,Forest,Wetland,Non_Water,Wetland,Cropland
875,Forest,Wetland,Non_Water,Wetland,Wetland
876,Forest,Wetland,Non_Water,Wetland,Water
877,Forest,Wetland,Non_Water,Wetland,Forest
878,Forest,Wetland,Water,Wetland,NULL
879,Forest,Wetland,Water,Wetland,Grassland
880,Forest,Wetland,Water,Wetland,Wetland
881,Forest,Wetland,Water,Wetland,Water
882,Forest,Wetland,Water,Wetland,Forest
883,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
884,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
885,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
886,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
887,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
888,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
889,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
890,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
891,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
892,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
893,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
894,Forest,Bareland,NULL,Non_Wetland,NULL
895,Forest,Bareland,NULL,Non_Wetland,Grassland
896,Forest,Bareland,NULL,Non_Wetland,Wetland
897,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
898,Forest,Bareland,NULL,Non_Wetland,Bareland
899,Forest,Bareland,NULL,Non_Wetland,Built-up
900,Forest,Bareland,NULL,Non_Wetland,Water
901,Forest,Bareland,NULL,Non_Wetland,Forest
902,Forest,Bareland,Non_Water,Non_Wetland,Grassland
903,Forest,Bareland,Non_Water,Non_Wetland,Wetland
904,Forest,Bareland,Non_Water,Non_Wetland,Water
905,Forest,Bareland,Non_Water,Non_Wetland,Forest
906,Forest,Bareland,Water,Non_Wetland,Grassland
907,Forest,Bareland,Water,Non_Wetland,Wetland
908,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
909,Forest,Bareland,Water,Non_Wetland,Bareland
910,Forest,Bareland,Water,Non_Wetland,Water
911,Forest,Bareland,Water,Non_Wetland,Forest
912,Forest,Built-up,NULL,Non_Wetland,Grassland
913,Forest,Built-up,NULL,Non_Wetland,Wetland
914,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
915,Forest,Built-up,NULL,Non_Wetland,Bareland
916,Forest,Built-up,NULL,Non_Wetland,Built-up
917,Forest,Built-up,NULL,Non_Wetland,Water
918,Forest,Built-up,NULL,Non_Wetland,Forest
919,Forest,Built-up,Non_Water,Non_Wetland,Grassland
920,Forest,Built-up,Non_Water,Non_Wetland,Bareland
921,Forest,Built-up,Non_Water,Non_Wetland,Built-up
922,Forest,Built-up,Non_Water,Non_Wetland,Forest
923,Forest,Built-up,Water,Non_Wetland,Water
924,Forest,Water,NULL,Water,Grassland
925,Forest,Water,NULL,Water,Wetland
926,Forest,Water,NULL,Water,Lichens_and_Mosses
927,Forest,Water,NULL,Water,Bareland
928,Forest,Water,NULL,Water,Built-up
929,Forest,Water,NULL,Water,Water
930,Forest,Water,NULL,Water,Forest
931,Forest,Water,Non_Water,Water,Wetland
932,Forest,Water,Non_Water,Water,Water
933,Forest,Water,Non_Water,Water,Forest
934,Forest,Water,Water,Water,NULL
935,Forest,Water,Water,Water,Grassland
936,Forest,Water,Water,Water,Wetland
937,Forest,Water,Water,Water,Water
938,Forest,Water,Water,Water,Forest
939,Forest,Forest,NULL,Non_Wetland,NULL
940,Forest,Forest,NULL,Non_Wetland,Grassland
941,Forest,Forest,NULL,Non_Wetland,Wetland
942,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
943,Forest,Forest,NULL,Non_Wetland,Bareland
944,Forest,Forest,NULL,Non_Wetland,Built-up
945,Forest,Forest,NULL,Non_Wetland,Water
946,Forest,Forest,NULL,Non_Wetland,Forest
947,Forest,Forest,Non_Water,Non_Wetland,Grassland
948,Forest,Forest,Non_Water,Non_Wetland,Wetland
949,Forest,Forest,Non_Water,Non_Wetland,Water
950,Forest,Forest,Non_Water,Non_Wetland,Forest
951,Forest,Forest,Water,Non_Wetland,Grassland
952,Forest,Forest,Water,Non_Wetland,Wetland
953,Forest,Forest,Water,Non_Wetland,Water
954,Forest,Forest,Water,Non_Wetland,Forest
