Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VVP_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VVP_M_R,SIBERIA_2024_GSW_Yearly_2021_42VVP_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,SIBERIA_2024_WorldCover_2021_42VVP_M_R
478,Bareland,Shrubland,NULL,Non_Wetland,Forest
479,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
480,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
481,Bareland,Shrubland,Non_Water,Non_Wetland,Water
482,Bareland,Shrubland,Water,Non_Wetland,Water
483,Bareland,Shrubland,Water,Non_Wetland,Forest
484,Bareland,Grassland,NULL,Non_Wetland,Grassland
485,Bareland,Grassland,NULL,Non_Wetland,Forest
486,Bareland,Cropland,NULL,Non_Wetland,Grassland
487,Bareland,Cropland,NULL,Non_Wetland,Wetland
488,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
489,Bareland,Cropland,NULL,Non_Wetland,Bareland
490,Bareland,Cropland,NULL,Non_Wetland,Water
491,Bareland,Cropland,NULL,Non_Wetland,Forest
492,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
493,Bareland,Cropland,Water,Non_Wetland,Bareland
494,Bareland,Cropland,Water,Non_Wetland,Water
495,Bareland,Wetland,NULL,Wetland,NULL
496,Bareland,Wetland,NULL,Wetland,Grassland
497,Bareland,Wetland,NULL,Wetland,Wetland
498,Bareland,Wetland,NULL,Wetland,Bareland
499,Bareland,Wetland,NULL,Wetland,Water
500,Bareland,Wetland,NULL,Wetland,Forest
501,Bareland,Wetland,Non_Water,Wetland,Grassland
502,Bareland,Wetland,Non_Water,Wetland,Wetland
503,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
504,Bareland,Wetland,Non_Water,Wetland,Bareland
505,Bareland,Wetland,Non_Water,Wetland,Water
506,Bareland,Wetland,Non_Water,Wetland,Forest
507,Bareland,Wetland,Water,Wetland,Grassland
508,Bareland,Wetland,Water,Wetland,Wetland
509,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
510,Bareland,Wetland,Water,Wetland,Bareland
511,Bareland,Wetland,Water,Wetland,Water
512,Bareland,Wetland,Water,Wetland,Forest
513,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
514,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
515,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
516,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
517,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
518,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
519,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
520,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
521,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Forest
522,Bareland,Bareland,NULL,Non_Wetland,NULL
523,Bareland,Bareland,NULL,Non_Wetland,Grassland
524,Bareland,Bareland,NULL,Non_Wetland,Cropland
525,Bareland,Bareland,NULL,Non_Wetland,Wetland
526,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
527,Bareland,Bareland,NULL,Non_Wetland,Bareland
528,Bareland,Bareland,NULL,Non_Wetland,Built-up
529,Bareland,Bareland,NULL,Non_Wetland,Water
530,Bareland,Bareland,NULL,Non_Wetland,Forest
531,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
532,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
533,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
534,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
535,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
536,Bareland,Bareland,Non_Water,Non_Wetland,Water
537,Bareland,Bareland,Non_Water,Non_Wetland,Forest
538,Bareland,Bareland,Water,Non_Wetland,Grassland
539,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
540,Bareland,Bareland,Water,Non_Wetland,Bareland
541,Bareland,Bareland,Water,Non_Wetland,Water
542,Bareland,Bareland,Water,Non_Wetland,Forest
543,Bareland,Built-up,NULL,Non_Wetland,Grassland
544,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
545,Bareland,Built-up,NULL,Non_Wetland,Bareland
546,Bareland,Built-up,NULL,Non_Wetland,Built-up
547,Bareland,Built-up,NULL,Non_Wetland,Water
548,Bareland,Built-up,NULL,Non_Wetland,Forest
549,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
550,Bareland,Built-up,Non_Water,Non_Wetland,Cropland
551,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
552,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
553,Bareland,Built-up,Non_Water,Non_Wetland,Water
554,Bareland,Built-up,Non_Water,Non_Wetland,Forest
555,Bareland,Built-up,Water,Non_Wetland,Grassland
556,Bareland,Built-up,Water,Non_Wetland,Bareland
557,Bareland,Built-up,Water,Non_Wetland,Water
558,Bareland,Water,NULL,Water,Grassland
559,Bareland,Water,NULL,Water,Wetland
560,Bareland,Water,NULL,Water,Bareland
561,Bareland,Water,NULL,Water,Water
562,Bareland,Water,NULL,Water,Forest
563,Bareland,Water,Non_Water,Water,Grassland
564,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
565,Bareland,Water,Non_Water,Water,Bareland
566,Bareland,Water,Non_Water,Water,Water
567,Bareland,Water,Non_Water,Water,Forest
568,Bareland,Water,Water,Water,Grassland
569,Bareland,Water,Water,Water,Wetland
570,Bareland,Water,Water,Water,Bareland
571,Bareland,Water,Water,Water,Water
572,Bareland,Water,Water,Water,Forest
573,Bareland,Forest,NULL,Non_Wetland,NULL
574,Bareland,Forest,NULL,Non_Wetland,Grassland
575,Bareland,Forest,NULL,Non_Wetland,Wetland
576,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
577,Bareland,Forest,NULL,Non_Wetland,Bareland
578,Bareland,Forest,NULL,Non_Wetland,Built-up
579,Bareland,Forest,NULL,Non_Wetland,Water
580,Bareland,Forest,NULL,Non_Wetland,Forest
581,Bareland,Forest,Non_Water,Non_Wetland,Grassland
582,Bareland,Forest,Non_Water,Non_Wetland,Wetland
583,Bareland,Forest,Non_Water,Non_Wetland,Water
584,Bareland,Forest,Non_Water,Non_Wetland,Forest
585,Bareland,Forest,Water,Non_Wetland,Grassland
586,Bareland,Forest,Water,Non_Wetland,Bareland
587,Bareland,Forest,Water,Non_Wetland,Water
588,Bareland,Forest,Water,Non_Wetland,Forest
589,Built-up,NULL,NULL,Non_Wetland,Grassland
590,Built-up,NULL,NULL,Non_Wetland,Lichens_and_Mosses
591,Built-up,NULL,NULL,Non_Wetland,Bareland
592,Built-up,NULL,NULL,Non_Wetland,Built-up
593,Built-up,NULL,NULL,Non_Wetland,Forest
594,Built-up,NULL,Water,Non_Wetland,Bareland
595,Built-up,Shrubland,NULL,Non_Wetland,Grassland
596,Built-up,Shrubland,NULL,Non_Wetland,Cropland
597,Built-up,Shrubland,NULL,Non_Wetland,Wetland
598,Built-up,Shrubland,NULL,Non_Wetland,Bareland
599,Built-up,Shrubland,NULL,Non_Wetland,Built-up
600,Built-up,Shrubland,NULL,Non_Wetland,Water
601,Built-up,Shrubland,NULL,Non_Wetland,Forest
602,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
603,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
604,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
605,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
606,Built-up,Shrubland,Water,Non_Wetland,Grassland
607,Built-up,Grassland,NULL,Non_Wetland,Grassland
608,Built-up,Grassland,NULL,Non_Wetland,Cropland
609,Built-up,Grassland,NULL,Non_Wetland,Wetland
610,Built-up,Grassland,NULL,Non_Wetland,Bareland
611,Built-up,Grassland,NULL,Non_Wetland,Built-up
612,Built-up,Grassland,NULL,Non_Wetland,Forest
613,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
614,Built-up,Grassland,Water,Non_Wetland,Bareland
615,Built-up,Cropland,NULL,Non_Wetland,Grassland
616,Built-up,Cropland,NULL,Non_Wetland,Cropland
617,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
618,Built-up,Cropland,NULL,Non_Wetland,Bareland
619,Built-up,Cropland,NULL,Non_Wetland,Built-up
620,Built-up,Cropland,NULL,Non_Wetland,Water
621,Built-up,Cropland,NULL,Non_Wetland,Forest
622,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
623,Built-up,Cropland,Non_Water,Non_Wetland,Forest
624,Built-up,Cropland,Water,Non_Wetland,Bareland
625,Built-up,Wetland,NULL,Wetland,NULL
626,Built-up,Wetland,NULL,Wetland,Grassland
627,Built-up,Wetland,NULL,Wetland,Cropland
628,Built-up,Wetland,NULL,Wetland,Wetland
629,Built-up,Wetland,NULL,Wetland,Bareland
630,Built-up,Wetland,NULL,Wetland,Built-up
631,Built-up,Wetland,NULL,Wetland,Water
632,Built-up,Wetland,NULL,Wetland,Forest
633,Built-up,Wetland,Non_Water,Wetland,Grassland
634,Built-up,Wetland,Non_Water,Wetland,Wetland
635,Built-up,Wetland,Non_Water,Wetland,Bareland
636,Built-up,Wetland,Non_Water,Wetland,Water
637,Built-up,Wetland,Non_Water,Wetland,Forest
638,Built-up,Wetland,Water,Wetland,Wetland
639,Built-up,Wetland,Water,Wetland,Water
640,Built-up,Wetland,Water,Wetland,Forest
641,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
642,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
643,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
644,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
645,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
646,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
647,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
648,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
649,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
650,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
651,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
652,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
653,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
654,Built-up,Bareland,NULL,Non_Wetland,NULL
655,Built-up,Bareland,NULL,Non_Wetland,Grassland
656,Built-up,Bareland,NULL,Non_Wetland,Cropland
657,Built-up,Bareland,NULL,Non_Wetland,Wetland
658,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
659,Built-up,Bareland,NULL,Non_Wetland,Bareland
660,Built-up,Bareland,NULL,Non_Wetland,Built-up
661,Built-up,Bareland,NULL,Non_Wetland,Water
662,Built-up,Bareland,NULL,Non_Wetland,Forest
663,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
664,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
665,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
666,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
667,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
668,Built-up,Bareland,Non_Water,Non_Wetland,Forest
669,Built-up,Bareland,Water,Non_Wetland,Grassland
670,Built-up,Bareland,Water,Non_Wetland,Bareland
671,Built-up,Bareland,Water,Non_Wetland,Built-up
672,Built-up,Bareland,Water,Non_Wetland,Water
673,Built-up,Bareland,Water,Non_Wetland,Forest
674,Built-up,Built-up,NULL,Non_Wetland,Grassland
675,Built-up,Built-up,NULL,Non_Wetland,Cropland
676,Built-up,Built-up,NULL,Non_Wetland,Wetland
677,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
678,Built-up,Built-up,NULL,Non_Wetland,Bareland
679,Built-up,Built-up,NULL,Non_Wetland,Built-up
680,Built-up,Built-up,NULL,Non_Wetland,Water
681,Built-up,Built-up,NULL,Non_Wetland,Forest
682,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
683,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
684,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
685,Built-up,Built-up,Non_Water,Non_Wetland,Water
686,Built-up,Built-up,Non_Water,Non_Wetland,Forest
687,Built-up,Built-up,Water,Non_Wetland,Grassland
688,Built-up,Built-up,Water,Non_Wetland,Bareland
689,Built-up,Built-up,Water,Non_Wetland,Built-up
690,Built-up,Built-up,Water,Non_Wetland,Water
691,Built-up,Built-up,Water,Non_Wetland,Forest
692,Built-up,Water,NULL,Water,Grassland
693,Built-up,Water,NULL,Water,Bareland
694,Built-up,Water,NULL,Water,Forest
695,Built-up,Water,Non_Water,Water,Water
696,Built-up,Water,Water,Water,Grassland
697,Built-up,Water,Water,Water,Wetland
698,Built-up,Water,Water,Water,Water
699,Built-up,Water,Water,Water,Forest
700,Built-up,Forest,NULL,Non_Wetland,NULL
701,Built-up,Forest,NULL,Non_Wetland,Grassland
702,Built-up,Forest,NULL,Non_Wetland,Wetland
703,Built-up,Forest,NULL,Non_Wetland,Bareland
704,Built-up,Forest,NULL,Non_Wetland,Built-up
705,Built-up,Forest,NULL,Non_Wetland,Water
706,Built-up,Forest,NULL,Non_Wetland,Forest
707,Built-up,Forest,Non_Water,Non_Wetland,Grassland
708,Built-up,Forest,Non_Water,Non_Wetland,Wetland
709,Built-up,Forest,Non_Water,Non_Wetland,Built-up
710,Built-up,Forest,Non_Water,Non_Wetland,Forest
711,Built-up,Forest,Water,Non_Wetland,Grassland
712,Built-up,Forest,Water,Non_Wetland,Bareland
713,Built-up,Forest,Water,Non_Wetland,Built-up
714,Water,NULL,NULL,Non_Wetland,NULL
715,Water,NULL,NULL,Non_Wetland,Grassland
716,Water,NULL,NULL,Non_Wetland,Wetland
717,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
718,Water,NULL,NULL,Non_Wetland,Bareland
719,Water,NULL,NULL,Non_Wetland,Water
720,Water,NULL,NULL,Non_Wetland,Forest
721,Water,NULL,Non_Water,Non_Wetland,Grassland
722,Water,NULL,Non_Water,Non_Wetland,Wetland
723,Water,NULL,Non_Water,Non_Wetland,Water
724,Water,NULL,Non_Water,Non_Wetland,Forest
725,Water,NULL,Water,Non_Wetland,Grassland
726,Water,NULL,Water,Non_Wetland,Wetland
727,Water,NULL,Water,Non_Wetland,Water
728,Water,NULL,Water,Non_Wetland,Forest
729,Water,Shrubland,NULL,Non_Wetland,NULL
730,Water,Shrubland,NULL,Non_Wetland,Grassland
731,Water,Shrubland,NULL,Non_Wetland,Wetland
732,Water,Shrubland,NULL,Non_Wetland,Bareland
733,Water,Shrubland,NULL,Non_Wetland,Water
734,Water,Shrubland,NULL,Non_Wetland,Forest
735,Water,Shrubland,Non_Water,Non_Wetland,Grassland
736,Water,Shrubland,Non_Water,Non_Wetland,Wetland
737,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
738,Water,Shrubland,Non_Water,Non_Wetland,Bareland
739,Water,Shrubland,Non_Water,Non_Wetland,Built-up
740,Water,Shrubland,Non_Water,Non_Wetland,Water
741,Water,Shrubland,Non_Water,Non_Wetland,Forest
742,Water,Shrubland,Water,Non_Wetland,Grassland
743,Water,Shrubland,Water,Non_Wetland,Wetland
744,Water,Shrubland,Water,Non_Wetland,Bareland
745,Water,Shrubland,Water,Non_Wetland,Water
746,Water,Shrubland,Water,Non_Wetland,Forest
747,Water,Grassland,NULL,Non_Wetland,Grassland
748,Water,Grassland,NULL,Non_Wetland,Wetland
749,Water,Grassland,NULL,Non_Wetland,Bareland
750,Water,Grassland,NULL,Non_Wetland,Water
751,Water,Grassland,NULL,Non_Wetland,Forest
752,Water,Grassland,Non_Water,Non_Wetland,Grassland
753,Water,Grassland,Non_Water,Non_Wetland,Wetland
754,Water,Grassland,Non_Water,Non_Wetland,Bareland
755,Water,Grassland,Non_Water,Non_Wetland,Forest
756,Water,Grassland,Water,Non_Wetland,Grassland
757,Water,Grassland,Water,Non_Wetland,Wetland
758,Water,Grassland,Water,Non_Wetland,Bareland
759,Water,Grassland,Water,Non_Wetland,Water
760,Water,Cropland,NULL,Non_Wetland,Grassland
761,Water,Cropland,NULL,Non_Wetland,Wetland
762,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
763,Water,Cropland,NULL,Non_Wetland,Bareland
764,Water,Cropland,NULL,Non_Wetland,Water
765,Water,Cropland,NULL,Non_Wetland,Forest
766,Water,Cropland,Non_Water,Non_Wetland,Grassland
767,Water,Cropland,Non_Water,Non_Wetland,Wetland
768,Water,Cropland,Non_Water,Non_Wetland,Bareland
769,Water,Cropland,Non_Water,Non_Wetland,Built-up
770,Water,Cropland,Non_Water,Non_Wetland,Water
771,Water,Cropland,Non_Water,Non_Wetland,Forest
772,Water,Cropland,Water,Non_Wetland,Grassland
773,Water,Cropland,Water,Non_Wetland,Wetland
774,Water,Cropland,Water,Non_Wetland,Lichens_and_Mosses
775,Water,Cropland,Water,Non_Wetland,Bareland
776,Water,Cropland,Water,Non_Wetland,Water
777,Water,Cropland,Water,Non_Wetland,Forest
778,Water,Wetland,NULL,Wetland,NULL
779,Water,Wetland,NULL,Wetland,Grassland
780,Water,Wetland,NULL,Wetland,Cropland
781,Water,Wetland,NULL,Wetland,Wetland
782,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
783,Water,Wetland,NULL,Wetland,Bareland
784,Water,Wetland,NULL,Wetland,Built-up
785,Water,Wetland,NULL,Wetland,Water
786,Water,Wetland,NULL,Wetland,Forest
787,Water,Wetland,Non_Water,Wetland,NULL
788,Water,Wetland,Non_Water,Wetland,Grassland
789,Water,Wetland,Non_Water,Wetland,Cropland
790,Water,Wetland,Non_Water,Wetland,Wetland
791,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
792,Water,Wetland,Non_Water,Wetland,Bareland
793,Water,Wetland,Non_Water,Wetland,Built-up
794,Water,Wetland,Non_Water,Wetland,Water
795,Water,Wetland,Non_Water,Wetland,Forest
796,Water,Wetland,Water,Wetland,NULL
797,Water,Wetland,Water,Wetland,Grassland
798,Water,Wetland,Water,Wetland,Cropland
799,Water,Wetland,Water,Wetland,Wetland
800,Water,Wetland,Water,Wetland,Lichens_and_Mosses
801,Water,Wetland,Water,Wetland,Bareland
802,Water,Wetland,Water,Wetland,Water
803,Water,Wetland,Water,Wetland,Forest
804,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
805,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
806,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
807,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
808,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
809,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
810,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
811,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
812,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
813,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
814,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
815,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
816,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
817,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
818,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
819,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
820,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
821,Water,Bareland,NULL,Non_Wetland,NULL
822,Water,Bareland,NULL,Non_Wetland,Grassland
823,Water,Bareland,NULL,Non_Wetland,Cropland
824,Water,Bareland,NULL,Non_Wetland,Wetland
825,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
826,Water,Bareland,NULL,Non_Wetland,Bareland
827,Water,Bareland,NULL,Non_Wetland,Built-up
828,Water,Bareland,NULL,Non_Wetland,Water
829,Water,Bareland,NULL,Non_Wetland,Forest
830,Water,Bareland,Non_Water,Non_Wetland,Grassland
831,Water,Bareland,Non_Water,Non_Wetland,Cropland
832,Water,Bareland,Non_Water,Non_Wetland,Wetland
833,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
834,Water,Bareland,Non_Water,Non_Wetland,Bareland
835,Water,Bareland,Non_Water,Non_Wetland,Built-up
836,Water,Bareland,Non_Water,Non_Wetland,Water
837,Water,Bareland,Non_Water,Non_Wetland,Forest
838,Water,Bareland,Water,Non_Wetland,Grassland
839,Water,Bareland,Water,Non_Wetland,Cropland
840,Water,Bareland,Water,Non_Wetland,Wetland
841,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
842,Water,Bareland,Water,Non_Wetland,Bareland
843,Water,Bareland,Water,Non_Wetland,Built-up
844,Water,Bareland,Water,Non_Wetland,Water
845,Water,Bareland,Water,Non_Wetland,Forest
846,Water,Built-up,NULL,Non_Wetland,Grassland
847,Water,Built-up,NULL,Non_Wetland,Wetland
848,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
849,Water,Built-up,NULL,Non_Wetland,Bareland
850,Water,Built-up,NULL,Non_Wetland,Built-up
851,Water,Built-up,NULL,Non_Wetland,Water
852,Water,Built-up,NULL,Non_Wetland,Forest
853,Water,Built-up,Non_Water,Non_Wetland,Grassland
854,Water,Built-up,Non_Water,Non_Wetland,Wetland
855,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
856,Water,Built-up,Non_Water,Non_Wetland,Bareland
857,Water,Built-up,Non_Water,Non_Wetland,Built-up
858,Water,Built-up,Non_Water,Non_Wetland,Water
859,Water,Built-up,Non_Water,Non_Wetland,Forest
860,Water,Built-up,Water,Non_Wetland,Grassland
861,Water,Built-up,Water,Non_Wetland,Wetland
862,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
863,Water,Built-up,Water,Non_Wetland,Bareland
864,Water,Built-up,Water,Non_Wetland,Built-up
865,Water,Built-up,Water,Non_Wetland,Water
866,Water,Built-up,Water,Non_Wetland,Forest
867,Water,Water,NULL,Water,NULL
868,Water,Water,NULL,Water,Grassland
869,Water,Water,NULL,Water,Wetland
870,Water,Water,NULL,Water,Bareland
871,Water,Water,NULL,Water,Water
872,Water,Water,NULL,Water,Forest
873,Water,Water,Non_Water,Water,Grassland
874,Water,Water,Non_Water,Water,Cropland
875,Water,Water,Non_Water,Water,Wetland
876,Water,Water,Non_Water,Water,Lichens_and_Mosses
877,Water,Water,Non_Water,Water,Bareland
878,Water,Water,Non_Water,Water,Built-up
879,Water,Water,Non_Water,Water,Water
880,Water,Water,Non_Water,Water,Forest
881,Water,Water,Water,Water,NULL
882,Water,Water,Water,Water,Grassland
883,Water,Water,Water,Water,Wetland
884,Water,Water,Water,Water,Lichens_and_Mosses
885,Water,Water,Water,Water,Bareland
886,Water,Water,Water,Water,Built-up
887,Water,Water,Water,Water,Water
888,Water,Water,Water,Water,Forest
889,Water,Forest,NULL,Non_Wetland,NULL
890,Water,Forest,NULL,Non_Wetland,Grassland
891,Water,Forest,NULL,Non_Wetland,Wetland
892,Water,Forest,NULL,Non_Wetland,Bareland
893,Water,Forest,NULL,Non_Wetland,Built-up
894,Water,Forest,NULL,Non_Wetland,Water
895,Water,Forest,NULL,Non_Wetland,Forest
896,Water,Forest,Non_Water,Non_Wetland,Grassland
897,Water,Forest,Non_Water,Non_Wetland,Cropland
898,Water,Forest,Non_Water,Non_Wetland,Wetland
899,Water,Forest,Non_Water,Non_Wetland,Bareland
900,Water,Forest,Non_Water,Non_Wetland,Water
901,Water,Forest,Non_Water,Non_Wetland,Forest
902,Water,Forest,Water,Non_Wetland,Grassland
903,Water,Forest,Water,Non_Wetland,Wetland
904,Water,Forest,Water,Non_Wetland,Bareland
905,Water,Forest,Water,Non_Wetland,Water
906,Water,Forest,Water,Non_Wetland,Forest
907,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
908,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
909,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
910,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
911,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
912,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
913,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
914,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
915,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
916,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
917,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
918,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
919,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
920,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
921,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
922,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
923,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Forest
924,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
925,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
926,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
927,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
928,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
929,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
930,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
931,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
932,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Built-up
933,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
934,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
935,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
936,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
937,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
938,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
939,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
940,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
941,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
942,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
943,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
944,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
945,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
946,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
947,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
948,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
949,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
950,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
951,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
952,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
953,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
954,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
955,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
