Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VNJ_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VNJ_M_R,SIBERIA_2024_GSW_Yearly_2021_41VNJ_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VNJ_M_R,SIBERIA_2024_WorldCover_2021_41VNJ_M_R
486,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
487,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
488,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
489,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
490,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
491,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
492,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
493,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
494,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
495,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
496,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
497,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
498,Permanent_ice_and_snow,Water,NULL,Water,Wetland
499,Permanent_ice_and_snow,Water,Water,Water,Wetland
500,Permanent_ice_and_snow,Water,Water,Water,Water
501,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
502,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
503,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
504,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
505,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
506,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
507,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
508,Forest,NULL,NULL,Non_Wetland,NULL
509,Forest,NULL,NULL,Non_Wetland,Grassland
510,Forest,NULL,NULL,Non_Wetland,Wetland
511,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
512,Forest,NULL,NULL,Non_Wetland,Bareland
513,Forest,NULL,NULL,Non_Wetland,Built-up
514,Forest,NULL,NULL,Non_Wetland,Water
515,Forest,NULL,NULL,Non_Wetland,Forest
516,Forest,NULL,Non_Water,Non_Wetland,Wetland
517,Forest,NULL,Non_Water,Non_Wetland,Water
518,Forest,NULL,Non_Water,Non_Wetland,Forest
519,Forest,NULL,Water,Non_Wetland,Grassland
520,Forest,NULL,Water,Non_Wetland,Wetland
521,Forest,NULL,Water,Non_Wetland,Water
522,Forest,NULL,Water,Non_Wetland,Forest
523,Forest,Shrubland,NULL,Non_Wetland,NULL
524,Forest,Shrubland,NULL,Non_Wetland,Grassland
525,Forest,Shrubland,NULL,Non_Wetland,Cropland
526,Forest,Shrubland,NULL,Non_Wetland,Wetland
527,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
528,Forest,Shrubland,NULL,Non_Wetland,Bareland
529,Forest,Shrubland,NULL,Non_Wetland,Built-up
530,Forest,Shrubland,NULL,Non_Wetland,Water
531,Forest,Shrubland,NULL,Non_Wetland,Forest
532,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
533,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
534,Forest,Shrubland,Non_Water,Non_Wetland,Water
535,Forest,Shrubland,Non_Water,Non_Wetland,Forest
536,Forest,Shrubland,Water,Non_Wetland,Grassland
537,Forest,Shrubland,Water,Non_Wetland,Wetland
538,Forest,Shrubland,Water,Non_Wetland,Bareland
539,Forest,Shrubland,Water,Non_Wetland,Water
540,Forest,Shrubland,Water,Non_Wetland,Forest
541,Forest,Grassland,NULL,Non_Wetland,NULL
542,Forest,Grassland,NULL,Non_Wetland,Grassland
543,Forest,Grassland,NULL,Non_Wetland,Wetland
544,Forest,Grassland,NULL,Non_Wetland,Built-up
545,Forest,Grassland,NULL,Non_Wetland,Forest
546,Forest,Grassland,Water,Non_Wetland,Forest
547,Forest,Cropland,NULL,Non_Wetland,NULL
548,Forest,Cropland,NULL,Non_Wetland,Grassland
549,Forest,Cropland,NULL,Non_Wetland,Wetland
550,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
551,Forest,Cropland,NULL,Non_Wetland,Bareland
552,Forest,Cropland,NULL,Non_Wetland,Built-up
553,Forest,Cropland,NULL,Non_Wetland,Water
554,Forest,Cropland,NULL,Non_Wetland,Forest
555,Forest,Cropland,Non_Water,Non_Wetland,Grassland
556,Forest,Cropland,Non_Water,Non_Wetland,Forest
557,Forest,Cropland,Water,Non_Wetland,Grassland
558,Forest,Cropland,Water,Non_Wetland,Water
559,Forest,Cropland,Water,Non_Wetland,Forest
560,Forest,Wetland,NULL,Wetland,NULL
561,Forest,Wetland,NULL,Wetland,Grassland
562,Forest,Wetland,NULL,Wetland,Cropland
563,Forest,Wetland,NULL,Wetland,Wetland
564,Forest,Wetland,NULL,Wetland,Bareland
565,Forest,Wetland,NULL,Wetland,Built-up
566,Forest,Wetland,NULL,Wetland,Water
567,Forest,Wetland,NULL,Wetland,Forest
568,Forest,Wetland,Non_Water,Wetland,Grassland
569,Forest,Wetland,Non_Water,Wetland,Wetland
570,Forest,Wetland,Non_Water,Wetland,Water
571,Forest,Wetland,Non_Water,Wetland,Forest
572,Forest,Wetland,Water,Wetland,Grassland
573,Forest,Wetland,Water,Wetland,Wetland
574,Forest,Wetland,Water,Wetland,Water
575,Forest,Wetland,Water,Wetland,Forest
576,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
577,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
578,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
579,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
580,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
581,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
582,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
583,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
584,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
585,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
586,Forest,Lichens_and_Mosses,Water,Non_Wetland,Built-up
587,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
588,Forest,Bareland,NULL,Non_Wetland,NULL
589,Forest,Bareland,NULL,Non_Wetland,Grassland
590,Forest,Bareland,NULL,Non_Wetland,Wetland
591,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
592,Forest,Bareland,NULL,Non_Wetland,Bareland
593,Forest,Bareland,NULL,Non_Wetland,Built-up
594,Forest,Bareland,NULL,Non_Wetland,Water
595,Forest,Bareland,NULL,Non_Wetland,Forest
596,Forest,Bareland,Non_Water,Non_Wetland,Grassland
597,Forest,Bareland,Non_Water,Non_Wetland,Wetland
598,Forest,Bareland,Non_Water,Non_Wetland,Bareland
599,Forest,Bareland,Non_Water,Non_Wetland,Built-up
600,Forest,Bareland,Non_Water,Non_Wetland,Forest
601,Forest,Bareland,Water,Non_Wetland,Grassland
602,Forest,Bareland,Water,Non_Wetland,Wetland
603,Forest,Bareland,Water,Non_Wetland,Built-up
604,Forest,Bareland,Water,Non_Wetland,Water
605,Forest,Bareland,Water,Non_Wetland,Forest
606,Forest,Built-up,NULL,Non_Wetland,NULL
607,Forest,Built-up,NULL,Non_Wetland,Grassland
608,Forest,Built-up,NULL,Non_Wetland,Wetland
609,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
610,Forest,Built-up,NULL,Non_Wetland,Bareland
611,Forest,Built-up,NULL,Non_Wetland,Built-up
612,Forest,Built-up,NULL,Non_Wetland,Water
613,Forest,Built-up,NULL,Non_Wetland,Forest
614,Forest,Built-up,Non_Water,Non_Wetland,Grassland
615,Forest,Built-up,Non_Water,Non_Wetland,Built-up
616,Forest,Built-up,Non_Water,Non_Wetland,Water
617,Forest,Built-up,Non_Water,Non_Wetland,Forest
618,Forest,Built-up,Water,Non_Wetland,Grassland
619,Forest,Built-up,Water,Non_Wetland,Built-up
620,Forest,Built-up,Water,Non_Wetland,Water
621,Forest,Built-up,Water,Non_Wetland,Forest
622,Forest,Water,NULL,Water,Grassland
623,Forest,Water,NULL,Water,Wetland
624,Forest,Water,NULL,Water,Bareland
625,Forest,Water,NULL,Water,Built-up
626,Forest,Water,NULL,Water,Water
627,Forest,Water,NULL,Water,Forest
628,Forest,Water,Non_Water,Water,Grassland
629,Forest,Water,Non_Water,Water,Wetland
630,Forest,Water,Non_Water,Water,Water
631,Forest,Water,Non_Water,Water,Forest
632,Forest,Water,Water,Water,NULL
633,Forest,Water,Water,Water,Grassland
634,Forest,Water,Water,Water,Wetland
635,Forest,Water,Water,Water,Built-up
636,Forest,Water,Water,Water,Water
637,Forest,Water,Water,Water,Forest
638,Forest,Forest,NULL,Non_Wetland,NULL
639,Forest,Forest,NULL,Non_Wetland,Grassland
640,Forest,Forest,NULL,Non_Wetland,Wetland
641,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
642,Forest,Forest,NULL,Non_Wetland,Bareland
643,Forest,Forest,NULL,Non_Wetland,Built-up
644,Forest,Forest,NULL,Non_Wetland,Water
645,Forest,Forest,NULL,Non_Wetland,Forest
646,Forest,Forest,Non_Water,Non_Wetland,NULL
647,Forest,Forest,Non_Water,Non_Wetland,Grassland
648,Forest,Forest,Non_Water,Non_Wetland,Wetland
649,Forest,Forest,Non_Water,Non_Wetland,Built-up
650,Forest,Forest,Non_Water,Non_Wetland,Water
651,Forest,Forest,Non_Water,Non_Wetland,Forest
652,Forest,Forest,Water,Non_Wetland,NULL
653,Forest,Forest,Water,Non_Wetland,Grassland
654,Forest,Forest,Water,Non_Wetland,Wetland
655,Forest,Forest,Water,Non_Wetland,Water
656,Forest,Forest,Water,Non_Wetland,Forest
