Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXS_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXS_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXS_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXS_M_R,SIBERIA_2024_WorldCover_2021_42WXS_M_R
473,Built-up,Bareland,NULL,Non_Wetland,Built-up
474,Built-up,Bareland,NULL,Non_Wetland,Water
475,Built-up,Bareland,NULL,Non_Wetland,Forest
476,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
477,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
478,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
479,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
480,Built-up,Bareland,Non_Water,Non_Wetland,Water
481,Built-up,Bareland,Non_Water,Non_Wetland,Forest
482,Built-up,Bareland,Water,Non_Wetland,Grassland
483,Built-up,Bareland,Water,Non_Wetland,Wetland
484,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
485,Built-up,Bareland,Water,Non_Wetland,Bareland
486,Built-up,Bareland,Water,Non_Wetland,Water
487,Built-up,Bareland,Water,Non_Wetland,Forest
488,Built-up,Built-up,NULL,Non_Wetland,Grassland
489,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
490,Built-up,Built-up,NULL,Non_Wetland,Bareland
491,Built-up,Built-up,NULL,Non_Wetland,Built-up
492,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
493,Built-up,Built-up,NULL,Non_Wetland,Forest
494,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
495,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
496,Built-up,Built-up,Non_Water,Non_Wetland,Forest
497,Built-up,Built-up,Water,Non_Wetland,Bareland
498,Built-up,Built-up,Water,Non_Wetland,Built-up
499,Built-up,Water,NULL,Water,Grassland
500,Built-up,Water,NULL,Water,Lichens_and_Mosses
501,Built-up,Water,Non_Water,Water,Grassland
502,Built-up,Water,Non_Water,Water,Lichens_and_Mosses
503,Built-up,Water,Non_Water,Water,Bareland
504,Built-up,Water,Non_Water,Water,Water
505,Built-up,Water,Water,Water,Built-up
506,Built-up,Water,Water,Water,Water
507,Built-up,Forest,NULL,Non_Wetland,Grassland
508,Built-up,Forest,NULL,Non_Wetland,Wetland
509,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
510,Built-up,Forest,NULL,Non_Wetland,Bareland
511,Built-up,Forest,NULL,Non_Wetland,Built-up
512,Built-up,Forest,NULL,Non_Wetland,Forest
513,Built-up,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
514,Built-up,Forest,Water,Non_Wetland,Water
515,Water,NULL,NULL,Non_Wetland,Grassland
516,Water,NULL,NULL,Non_Wetland,Wetland
517,Water,NULL,NULL,Non_Wetland,Water
518,Water,NULL,NULL,Non_Wetland,Forest
519,Water,NULL,Non_Water,Non_Wetland,Grassland
520,Water,NULL,Non_Water,Non_Wetland,Wetland
521,Water,NULL,Non_Water,Non_Wetland,Bareland
522,Water,NULL,Non_Water,Non_Wetland,Water
523,Water,NULL,Non_Water,Non_Wetland,Forest
524,Water,NULL,Water,Non_Wetland,Grassland
525,Water,NULL,Water,Non_Wetland,Wetland
526,Water,NULL,Water,Non_Wetland,Water
527,Water,NULL,Water,Non_Wetland,Forest
528,Water,Shrubland,NULL,Non_Wetland,Grassland
529,Water,Shrubland,NULL,Non_Wetland,Wetland
530,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
531,Water,Shrubland,NULL,Non_Wetland,Bareland
532,Water,Shrubland,NULL,Non_Wetland,Water
533,Water,Shrubland,NULL,Non_Wetland,Forest
534,Water,Shrubland,Non_Water,Non_Wetland,Grassland
535,Water,Shrubland,Non_Water,Non_Wetland,Wetland
536,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
537,Water,Shrubland,Non_Water,Non_Wetland,Bareland
538,Water,Shrubland,Non_Water,Non_Wetland,Water
539,Water,Shrubland,Non_Water,Non_Wetland,Forest
540,Water,Shrubland,Water,Non_Wetland,Grassland
541,Water,Shrubland,Water,Non_Wetland,Wetland
542,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
543,Water,Shrubland,Water,Non_Wetland,Bareland
544,Water,Shrubland,Water,Non_Wetland,Water
545,Water,Shrubland,Water,Non_Wetland,Forest
546,Water,Grassland,NULL,Non_Wetland,Grassland
547,Water,Grassland,NULL,Non_Wetland,Wetland
548,Water,Grassland,NULL,Non_Wetland,Bareland
549,Water,Grassland,NULL,Non_Wetland,Water
550,Water,Grassland,NULL,Non_Wetland,Forest
551,Water,Grassland,Non_Water,Non_Wetland,Wetland
552,Water,Grassland,Non_Water,Non_Wetland,Water
553,Water,Grassland,Non_Water,Non_Wetland,Forest
554,Water,Grassland,Water,Non_Wetland,Wetland
555,Water,Grassland,Water,Non_Wetland,Water
556,Water,Grassland,Water,Non_Wetland,Forest
557,Water,Wetland,NULL,Wetland,Grassland
558,Water,Wetland,NULL,Wetland,Wetland
559,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
560,Water,Wetland,NULL,Wetland,Bareland
561,Water,Wetland,NULL,Wetland,Water
562,Water,Wetland,NULL,Wetland,Forest
563,Water,Wetland,Non_Water,Wetland,Grassland
564,Water,Wetland,Non_Water,Wetland,Wetland
565,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
566,Water,Wetland,Non_Water,Wetland,Bareland
567,Water,Wetland,Non_Water,Wetland,Water
568,Water,Wetland,Non_Water,Wetland,Forest
569,Water,Wetland,Water,Wetland,Grassland
570,Water,Wetland,Water,Wetland,Wetland
571,Water,Wetland,Water,Wetland,Lichens_and_Mosses
572,Water,Wetland,Water,Wetland,Bareland
573,Water,Wetland,Water,Wetland,Water
574,Water,Wetland,Water,Wetland,Forest
575,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
576,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
577,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
578,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
579,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
580,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
581,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
582,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
583,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
584,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
585,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
586,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
587,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
588,Water,Bareland,NULL,Non_Wetland,Grassland
589,Water,Bareland,NULL,Non_Wetland,Wetland
590,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
591,Water,Bareland,NULL,Non_Wetland,Bareland
592,Water,Bareland,NULL,Non_Wetland,Water
593,Water,Bareland,NULL,Non_Wetland,Forest
594,Water,Bareland,Non_Water,Non_Wetland,Grassland
595,Water,Bareland,Non_Water,Non_Wetland,Wetland
596,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
597,Water,Bareland,Non_Water,Non_Wetland,Bareland
598,Water,Bareland,Non_Water,Non_Wetland,Water
599,Water,Bareland,Non_Water,Non_Wetland,Forest
600,Water,Bareland,Water,Non_Wetland,Grassland
601,Water,Bareland,Water,Non_Wetland,Wetland
602,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
603,Water,Bareland,Water,Non_Wetland,Bareland
604,Water,Bareland,Water,Non_Wetland,Water
605,Water,Bareland,Water,Non_Wetland,Forest
606,Water,Built-up,NULL,Non_Wetland,Grassland
607,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
608,Water,Built-up,NULL,Non_Wetland,Bareland
609,Water,Built-up,NULL,Non_Wetland,Built-up
610,Water,Built-up,NULL,Non_Wetland,Water
611,Water,Built-up,NULL,Non_Wetland,Forest
612,Water,Built-up,Non_Water,Non_Wetland,Grassland
613,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
614,Water,Built-up,Non_Water,Non_Wetland,Bareland
615,Water,Built-up,Non_Water,Non_Wetland,Water
616,Water,Built-up,Water,Non_Wetland,Grassland
617,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
618,Water,Built-up,Water,Non_Wetland,Bareland
619,Water,Built-up,Water,Non_Wetland,Water
620,Water,Built-up,Water,Non_Wetland,Forest
621,Water,Water,NULL,Water,Grassland
622,Water,Water,NULL,Water,Wetland
623,Water,Water,NULL,Water,Lichens_and_Mosses
624,Water,Water,NULL,Water,Bareland
625,Water,Water,NULL,Water,Water
626,Water,Water,NULL,Water,Forest
627,Water,Water,Non_Water,Water,Grassland
628,Water,Water,Non_Water,Water,Wetland
629,Water,Water,Non_Water,Water,Lichens_and_Mosses
630,Water,Water,Non_Water,Water,Bareland
631,Water,Water,Non_Water,Water,Water
632,Water,Water,Non_Water,Water,Forest
633,Water,Water,Water,Water,Grassland
634,Water,Water,Water,Water,Wetland
635,Water,Water,Water,Water,Lichens_and_Mosses
636,Water,Water,Water,Water,Bareland
637,Water,Water,Water,Water,Water
638,Water,Water,Water,Water,Forest
639,Water,Forest,NULL,Non_Wetland,Grassland
640,Water,Forest,NULL,Non_Wetland,Wetland
641,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
642,Water,Forest,NULL,Non_Wetland,Bareland
643,Water,Forest,NULL,Non_Wetland,Water
644,Water,Forest,NULL,Non_Wetland,Forest
645,Water,Forest,Non_Water,Non_Wetland,Grassland
646,Water,Forest,Non_Water,Non_Wetland,Wetland
647,Water,Forest,Non_Water,Non_Wetland,Bareland
648,Water,Forest,Non_Water,Non_Wetland,Water
649,Water,Forest,Non_Water,Non_Wetland,Forest
650,Water,Forest,Water,Non_Wetland,Grassland
651,Water,Forest,Water,Non_Wetland,Wetland
652,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
653,Water,Forest,Water,Non_Wetland,Bareland
654,Water,Forest,Water,Non_Wetland,Water
655,Water,Forest,Water,Non_Wetland,Forest
656,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
657,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
658,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
659,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
660,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
661,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
662,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
663,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
664,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
665,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
666,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
667,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
668,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
669,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
670,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
671,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
672,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
673,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
674,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
675,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
676,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
677,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
678,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
679,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
680,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
682,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
683,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
684,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
685,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
686,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
687,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
688,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
689,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
690,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
691,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
692,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
693,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
694,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
695,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
696,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
697,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
698,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
699,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
700,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
701,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
702,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
703,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
704,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
705,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
706,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
707,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
708,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
709,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
710,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
711,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
712,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
713,Permanent_ice_and_snow,Water,NULL,Water,Wetland
714,Permanent_ice_and_snow,Water,NULL,Water,Forest
715,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
716,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
717,Permanent_ice_and_snow,Water,Water,Water,Wetland
718,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
719,Permanent_ice_and_snow,Water,Water,Water,Bareland
720,Permanent_ice_and_snow,Water,Water,Water,Water
721,Permanent_ice_and_snow,Water,Water,Water,Forest
722,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
723,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
724,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
725,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
726,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
727,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
728,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
729,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
730,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
731,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
732,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
733,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
734,Forest,NULL,NULL,Non_Wetland,NULL
735,Forest,NULL,NULL,Non_Wetland,Grassland
736,Forest,NULL,NULL,Non_Wetland,Wetland
737,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
738,Forest,NULL,NULL,Non_Wetland,Bareland
739,Forest,NULL,NULL,Non_Wetland,Built-up
740,Forest,NULL,NULL,Non_Wetland,Water
741,Forest,NULL,NULL,Non_Wetland,Forest
742,Forest,NULL,Non_Water,Non_Wetland,Grassland
743,Forest,NULL,Non_Water,Non_Wetland,Wetland
744,Forest,NULL,Non_Water,Non_Wetland,Water
745,Forest,NULL,Non_Water,Non_Wetland,Forest
746,Forest,NULL,Water,Non_Wetland,Grassland
747,Forest,NULL,Water,Non_Wetland,Wetland
748,Forest,NULL,Water,Non_Wetland,Water
749,Forest,NULL,Water,Non_Wetland,Forest
750,Forest,Shrubland,NULL,Non_Wetland,Grassland
751,Forest,Shrubland,NULL,Non_Wetland,Wetland
752,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
753,Forest,Shrubland,NULL,Non_Wetland,Bareland
754,Forest,Shrubland,NULL,Non_Wetland,Built-up
755,Forest,Shrubland,NULL,Non_Wetland,Water
756,Forest,Shrubland,NULL,Non_Wetland,Forest
757,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
758,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
759,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
760,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
761,Forest,Shrubland,Non_Water,Non_Wetland,Water
762,Forest,Shrubland,Non_Water,Non_Wetland,Forest
763,Forest,Shrubland,Water,Non_Wetland,Grassland
764,Forest,Shrubland,Water,Non_Wetland,Wetland
765,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
766,Forest,Shrubland,Water,Non_Wetland,Bareland
767,Forest,Shrubland,Water,Non_Wetland,Water
768,Forest,Shrubland,Water,Non_Wetland,Forest
769,Forest,Grassland,NULL,Non_Wetland,Grassland
770,Forest,Grassland,NULL,Non_Wetland,Wetland
771,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
772,Forest,Grassland,NULL,Non_Wetland,Bareland
773,Forest,Grassland,NULL,Non_Wetland,Built-up
774,Forest,Grassland,NULL,Non_Wetland,Water
775,Forest,Grassland,NULL,Non_Wetland,Forest
776,Forest,Grassland,Non_Water,Non_Wetland,Grassland
777,Forest,Grassland,Non_Water,Non_Wetland,Wetland
778,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
779,Forest,Grassland,Non_Water,Non_Wetland,Forest
780,Forest,Grassland,Water,Non_Wetland,Grassland
781,Forest,Grassland,Water,Non_Wetland,Wetland
782,Forest,Grassland,Water,Non_Wetland,Forest
783,Forest,Cropland,NULL,Non_Wetland,Grassland
784,Forest,Cropland,NULL,Non_Wetland,Wetland
785,Forest,Cropland,NULL,Non_Wetland,Built-up
786,Forest,Cropland,NULL,Non_Wetland,Forest
787,Forest,Cropland,Non_Water,Non_Wetland,Grassland
788,Forest,Cropland,Non_Water,Non_Wetland,Forest
789,Forest,Cropland,Water,Non_Wetland,Water
790,Forest,Wetland,NULL,Wetland,NULL
791,Forest,Wetland,NULL,Wetland,Grassland
792,Forest,Wetland,NULL,Wetland,Wetland
793,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
794,Forest,Wetland,NULL,Wetland,Bareland
795,Forest,Wetland,NULL,Wetland,Built-up
796,Forest,Wetland,NULL,Wetland,Water
797,Forest,Wetland,NULL,Wetland,Forest
798,Forest,Wetland,Non_Water,Wetland,Grassland
799,Forest,Wetland,Non_Water,Wetland,Wetland
800,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
801,Forest,Wetland,Non_Water,Wetland,Bareland
802,Forest,Wetland,Non_Water,Wetland,Water
803,Forest,Wetland,Non_Water,Wetland,Forest
804,Forest,Wetland,Water,Wetland,Grassland
805,Forest,Wetland,Water,Wetland,Wetland
806,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
807,Forest,Wetland,Water,Wetland,Bareland
808,Forest,Wetland,Water,Wetland,Water
809,Forest,Wetland,Water,Wetland,Forest
810,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
811,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
812,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
813,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
814,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
815,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
816,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
817,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
818,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
819,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
820,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
821,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
822,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
823,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
824,Forest,Bareland,NULL,Non_Wetland,NULL
825,Forest,Bareland,NULL,Non_Wetland,Grassland
826,Forest,Bareland,NULL,Non_Wetland,Wetland
827,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
828,Forest,Bareland,NULL,Non_Wetland,Bareland
829,Forest,Bareland,NULL,Non_Wetland,Built-up
830,Forest,Bareland,NULL,Non_Wetland,Water
831,Forest,Bareland,NULL,Non_Wetland,Forest
832,Forest,Bareland,Non_Water,Non_Wetland,Grassland
833,Forest,Bareland,Non_Water,Non_Wetland,Wetland
834,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
835,Forest,Bareland,Non_Water,Non_Wetland,Bareland
836,Forest,Bareland,Non_Water,Non_Wetland,Built-up
837,Forest,Bareland,Non_Water,Non_Wetland,Water
838,Forest,Bareland,Non_Water,Non_Wetland,Forest
839,Forest,Bareland,Water,Non_Wetland,Grassland
840,Forest,Bareland,Water,Non_Wetland,Wetland
841,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
842,Forest,Bareland,Water,Non_Wetland,Bareland
843,Forest,Bareland,Water,Non_Wetland,Water
844,Forest,Bareland,Water,Non_Wetland,Forest
845,Forest,Built-up,NULL,Non_Wetland,Grassland
846,Forest,Built-up,NULL,Non_Wetland,Wetland
847,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
848,Forest,Built-up,NULL,Non_Wetland,Bareland
849,Forest,Built-up,NULL,Non_Wetland,Built-up
850,Forest,Built-up,NULL,Non_Wetland,Forest
851,Forest,Built-up,Non_Water,Non_Wetland,Grassland
852,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
853,Forest,Built-up,Non_Water,Non_Wetland,Bareland
854,Forest,Built-up,Non_Water,Non_Wetland,Forest
855,Forest,Built-up,Water,Non_Wetland,Grassland
856,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
857,Forest,Water,NULL,Water,Grassland
858,Forest,Water,NULL,Water,Wetland
859,Forest,Water,NULL,Water,Lichens_and_Mosses
860,Forest,Water,NULL,Water,Bareland
861,Forest,Water,NULL,Water,Water
862,Forest,Water,NULL,Water,Forest
863,Forest,Water,Non_Water,Water,Grassland
864,Forest,Water,Non_Water,Water,Wetland
865,Forest,Water,Non_Water,Water,Lichens_and_Mosses
866,Forest,Water,Non_Water,Water,Bareland
867,Forest,Water,Non_Water,Water,Water
868,Forest,Water,Non_Water,Water,Forest
869,Forest,Water,Water,Water,Grassland
870,Forest,Water,Water,Water,Wetland
871,Forest,Water,Water,Water,Lichens_and_Mosses
872,Forest,Water,Water,Water,Bareland
873,Forest,Water,Water,Water,Water
874,Forest,Water,Water,Water,Forest
875,Forest,Forest,NULL,Non_Wetland,NULL
876,Forest,Forest,NULL,Non_Wetland,Grassland
877,Forest,Forest,NULL,Non_Wetland,Wetland
878,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
879,Forest,Forest,NULL,Non_Wetland,Bareland
880,Forest,Forest,NULL,Non_Wetland,Built-up
881,Forest,Forest,NULL,Non_Wetland,Water
882,Forest,Forest,NULL,Non_Wetland,Forest
883,Forest,Forest,Non_Water,Non_Wetland,Grassland
884,Forest,Forest,Non_Water,Non_Wetland,Wetland
885,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
886,Forest,Forest,Non_Water,Non_Wetland,Bareland
887,Forest,Forest,Non_Water,Non_Wetland,Water
888,Forest,Forest,Non_Water,Non_Wetland,Forest
889,Forest,Forest,Water,Non_Wetland,Grassland
890,Forest,Forest,Water,Non_Wetland,Wetland
891,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
892,Forest,Forest,Water,Non_Wetland,Bareland
893,Forest,Forest,Water,Non_Wetland,Water
894,Forest,Forest,Water,Non_Wetland,Forest
