Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNM_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNM_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNM_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNM_M_R,SIBERIA_2024_WorldCover_2021_41WNM_M_R
495,Forest,Shrubland,NULL,Non_Wetland,Water
496,Forest,Shrubland,NULL,Non_Wetland,Forest
497,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
498,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
499,Forest,Shrubland,Non_Water,Non_Wetland,Forest
500,Forest,Shrubland,Water,Non_Wetland,Grassland
501,Forest,Shrubland,Water,Non_Wetland,Wetland
502,Forest,Shrubland,Water,Non_Wetland,Forest
503,Forest,Grassland,NULL,Non_Wetland,NULL
504,Forest,Grassland,NULL,Non_Wetland,Grassland
505,Forest,Grassland,NULL,Non_Wetland,Wetland
506,Forest,Grassland,NULL,Non_Wetland,Forest
507,Forest,Grassland,Non_Water,Non_Wetland,Forest
508,Forest,Grassland,Water,Non_Wetland,Forest
509,Forest,Cropland,NULL,Non_Wetland,NULL
510,Forest,Cropland,NULL,Non_Wetland,Grassland
511,Forest,Cropland,NULL,Non_Wetland,Wetland
512,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
513,Forest,Cropland,NULL,Non_Wetland,Bareland
514,Forest,Cropland,NULL,Non_Wetland,Forest
515,Forest,Cropland,Non_Water,Non_Wetland,Wetland
516,Forest,Cropland,Non_Water,Non_Wetland,Forest
517,Forest,Cropland,Water,Non_Wetland,Grassland
518,Forest,Wetland,NULL,Wetland,NULL
519,Forest,Wetland,NULL,Wetland,Grassland
520,Forest,Wetland,NULL,Wetland,Wetland
521,Forest,Wetland,NULL,Wetland,Water
522,Forest,Wetland,NULL,Wetland,Forest
523,Forest,Wetland,Non_Water,Wetland,Grassland
524,Forest,Wetland,Non_Water,Wetland,Wetland
525,Forest,Wetland,Non_Water,Wetland,Water
526,Forest,Wetland,Non_Water,Wetland,Forest
527,Forest,Wetland,Water,Wetland,Grassland
528,Forest,Wetland,Water,Wetland,Wetland
529,Forest,Wetland,Water,Wetland,Water
530,Forest,Wetland,Water,Wetland,Forest
531,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
532,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
533,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
534,Forest,Bareland,NULL,Non_Wetland,NULL
535,Forest,Bareland,NULL,Non_Wetland,Grassland
536,Forest,Bareland,NULL,Non_Wetland,Wetland
537,Forest,Bareland,NULL,Non_Wetland,Built-up
538,Forest,Bareland,NULL,Non_Wetland,Water
539,Forest,Bareland,NULL,Non_Wetland,Forest
540,Forest,Bareland,Non_Water,Non_Wetland,Grassland
541,Forest,Bareland,Non_Water,Non_Wetland,Wetland
542,Forest,Bareland,Non_Water,Non_Wetland,Water
543,Forest,Bareland,Non_Water,Non_Wetland,Forest
544,Forest,Bareland,Water,Non_Wetland,Grassland
545,Forest,Bareland,Water,Non_Wetland,Wetland
546,Forest,Bareland,Water,Non_Wetland,Water
547,Forest,Bareland,Water,Non_Wetland,Forest
548,Forest,Built-up,NULL,Non_Wetland,NULL
549,Forest,Built-up,NULL,Non_Wetland,Grassland
550,Forest,Built-up,NULL,Non_Wetland,Wetland
551,Forest,Built-up,NULL,Non_Wetland,Bareland
552,Forest,Built-up,NULL,Non_Wetland,Built-up
553,Forest,Built-up,NULL,Non_Wetland,Water
554,Forest,Built-up,NULL,Non_Wetland,Forest
555,Forest,Built-up,Water,Non_Wetland,Wetland
556,Forest,Water,NULL,Water,Grassland
557,Forest,Water,NULL,Water,Wetland
558,Forest,Water,NULL,Water,Water
559,Forest,Water,NULL,Water,Forest
560,Forest,Water,Non_Water,Water,Grassland
561,Forest,Water,Non_Water,Water,Wetland
562,Forest,Water,Non_Water,Water,Water
563,Forest,Water,Non_Water,Water,Forest
564,Forest,Water,Water,Water,Grassland
565,Forest,Water,Water,Water,Wetland
566,Forest,Water,Water,Water,Water
567,Forest,Water,Water,Water,Forest
568,Forest,Forest,NULL,Non_Wetland,NULL
569,Forest,Forest,NULL,Non_Wetland,Grassland
570,Forest,Forest,NULL,Non_Wetland,Wetland
571,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
572,Forest,Forest,NULL,Non_Wetland,Bareland
573,Forest,Forest,NULL,Non_Wetland,Built-up
574,Forest,Forest,NULL,Non_Wetland,Water
575,Forest,Forest,NULL,Non_Wetland,Forest
576,Forest,Forest,Non_Water,Non_Wetland,Grassland
577,Forest,Forest,Non_Water,Non_Wetland,Wetland
578,Forest,Forest,Non_Water,Non_Wetland,Water
579,Forest,Forest,Non_Water,Non_Wetland,Forest
580,Forest,Forest,Water,Non_Wetland,Grassland
581,Forest,Forest,Water,Non_Wetland,Wetland
582,Forest,Forest,Water,Non_Wetland,Water
583,Forest,Forest,Water,Non_Wetland,Forest
