Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNT_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNT_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNT_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNT_M_R,SIBERIA_2024_WorldCover_2021_44WNT_M_R
484,Built-up,Water,Water,Water,Forest
485,Built-up,Forest,NULL,Non_Wetland,Grassland
486,Built-up,Forest,NULL,Non_Wetland,Wetland
487,Built-up,Forest,NULL,Non_Wetland,Bareland
488,Built-up,Forest,NULL,Non_Wetland,Built-up
489,Built-up,Forest,NULL,Non_Wetland,Forest
490,Water,NULL,NULL,Non_Wetland,Grassland
491,Water,NULL,NULL,Non_Wetland,Wetland
492,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
493,Water,NULL,NULL,Non_Wetland,Water
494,Water,NULL,NULL,Non_Wetland,Forest
495,Water,NULL,Non_Water,Non_Wetland,Grassland
496,Water,NULL,Non_Water,Non_Wetland,Wetland
497,Water,NULL,Non_Water,Non_Wetland,Bareland
498,Water,NULL,Non_Water,Non_Wetland,Water
499,Water,NULL,Non_Water,Non_Wetland,Forest
500,Water,NULL,Water,Non_Wetland,Grassland
501,Water,NULL,Water,Non_Wetland,Wetland
502,Water,NULL,Water,Non_Wetland,Bareland
503,Water,NULL,Water,Non_Wetland,Water
504,Water,NULL,Water,Non_Wetland,Forest
505,Water,Shrubland,NULL,Non_Wetland,Grassland
506,Water,Shrubland,NULL,Non_Wetland,Wetland
507,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
508,Water,Shrubland,NULL,Non_Wetland,Bareland
509,Water,Shrubland,NULL,Non_Wetland,Water
510,Water,Shrubland,NULL,Non_Wetland,Forest
511,Water,Shrubland,Non_Water,Non_Wetland,Grassland
512,Water,Shrubland,Non_Water,Non_Wetland,Wetland
513,Water,Shrubland,Non_Water,Non_Wetland,Bareland
514,Water,Shrubland,Non_Water,Non_Wetland,Water
515,Water,Shrubland,Non_Water,Non_Wetland,Forest
516,Water,Shrubland,Water,Non_Wetland,Grassland
517,Water,Shrubland,Water,Non_Wetland,Wetland
518,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
519,Water,Shrubland,Water,Non_Wetland,Bareland
520,Water,Shrubland,Water,Non_Wetland,Water
521,Water,Shrubland,Water,Non_Wetland,Forest
522,Water,Grassland,NULL,Non_Wetland,Grassland
523,Water,Grassland,NULL,Non_Wetland,Wetland
524,Water,Grassland,NULL,Non_Wetland,Water
525,Water,Grassland,NULL,Non_Wetland,Forest
526,Water,Grassland,Non_Water,Non_Wetland,Grassland
527,Water,Grassland,Non_Water,Non_Wetland,Forest
528,Water,Grassland,Water,Non_Wetland,Grassland
529,Water,Grassland,Water,Non_Wetland,Wetland
530,Water,Grassland,Water,Non_Wetland,Bareland
531,Water,Grassland,Water,Non_Wetland,Water
532,Water,Grassland,Water,Non_Wetland,Forest
533,Water,Wetland,NULL,Wetland,Grassland
534,Water,Wetland,NULL,Wetland,Wetland
535,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
536,Water,Wetland,NULL,Wetland,Bareland
537,Water,Wetland,NULL,Wetland,Water
538,Water,Wetland,NULL,Wetland,Forest
539,Water,Wetland,Non_Water,Wetland,Grassland
540,Water,Wetland,Non_Water,Wetland,Wetland
541,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
542,Water,Wetland,Non_Water,Wetland,Bareland
543,Water,Wetland,Non_Water,Wetland,Water
544,Water,Wetland,Non_Water,Wetland,Forest
545,Water,Wetland,Water,Wetland,Grassland
546,Water,Wetland,Water,Wetland,Wetland
547,Water,Wetland,Water,Wetland,Lichens_and_Mosses
548,Water,Wetland,Water,Wetland,Bareland
549,Water,Wetland,Water,Wetland,Water
550,Water,Wetland,Water,Wetland,Forest
551,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
552,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
553,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
554,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
555,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
556,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
557,Water,Bareland,NULL,Non_Wetland,Grassland
558,Water,Bareland,NULL,Non_Wetland,Wetland
559,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
560,Water,Bareland,NULL,Non_Wetland,Bareland
561,Water,Bareland,NULL,Non_Wetland,Water
562,Water,Bareland,NULL,Non_Wetland,Forest
563,Water,Bareland,Non_Water,Non_Wetland,Grassland
564,Water,Bareland,Non_Water,Non_Wetland,Wetland
565,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
566,Water,Bareland,Non_Water,Non_Wetland,Bareland
567,Water,Bareland,Non_Water,Non_Wetland,Water
568,Water,Bareland,Non_Water,Non_Wetland,Forest
569,Water,Bareland,Water,Non_Wetland,Grassland
570,Water,Bareland,Water,Non_Wetland,Wetland
571,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
572,Water,Bareland,Water,Non_Wetland,Bareland
573,Water,Bareland,Water,Non_Wetland,Water
574,Water,Bareland,Water,Non_Wetland,Forest
575,Water,Built-up,NULL,Non_Wetland,Grassland
576,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
577,Water,Built-up,NULL,Non_Wetland,Bareland
578,Water,Built-up,NULL,Non_Wetland,Water
579,Water,Built-up,NULL,Non_Wetland,Forest
580,Water,Built-up,Non_Water,Non_Wetland,Grassland
581,Water,Built-up,Non_Water,Non_Wetland,Water
582,Water,Built-up,Water,Non_Wetland,Grassland
583,Water,Built-up,Water,Non_Wetland,Wetland
584,Water,Built-up,Water,Non_Wetland,Bareland
585,Water,Built-up,Water,Non_Wetland,Water
586,Water,Water,NULL,Water,Grassland
587,Water,Water,NULL,Water,Wetland
588,Water,Water,NULL,Water,Lichens_and_Mosses
589,Water,Water,NULL,Water,Bareland
590,Water,Water,NULL,Water,Water
591,Water,Water,NULL,Water,Forest
592,Water,Water,Non_Water,Water,Grassland
593,Water,Water,Non_Water,Water,Wetland
594,Water,Water,Non_Water,Water,Bareland
595,Water,Water,Non_Water,Water,Water
596,Water,Water,Non_Water,Water,Forest
597,Water,Water,Water,Water,Grassland
598,Water,Water,Water,Water,Wetland
599,Water,Water,Water,Water,Lichens_and_Mosses
600,Water,Water,Water,Water,Bareland
601,Water,Water,Water,Water,Water
602,Water,Water,Water,Water,Forest
603,Water,Forest,NULL,Non_Wetland,Grassland
604,Water,Forest,NULL,Non_Wetland,Wetland
605,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
606,Water,Forest,NULL,Non_Wetland,Bareland
607,Water,Forest,NULL,Non_Wetland,Water
608,Water,Forest,NULL,Non_Wetland,Forest
609,Water,Forest,Non_Water,Non_Wetland,Grassland
610,Water,Forest,Non_Water,Non_Wetland,Wetland
611,Water,Forest,Non_Water,Non_Wetland,Water
612,Water,Forest,Non_Water,Non_Wetland,Forest
613,Water,Forest,Water,Non_Wetland,Grassland
614,Water,Forest,Water,Non_Wetland,Wetland
615,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
616,Water,Forest,Water,Non_Wetland,Bareland
617,Water,Forest,Water,Non_Wetland,Water
618,Water,Forest,Water,Non_Wetland,Forest
619,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
620,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
621,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
622,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
623,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
624,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
625,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
626,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
627,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
628,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
629,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
630,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
631,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
632,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
633,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
634,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
635,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
636,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
637,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
638,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
639,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
640,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
641,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
642,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
643,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
644,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
645,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
646,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
647,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
648,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
649,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
650,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
651,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
652,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
653,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
654,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
655,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
656,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
657,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
658,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
659,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
660,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
661,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
662,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
663,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
664,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
665,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
666,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
667,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
668,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
669,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
670,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
671,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
672,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
673,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
674,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
675,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
676,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
677,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
678,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
679,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
680,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
681,Permanent_ice_and_snow,Water,NULL,Water,Grassland
682,Permanent_ice_and_snow,Water,NULL,Water,Wetland
683,Permanent_ice_and_snow,Water,NULL,Water,Water
684,Permanent_ice_and_snow,Water,NULL,Water,Forest
685,Permanent_ice_and_snow,Water,Water,Water,Grassland
686,Permanent_ice_and_snow,Water,Water,Water,Wetland
687,Permanent_ice_and_snow,Water,Water,Water,Water
688,Permanent_ice_and_snow,Water,Water,Water,Forest
689,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
690,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
691,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
692,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
693,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
694,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
695,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
696,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
697,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
698,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
699,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
700,Forest,NULL,NULL,Non_Wetland,NULL
701,Forest,NULL,NULL,Non_Wetland,Grassland
702,Forest,NULL,NULL,Non_Wetland,Wetland
703,Forest,NULL,NULL,Non_Wetland,Water
704,Forest,NULL,NULL,Non_Wetland,Forest
705,Forest,NULL,Non_Water,Non_Wetland,Grassland
706,Forest,NULL,Non_Water,Non_Wetland,Wetland
707,Forest,NULL,Non_Water,Non_Wetland,Water
708,Forest,NULL,Non_Water,Non_Wetland,Forest
709,Forest,NULL,Water,Non_Wetland,Grassland
710,Forest,NULL,Water,Non_Wetland,Wetland
711,Forest,NULL,Water,Non_Wetland,Water
712,Forest,NULL,Water,Non_Wetland,Forest
713,Forest,Shrubland,NULL,Non_Wetland,NULL
714,Forest,Shrubland,NULL,Non_Wetland,Grassland
715,Forest,Shrubland,NULL,Non_Wetland,Wetland
716,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
717,Forest,Shrubland,NULL,Non_Wetland,Bareland
718,Forest,Shrubland,NULL,Non_Wetland,Water
719,Forest,Shrubland,NULL,Non_Wetland,Forest
720,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
721,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
722,Forest,Shrubland,Non_Water,Non_Wetland,Water
723,Forest,Shrubland,Non_Water,Non_Wetland,Forest
724,Forest,Shrubland,Water,Non_Wetland,Grassland
725,Forest,Shrubland,Water,Non_Wetland,Wetland
726,Forest,Shrubland,Water,Non_Wetland,Bareland
727,Forest,Shrubland,Water,Non_Wetland,Water
728,Forest,Shrubland,Water,Non_Wetland,Forest
729,Forest,Grassland,NULL,Non_Wetland,NULL
730,Forest,Grassland,NULL,Non_Wetland,Grassland
731,Forest,Grassland,NULL,Non_Wetland,Wetland
732,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
733,Forest,Grassland,NULL,Non_Wetland,Bareland
734,Forest,Grassland,NULL,Non_Wetland,Built-up
735,Forest,Grassland,NULL,Non_Wetland,Water
736,Forest,Grassland,NULL,Non_Wetland,Forest
737,Forest,Grassland,Non_Water,Non_Wetland,Grassland
738,Forest,Grassland,Non_Water,Non_Wetland,Wetland
739,Forest,Grassland,Non_Water,Non_Wetland,Forest
740,Forest,Grassland,Water,Non_Wetland,Grassland
741,Forest,Grassland,Water,Non_Wetland,Wetland
742,Forest,Grassland,Water,Non_Wetland,Water
743,Forest,Grassland,Water,Non_Wetland,Forest
744,Forest,Cropland,NULL,Non_Wetland,Grassland
745,Forest,Cropland,NULL,Non_Wetland,Forest
746,Forest,Wetland,NULL,Wetland,NULL
747,Forest,Wetland,NULL,Wetland,Grassland
748,Forest,Wetland,NULL,Wetland,Wetland
749,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
750,Forest,Wetland,NULL,Wetland,Water
751,Forest,Wetland,NULL,Wetland,Forest
752,Forest,Wetland,Non_Water,Wetland,Grassland
753,Forest,Wetland,Non_Water,Wetland,Wetland
754,Forest,Wetland,Non_Water,Wetland,Bareland
755,Forest,Wetland,Non_Water,Wetland,Water
756,Forest,Wetland,Non_Water,Wetland,Forest
757,Forest,Wetland,Water,Wetland,Grassland
758,Forest,Wetland,Water,Wetland,Wetland
759,Forest,Wetland,Water,Wetland,Bareland
760,Forest,Wetland,Water,Wetland,Water
761,Forest,Wetland,Water,Wetland,Forest
762,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
763,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
764,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
765,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
766,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
767,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
768,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
769,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
770,Forest,Bareland,NULL,Non_Wetland,Grassland
771,Forest,Bareland,NULL,Non_Wetland,Wetland
772,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
773,Forest,Bareland,NULL,Non_Wetland,Bareland
774,Forest,Bareland,NULL,Non_Wetland,Built-up
775,Forest,Bareland,NULL,Non_Wetland,Water
776,Forest,Bareland,NULL,Non_Wetland,Forest
777,Forest,Bareland,Non_Water,Non_Wetland,Grassland
778,Forest,Bareland,Non_Water,Non_Wetland,Wetland
779,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
780,Forest,Bareland,Non_Water,Non_Wetland,Bareland
781,Forest,Bareland,Non_Water,Non_Wetland,Forest
782,Forest,Bareland,Water,Non_Wetland,Grassland
783,Forest,Bareland,Water,Non_Wetland,Wetland
784,Forest,Bareland,Water,Non_Wetland,Bareland
785,Forest,Bareland,Water,Non_Wetland,Water
786,Forest,Bareland,Water,Non_Wetland,Forest
787,Forest,Built-up,NULL,Non_Wetland,Grassland
788,Forest,Built-up,NULL,Non_Wetland,Wetland
789,Forest,Built-up,NULL,Non_Wetland,Bareland
790,Forest,Built-up,NULL,Non_Wetland,Forest
791,Forest,Built-up,Non_Water,Non_Wetland,Wetland
792,Forest,Built-up,Non_Water,Non_Wetland,Forest
793,Forest,Built-up,Water,Non_Wetland,Grassland
794,Forest,Built-up,Water,Non_Wetland,Wetland
795,Forest,Built-up,Water,Non_Wetland,Forest
796,Forest,Water,NULL,Water,Grassland
797,Forest,Water,NULL,Water,Wetland
798,Forest,Water,NULL,Water,Water
799,Forest,Water,NULL,Water,Forest
800,Forest,Water,Non_Water,Water,Grassland
801,Forest,Water,Non_Water,Water,Wetland
802,Forest,Water,Non_Water,Water,Water
803,Forest,Water,Non_Water,Water,Forest
804,Forest,Water,Water,Water,Grassland
805,Forest,Water,Water,Water,Wetland
806,Forest,Water,Water,Water,Water
807,Forest,Water,Water,Water,Forest
808,Forest,Forest,NULL,Non_Wetland,NULL
809,Forest,Forest,NULL,Non_Wetland,Grassland
810,Forest,Forest,NULL,Non_Wetland,Wetland
811,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
812,Forest,Forest,NULL,Non_Wetland,Bareland
813,Forest,Forest,NULL,Non_Wetland,Built-up
814,Forest,Forest,NULL,Non_Wetland,Water
815,Forest,Forest,NULL,Non_Wetland,Forest
816,Forest,Forest,Non_Water,Non_Wetland,Grassland
817,Forest,Forest,Non_Water,Non_Wetland,Wetland
818,Forest,Forest,Non_Water,Non_Wetland,Water
819,Forest,Forest,Non_Water,Non_Wetland,Forest
820,Forest,Forest,Water,Non_Wetland,Grassland
821,Forest,Forest,Water,Non_Wetland,Wetland
822,Forest,Forest,Water,Non_Wetland,Water
823,Forest,Forest,Water,Non_Wetland,Forest
