Value,SIBERIA_2024_ESA_CALU_2024_43WDP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,SIBERIA_2024_WorldCover_2021_43WDP_M_R
411,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
412,NULL,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
413,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
414,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
415,NULL,Bareland,Forest,Water,Non_Wetland,Grassland
416,NULL,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
417,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
418,NULL,Bareland,Forest,Water,Non_Wetland,Water
419,NULL,Bareland,Forest,Water,Non_Wetland,Forest
420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
423,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
424,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
425,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
426,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
427,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
429,NULL,Built-up,Wetland,NULL,Wetland,Grassland
430,NULL,Built-up,Wetland,NULL,Wetland,Wetland
431,NULL,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
432,NULL,Built-up,Wetland,NULL,Wetland,Bareland
433,NULL,Built-up,Wetland,NULL,Wetland,Built-up
434,NULL,Built-up,Wetland,NULL,Wetland,Water
435,NULL,Built-up,Wetland,NULL,Wetland,Forest
436,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
437,NULL,Built-up,Wetland,Water,Wetland,Water
438,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
439,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
440,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
441,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
442,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
443,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
444,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
445,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
446,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
447,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
448,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
449,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
450,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
451,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
452,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
453,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
454,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
455,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
456,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
457,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
458,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
459,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland
460,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
461,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
462,NULL,Built-up,Bareland,Water,Non_Wetland,Water
463,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
464,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
465,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
466,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
467,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
468,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
469,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
470,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
471,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
472,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
473,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
474,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
475,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
476,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
477,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
478,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
479,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
480,NULL,Built-up,Built-up,Water,Non_Wetland,Water
481,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
482,NULL,Built-up,Water,NULL,Water,Grassland
483,NULL,Built-up,Water,NULL,Water,Wetland
484,NULL,Built-up,Water,NULL,Water,Bareland
485,NULL,Built-up,Water,NULL,Water,Built-up
486,NULL,Built-up,Water,Water,Water,Bareland
487,NULL,Built-up,Water,Water,Water,Built-up
488,NULL,Built-up,Water,Water,Water,Water
489,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
490,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
491,NULL,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
492,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
493,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
494,NULL,Built-up,Forest,NULL,Non_Wetland,Water
495,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
496,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
497,NULL,Built-up,Forest,Water,Non_Wetland,Lichens_and_Mosses
498,NULL,Water,NULL,NULL,Non_Wetland,Water
499,NULL,Water,NULL,NULL,Non_Wetland,Forest
500,NULL,Water,NULL,Water,Non_Wetland,Water
501,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
502,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
503,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
504,NULL,Water,Shrubland,NULL,Non_Wetland,Water
505,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
506,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
507,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
508,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
509,NULL,Water,Shrubland,Water,Non_Wetland,Water
510,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
511,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
512,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
513,NULL,Water,Grassland,NULL,Non_Wetland,Water
514,NULL,Water,Grassland,NULL,Non_Wetland,Forest
515,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
516,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
517,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
518,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
519,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
520,NULL,Water,Grassland,Water,Non_Wetland,Grassland
521,NULL,Water,Grassland,Water,Non_Wetland,Wetland
522,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
523,NULL,Water,Grassland,Water,Non_Wetland,Water
524,NULL,Water,Grassland,Water,Non_Wetland,Forest
525,NULL,Water,Wetland,NULL,Wetland,Grassland
526,NULL,Water,Wetland,NULL,Wetland,Wetland
527,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
528,NULL,Water,Wetland,NULL,Wetland,Bareland
529,NULL,Water,Wetland,NULL,Wetland,Water
530,NULL,Water,Wetland,NULL,Wetland,Forest
531,NULL,Water,Wetland,Non_Water,Wetland,Grassland
532,NULL,Water,Wetland,Non_Water,Wetland,Wetland
533,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
534,NULL,Water,Wetland,Non_Water,Wetland,Bareland
535,NULL,Water,Wetland,Non_Water,Wetland,Water
536,NULL,Water,Wetland,Non_Water,Wetland,Forest
537,NULL,Water,Wetland,Water,NULL,Water
538,NULL,Water,Wetland,Water,Wetland,Grassland
539,NULL,Water,Wetland,Water,Wetland,Wetland
540,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
541,NULL,Water,Wetland,Water,Wetland,Bareland
542,NULL,Water,Wetland,Water,Wetland,Water
543,NULL,Water,Wetland,Water,Wetland,Forest
544,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
545,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
546,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
547,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
548,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
549,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
550,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
551,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
552,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
553,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
554,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
555,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
556,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
557,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
558,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
559,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
560,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
561,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
562,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
563,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
564,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
565,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
566,NULL,Water,Bareland,NULL,Non_Wetland,Water
567,NULL,Water,Bareland,NULL,Non_Wetland,Forest
568,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
569,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
570,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
571,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
572,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
573,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
574,NULL,Water,Bareland,Water,Non_Wetland,Grassland
575,NULL,Water,Bareland,Water,Non_Wetland,Wetland
576,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
577,NULL,Water,Bareland,Water,Non_Wetland,Bareland
578,NULL,Water,Bareland,Water,Non_Wetland,Water
579,NULL,Water,Bareland,Water,Non_Wetland,Forest
580,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
581,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
582,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
583,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
584,NULL,Water,Built-up,NULL,Non_Wetland,Water
585,NULL,Water,Built-up,NULL,Non_Wetland,Forest
586,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
587,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
588,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
589,NULL,Water,Built-up,Water,Non_Wetland,Grassland
590,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
591,NULL,Water,Built-up,Water,Non_Wetland,Bareland
592,NULL,Water,Built-up,Water,Non_Wetland,Water
593,NULL,Water,Water,NULL,Water,Grassland
594,NULL,Water,Water,NULL,Water,Wetland
595,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
596,NULL,Water,Water,NULL,Water,Bareland
597,NULL,Water,Water,NULL,Water,Water
598,NULL,Water,Water,NULL,Water,Forest
599,NULL,Water,Water,Non_Water,Water,Grassland
600,NULL,Water,Water,Non_Water,Water,Wetland
601,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
602,NULL,Water,Water,Non_Water,Water,Bareland
603,NULL,Water,Water,Non_Water,Water,Water
604,NULL,Water,Water,Non_Water,Water,Forest
605,NULL,Water,Water,Water,NULL,Water
606,NULL,Water,Water,Water,Water,Grassland
607,NULL,Water,Water,Water,Water,Wetland
608,NULL,Water,Water,Water,Water,Lichens_and_Mosses
609,NULL,Water,Water,Water,Water,Bareland
610,NULL,Water,Water,Water,Water,Water
611,NULL,Water,Water,Water,Water,Forest
612,NULL,Water,Forest,NULL,Non_Wetland,Grassland
613,NULL,Water,Forest,NULL,Non_Wetland,Wetland
614,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
615,NULL,Water,Forest,NULL,Non_Wetland,Bareland
616,NULL,Water,Forest,NULL,Non_Wetland,Water
617,NULL,Water,Forest,NULL,Non_Wetland,Forest
618,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
619,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
620,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
621,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
622,NULL,Water,Forest,Non_Water,Non_Wetland,Water
623,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
624,NULL,Water,Forest,Water,Non_Wetland,Grassland
625,NULL,Water,Forest,Water,Non_Wetland,Wetland
626,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
627,NULL,Water,Forest,Water,Non_Wetland,Bareland
628,NULL,Water,Forest,Water,Non_Wetland,Water
629,NULL,Water,Forest,Water,Non_Wetland,Forest
630,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
631,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
632,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
633,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
634,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
635,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
636,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
637,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
638,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
639,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
640,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
641,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
642,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
643,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
644,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
645,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
646,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
647,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
648,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
649,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
650,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
651,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
652,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
653,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
654,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
655,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
656,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
657,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
658,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
659,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
660,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
661,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
662,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
663,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
664,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
665,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
666,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
667,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
668,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
669,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
670,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
671,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
672,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
673,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
674,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
675,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
676,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
677,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
678,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
679,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
680,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
681,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
682,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
683,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
684,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
685,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
686,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
687,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
688,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
689,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
690,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
691,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
692,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
693,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
694,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
695,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
696,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
697,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
698,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
699,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
700,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
701,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
702,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
703,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
704,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
705,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
706,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
707,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
708,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
709,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
710,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
711,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
712,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
713,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
714,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
715,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
716,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
717,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
718,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
719,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
720,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
721,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
722,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
723,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
724,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
725,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
726,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
727,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
728,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
729,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
730,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
731,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
732,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
733,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
734,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
735,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
736,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
737,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
738,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
739,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
740,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
741,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
742,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
743,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
744,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
745,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
746,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
747,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
748,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
749,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
750,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
751,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
752,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
753,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
754,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
755,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
756,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
757,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
758,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
759,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
760,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
761,NULL,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
762,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
763,NULL,Forest,NULL,NULL,Non_Wetland,Water
764,NULL,Forest,NULL,NULL,Non_Wetland,Forest
765,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
766,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
767,NULL,Forest,NULL,Water,Non_Wetland,Water
768,NULL,Forest,NULL,Water,Non_Wetland,Forest
769,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
770,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
771,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
772,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
773,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
774,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
775,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
776,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
777,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
778,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
779,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
780,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
781,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
782,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
783,NULL,Forest,Shrubland,Water,Non_Wetland,Water
784,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
785,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
786,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
787,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
788,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
789,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
790,NULL,Forest,Grassland,NULL,Non_Wetland,Water
791,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
792,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
793,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
794,NULL,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
795,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
796,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water
797,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
798,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
799,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
800,NULL,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
801,NULL,Forest,Grassland,Water,Non_Wetland,Bareland
802,NULL,Forest,Grassland,Water,Non_Wetland,Water
