Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPB_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPB_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPB_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPB_M_R,SIBERIA_2024_WorldCover_2021_44WPB_M_R
469,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
470,Built-up,Bareland,NULL,Non_Wetland,Bareland
471,Built-up,Bareland,NULL,Non_Wetland,Built-up
472,Built-up,Bareland,NULL,Non_Wetland,Water
473,Built-up,Bareland,NULL,Non_Wetland,Forest
474,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
475,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
476,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
477,Built-up,Bareland,Non_Water,Non_Wetland,Water
478,Built-up,Bareland,Water,Non_Wetland,Grassland
479,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
480,Built-up,Bareland,Water,Non_Wetland,Bareland
481,Built-up,Bareland,Water,Non_Wetland,Water
482,Built-up,Bareland,Water,Non_Wetland,Forest
483,Built-up,Built-up,NULL,Non_Wetland,Grassland
484,Built-up,Built-up,NULL,Non_Wetland,Wetland
485,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
486,Built-up,Built-up,NULL,Non_Wetland,Bareland
487,Built-up,Built-up,NULL,Non_Wetland,Built-up
488,Built-up,Built-up,NULL,Non_Wetland,Water
489,Built-up,Built-up,NULL,Non_Wetland,Forest
490,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
491,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
492,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
493,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
494,Built-up,Built-up,Non_Water,Non_Wetland,Water
495,Built-up,Built-up,Water,Non_Wetland,Grassland
496,Built-up,Built-up,Water,Non_Wetland,Bareland
497,Built-up,Built-up,Water,Non_Wetland,Built-up
498,Built-up,Built-up,Water,Non_Wetland,Water
499,Built-up,Built-up,Water,Non_Wetland,Forest
500,Built-up,Water,NULL,Water,Grassland
501,Built-up,Water,NULL,Water,Wetland
502,Built-up,Water,NULL,Water,Lichens_and_Mosses
503,Built-up,Water,NULL,Water,Bareland
504,Built-up,Water,NULL,Water,Built-up
505,Built-up,Water,Non_Water,Water,Bareland
506,Built-up,Forest,NULL,Non_Wetland,Grassland
507,Built-up,Forest,NULL,Non_Wetland,Wetland
508,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
509,Built-up,Forest,NULL,Non_Wetland,Bareland
510,Built-up,Forest,NULL,Non_Wetland,Water
511,Built-up,Forest,NULL,Non_Wetland,Forest
512,Built-up,Forest,Non_Water,Non_Wetland,Grassland
513,Built-up,Forest,Non_Water,Non_Wetland,Water
514,Built-up,Forest,Water,Non_Wetland,Lichens_and_Mosses
515,Built-up,Forest,Water,Non_Wetland,Water
516,Built-up,Forest,Water,Non_Wetland,Forest
517,Water,NULL,NULL,Non_Wetland,Grassland
518,Water,NULL,NULL,Non_Wetland,Wetland
519,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
520,Water,NULL,NULL,Non_Wetland,Bareland
521,Water,NULL,NULL,Non_Wetland,Water
522,Water,NULL,NULL,Non_Wetland,Forest
523,Water,NULL,Non_Water,Non_Wetland,Grassland
524,Water,NULL,Non_Water,Non_Wetland,Wetland
525,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
526,Water,NULL,Non_Water,Non_Wetland,Bareland
527,Water,NULL,Non_Water,Non_Wetland,Water
528,Water,NULL,Non_Water,Non_Wetland,Forest
529,Water,NULL,Water,Non_Wetland,Grassland
530,Water,NULL,Water,Non_Wetland,Wetland
531,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
532,Water,NULL,Water,Non_Wetland,Bareland
533,Water,NULL,Water,Non_Wetland,Water
534,Water,NULL,Water,Non_Wetland,Forest
535,Water,Shrubland,NULL,Non_Wetland,Grassland
536,Water,Shrubland,NULL,Non_Wetland,Wetland
537,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
538,Water,Shrubland,NULL,Non_Wetland,Bareland
539,Water,Shrubland,NULL,Non_Wetland,Water
540,Water,Shrubland,NULL,Non_Wetland,Forest
541,Water,Shrubland,Non_Water,Non_Wetland,Grassland
542,Water,Shrubland,Non_Water,Non_Wetland,Wetland
543,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
544,Water,Shrubland,Non_Water,Non_Wetland,Bareland
545,Water,Shrubland,Non_Water,Non_Wetland,Water
546,Water,Shrubland,Non_Water,Non_Wetland,Forest
547,Water,Shrubland,Water,Non_Wetland,Grassland
548,Water,Shrubland,Water,Non_Wetland,Wetland
549,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
550,Water,Shrubland,Water,Non_Wetland,Bareland
551,Water,Shrubland,Water,Non_Wetland,Water
552,Water,Shrubland,Water,Non_Wetland,Forest
553,Water,Grassland,NULL,Non_Wetland,Grassland
554,Water,Grassland,NULL,Non_Wetland,Wetland
555,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
556,Water,Grassland,NULL,Non_Wetland,Bareland
557,Water,Grassland,NULL,Non_Wetland,Water
558,Water,Grassland,NULL,Non_Wetland,Forest
559,Water,Grassland,Non_Water,Non_Wetland,Grassland
560,Water,Grassland,Non_Water,Non_Wetland,Wetland
561,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
562,Water,Grassland,Non_Water,Non_Wetland,Bareland
563,Water,Grassland,Non_Water,Non_Wetland,Water
564,Water,Grassland,Non_Water,Non_Wetland,Forest
565,Water,Grassland,Water,Non_Wetland,Grassland
566,Water,Grassland,Water,Non_Wetland,Wetland
567,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
568,Water,Grassland,Water,Non_Wetland,Bareland
569,Water,Grassland,Water,Non_Wetland,Water
570,Water,Grassland,Water,Non_Wetland,Forest
571,Water,Wetland,NULL,Wetland,Grassland
572,Water,Wetland,NULL,Wetland,Wetland
573,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
574,Water,Wetland,NULL,Wetland,Bareland
575,Water,Wetland,NULL,Wetland,Water
576,Water,Wetland,NULL,Wetland,Forest
577,Water,Wetland,Non_Water,Wetland,Grassland
578,Water,Wetland,Non_Water,Wetland,Wetland
579,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
580,Water,Wetland,Non_Water,Wetland,Bareland
581,Water,Wetland,Non_Water,Wetland,Water
582,Water,Wetland,Non_Water,Wetland,Forest
583,Water,Wetland,Water,Wetland,Grassland
584,Water,Wetland,Water,Wetland,Wetland
585,Water,Wetland,Water,Wetland,Lichens_and_Mosses
586,Water,Wetland,Water,Wetland,Bareland
587,Water,Wetland,Water,Wetland,Water
588,Water,Wetland,Water,Wetland,Forest
589,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
590,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
591,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
592,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
593,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
594,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
595,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
596,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
597,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
598,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
599,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
600,Water,Bareland,NULL,Non_Wetland,Grassland
601,Water,Bareland,NULL,Non_Wetland,Wetland
602,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
603,Water,Bareland,NULL,Non_Wetland,Bareland
604,Water,Bareland,NULL,Non_Wetland,Water
605,Water,Bareland,NULL,Non_Wetland,Forest
606,Water,Bareland,Non_Water,Non_Wetland,Grassland
607,Water,Bareland,Non_Water,Non_Wetland,Wetland
608,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
609,Water,Bareland,Non_Water,Non_Wetland,Bareland
610,Water,Bareland,Non_Water,Non_Wetland,Water
611,Water,Bareland,Non_Water,Non_Wetland,Forest
612,Water,Bareland,Water,Non_Wetland,Grassland
613,Water,Bareland,Water,Non_Wetland,Wetland
614,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
615,Water,Bareland,Water,Non_Wetland,Bareland
616,Water,Bareland,Water,Non_Wetland,Water
617,Water,Bareland,Water,Non_Wetland,Forest
618,Water,Built-up,NULL,Non_Wetland,Grassland
619,Water,Built-up,NULL,Non_Wetland,Wetland
620,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
621,Water,Built-up,NULL,Non_Wetland,Bareland
622,Water,Built-up,NULL,Non_Wetland,Water
623,Water,Built-up,NULL,Non_Wetland,Forest
624,Water,Built-up,Non_Water,Non_Wetland,Grassland
625,Water,Built-up,Non_Water,Non_Wetland,Wetland
626,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
627,Water,Built-up,Non_Water,Non_Wetland,Bareland
628,Water,Built-up,Non_Water,Non_Wetland,Water
629,Water,Built-up,Non_Water,Non_Wetland,Forest
630,Water,Built-up,Water,Non_Wetland,Grassland
631,Water,Built-up,Water,Non_Wetland,Wetland
632,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
633,Water,Built-up,Water,Non_Wetland,Bareland
634,Water,Built-up,Water,Non_Wetland,Water
635,Water,Built-up,Water,Non_Wetland,Forest
636,Water,Water,NULL,Water,Grassland
637,Water,Water,NULL,Water,Wetland
638,Water,Water,NULL,Water,Lichens_and_Mosses
639,Water,Water,NULL,Water,Bareland
640,Water,Water,NULL,Water,Water
641,Water,Water,NULL,Water,Forest
642,Water,Water,Non_Water,Water,Grassland
643,Water,Water,Non_Water,Water,Wetland
644,Water,Water,Non_Water,Water,Lichens_and_Mosses
645,Water,Water,Non_Water,Water,Bareland
646,Water,Water,Non_Water,Water,Water
647,Water,Water,Non_Water,Water,Forest
648,Water,Water,Water,Water,Grassland
649,Water,Water,Water,Water,Wetland
650,Water,Water,Water,Water,Lichens_and_Mosses
651,Water,Water,Water,Water,Bareland
652,Water,Water,Water,Water,Water
653,Water,Water,Water,Water,Forest
654,Water,Forest,NULL,Non_Wetland,Grassland
655,Water,Forest,NULL,Non_Wetland,Wetland
656,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
657,Water,Forest,NULL,Non_Wetland,Bareland
658,Water,Forest,NULL,Non_Wetland,Water
659,Water,Forest,NULL,Non_Wetland,Forest
660,Water,Forest,Non_Water,Non_Wetland,Grassland
661,Water,Forest,Non_Water,Non_Wetland,Wetland
662,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
663,Water,Forest,Non_Water,Non_Wetland,Bareland
664,Water,Forest,Non_Water,Non_Wetland,Water
665,Water,Forest,Non_Water,Non_Wetland,Forest
666,Water,Forest,Water,Non_Wetland,Grassland
667,Water,Forest,Water,Non_Wetland,Wetland
668,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
669,Water,Forest,Water,Non_Wetland,Bareland
670,Water,Forest,Water,Non_Wetland,Water
671,Water,Forest,Water,Non_Wetland,Forest
672,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
673,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
674,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
675,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
676,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
677,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
678,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
679,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland
682,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
683,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
684,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
685,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
686,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
687,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
688,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
689,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
690,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
691,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
692,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
693,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
694,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
695,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
696,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
697,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
698,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
699,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Built-up
700,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
701,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
702,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
703,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
704,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
705,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
706,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
707,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
708,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
709,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
710,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
711,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
712,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
713,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
714,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
715,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
716,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
717,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
718,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
719,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
720,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
721,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
722,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
723,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
724,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
725,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
726,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
727,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
728,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
729,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
730,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
731,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
732,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
733,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
734,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
735,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
736,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
737,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
738,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
739,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
740,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
741,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
742,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
743,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
744,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
745,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
746,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
747,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
748,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
749,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
750,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
751,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
752,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
753,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
754,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
755,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
756,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
757,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
758,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
759,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
760,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
761,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
762,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
763,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
764,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
765,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
766,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
767,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
768,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
769,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
770,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
771,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
772,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
773,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
774,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
775,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
776,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
777,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
778,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
779,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
780,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
781,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
782,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
783,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
784,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
785,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
786,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
787,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
788,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
789,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
790,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
791,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
792,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
793,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
794,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
795,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
796,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
797,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
798,Permanent_ice_and_snow,Water,NULL,Water,Grassland
799,Permanent_ice_and_snow,Water,NULL,Water,Wetland
800,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
801,Permanent_ice_and_snow,Water,NULL,Water,Bareland
802,Permanent_ice_and_snow,Water,NULL,Water,Water
803,Permanent_ice_and_snow,Water,NULL,Water,Forest
804,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
805,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
806,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
807,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
808,Permanent_ice_and_snow,Water,Non_Water,Water,Water
809,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
810,Permanent_ice_and_snow,Water,Water,Water,Grassland
811,Permanent_ice_and_snow,Water,Water,Water,Wetland
812,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
813,Permanent_ice_and_snow,Water,Water,Water,Bareland
814,Permanent_ice_and_snow,Water,Water,Water,Water
815,Permanent_ice_and_snow,Water,Water,Water,Forest
816,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
817,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
818,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
819,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
820,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
821,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
822,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
823,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
824,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
825,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
826,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
827,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Built-up
828,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
829,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
830,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
831,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
832,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
833,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
834,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
835,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
836,Forest,NULL,NULL,Non_Wetland,Grassland
837,Forest,NULL,NULL,Non_Wetland,Wetland
838,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
839,Forest,NULL,NULL,Non_Wetland,Bareland
840,Forest,NULL,NULL,Non_Wetland,Water
841,Forest,NULL,NULL,Non_Wetland,Forest
842,Forest,NULL,Non_Water,Non_Wetland,Grassland
843,Forest,NULL,Non_Water,Non_Wetland,Wetland
844,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
845,Forest,NULL,Non_Water,Non_Wetland,Water
846,Forest,NULL,Non_Water,Non_Wetland,Forest
847,Forest,NULL,Water,Non_Wetland,Grassland
848,Forest,NULL,Water,Non_Wetland,Wetland
849,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
850,Forest,NULL,Water,Non_Wetland,Bareland
851,Forest,NULL,Water,Non_Wetland,Water
852,Forest,NULL,Water,Non_Wetland,Forest
853,Forest,Shrubland,NULL,Non_Wetland,Grassland
854,Forest,Shrubland,NULL,Non_Wetland,Wetland
855,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
856,Forest,Shrubland,NULL,Non_Wetland,Bareland
857,Forest,Shrubland,NULL,Non_Wetland,Water
858,Forest,Shrubland,NULL,Non_Wetland,Forest
859,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
860,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
861,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
862,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
863,Forest,Shrubland,Non_Water,Non_Wetland,Water
864,Forest,Shrubland,Non_Water,Non_Wetland,Forest
865,Forest,Shrubland,Water,Non_Wetland,Grassland
866,Forest,Shrubland,Water,Non_Wetland,Wetland
867,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
868,Forest,Shrubland,Water,Non_Wetland,Bareland
869,Forest,Shrubland,Water,Non_Wetland,Water
870,Forest,Shrubland,Water,Non_Wetland,Forest
871,Forest,Grassland,NULL,Non_Wetland,Grassland
872,Forest,Grassland,NULL,Non_Wetland,Wetland
873,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
874,Forest,Grassland,NULL,Non_Wetland,Bareland
875,Forest,Grassland,NULL,Non_Wetland,Water
876,Forest,Grassland,NULL,Non_Wetland,Forest
877,Forest,Grassland,Non_Water,Non_Wetland,Grassland
878,Forest,Grassland,Non_Water,Non_Wetland,Wetland
879,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
880,Forest,Grassland,Non_Water,Non_Wetland,Bareland
881,Forest,Grassland,Non_Water,Non_Wetland,Water
882,Forest,Grassland,Non_Water,Non_Wetland,Forest
883,Forest,Grassland,Water,Non_Wetland,Grassland
884,Forest,Grassland,Water,Non_Wetland,Wetland
885,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
886,Forest,Grassland,Water,Non_Wetland,Bareland
887,Forest,Grassland,Water,Non_Wetland,Water
888,Forest,Grassland,Water,Non_Wetland,Forest
889,Forest,Wetland,NULL,Wetland,Grassland
890,Forest,Wetland,NULL,Wetland,Wetland
891,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
892,Forest,Wetland,NULL,Wetland,Bareland
893,Forest,Wetland,NULL,Wetland,Water
894,Forest,Wetland,NULL,Wetland,Forest
895,Forest,Wetland,Non_Water,Wetland,Grassland
896,Forest,Wetland,Non_Water,Wetland,Wetland
897,Forest,Wetland,Non_Water,Wetland,Bareland
898,Forest,Wetland,Non_Water,Wetland,Water
899,Forest,Wetland,Non_Water,Wetland,Forest
900,Forest,Wetland,Water,Wetland,Grassland
901,Forest,Wetland,Water,Wetland,Wetland
902,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
903,Forest,Wetland,Water,Wetland,Bareland
904,Forest,Wetland,Water,Wetland,Water
905,Forest,Wetland,Water,Wetland,Forest
906,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
907,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
908,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
